Attacker,Fast Move,Charged Move,Level,Arceus (Ghost),Arceus (Ghost),Arceus (Psychic),Arceus (Psychic),Articuno (Galarian),Articuno (Galarian),Calyrex (Ice Rider),Calyrex (Ice Rider),Calyrex (Shadow Rider),Calyrex (Shadow Rider),Cosmoem,Cosmoem,Cosmog,Cosmog,Hoopa,Hoopa,Jirachi,Jirachi,Lunala,Lunala,Marshadow,Marshadow,Meloetta,Meloetta,Mew,Mew,Necrozma,Necrozma,Necrozma (Dawn Wings),Necrozma (Dawn Wings),Necrozma (Dusk Mane),Necrozma (Dusk Mane),Necrozma (Ultra),Necrozma (Ultra),Solgaleo,Solgaleo,Spectrier,Spectrier,Victini,Victini,Azelf,Azelf,Cresselia,Cresselia,Deoxys,Deoxys,Deoxys (Attack),Deoxys (Attack),Deoxys (Defense),Deoxys (Defense),Deoxys (Speed),Deoxys (Speed),Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Lugia,Lugia,Mesprit,Mesprit,Mewtwo,Mewtwo,Mewtwo (Armored),Mewtwo (Armored),Tapu Lele,Tapu Lele,Uxie,Uxie,Blacephalon,Blacephalon,Mega Banette,Mega Banette,Mega Gallade,Mega Gallade,Mega Gardevoir,Mega Gardevoir,Mega Medicham,Mega Medicham,Mega Metagross,Mega Metagross,Mega Alakazam,Mega Alakazam,Mega Gengar,Mega Gengar,Mega Slowbro,Mega Slowbro,Mega Mewtwo X,Mega Mewtwo X,Mega Mewtwo Y,Mega Mewtwo Y,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Braviary (Hisuian),Braviary (Hisuian),Alakazam,Alakazam,Banette,Banette,Claydol,Claydol,Drifblim,Drifblim,Dusclops,Dusclops,Espeon,Espeon,Gallade,Gallade,Gardevoir,Gardevoir,Gengar,Gengar,Girafarig,Girafarig,Golurk,Golurk,Gothorita,Gothorita,Grumpig,Grumpig,Haunter,Haunter,Hypno,Hypno,Jynx,Jynx,Kadabra,Kadabra,Kirlia,Kirlia,Lampent,Lampent,Marowak (Alola),Marowak (Alola),Medicham,Medicham,Metagross,Metagross,Metang,Metang,Mr. Mime,Mr. Mime,Oranguru,Oranguru,Raichu (Alola),Raichu (Alola),Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Wobbuffet,Wobbuffet,Xatu,Xatu
(Boss weights),,,,0.925925925925926,0.0,0.925925925925926,0.0,1.851851851851852,0.0,0.925925925925926,0.0,0.925925925925926,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,0.462962962962963,0.0,0.462962962962963,0.0,0.462962962962963,0.0,0.462962962962963,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,0.462962962962963,0.0,0.462962962962963,0.0,0.462962962962963,0.0,0.462962962962963,0.0,0.617283950617284,0.0,0.617283950617284,0.0,0.617283950617284,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,0.925925925925926,0.0,0.925925925925926,0.0,1.851851851851852,0.0,1.851851851851852,0.0,1.851851851851852,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,2.9166666666666665,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.46875,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Mega Legendary Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Hoopa (Unbound),Astonish,Shadow Ball,50,1.1798255935704374,1.199474585033895,1.1522493716082827,1.1542014865927348,1.1315819000173781,1.133166569988559,1.124730222017418,1.1559981172468357,1.0822502836482923,1.0757944933459507,1.3506533953208792,1.423944752382096,1.326885409431974,1.4232795230552076,1.07501619075243,1.0849592021029262,1.3073083207166543,1.2923248493604673,1.0613131763505868,1.0650495355242395,1.4383289441773295,1.4734893454778464,2.6924487784179614,2.7370305994554527,1.3123171797698117,1.3145762089782993,1.430190307952613,1.4602560542785021,1.4092636533008887,1.468259219713432,1.401405319383275,1.4698668524096068,1.3901978478463382,1.4671061404491104,1.2419186318861544,1.2774590927896639,1.165515128801546,1.1096954099908187,1.2780040289958208,1.265037310908105,1.0858681852254652,1.068989717913007,1.310237225307071,1.2847239330398963,1.1505813242780754,1.1617827218549137,1.1301475659079356,1.0351939527296357,1.3024933624564312,1.324913849470222,1.2487316327316724,1.2749713160908458,1.2901466586863297,1.3041124549409369,1.2901466586863297,1.3041124549409369,1.2341275743160778,1.247723093017625,1.2641269133470332,1.2678556110830885,1.2383570653565086,1.2571534398997357,1.1983688471555414,1.2295197886025913,1.114916369533997,1.1291608890869773,1.1683526910894972,1.1729930869617466,1.2330933857373079,1.2522358036487335,1.261282615866979,1.1546135287093249,1.262837601146211,1.288993763675194,1.1712429475190786,1.0903098693882944,1.15450575602244,1.1342435160145756,1.1404623456704102,1.1329474866041482,1.1033341635986023,0.9788562708519979,1.3141060183304898,1.3274805750568361,1.0455336986391695,1.0432014928763826,1.0496606069251069,1.0329295518901114,1.1473713752812504,1.0804746247730432,1.2576108063725013,1.270326699535913,1.1707253088894927,1.0658779727767291,1.1212485634878953,1.0704976793028225,1.245133886098805,1.2376454667532084,1.1274104010241297,1.1136610405377274,1.2791448080852628,1.2915269222418448,1.2037064608244172,1.2121435139429597,1.3555153855217172,1.3412032325531649,1.2298157464959734,1.2716582143835653,1.2790708630635093,1.2917186570884278,1.324862721952309,1.3990417654234135,1.1371157185602465,1.1869473577664509,1.3154830402189293,1.3381783540495298,1.3099421800832527,1.2995894477013847,1.3150123618209981,1.2797858023658035,2.6702246657303714,2.785700981880563,1.3005147923579716,1.30752822425553,1.195341546455525,1.242627061818248,1.1684838689852672,1.2109094358319479,1.26004420107757,1.2967049094862861,1.2769792280096257,1.3391469097911974,1.2762819502351865,1.2750932437847524,1.2841040987280155,1.2897956655063045,1.3039841321469132,1.3554798848302716,1.3474277826607601,1.386163967179349,1.2965221168747594,1.3331365046386228,1.2905865032846584,1.3612195372892792,1.2308865473764625,1.2466913460906168,1.2429840599390767,1.2924317988860952,1.1652222727623531,1.2072002064826624,2.7261723169616467,2.8075635962888015,1.2749230233614803,1.2987605059785483,1.2595987520185994,1.3080205913847622,1.2496180540280062,1.2880983190291155,1.2532078353101044,1.2841382752736408,1.3696944965900626,1.437725367323062,1.2741907930997465,1.3263977198825478
Hoopa (Unbound),Astonish,Dark Pulse,50,1.1821154819923014,1.2298374666718896,1.1517356424359293,1.1855601968932001,1.1366832498658304,1.1571049205468118,1.1272072378418705,1.1810688054563772,1.0830685589504423,1.0995748721071237,1.3807256216751436,1.4672759552872838,1.3533845090383962,1.446538613802296,1.0738285190263646,1.107380813844659,1.3143985939889307,1.324633632187991,1.0699322653535286,1.0961353792381714,2.039714379640178,2.1363410697531076,1.1909800338935541,1.2624302377655978,1.315425404150062,1.3473939238201902,1.438487644709751,1.495783321816772,1.418451375986283,1.496645133618871,1.4168601385659192,1.5023159605918537,1.403234672859759,1.5037812798249182,1.252232870939233,1.310217130944732,1.1579554152664326,1.1370730378012268,1.2716147858575737,1.2973466063737658,1.0899898939869122,1.097041282471197,1.3168394364499196,1.3186936619606144,1.1393870441224958,1.189805076963345,1.0875271728393465,1.0542593498307788,1.3277750188891093,1.3648080729038268,1.2627420718204847,1.3078099187968804,1.2980554489989953,1.3348009133269283,1.2980554489989953,1.3348009133269283,1.2334809725334406,1.2732497854415714,1.2675838855285777,1.285858607357169,1.2347908428703749,1.285348534296181,1.2004293815678173,1.2465753557660864,1.1259887399098698,1.1573924132124993,1.167362855328603,1.1985192023602833,1.25376608513267,1.2879134164799038,1.7407791537416064,1.6579591391127377,1.288852606568581,1.3298890967354828,1.1653336464077384,1.117017596232266,1.1257971375760958,1.1474081264584992,1.6352663709604824,1.6481211910754834,1.4654876511368213,1.400723075368166,1.8863358395572019,1.911876369659277,1.0457392503795677,1.0674837766856116,1.049725837013449,1.0592614581546285,1.1259567309304541,1.10439094185599,1.265752295776226,1.304233645450042,1.621089463508536,1.529734278592741,1.113402359496002,1.1017912056268577,1.2341075284121745,1.2627566164900066,1.1210020252015644,1.14263060641224,1.2842487840248153,1.2962002931462357,1.204875193974718,1.2505926312483424,1.3361586462841009,1.339056827353448,1.2495893614049411,1.315280993644671,1.2790378200062913,1.3644133265807459,1.3552824686873821,1.4342799317452135,1.1789963962163088,1.2424744224890798,1.895058948745675,1.931210027867744,1.8648921621578618,1.8823855653331365,1.3191193759122284,1.3171984926227571,1.236245829104043,1.3072481495423915,1.2993389220019862,1.3468530960228766,1.2452897580746936,1.2879662723202299,1.1811850653782006,1.245469793872964,1.2741822443207016,1.2957000988394767,1.3053735857970306,1.3542030350103915,1.2845865400005398,1.3087922011258566,1.2760630407445614,1.282145602640998,1.9188521633655395,2.0197442065784847,1.3201245827292407,1.3861797153861288,1.2927085254935098,1.3711805046080188,1.8745470388124708,1.9674903696511603,1.23949246776554,1.278886774421165,1.2786082870638555,1.3502009760566742,1.6880302532154785,1.7721230313260548,1.2575941051982038,1.302376379205723,1.2828251714689782,1.3524037128172448,1.2660760858895979,1.3162694448922132,1.256338525691953,1.2958327164493304,1.268246341215112,1.3145929825571596,1.3491467288094772,1.4220490103147256,1.2502644855913307,1.3267693964158225
Hoopa (Unbound),Confusion,Dark Pulse,50,1.2057917520877068,1.2637631009155585,1.3291618872176836,1.376929528174162,1.3050806080662196,1.3492689316152318,1.3114294781196558,1.4054164635226998,1.3565376427394755,1.4060550047713356,1.5964499100080416,1.7053802837287761,1.580358491806056,1.6918082324681454,1.3420734239688914,1.407131645949618,1.6285234231657728,1.6994302316490035,1.3126976646155943,1.3905238454484,1.5907144976898941,1.668844281861611,1.2109357649443482,1.284263647021184,1.5074680993828782,1.575439494814489,1.6548879542861639,1.7585467060408873,1.7164826866277105,1.8980158644549856,1.7243197431332815,1.908736983955623,1.6306128115235476,1.745852381925822,1.5531211446346247,1.6603041104125036,1.1776775394448962,1.178789659060206,1.467849280254975,1.5176067094488424,1.2543290188868876,1.2802288144310199,1.5211903680835626,1.5268039137899814,1.3058566768439859,1.3958585149180258,1.2679946701888842,1.2530581833286352,1.543379007724195,1.6261073328813893,1.4385497086411394,1.5407639503210868,1.325405243626596,1.3866899062911164,1.325405243626596,1.3866899062911164,1.2705283281816722,1.3447060903788488,1.4757076014740156,1.5272217954753453,1.4105838652889209,1.4952882225128186,1.3915750178844257,1.4687099833544734,1.2984399503128146,1.3524920970963537,1.3410572823068394,1.4057667882744354,1.457171965026952,1.5156281320027611,2.081108995978136,1.9397705703848207,1.4768223291363707,1.5393943880652432,1.1714686321206782,1.1350627870979815,1.1334131413400272,1.1616644844085413,1.5571181339551274,1.6019444746796088,1.6995815372399226,1.6797533263972622,1.8152008192796145,1.8693173507565748,1.3381025985013217,1.396219384149497,1.2070972032406864,1.2367395750406243,0.9758094187195894,0.9703887285798464,1.4465055814459193,1.505212453372312,1.565860006000697,1.5011301705431102,1.289334087506424,1.3107134946424916,1.4143434445793424,1.446853714389813,1.2679813822758694,1.3185424577958853,1.488251702974007,1.518418151731247,1.4012721576662284,1.4751615008302514,1.3739663526834027,1.3939897521316178,1.4478601129239348,1.537729326378107,1.3001859968880318,1.3708195633957696,1.3648348129484371,1.4523625173509418,1.3841638560397564,1.4442754968990694,1.8430481567526658,1.8890351780372356,2.117651876736961,2.182653962572283,1.1408299023952913,1.1404283737544374,1.2505671515569856,1.319284997223485,1.3391980354230697,1.3908020081496908,1.4371018822745325,1.4818669522281025,1.3807495004545203,1.4894877148335308,1.103693599210555,1.1378642041436324,1.5047087279103832,1.5853685662684396,1.475231055023921,1.5164300030344424,1.4842295946412571,1.5193157895920635,2.214529862097285,2.3361249647125244,1.3797169449343663,1.4362734532505008,1.3326995483368034,1.3996048180808098,1.8309520062183515,1.9355232976958936,1.5463768574234686,1.609435612649565,1.5943812815430864,1.710962827803883,1.9443103199209124,2.0500196051103896,1.2765568359977875,1.3470274290760935,1.4897089108794044,1.5895832226923234,1.4541021315827927,1.5513886131375858,1.4399630441648992,1.5257401688666326,1.4623318003542314,1.5217528348940104,1.6011428954865863,1.7071553048824835,1.4516064095720436,1.5657071176521002
