Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Arceus (Water),Arceus (Water),Articuno (Galarian),Articuno (Galarian),Keldeo,Keldeo,Manaphy,Manaphy,Moltres (Galarian),Moltres (Galarian),Phione,Phione,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Volcanion,Volcanion,Zapdos (Galarian),Zapdos (Galarian),Kyogre,Kyogre,Lugia,Lugia,Suicune,Suicune,Tapu Fini,Tapu Fini,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Celesteela,Celesteela,Mega Gyarados,Mega Gyarados,Mega Sharpedo,Mega Sharpedo,Mega Aerodactyl,Mega Aerodactyl,Mega Blastoise,Mega Blastoise,Mega Pidgeot,Mega Pidgeot,Mega Slowbro,Mega Slowbro,Braviary (Hisuian),Braviary (Hisuian),Sharpedo,Sharpedo,Aerodactyl,Aerodactyl,Alomomola,Alomomola,Azumarill,Azumarill,Blastoise,Blastoise,Brionne,Brionne,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Dewgong,Dewgong,Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Feraligatr,Feraligatr,Floatzel,Floatzel,Golbat,Golbat,Lapras,Lapras,Lumineon,Lumineon,Mareanie,Mareanie,Noctowl,Noctowl,Octillery,Octillery,Pelipper,Pelipper,Politoed,Politoed,Poliwrath,Poliwrath,Skarmory,Skarmory,Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Vaporeon,Vaporeon,Walrein,Walrein,Xatu,Xatu
Heliolisk,Volt Switch,Thunderbolt,40,1.4908271114437983,1.5202075456005324,1.4914415775180974,1.5195807180156031,1.501117116289221,1.5505133757205734,1.8018648743958348,1.7277801978965712,1.520394817922791,1.5808609694229485,1.484701429646602,1.5213529159483945,1.483551963942863,1.575178524354198,1.8020331800559013,1.7851861869984673,1.6273874939680266,1.5815462261034403,1.7654456243259258,1.76204381429016,1.5658058444857137,1.5855695000791146,1.5247244801211937,1.5902214924312286,1.4647109850669218,1.5406130387123016,1.5441423962262397,1.591948216172993,1.5543238313522005,1.5635442610301589,1.5887223185533812,1.5401099826603915,1.6311314705285822,1.564329863536816,1.4742196996525618,1.5473999559720135,1.607642248509629,1.5917527596575007,1.6973698639381183,1.6449400669765244,1.6435104471206716,1.578369051131436,1.5302534606554579,1.575993473069636,1.4813002733585994,1.5398082921154244,1.51814012509742,1.5757229072160828,1.4864799320965199,1.533626552906291,1.495326787461619,1.5538684752167897,1.4838607351584128,1.5450918948015997,1.479960137913655,1.5068555915739799,1.4554552846344573,1.5011393408887863,1.48602155472437,1.519699855434957,1.4890455831365792,1.5513049582030503,1.501964835777758,1.5734595053684384,1.5057110406308933,1.57238985084862,1.4803494214239448,1.5277471421318907,1.4660105651639048,1.5389391417613432,1.4407302347368969,1.5230182688804457,1.4799854398198178,1.5498515544129858,1.5014341983124126,1.5654588180198865,1.4838101875153251,1.5479757894872688,1.5220512157268493,1.609447749612002,1.465948112249852,1.4972502493754578,1.4714600697144635,1.5185676513910873,1.5366791531869006,1.5998495941880924,1.4627156922955011,1.5485567684291857,1.4756181245041065,1.5347500696931358,1.4902352202135827,1.5072799609129615,1.4756743174512406,1.5285193175812084,1.588549343879202,1.6478428905266944,1.4523722781156292,1.4935543536137657,1.4841017556927927,1.542714351294466,1.470914818895469,1.5086678832116789,1.4849774109174902,1.5443034749821665,1.4797934386391252,1.5435965978128798,1.4894485200189789,1.5729990145625754,1.4627551286735918,1.5529658436428808,1.486270580212378,1.5495664759996102,1.478556763744202,1.5314900007603984,1.5300064888374458,1.5453955560232195,1.5133152436212314,1.5697937558317872
Zebstrika,Spark,Wild Charge,35,1.5078437394035944,1.4987812134124106,1.5021937500899079,1.4991952253768535,1.5250465704434195,1.5276464743350429,1.6256456531209162,1.6502852282863487,1.4639386509161343,1.521022067790811,1.4678700818871937,1.5079375674814224,1.4881360914305979,1.5674799896419715,1.5761044991434496,1.6366310522044902,1.6916005527795506,1.556835458144591,1.5773656007946084,1.6520114587285415,1.5669284387778046,1.5360071286403119,1.4562598816856616,1.5249566470427252,1.4508250684902413,1.5097716011768723,1.4674708429283836,1.5184364433176611,1.622560489808218,1.5469114185855921,1.5006014367104286,1.4983363884072332,1.5983647363234634,1.5514005863348337,1.4499928215239426,1.518776021975708,1.5433430090410645,1.5333161667551005,1.63504120658968,1.5939569292022706,1.6189684306520398,1.4946877784632255,1.5847647133761416,1.5490888589527096,1.4430978737982572,1.5151524884197303,1.4517245858396115,1.4930232209588137,1.495673357805042,1.5349603712644817,1.5087728177615818,1.543172385869015,1.4721527991387267,1.5209935404490926,1.4605216435092383,1.4841181658858433,1.4448348206667403,1.4844658147542136,1.4517236895446581,1.4972196088330005,1.4753578797353923,1.5410524748473826,1.443640904077985,1.499220403868825,1.4814203668781074,1.5402773015600892,1.4342996691350243,1.480148101465259,1.5061726608292931,1.5655401982777337,1.4549523759954197,1.5263753708426586,1.4613188338205685,1.5124159661475811,1.47384574214536,1.5461577701770377,1.4676139223353595,1.525843044639746,1.5301021727884117,1.5952427142610794,1.436040712198653,1.4778828244308502,1.4513325343311712,1.5024747719641731,1.5335859015835178,1.6246949316079233,1.4696693543594113,1.5553321314658162,1.4654750927454805,1.530032380503077,1.4529070984853774,1.5104488029594472,1.421572959718576,1.4757349691975776,1.5634639582958836,1.642288333632932,1.4514544741193285,1.5003853375556988,1.4899223060466162,1.5549011285977843,1.4718702658036085,1.5248157967222147,1.4795254594245728,1.5424182207276063,1.4826002430133658,1.5413001215066828,1.4874557465600935,1.5591079966422132,1.484548728924153,1.5727236345287188,1.455137572543944,1.5153020750699344,1.4550604516766785,1.5306440574861229,1.4696339944932568,1.4822433840164149,1.4893553126910413,1.54380677613445
Shadow Mewtwo,Confusion or Psycho Cut,Thunderbolt,40,1.1239595529196498,1.1768088264460697,1.1213411525139816,1.1765485318257596,1.1969743091971121,1.2833340034116558,1.0,1.0528865102578464,1.1261618378237188,1.200434844190029,1.2718047390106453,1.3829457027997176,1.1253928002370217,1.197495410040289,1.0,1.0432445225858804,1.1174051185725973,1.1554822205964002,1.0,1.0545525852477395,1.1060252000766162,1.1532657667035868,1.2435456947303296,1.2980621195672617,1.129023035918782,1.198823454456644,1.1657063868166335,1.2157855750366497,1.1521747567053002,1.216637864713765,1.098197671538271,1.154754520683676,1.2700643493260837,1.3364582671777463,1.197720116004173,1.300979144134228,1.3039784845552815,1.3838342852981262,1.2746290563395726,1.373672489856515,1.1385618110130622,1.1777068488170062,1.1470727747314553,1.2123393678526997,1.138849038962522,1.2082485778929262,1.2176515257488858,1.3060765172558502,1.190383279870366,1.2921062204437976,1.3166818503897155,1.404933022910551,1.1054579360196863,1.1873558135958167,1.1166538756715274,1.1695284131911434,1.1233800780975516,1.1773758018048766,1.1447868621736768,1.1920955812050145,1.151117775934316,1.22791568289622,1.1424886229670288,1.2108775843928656,1.2629864563689355,1.363985084861992,1.1177896819144653,1.1821070321936873,1.1510094797018597,1.2247340617989724,1.1399703325873107,1.2007494925310989,1.1318947571976203,1.1893050926505215,1.1265355957149668,1.1904013246473042,1.1186005394453264,1.1848826254726599,1.0,1.0557100362131402,1.1360751392530213,1.1797445336016879,1.1354217176106787,1.1913854148559508,1.0,1.0367500993245928,1.1360223468114192,1.1991302969669355,1.1293933480582419,1.1976175669590203,1.2121728205486144,1.2674530606547079,1.1236775753164723,1.179763111607878,1.0,1.0455779255797233,1.2027295911218228,1.2613079057254155,1.2454505296527592,1.3051718015123037,1.2410222421154111,1.2811768351466741,1.2501103977716634,1.3296052855056217,1.1431713244228432,1.2026366950182261,1.1304938136428337,1.1913646483448301,1.1317447060256478,1.2040420385933774,1.1420399983299236,1.2009797781581841,1.1439719412972398,1.201904798114212,1.1229371635011662,1.1756019712035917,1.2733405549180064,1.32551829170197
Zekrom,Charge Beam,Wild Charge,45,1.087280794354555,1.1188940711310724,1.0889136102013774,1.118660701584455,1.0728738893451801,1.1195649468627888,1.1067417594955091,1.172898126828054,1.0623405433345043,1.129125179575567,1.0621288000280356,1.1125811237252583,1.0638791749970256,1.1350322988524517,1.1134252997926246,1.1812009737625102,1.058199246241151,1.100852864819802,1.1226015747225906,1.1814490517134806,1.0458698023800999,1.0961533657009135,1.0893310868913886,1.1409447766982233,1.0476891384360536,1.1063677546146167,1.0889604492807974,1.135628810255107,1.0704738510988498,1.117938860721061,1.0418806044092148,1.0910161010651473,1.0703868129977034,1.120383022922783,1.0691641382478776,1.135929708362446,1.0738631043415836,1.1333739088818835,1.0694607293186782,1.116892592936254,1.064879137646887,1.113918467457614,1.0721242068343033,1.1173465100709343,1.0615270967603794,1.1093577143509696,1.058964149397494,1.1283197777822185,1.062491043575074,1.1277268869120451,1.0501400276681174,1.085467489961872,1.0546466471854814,1.1251537988311289,1.0492205129379961,1.105771984284258,1.06877202140154,1.1064054045914935,1.0645953326143325,1.1012567215095954,1.0863271860974624,1.1334311786101716,1.080044874313892,1.130712284660337,1.055610320589748,1.1177888736499229,1.0749873080895611,1.1389195245347759,1.0569361024676172,1.121282292495839,1.0445661791495342,1.0981627023369593,1.0749508025161811,1.1163563149093971,1.0744863228493298,1.1294959817359236,1.058216216913805,1.0897182753236028,1.1119589584411105,1.1939235212967754,1.0470591350864649,1.083419400969254,1.062743017117554,1.1339121524569318,1.1293631874680743,1.1828707645155798,1.0863462567109774,1.1388652257463796,1.056086891257264,1.1235712907168742,1.0450896907936065,1.0777971661897117,1.0657378284941905,1.1260256643532358,1.133300377494158,1.175858349811253,1.0501429252024774,1.0848653420396266,1.0714056802335148,1.133205720076568,1.062930381490153,1.115109833356287,1.0763527973096911,1.1105930907979211,1.078663426488457,1.1126731470230864,1.0869812766889304,1.1442753385160043,1.0790746637434532,1.1403925458057107,1.0917428639026903,1.1301546212405884,1.0491217397916508,1.1175576001824956,1.072517142807036,1.096403079567177,1.098360128272504,1.1552247450101352
Shadow Magnezone,Charge Beam or Spark,Wild Charge,30,1.1051451347702859,1.1378860290589432,1.1046238977304876,1.1384771778064418,1.1270851401516673,1.1632100197768829,1.3854543945899975,1.3045366855435934,1.1735366775622973,1.2258246680266276,1.1244812170102414,1.1678378743706601,1.1415153982358692,1.199944943812361,1.4455932738256245,1.335181678838698,1.3359190824828036,1.202390650484547,1.2763629620472248,1.2986154036345654,1.1936225318332099,1.1899449529060036,1.1569539181086308,1.198535143457108,1.1178113835110457,1.1675523703259596,1.160152363714129,1.2050742447675338,1.1651230798381005,1.1996146549815203,1.1932306167946496,1.1726767401535794,1.215489319159136,1.197288764783853,1.1747777065247562,1.1834148489170073,1.2238391751719258,1.2175655711268558,1.2419421505031674,1.223076533753975,1.2666124268731354,1.193147308722772,1.1415948153187707,1.1699576887944425,1.1251347165421208,1.1763948069003418,1.1332457384944346,1.18968445874383,1.1475688129016612,1.1935579880287046,1.1752539055909843,1.1942504302054864,1.1953341279606275,1.1765898954167948,1.1126218485469812,1.1639614666498665,1.1223561770345014,1.1637940553508868,1.16104086830813,1.1933882527517075,1.1685065832854742,1.2206517346265926,1.1411005615627416,1.193441251410245,1.1547767015258015,1.1874571404080234,1.1240218475920383,1.1535721163104178,1.1633258557059123,1.202098559953687,1.126932285431739,1.1717587050434601,1.153985280567847,1.2009873622186076,1.1557882236847608,1.2019585378703619,1.1538580665143832,1.204201995173384,1.195777289187791,1.2516921020865666,1.1136798990139738,1.1409478915636062,1.121213507406018,1.1808001610202832,1.1974572904251093,1.2407628128724673,1.145036353190562,1.1835489430829884,1.1183175004824908,1.181202152981794,1.1433098345780695,1.1669156138758987,1.126060322494,1.1749976172528225,1.2305410749595542,1.287632572353047,1.0988215676932993,1.1361012246728133,1.1573454132850596,1.196071128511169,1.164379906348988,1.1812422531331774,1.1626159176602466,1.1966523998777132,1.139708383961118,1.1744592952612394,1.1515748749954378,1.1983430052191686,1.1430721581319274,1.204581441074629,1.1700137781303495,1.1952736837710325,1.1555585126606343,1.2027317314272679,1.169726942705319,1.1629838129811823,1.1857484529006102,1.2334752624974528
Shadow Luxray,Snarl or Spark,Wild Charge,35,1.1398213725904174,1.1281373358156914,1.1371297597184329,1.1254745133391193,1.1456692838011435,1.1574569187501316,1.2402700852573278,1.2643371294625263,1.1278614826273858,1.1763786161138834,1.1108722896874201,1.1440960952140966,1.1132127851665568,1.1746330948342834,1.211333513659724,1.241671174826436,1.3715903135588383,1.178603487907515,1.2126195216151352,1.2571158789501282,1.2004163925415767,1.1849565702579135,1.1254583351167384,1.1799371463183386,1.0875286499131722,1.145673066712844,1.1396533074641484,1.1928783290820675,1.2021874265207775,1.1609317679072433,1.145337626950706,1.150945751795888,1.1807025774558149,1.151035509928972,1.1047291800266081,1.1646148986877745,1.1907414921397879,1.201735905198872,1.2312714573720571,1.204295270310167,1.248561304377628,1.1444179205893659,1.1925905245667914,1.1728769180311873,1.1136971928998136,1.1695394300152024,1.133500529565756,1.1581927819188265,1.1288733093025562,1.166506828929528,1.1586867766643048,1.1575564328373316,1.1203283605044603,1.1545101507228546,1.1147524083343834,1.1457944353443834,1.1099288288378721,1.1480038948393378,1.1115751470509494,1.1403351767288525,1.1215940271839704,1.16305064556612,1.1422097430501856,1.1849544284863158,1.1075668609634837,1.1661237785016287,1.1050627593088598,1.128144530224253,1.126753021202692,1.1785512699905927,1.114401707177432,1.158668609795451,1.1103616157249947,1.1601051063006904,1.1323978290502512,1.1784176151330918,1.1590202227470414,1.1793204021319705,1.1652871184687015,1.2463679082600447,1.1053909236160766,1.1377170449228922,1.1205730858256406,1.1658325937988894,1.1659713945172825,1.23119927351155,1.1159538007409315,1.161529013213939,1.1031994510325305,1.1588467394334483,1.0980945068751309,1.1366231590702869,1.1023194960706333,1.1562129049587135,1.1991101923422613,1.2555635448499012,1.0964114564358378,1.1335860213547067,1.1001706322053129,1.1544611227079418,1.0935907588486435,1.1331772483129046,1.130345799789395,1.1692567682326165,1.1339246658566222,1.165370595382746,1.1189751450782877,1.1735537793350124,1.101799168276174,1.1586539298080771,1.1343715641657273,1.1834300585918471,1.0957531746635236,1.1559577218462473,1.1403079567177006,1.1431051717788183,1.1341176975300036,1.177736783963792
Shadow Zekrom,Charge Beam,Wild Charge,45,0.9113228792793485,0.9441213540367108,0.9096542585923877,0.9444170059187298,0.8773909830431893,0.9192249299768153,0.9437405356068621,0.9957371336113013,0.8928837490779794,0.949606635236727,0.8894247537293134,0.9331769127176303,0.8913363489815772,0.944673197201466,0.9531173924803895,1.0011157695428727,0.8705119091476714,0.9150092792937705,0.9483909609047622,1.0027261372404415,0.8851289567701264,0.9229390651154656,0.9019516288649632,0.9435639827392325,0.874412503206013,0.9239084444342796,0.904538678254078,0.9550734699317215,0.9022141358615132,0.9472661734189555,0.8877939063661134,0.9209947981174139,0.8954164677730954,0.9340998162325835,0.8798303965390174,0.9337244805176159,0.8990032980638181,0.9489814496915218,0.8830567950805152,0.9320154535255464,0.8863437908847345,0.9404613958700271,0.9032181995104803,0.9339202511025038,0.8970337380182573,0.9464738168140518,0.8837753042505145,0.937578685477908,0.9098735628382773,0.938897891244199,0.9063670411985019,0.9528292337281101,0.8982043986465703,0.9394417102430022,0.8937698308152255,0.9399663234098121,0.8961945010489967,0.9222537869281964,0.8958749244666773,0.9356417846516287,0.898804585965584,0.9709442069214897,0.905833660805963,0.9502833166427929,0.891275930053146,0.9398465626607235,0.9098874358839696,0.9388862629763842,0.896446920905999,0.9322671683913453,0.8704653099463905,0.927757247696872,0.8974531059821865,0.9578664785976727,0.9095995116199332,0.9436355881885615,0.8765470336959749,0.9091331449146308,0.9275844973271253,0.9789834454216244,0.892764139367778,0.9208001200533178,0.8903049321610569,0.9498915857753218,0.9511181111300301,0.9972189114024633,0.8973096657883789,0.9585454761574579,0.8825617052302017,0.9217506915703472,0.8845675996370489,0.8904585747190619,0.9018134872154784,0.9318014435115629,0.9554826532446522,0.9889358259931692,0.8929532270268755,0.9173556035086736,0.8939135405749525,0.9428945111863701,0.8957271725657624,0.9303040214846441,0.9017035225381297,0.9318930670199395,0.8807047387606318,0.93910085054678,0.9025292893901238,0.9534581554071317,0.9009674444502445,0.9586835099441458,0.9180131657690006,0.9565223442305818,0.8848471599117937,0.9311269105011026,0.8999052980480875,0.9334104978867435,0.8974892480614335,0.9716749428887053
Zapdos,Charge Beam or Thunder Shock,Thunderbolt,45,1.20949533918095,1.2536195722410959,1.2098040249919682,1.2550424284853454,1.2064779343208372,1.2691206849349161,1.2594249797747217,1.3122243657560106,1.211287554516475,1.2897287374251116,1.22589984964263,1.2875163332159623,1.2007591221804117,1.2787009539184375,1.2792421783428005,1.3486340275899378,1.171116057761658,1.217829043065263,1.259296362450497,1.3273410890055035,1.1880645241882428,1.2182912915663855,1.2245884225230448,1.2835627116577626,1.2108715291334697,1.2824558795421241,1.208891085978881,1.2739989896141009,1.2022536291602082,1.2516613438222666,1.1786534555362893,1.2229596234827842,1.2061350045173596,1.2556436264256314,1.2087941117353727,1.2856995185635391,1.1988644048399346,1.2635798037808088,1.2087449071691874,1.260318518081131,1.2034945924117932,1.2571830473823338,1.2436594178346747,1.283685655661055,1.2132696686151496,1.2790720082221698,1.1978052996542834,1.2577236665933933,1.210831486931887,1.2757366315023644,1.2069372743530047,1.2850828356446333,1.194180636727161,1.2527876038142112,1.22138348930711,1.254452984501896,1.2170369106294983,1.2537166604764152,1.2174365328866348,1.252919984396154,1.231691234339438,1.3175930061897774,1.2264251397568675,1.2778531316947026,1.1994685410594892,1.2585290588033602,1.2176356283808623,1.257934632284719,1.219972501628193,1.3073449598379043,1.2149456097434028,1.2867980013532505,1.2136251436111523,1.2806702232940133,1.2012058973565591,1.2561068415022705,1.1984590963645516,1.2561332868739272,1.2740235385411278,1.354996551129505,1.2073038319959746,1.2488458109336793,1.223662662506976,1.2727738488422093,1.3034508201373518,1.3452239060105569,1.2068268716445114,1.284476098024843,1.1935431990221517,1.2699375978384406,1.1953374746981225,1.255084804913799,1.211293355167962,1.25323837002764,1.2678141290670502,1.331700521301456,1.2212398060701173,1.277604181262786,1.2059279533663048,1.2667059322841328,1.2078053987054125,1.2477792315108114,1.2075817792723937,1.257940147423486,1.1977399756986635,1.2690157958687729,1.1923938829884304,1.2532501186174678,1.2112369716900697,1.2706147448278262,1.230693220881522,1.2704688739509833,1.1943198235875598,1.2414550224317542,1.2037758018975464,1.2458129461075744,1.2501099325389589,1.3288967063138815
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,30,1.3640093280359302,1.354294223399423,1.3708756299539193,1.3484762028064017,1.32051569227706,1.358796309591501,1.3633289771195056,1.4134793702159438,1.3179641786981529,1.365171629175764,1.272086763378218,1.3263973139264968,1.271601971758042,1.34746286623446,1.3982057524118656,1.4331304661437203,1.304772480018818,1.3143181318956914,1.4436889603164793,1.4714917235411222,1.386438927705927,1.3393665836657533,1.3181880085136517,1.3408664365749803,1.2970916356139452,1.3411606339165962,1.340724750425385,1.3562168176563387,1.3431168659213923,1.3646350065860213,1.3147327223185534,1.3261966807034926,1.3420737241276168,1.3540810912137868,1.3001598407335446,1.3526048296786914,1.3399580719331647,1.3754486719310839,1.3379024707083147,1.3600620840327626,1.3361615511388867,1.368589199128587,1.3381616716314346,1.3521831877332742,1.3025394514271031,1.3497027314448036,1.3126286445115005,1.352376051637657,1.334490779016061,1.368144890152893,1.2776934237608395,1.3184195431386443,1.324477083974162,1.3587838357428483,1.269252356788582,1.2813598927847334,1.2720565353998734,1.299390678485028,1.2686768091664944,1.3098663729472144,1.2523982728181566,1.3592410609831322,1.370067311470838,1.3820274569954492,1.2858413337905024,1.349819989713698,1.2986450291476288,1.336913327381265,1.3275634995296333,1.3855416455604603,1.2418284494873264,1.2919377504814449,1.2859027880470022,1.3405830897157354,1.2919910686659029,1.3323827762399751,1.249035322054022,1.3009278975828205,1.319149853423004,1.3765304362821176,1.2553781238138113,1.2902024134247856,1.278784662818038,1.3085185219069926,1.2837987399965947,1.318150859867189,1.2756502961744953,1.3389068288527448,1.2716423991593935,1.3202774859005424,1.226146436797655,1.290081663991066,1.2709486799580638,1.3035533258818333,1.3517346755347834,1.4146683444184793,1.2414595185382395,1.2848555334472997,1.2753328194156928,1.3543433258555428,1.2637377771656797,1.3180174907037598,1.3003413838785285,1.3305733890417473,1.2402551640340218,1.3192223572296478,1.3270703310339793,1.3888682068688638,1.2754693671590889,1.351655617615841,1.2400456487550973,1.2935994321740218,1.2437932476617748,1.2892935898410767,1.310464565686326,1.3477140001052244,1.301451109514259,1.3634530614871458
Zapdos,Charge Beam or Thunder Shock,Thunderbolt,50,1.177850073255152,1.2217071969188051,1.1793824253845255,1.221278656609781,1.1482347265218913,1.1944318405902814,1.2219677640176738,1.279220860041073,1.170398588779769,1.2530189848853015,1.1498383783431987,1.2041022029607553,1.1751976540465132,1.2467753637557653,1.2438395996754126,1.3156500766387162,1.1483320620787347,1.19258555889368,1.2304982074422055,1.2887019835366036,1.143733708641811,1.1800597939689705,1.1825545365286765,1.2409477598486116,1.1292027360156567,1.1949239623544632,1.1736298578331252,1.2417239786889158,1.1727044234777388,1.2236211017488912,1.1422323507555114,1.189295021055239,1.1730875998992045,1.2206561131859779,1.1403822777783095,1.2128217153686387,1.1830659508723742,1.240178636453489,1.1749824966891327,1.2242153033766627,1.168608272462576,1.2176565428986104,1.218077537113785,1.2573881978570636,1.1819440578406812,1.2421329108051589,1.1721638256629563,1.2303785895565635,1.184033863553689,1.2298246194208362,1.1614535884198804,1.2015217464655668,1.167708012919102,1.224479006459551,1.166893850013173,1.1960802281760805,1.1779479818106988,1.2431664642287112,1.1829550930494044,1.2308833765498672,1.1681130751068853,1.2588432986620721,1.1869826460633564,1.2445333198118829,1.1672166980970342,1.2462605006000345,1.1769252315179524,1.23248954011519,1.1983356248643173,1.2440408133728924,1.1889215635246968,1.244808202779368,1.1662818077373707,1.2160594237353688,1.1763687604010737,1.2305923280843627,1.1819014802482997,1.235226554131661,1.2402677185721676,1.3298844628384203,1.188527846190514,1.2170228542676307,1.1510937485704875,1.2004062102595539,1.2486094557012317,1.285529825756286,1.1839649741466411,1.2412286784079878,1.1695794823408316,1.2342976004117254,1.1749982550429259,1.2072729810846654,1.1737585887205082,1.2347309228596433,1.2323296782311703,1.2926748157468992,1.1444105036011545,1.1866434997057422,1.1742354031510658,1.2321117684252465,1.175638686131387,1.2128666850296104,1.172076157478175,1.2101209280206529,1.1767557715674362,1.2472053462940462,1.1635899120405855,1.2311836198401402,1.1846148492283064,1.2645334168537175,1.1906392217443948,1.2519031912376657,1.1493137403999696,1.2250874458216106,1.1659739394258255,1.2177969520001404,1.176900224155128,1.248812192322955
Luxray,Snarl or Spark,Wild Charge,40,1.2594383984952304,1.2878383652265153,1.2586691089618487,1.289108290537225,1.272610835740829,1.3136942949531614,1.343605700416952,1.4167734976248263,1.302284771440081,1.3749537840089912,1.2677979904512222,1.3186925417070652,1.2980779325001808,1.3693523665995573,1.3440807862230637,1.3983838247227482,1.3002910913591008,1.3219733330565977,1.357963773707163,1.4179686334357855,1.3035868053531425,1.3278008644309163,1.2722293342256843,1.3222917858305545,1.255870067028136,1.3083604653252325,1.313255271208031,1.3567406066654477,1.2810416186317057,1.3449614084269113,1.2585087936586574,1.3105593262323507,1.3014277314660214,1.3370790199890599,1.2706074905004834,1.3250969094267748,1.311542182964512,1.3703845313524141,1.3067634480257109,1.3708171304692574,1.3054505032081942,1.3437908847344782,1.2501131641788619,1.32049992817124,1.2832152110142818,1.3255822252674703,1.2791685817629543,1.3450295757478867,1.2569529415655278,1.330897185753497,1.2651246752370346,1.3409926780713297,1.286892494617041,1.3457878345124579,1.277786050560704,1.3064798799555561,1.2634437205753921,1.2938395286039812,1.3120080772849307,1.3432922585037135,1.2816880437325846,1.3665475506774722,1.2991177253539874,1.3602177798623347,1.2751585804903138,1.3598705640322306,1.2472996866411077,1.3027939709048895,1.2803097185035097,1.3660901657138722,1.2943840108260032,1.3456513818768543,1.2707966011079388,1.3294695771860177,1.289933851261509,1.3461811856596895,1.285415618103682,1.3400957579981159,1.327556475254354,1.3911342472840145,1.2623959464350343,1.2956666048745178,1.275225748607083,1.3244558703786722,1.3534678472103978,1.415701799194052,1.2555619391009767,1.328634823781128,1.2790834816546222,1.326592756202689,1.2585328400921338,1.3181964123682557,1.2875672584544204,1.3332900106573784,1.360623764156031,1.4150278626640302,1.2702757615671327,1.3137208194378276,1.2662208864213143,1.317670394013148,1.269909447734472,1.2944239774135795,1.2859387207445905,1.3337494480111416,1.2668529769137302,1.3257837181044958,1.289331727435308,1.350297456111537,1.2924779453985489,1.3614953628786692,1.2967308254352636,1.3422543248020262,1.2788286061896434,1.3436240590069197,1.2604215990599954,1.2906648427772225,1.3088621714089597,1.3717435836935188
Shadow Electivire,Thunder Shock,Wild Charge,50,0.9247775154667537,0.9469779850674651,0.9240778657408961,0.9470511043873403,0.9207718536472362,0.9609861255497034,0.9778247972286184,1.047437094197938,0.9476660234749642,1.0052497686901145,0.9228121000135172,0.9646034386947445,0.929745038527667,0.9841760118324147,0.9974280948516816,1.0418402308177803,0.9786913514906541,0.9740715949834737,0.9884176467829876,1.044334366380909,0.9557458006812182,0.9682675571915156,0.956510855424859,0.995163405305079,0.9159460965054865,0.9602650413065177,0.951290721496115,0.99244225148691,0.9727130983063539,0.9996689868028463,0.9380431013128561,0.9659291553133516,0.9669710335841611,0.983964910052303,0.9251543372352339,0.9811311364006163,0.9871302683188198,0.9995630325540746,0.9681060152342069,0.9866595247534774,0.9767573544093673,0.9799193555597278,0.9185976857586609,0.9725858082632891,0.9363352818163001,0.9742129342155036,0.9459168481844886,0.9823170000599508,0.9554989693221777,0.9837516672729477,0.9147180888753922,0.9886796909268819,0.922783374346355,0.9612619194094125,0.9373775787218933,0.9716039907904835,0.9344602937190696,0.9826037201738623,0.9680886053680289,0.9920909918385766,0.959032608002042,1.0011486184672325,0.9482043936263262,0.9883440871119449,0.9247599862849306,0.9897136979255958,0.9304483307949512,0.9669660206921905,0.9561907518633765,1.0078442723786092,0.9589470670899912,0.9931556758444803,0.9404511380828338,0.9921739031520516,0.9455088268006924,0.990683982973599,0.9492947204047131,0.9931214268199827,1.0086976202793585,1.0528539403345405,0.93391771051261,0.9640546242595976,0.935637631172063,0.9729925070675096,0.9792979170213973,1.0173676145070663,0.9241139528894349,0.9953642252907265,0.9437201123667789,0.9887740441318379,0.9535422628603336,0.9835136455643191,0.9280237061682827,0.9699600564927695,0.9894121876685242,1.0489663850440412,0.9227503292884567,0.9636871899784211,0.9576364408027508,0.990099867478541,0.9541213331497039,0.9761654730753341,0.954380243894154,0.9952613879547538,0.9485783718104496,0.9777521263669502,0.9517208657250266,0.9834008540457682,0.9606236188686468,1.0044109202902334,0.9401138435416754,0.9934031981963174,0.9568283780701088,0.9938027526423846,0.9338313954507989,0.96471475421336,0.9750533575006166,1.0114973348062506
