Attacker,Fast Move,Charged Move,Level,Arceus (Ghost),Arceus (Ghost),Arceus (Psychic),Arceus (Psychic),Articuno (Galarian),Articuno (Galarian),Calyrex (Ice Rider),Calyrex (Ice Rider),Calyrex (Shadow Rider),Calyrex (Shadow Rider),Cosmoem,Cosmoem,Cosmog,Cosmog,Hoopa,Hoopa,Jirachi,Jirachi,Lunala,Lunala,Mew,Mew,Necrozma,Necrozma,Necrozma (Dawn Wings),Necrozma (Dawn Wings),Necrozma (Dusk Mane),Necrozma (Dusk Mane),Necrozma (Ultra),Necrozma (Ultra),Solgaleo,Solgaleo,Spectrier,Spectrier,Victini,Victini,Azelf,Azelf,Cresselia,Cresselia,Deoxys,Deoxys,Deoxys (Attack),Deoxys (Attack),Deoxys (Defense),Deoxys (Defense),Deoxys (Speed),Deoxys (Speed),Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Lugia,Lugia,Mesprit,Mesprit,Mewtwo,Mewtwo,Mewtwo (Armored),Mewtwo (Armored),Uxie,Uxie,Blacephalon,Blacephalon,Mega Banette,Mega Banette,Mega Metagross,Mega Metagross,Mega Alakazam,Mega Alakazam,Mega Gengar,Mega Gengar,Mega Slowbro,Mega Slowbro,Mega Mewtwo Y,Mega Mewtwo Y,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Braviary (Hisuian),Braviary (Hisuian),Alakazam,Alakazam,Banette,Banette,Claydol,Claydol,Drifblim,Drifblim,Dusclops,Dusclops,Espeon,Espeon,Gengar,Gengar,Golurk,Golurk,Gothorita,Gothorita,Grumpig,Grumpig,Haunter,Haunter,Hypno,Hypno,Jynx,Jynx,Kadabra,Kadabra,Lampent,Lampent,Marowak (Alola),Marowak (Alola),Metagross,Metagross,Metang,Metang,Raichu (Alola),Raichu (Alola),Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Wobbuffet,Wobbuffet,Xatu,Xatu
Darkrai,Feint Attack,Shadow Ball,45,1.2228703828492278,1.2069330295149934,1.183438466929132,1.1648386443377097,1.151509489414045,1.1371089359585274,1.1772042130835687,1.155537706205421,1.0842631145419344,1.0618088111327197,1.3539987431775664,1.4242878572813935,1.3201876550654532,1.4153317083596837,1.0736836754442052,1.0787305588598335,1.305735304972566,1.2826115750065363,1.077770041527236,1.0564554476331518,1.3223062100132141,1.3096752586854978,1.4412149648556127,1.4690867830934864,1.4183320708225213,1.4527161455295297,1.43779503530329,1.481278231234922,1.4413595179591576,1.4681293885371334,1.2600566500738961,1.283058402764818,1.1055037059704105,1.085670787234201,1.2775101026600173,1.2704721725044135,1.111093736006321,1.08182438510577,1.3205770849542275,1.2920570907784166,1.1790463863939435,1.160936074726977,1.0902543614940248,1.0358374660096925,1.3219103430120869,1.345768982206131,1.2415014391898727,1.261387596209564,1.2961758604874127,1.319761332903473,1.2961758604874127,1.319761332903473,1.21960031866995,1.2152776483009327,1.296529366450782,1.2817322527944863,1.2493666322620602,1.2604228499431835,1.2022074536393028,1.204253302175215,1.123697691600995,1.1134715669283899,1.2698320704635762,1.188513164921029,1.26974315550521,1.2589715410444484,1.2785863240739026,1.2906512629536755,1.1579780311929646,1.066390130427577,1.1343413379279816,1.1035557145565227,1.0881749308199407,1.0759378575324534,1.1135814033954765,1.0462644741957285,1.2406620842937242,1.0722046039778754,1.285916469342589,1.2852758997227856,1.1894587225543671,1.092528557432939,1.2579477929535225,1.2366195051652142,1.162633514243704,1.1132354822147639,1.2897052198209107,1.2629565203117463,1.2444356276193247,1.231462220507074,1.3363288854486923,1.3345749709614647,1.2183461956285422,1.263783382304713,1.2453219914675082,1.2946871318909272,1.3374152590132535,1.4109457751013876,1.1692009964269374,1.2136079648935272,1.3263754345589913,1.2810995825041676,1.327330198064037,1.3206479415656707,1.2053069008007875,1.2361962828533637,1.1579230551242203,1.2193621665377772,1.2635892724289741,1.2776053326560417,1.2811684916141184,1.320712220446128,1.3083239088511138,1.2818560783035162,1.2780103039138415,1.2731756667555039,1.3291396769509307,1.357668678729349,1.2719053149743342,1.3190327734959357,1.2165963521357779,1.2346329392417497,1.2634911908262163,1.3179006132546613,1.2877268747556685,1.3023176531151175,1.264806775781788,1.3023654933993003,1.2505247031449498,1.2838137741832945,1.28590234708791,1.288160876305547,1.3240340991674338,1.3910028976024884,1.266703008381638,1.3276265036924548
Darkrai,Feint Attack,Dark Pulse,45,1.2268826212381365,1.2282005390672854,1.1840834705029137,1.1857194942225804,1.1589153332983275,1.1553574127993496,1.1776869800051502,1.1763736907129794,1.082579822626354,1.0787029514759372,1.3811056464931644,1.4603876788992696,1.3470139159778924,1.433409503556621,1.084501525333983,1.0966979852712617,1.3030992335588591,1.3067569658855394,1.075368322223359,1.0769264974652535,1.326384667026547,1.3352893927946077,1.4518926769982232,1.4957561036967364,1.4166034425950393,1.4790215633168222,1.4339739623698282,1.5037681342799645,1.4366305341352463,1.4996090112270835,1.2713638501560536,1.3125913131828788,1.1056542843861519,1.101752766903998,1.2839173062073628,1.2912971276897784,1.1187241284110259,1.1043128471651915,1.3322666439189925,1.3194379363545576,1.1745841766998026,1.1798405913931378,1.0749315541056568,1.043886796240278,1.3366657467357381,1.3707842206450047,1.249090294660976,1.281809805930655,1.3037070502318417,1.3483246199524954,1.3037070502318417,1.3483246199524954,1.2227189005283703,1.23555430683471,1.2973391503471476,1.297821200013397,1.256089340301679,1.2838077467737123,1.2073501508368663,1.2218446716176998,1.1303950271878473,1.1391216021379,1.252018000152434,1.2111577068144435,1.2695745231880695,1.2756802832158147,1.2965585967379707,1.3200482578362607,1.14574236775094,1.0846706294566404,1.1171794142434233,1.1143271703716855,1.0823917615048286,1.0884807791915099,1.09623660281979,1.060771736020694,1.2175315649840872,1.0912806530727484,1.2872452979758062,1.3057753908516898,1.1667853945489401,1.1115444669109351,1.2574549889074393,1.2547989896360239,1.1555205791507788,1.1271444001499462,1.2905010048425272,1.2766736583777398,1.2428439496001347,1.2551102714462812,1.3502556258043419,1.3614596494094857,1.2318627447624213,1.2853524836484513,1.262697375083156,1.3006194327760576,1.3580185236635818,1.4345457351852688,1.1822733117303867,1.2347603028412648,1.3177749296584773,1.306036360410217,1.323405134658938,1.3388730663698485,1.2299748345869244,1.2622817853780297,1.184662893872618,1.2489698726121432,1.260736786152799,1.3179802778305296,1.291763832894212,1.358436205035045,1.307195259422039,1.2980049345357318,1.2821591501798026,1.3055722678059245,1.3476834906867707,1.3855162064453719,1.2779443083197917,1.3323671596020519,1.2310896620394227,1.2593930608381945,1.2810746734742613,1.3396256628933714,1.2968960833186949,1.3261380734576673,1.273209176908344,1.3330285099515868,1.2618070764393774,1.3103874281688332,1.2876153959818488,1.3002638975897178,1.3742752104528821,1.4365755159775582,1.2753176704889164,1.3277104930057124
Darkrai,Snarl,Foul Play,45,1.1077738866317837,1.0919373943559023,1.0674239669209833,1.0574405203984942,1.0623437144244947,1.047497989273127,1.0562427318521588,1.0482759665338441,0.9870755178714365,0.9792914557152346,1.2194048267005966,1.285206614532237,1.210423037650377,1.292573833099038,0.9732448860102882,0.9763547860000343,1.2029476630455154,1.1762958916722104,0.9854612699905355,0.9671490745742322,1.2028232805829868,1.2060774000824162,1.322017940508182,1.3518289558027454,1.3094644563137101,1.3463138756901114,1.3055491927863254,1.3505215558319819,1.3153541482769024,1.3380008339569631,1.142601678639513,1.1563995349531726,1.0068580444350417,0.9897397711331002,1.169609943160281,1.1705475143757298,1.0139696739675974,0.9963183020210244,1.179407815296732,1.1681134481404511,1.076882460240151,1.0638300787416846,0.9980496492791827,0.9466408669348005,1.1980291088562578,1.2243841301835432,1.1532652363734197,1.1786436784175416,1.1720522706007825,1.1978714817334302,1.1720522706007825,1.1978714817334302,1.1150247269494862,1.121733606862271,1.1664437362694615,1.1626765044824663,1.148337334604429,1.1587490974544823,1.0982952478950678,1.1077356482855358,1.0256215705792882,1.0248671547456931,1.154655618449743,1.096738036664764,1.1583662843463358,1.1581545931362505,1.1756376328594718,1.1889940887797172,1.0623537471479065,0.9799032294714415,1.0187285402143378,1.0106568610942166,0.9945044998792892,0.9893147296990257,1.0112794233180025,0.9525035576491447,1.1299573772599971,0.9833406468877859,1.1534351759809682,1.1585546797586157,1.0992662919663614,0.9978450802024604,1.1504165776925404,1.1336432568794723,1.0504899880755247,1.005372710459764,1.1800438439048007,1.16067466493368,1.1189619600491056,1.1288086488921538,1.2238256716449107,1.2180905237529345,1.1299255127845191,1.1785569245954866,1.1395699607804024,1.1754514901814896,1.209071009770116,1.271633926116413,1.0590347741783375,1.0930753936744042,1.200580014401588,1.1589115417991847,1.22557534146427,1.230119150667871,1.1133447854726972,1.1390760509417241,1.0476053467993085,1.0927285339116273,1.153568797188535,1.195138060896182,1.1666553082428377,1.2141594538213267,1.1879545738555275,1.1700519531978202,1.1669738157668357,1.1716684481045,1.2227015592648292,1.2460327977835308,1.1616108951794892,1.2050937222479754,1.1367482299866338,1.1552759095003984,1.1429117253527359,1.1901467883189556,1.1999057521744183,1.2118662219548086,1.1546258004611754,1.200432394650915,1.141601897801942,1.1834465883952197,1.183087284331411,1.1791124484301028,1.2306201479752268,1.2947282658700296,1.157060614241294,1.2129818133627037
Darkrai,Snarl,Brutal Swing,45,0.9926784062811139,0.9972407607158708,0.9579971921949538,0.9642540341825818,0.9445141878883263,0.9463745144739998,0.9521593173471646,0.9541230381272943,0.8916525367833841,0.8850677287421265,1.1178711253400915,1.184245547563054,1.0995426787512668,1.1712427249572481,0.8742179185534297,0.889655726328101,1.067018817370581,1.0682000624999857,0.8742627301055463,0.8792079645719805,1.0757266873164033,1.0921400461851372,1.18042414284516,1.2145663432702916,1.159155088614859,1.2161396176681099,1.155564404508376,1.2215536921066823,1.1562164390656322,1.2079061702257998,1.0210514380035163,1.050853959705142,0.8982418382230573,0.9036466131499824,1.0412227749020664,1.0616235104143643,0.9049212733927208,0.8997045477071444,1.0691993063920473,1.0652680278992375,0.9611052180611841,0.9647731337895125,0.8809536628440656,0.8507251376395588,1.0912655272010163,1.1189300524540182,1.0338986806270396,1.069886207760902,1.0581435324500474,1.0963146041908232,1.0581435324500474,1.0963146041908232,0.9994343836064286,1.0204298155402614,1.0479521572528874,1.056157669688057,1.0244156315999782,1.0500302972362656,0.9866025734572006,1.013578541066592,0.9219069260220762,0.9336027950616754,1.0328184083356646,0.9968879141996166,1.0468202403821252,1.055718883081143,1.0653851553606186,1.086437933914363,0.9466728876788518,0.8865815972348895,0.8998825343025696,0.9074693441814163,0.8864037104944127,0.8964632499643375,0.9011856717550448,0.8688129777722396,0.9843525119279697,0.8862741208304482,1.0353061793294902,1.0527971329515549,0.9609244354384386,0.9000032607951973,1.0192153352290059,1.023614000451474,0.9333558418263487,0.911910291118886,1.054325463889573,1.0557207318328434,1.00938173908087,1.0259247377209781,1.0946704831316423,1.1140922015217964,1.0260366749767051,1.072979256505759,1.0381339608800286,1.1025925722398129,1.1063320891852444,1.1728759204578005,0.9597600012000429,0.9948680229977789,1.0723195897581617,1.059837509595582,1.0977815694587234,1.1174481758292096,1.018891104604915,1.049502049506083,0.9537854033500339,1.0152129828892305,1.023677060921136,1.0567362102998792,1.0671168607496304,1.1145404140434372,1.0651026560678512,1.0651314864653703,1.0480010753546123,1.0722392292625607,1.1063034319393015,1.137365402457797,1.047178484041153,1.1025150402176183,1.0157064965589968,1.0427422517432283,1.033894535896238,1.0876233215125488,1.0673843446576532,1.101783818017947,1.043409168000055,1.096467349407085,1.0320224281969264,1.079960553833172,1.0651092547988823,1.0719323297235583,1.101699668991475,1.1749912177027406,1.0424148921017975,1.085111509536419
Marshadow,Astonish,Shadow Ball,50,1.1573524422066137,1.1604704759606739,1.1134031947513137,1.1237036019528912,1.1488521070784272,1.1631765834206924,1.1773320136645942,1.1672179446165434,1.1851742386559716,1.1103918521494203,1.2883501687537071,1.3651024801211509,1.305208699680517,1.3886890717356355,1.1708756400470777,1.1357792222109064,1.258578916349587,1.259916066520404,1.1387238090124483,1.09096752899771,1.2262008987224573,1.2358484685619826,1.308494886801191,1.3866629984032086,1.267528471523747,1.3412506621284592,1.2824498904787025,1.351133746236223,1.2449079839914154,1.3165865916907842,1.1964034588324022,1.2361372741049708,1.0883056022067898,1.060008810715283,1.2264253638083904,1.2293847819939674,1.107436665219763,1.0921642396882547,1.2538101128117938,1.2535119417934089,1.136981990754411,1.122414507750816,1.0529386369845122,1.0230434510955,1.2544575060671166,1.2901166976522744,1.2073302782614166,1.2482524445142043,1.2189423723225172,1.2563880828381324,1.2189423723225172,1.2563880828381324,1.2237882305639975,1.2181840009446632,1.2489158596324959,1.2433859585357896,1.2256949867140137,1.2287682166553853,1.1747902717890597,1.2151930232697215,1.0871026966730621,1.115614252281605,1.14890623167356,1.1657069686737211,1.2021410539069415,1.223242163484167,1.2689167157916879,1.2976908153211721,1.142691057690203,1.0881763982684705,1.1117600898025155,1.056927900414174,1.0798508217905922,1.0653453780152637,1.1312276832837682,1.0414326884433163,1.0671733995684063,1.0325648434026449,1.2391866273887133,1.2386783089846343,1.147916249969066,1.103884393164558,1.2078875885155622,1.1937130834058227,1.0917811645606432,1.0988218794317524,1.2519585893951088,1.2671413933988425,1.2105181451810798,1.200076492846059,1.2807596084271786,1.2793498218142492,1.1884233315420725,1.227220663141898,1.2126614526358819,1.2436019723939622,1.2797225398999654,1.3398490797396263,1.2459437408142096,1.230036911102582,1.2090746275756297,1.2107612867984507,1.225911164111872,1.2675156474531866,1.1945364887242746,1.2321033013272487,1.1798206201689492,1.1726865237204402,1.213741937953381,1.2520167805190414,1.271402380929167,1.3054839553564046,1.236827769845724,1.2455618546692522,1.2648202084550517,1.2684605787703747,1.243838133766067,1.279565111778211,1.246201103373797,1.2932383120995854,1.204358352106729,1.2156145115654968,1.236115641506634,1.2790871102640748,1.217911923106828,1.2803838996640085,1.2310078701308491,1.2585671359507713,1.2288730685756832,1.2426393857921267,1.2049134782573285,1.2423033304750108,1.2969237290634255,1.3383321384075233,1.2422983141095485,1.2531253826724391
Marshadow,Shadow Claw,Shadow Ball,50,1.0581691603938508,1.0495516592926026,1.0213520768677375,1.0163653592290876,1.0551788179392465,1.0545224061897391,1.0837535529513906,1.0697243779562953,1.0745190606393784,1.0120785996978314,1.1807573640102798,1.2542439076782905,1.2180116552637932,1.302852314607748,1.0528911352145494,1.0209776731141207,1.1673106564315083,1.1701570156923715,1.0359257179204946,0.9963093181073727,1.1470855508459943,1.156871683193237,1.2141392854071853,1.2933181615531633,1.1887723310705356,1.2576942874078934,1.1789510703563078,1.2458782435779707,1.1580731734362182,1.22576106642129,1.1167124680516534,1.1523863862278303,1.008610626957306,0.9848891657498229,1.1444482851634372,1.14118287995761,1.013121516152242,1.0098582785821277,1.1659703623302442,1.1612559069188715,1.0673905227954272,1.0401034824114328,0.9568294013917167,0.9241171160931436,1.1602314961361881,1.1866428314372186,1.111532845744126,1.1289028588838446,1.1472803092382182,1.1841685000106414,1.1472803092382182,1.1841685000106414,1.1119534028576303,1.1020992355256323,1.164319393257507,1.155770566191274,1.1339022200346187,1.1317592393097688,1.0997710361373958,1.1203327769679488,1.0143757727218912,1.0397405943992333,1.0619690589974327,1.059229376930834,1.122906745517889,1.144282423098664,1.194219270104065,1.2134998533206676,1.0356832855074563,0.9731748165227025,1.003331045375478,0.9603154694117818,0.9906756809330574,0.9682030203133652,1.0150131286510402,0.953568398041745,0.9728673844424823,0.9322876320246987,1.141534145684781,1.1487409289483304,1.0637072038826756,0.9912599043014838,1.1157212167758868,1.086269207829064,0.9860186619451946,0.9800730158150863,1.1609187733640218,1.1601724869322663,1.1046341887203532,1.1186374423354668,1.200385193309778,1.1883181542832448,1.108387637348855,1.1438597856310535,1.1501905914420143,1.1938547623914089,1.1723018031891255,1.2386744115423631,1.155195712977127,1.1276879412318115,1.1375844121745677,1.141346560971572,1.138600188179558,1.1789601266576415,1.1245492678628999,1.1454909062802539,1.1079029246816372,1.1036922041448058,1.1320336320944846,1.1615900286721037,1.1614104083146553,1.1943359676669663,1.14949173319646,1.1509511302660047,1.1495303420088714,1.1485504797486272,1.174237917627384,1.206188242081312,1.1752366955839577,1.2097770329127335,1.1279263614805815,1.1196611641128982,1.1413466759102504,1.1910080043898263,1.1446259817113213,1.1800997505302913,1.1436777357869958,1.1763550021756783,1.1391692366209851,1.1566075990057414,1.139446099287126,1.1729242103475048,1.205967843235216,1.2629005094250976,1.1475224617758857,1.1769426594021208
Marshadow,Shadow Claw,Shadow Force,50,1.040019394347969,0.9963586497331028,1.0059723363685256,0.9725969402840866,1.0342201213440918,1.0103572302800505,1.0589645939782797,1.0438380029222705,1.0387417974407718,0.9733492624715948,1.1034130577005494,1.180175971274474,1.150099379848154,1.2336833604684339,1.028110538680699,0.9918068199594948,1.1606545114389,1.1193424923329442,1.0253465499928893,0.9759193894699202,1.1085442976589974,1.1042846981099672,1.1547492750597856,1.2199659464594308,1.1246889375675924,1.1981264720534497,1.1107828935269393,1.1800239852106706,1.1032356279433009,1.1732451785728335,1.095072572494477,1.1037984170454507,0.953129070696259,0.9434152946560097,1.1265140840359733,1.0969652971155692,1.008874805783299,0.9672700575529412,1.1435981231208043,1.1048890340033601,1.0365876995999437,1.0035709421146706,0.9542033987981174,0.8976615067202934,1.1087074747373677,1.1268117643808648,1.054294448539448,1.0781487373726268,1.1047295939159518,1.1304957669150826,1.1047295939159518,1.1304957669150826,1.0777115820355754,1.0571532229089162,1.123153046427362,1.1140906119400948,1.1035208341356273,1.090854545983256,1.0740783255076896,1.0736937289717456,0.9967105303868178,0.996613224667201,1.0252444827518694,1.0212001901773664,1.0844724497402278,1.1001875944446822,1.168550530862109,1.1651579535368624,0.984797976928922,0.9411058982700339,0.9440647244341072,0.9266621274017194,0.9648645062106169,0.9182092764373645,0.9929404367322086,0.9150554207874315,0.9011482468499477,0.8869686802066532,1.1013445408672047,1.100552138956155,0.9954577996328694,0.9640712774893041,1.0388326380775468,1.0340283507454449,0.9481772646915108,0.93757197213436,1.1527851396941162,1.1126221954130715,1.0918538563019375,1.0712072282812064,1.1650228419062676,1.1556115181302475,1.0540886560988045,1.087404927950379,1.123471559310951,1.1336143347310172,1.1172592846256177,1.1908661008054298,1.151191874144195,1.0977286579052663,1.0946182671716715,1.0968224541156715,1.1051248913529532,1.136719244539712,1.100994093735065,1.1040194969221049,1.0697815377925302,1.0534586882651555,1.097877232302409,1.118002583407738,1.1174105498681914,1.1421500833186349,1.13063469728953,1.1124468239062986,1.139069666864225,1.1086652253968599,1.1297022939823937,1.168987766182764,1.1218208214684142,1.1500084901030867,1.071662908854025,1.0793063462403123,1.1033652706507635,1.1556422564926276,1.1196298423531128,1.1346416690397365,1.101335044181688,1.1242250644994398,1.0982616138297225,1.1077831434719811,1.1033367578908737,1.119217153127254,1.1286438014316293,1.2162019790579066,1.1197687194328942,1.1315462085882642
Marshadow,Shadow Claw,Shadow Punch,50,1.3100421526662007,1.2925489751790853,1.2620600814403156,1.24816871043521,1.2888990008356425,1.2887450378593261,1.3401634232923043,1.3158996349112004,1.2981436107840998,1.2417313185664838,1.4556352398443826,1.5444442190835335,1.4946363273382857,1.5882541236988699,1.2922480941636947,1.2516505349080478,1.4501962724898196,1.4389672003846576,1.271011116678958,1.2285915473876188,1.4224206083550532,1.4283312484890005,1.5004441781445792,1.5905753940283753,1.4695103638868834,1.557912494206376,1.4436392517631484,1.5277432968407068,1.429730115199972,1.5144472856422295,1.3861314740743604,1.4181615680895618,1.2260841697150544,1.207157179896409,1.4123303735911705,1.4112894917356635,1.2563690730641024,1.2313150765989793,1.4329626541044598,1.4172319022399105,1.3121068175920096,1.2950245151964324,1.173206498222301,1.1492501028599384,1.423500261961996,1.45494455664845,1.363821979085375,1.395584454742279,1.4215768135747893,1.4631223943327796,1.4215768135747893,1.4631223943327796,1.361559818887071,1.3479687190505474,1.4266077522418534,1.422530797962143,1.3922666318466452,1.3957485965985585,1.3597958842423452,1.3819824910718383,1.25005770275583,1.274989831113986,1.3097990139443645,1.312639759918138,1.3987553908067463,1.421243708379594,1.4692488242862205,1.4903710320169745,1.2412871084853494,1.1944698441602573,1.2214649880345438,1.1824911768376947,1.2100627607964327,1.1726423753777435,1.2143826349152778,1.1751806614780789,1.1766067084122098,1.1461888753504423,1.4037504865660397,1.4161418333097782,1.2552621228067877,1.2168517313512357,1.334487170662742,1.3181383491096004,1.1931140460107066,1.195335481777844,1.434252313435055,1.4174885794695842,1.357171996454672,1.3638743333782783,1.4789633697028055,1.4737763705589093,1.3719267836494435,1.4138679036959165,1.4276360499506418,1.466745234253834,1.4489902873170841,1.5361402405448692,1.4133218459660133,1.3866576750407706,1.3971863703774174,1.4132192852969554,1.4238857077645566,1.456278565975876,1.3938055945952748,1.4078896589190464,1.3796138518312175,1.3651043285317517,1.4030488271675692,1.4279980302996336,1.4315949922219418,1.4662287304896502,1.440328519445839,1.419178665005118,1.4340076682465368,1.412580046806931,1.4445526123849517,1.5071880331700604,1.447562915908925,1.4979503702533954,1.3853711395355046,1.3935461711137223,1.4172923693305743,1.4669610036751832,1.41556449562128,1.454822587904921,1.401235939464749,1.4406883366511,1.396972172983564,1.4157288525520741,1.408067351146019,1.4447555652107285,1.4740896672920583,1.5566391129961257,1.422116751088652,1.4402446165017002
Giratina,Shadow Claw,Shadow Force,35,1.4583888391651667,1.4849684128320035,1.400398121611019,1.4242871877015346,1.417522159651659,1.4721442115127912,1.4154820471929723,1.4298978892405243,1.3790795157728042,1.3729163613914106,1.6630569226703869,1.7786161907908542,1.7823887632492303,1.8975698772992275,1.4221884561772264,1.4214045286513262,1.5829545890924879,1.5685323379938516,1.3976947451003336,1.367839818222031,1.5749488921386388,1.614512065997151,1.7540884954731797,1.8728967101428071,1.711669560851182,1.8169339944633451,1.7449482661893194,1.8491158438536113,1.6813431750386365,1.799864920758959,1.5921762871125806,1.6259481309416899,1.4188616230796216,1.4025385813655764,1.522633034317542,1.5537870524725432,1.3264140567169624,1.3717130856721482,1.6641466264072058,1.6515764775325048,1.4172010372440063,1.4295550307909013,1.3412888267187248,1.3191731091219316,1.5925246954117944,1.688340269269754,1.6009112444890816,1.668961748005391,1.6589346226742188,1.703464640061943,1.6589346226742188,1.703464640061943,1.5617045827173057,1.561833495505005,1.5439176025037804,1.552401378915103,1.5293255016727199,1.5666579055240448,1.5123891032741887,1.5455710392595243,1.4209936858024612,1.4085123064147314,1.4378765610945985,1.4679163705747644,1.5412445641525707,1.5647395409903995,1.5948998967534878,1.6450475309170955,1.3615190049229557,1.3376046766515564,1.3782480975708484,1.3741287553543202,1.3043618833461743,1.2842001692025435,1.291922650303091,1.2804747077795808,1.3289447709267437,1.3267837404778087,1.5972681241408606,1.6293107382460252,1.3707893890230571,1.3624370950390785,1.5790939714532266,1.579957114690151,1.3458983097583856,1.3484623418090862,1.6103074805865047,1.6615003394884051,1.487764244295626,1.5412685103818977,1.7166138900213488,1.7193941078819157,1.5586565057078505,1.6259365238505594,1.6520143594907073,1.7102932424965969,1.6814205543602259,1.7772328796823365,1.493988045876858,1.5456301154682597,1.5735031361475786,1.5719476191534232,1.625360216844349,1.7269286373901964,1.5930024685288842,1.6637082274949617,1.5257766526708967,1.6090683609206986,1.6219511834063,1.668921896749127,1.6510235564846703,1.7427569448636833,1.6314312983851673,1.6713838138989625,1.6434442724346334,1.6724561865141527,1.64295228163375,1.718053684845937,1.5907255811900067,1.6598111461469363,1.549890339996126,1.5942034492664576,1.6036823311771398,1.7042066189735594,1.6270563016732524,1.7193282453793448,1.5813867122588336,1.6660386893850883,1.5715733909316383,1.6377216058853246,1.550345068080326,1.6109630608197762,1.7233155139003282,1.8167136414004679,1.5824641127284338,1.6576726218735494
Hydreigon,Bite,Brutal Swing,30,1.2723953877326446,1.2810278849624726,1.2259487750193823,1.2316965335481485,1.2134967705046182,1.2407693742043557,1.1979718528517354,1.2282427220562306,1.1375232216864883,1.1559409139949475,1.4485295142956347,1.5612730899059042,1.4679982093432855,1.6008091145146564,1.1596793876406126,1.1886440223601327,1.3647381197714037,1.367862544181718,1.2269123552815757,1.148193129284161,1.3647564871855407,1.392882192417254,1.5132341885060405,1.5794879903862062,1.5190482139873063,1.5887228487919312,1.515733076300199,1.5826182583462112,1.4940303354030735,1.571566613237026,1.3483977057988243,1.3822148060296944,1.1717720716715017,1.1990034099011488,1.3179805451257103,1.3326094918408604,1.1723666617524426,1.1893787360073305,1.4041759630624837,1.4404168805389235,1.2168664515869019,1.2480383083139925,1.0935651553733432,1.109120436192607,1.428745827001922,1.496506799320625,1.3759193602638362,1.4358808127298648,1.417378805894282,1.4716694726579411,1.417378805894282,1.4716694726579411,1.339704517122541,1.3778943305263573,1.32756200218076,1.3529312117855312,1.3076909172175317,1.3385283054329677,1.3197923691294178,1.366170734921886,1.1942922434707706,1.2214992217605085,1.283986525690499,1.2497053849400288,1.3587687228489131,1.3786135126553059,1.3730711331906877,1.4294627870646965,1.1350695577261636,1.1490946525006176,1.2798213519611519,1.1577741054617579,1.1055693241603692,1.121724454244225,1.1291428378835193,1.091939749591283,1.2512681348889099,1.1290689536309904,1.4012540573488643,1.4152444989415953,1.3161924102080358,1.1650074459676045,1.4401292774557766,1.2947130938697584,1.1599567112732911,1.1666312990333256,1.3481554392794663,1.3927609454602958,1.3332198511506388,1.3558841717152461,1.3701445733713336,1.4367654164905632,1.33061407493442,1.4030450254369657,1.3596694016598367,1.4560930327282553,1.4262502467835576,1.532086887913959,1.2439677951526744,1.3144439023960748,1.438434072992454,1.3828806211021127,1.413723595572847,1.437620497425657,1.3258366988891561,1.40015209622124,1.2687316307995375,1.3570551107360438,1.3702090327066692,1.442665255830537,1.3931919314615637,1.4779703041559389,1.4308068601402797,1.4098295186616485,1.3803773701940343,1.4428033516786603,1.403559819930048,1.4831888987511725,1.4036738374077335,1.4936574515087762,1.3215112522469783,1.3716422395715087,1.3472500951777262,1.4417080446684443,1.3426541693604328,1.442651702088403,1.3554003076786025,1.4245363406803877,1.3428125246347,1.3964562808673322,1.3886086063158904,1.4306922686832166,1.5107062537512745,1.604700466250717,1.3625256936103696,1.45378567487353
