Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Arceus (Water),Arceus (Water),Articuno (Galarian),Articuno (Galarian),Keldeo,Keldeo,Manaphy,Manaphy,Moltres (Galarian),Moltres (Galarian),Phione,Phione,Urshifu (Rapid Strike),Urshifu (Rapid Strike),Volcanion,Volcanion,Zapdos (Galarian),Zapdos (Galarian),Kyogre,Kyogre,Lugia,Lugia,Suicune,Suicune,Tapu Fini,Tapu Fini,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Celesteela,Celesteela,Mega Gyarados,Mega Gyarados,Mega Sharpedo,Mega Sharpedo,Mega Aerodactyl,Mega Aerodactyl,Mega Blastoise,Mega Blastoise,Mega Pidgeot,Mega Pidgeot,Mega Slowbro,Mega Slowbro,Braviary (Hisuian),Braviary (Hisuian),Sharpedo,Sharpedo,Aerodactyl,Aerodactyl,Alomomola,Alomomola,Azumarill,Azumarill,Blastoise,Blastoise,Brionne,Brionne,Cloyster,Cloyster,Crawdaunt,Crawdaunt,Dewgong,Dewgong,Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Feraligatr,Feraligatr,Floatzel,Floatzel,Golbat,Golbat,Lapras,Lapras,Lumineon,Lumineon,Mareanie,Mareanie,Noctowl,Noctowl,Octillery,Octillery,Pelipper,Pelipper,Politoed,Politoed,Poliwrath,Poliwrath,Skarmory,Skarmory,Slowbro,Slowbro,Slowking,Slowking,Starmie,Starmie,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Vaporeon,Vaporeon,Walrein,Walrein,Xatu,Xatu
Shadow Magnezone,Charge Beam or Spark,Wild Charge,30,1.087638182055647,1.0773742919062028,1.0885201381268532,1.077674082369733,1.1115478586961736,1.1085690035134959,1.4665340981241373,1.284018234076412,1.1844316262118082,1.194373772788198,1.126971033006231,1.1251327755787002,1.1492690613406193,1.163379581420675,1.6337542008430213,1.3847251614100378,1.4030876288095087,1.17017010815232,1.3488147631679028,1.3141290204529743,1.2329416159706978,1.163627749647563,1.133837418674149,1.1325267357572837,1.1200323677921191,1.120674950165442,1.1524817331379962,1.155629857344993,1.1673955776219185,1.1419305538011244,1.224420806976533,1.1394105379852801,1.2371109189506313,1.1601000375517698,1.2042313750835214,1.1260706587607034,1.247378448767785,1.172979032799101,1.2928433511528912,1.198134975960758,1.293706271448826,1.1356527588134877,1.1448977826704074,1.1191076917855576,1.0970942112431445,1.1241153738341987,1.1181107294355725,1.136566986117508,1.1296103837358729,1.1522382594193565,1.1725140609822138,1.1722253725061715,1.1997347101264888,1.1361926470708945,1.1195218413946748,1.148279381219281,1.134888687742574,1.1637937919833816,1.1639904374145527,1.1877794129000099,1.1678706047188536,1.2061773844464523,1.0871942376753154,1.1220634045795825,1.1814806286069885,1.1554285946478413,1.1221102347068315,1.1511552531117153,1.1763409689805635,1.1748967812464794,1.1259463607093523,1.1707327955127758,1.1569999489041969,1.184767272469221,1.138771348746582,1.148179594980947,1.1580755507364553,1.1849639585463183,1.1915595552405487,1.2270506714314136,1.1274576395648406,1.1296857109808045,1.1257604724119321,1.1804849206007573,1.1974560586437029,1.2407603940830962,1.1441313915655906,1.168606710905583,1.139716089738167,1.1757463339198524,1.151329064369226,1.1454736556366683,1.1492478476666728,1.1481114633940805,1.2881235709292194,1.3005452479052975,1.0988209753697062,1.1361039410315585,1.1517041792108802,1.1659548094655985,1.1681379393231344,1.1553498782635332,1.1708061664692762,1.1555859585113193,1.1377166672287324,1.17240592085545,1.132036645790035,1.1422854998573453,1.1332255646528133,1.1927136309645154,1.1837678316375924,1.1952781944546012,1.193193545374262,1.1736250831245207,1.1809051010278289,1.1300902923781917,1.1658324577519932,1.2077381140417205
Shadow Luxray,Snarl or Spark,Wild Charge,35,1.1858684068968723,1.0998334443851676,1.1820484063897263,1.0979768842180249,1.192159312379516,1.1387618073508698,1.3035304939743724,1.2512241330239788,1.1622226788868486,1.1495907844602296,1.13265188058758,1.1211243452936395,1.1278268674570804,1.1482321988194522,1.2904589325611637,1.2529192912052909,1.4679056434584035,1.1439027932104051,1.2744133313879367,1.2627152393914098,1.2594109527774333,1.1769841473137161,1.1330956448079335,1.147857992519538,1.1081148056027676,1.1252913078341347,1.1533459140772324,1.1547647395780902,1.261368493354495,1.1284965673650893,1.1933566021304791,1.133528735003985,1.2347052480780079,1.1227630598945626,1.1215332785531162,1.1446181116950331,1.2392036657940588,1.1748460520766013,1.3002791436965053,1.1876972929299674,1.3205264903075442,1.1070265764476537,1.242971668539154,1.145000047469406,1.1316483454271133,1.1397513575285751,1.1617589224231304,1.1273413646828956,1.1635376875984778,1.145834308063171,1.1856832211751676,1.1442889251582449,1.145152139474181,1.1121784796723275,1.1554038383026608,1.131165640250135,1.143926513529829,1.1480074811277023,1.1405514058213972,1.1353149312768276,1.1424413603976213,1.149258201313557,1.1566600732488834,1.1187758178553486,1.1463952630109446,1.1408532380607745,1.1297369197662808,1.1257831266257214,1.1479049182865957,1.1523913230919116,1.1140401304472567,1.1576606245123306,1.1216158084003163,1.1340377087027076,1.1536517844373109,1.1322035602367073,1.1905360532956575,1.1616008534770088,1.1645776859771932,1.221832020213815,1.1457207059513745,1.1274211255359936,1.1561579762526755,1.165514242839702,1.1677114630415764,1.2311911395960164,1.1305733365621464,1.1468629534272743,1.1513460415411163,1.1534980195552265,1.1309541068109203,1.1176998399758933,1.13719439586973,1.130193964832089,1.266657812443786,1.249739088345756,1.0964616041928192,1.1335897934094241,1.1438217062639162,1.1278278350656306,1.1304989149592066,1.1131238160347465,1.158524074517229,1.1348000190747223,1.1584023835969797,1.16332852058109,1.1348920729537155,1.1140409497097972,1.1158656939016292,1.1472361780150513,1.135501618450073,1.1834272565502488,1.1484957790013384,1.1302204610260889,1.1768587106120534,1.1106827987923222,1.140418211668183,1.1561776664045373
Shadow Zekrom,Charge Beam,Wild Charge,45,0.9131047215107773,0.9081648112524654,0.9129065433314864,0.9088639249645256,0.870003202756755,0.8827091666395135,0.9323158299130117,0.9528520162446285,0.8612095209780184,0.8929122300618582,0.8817911204509196,0.8977529273652207,0.8499363227256034,0.8894274910014982,0.9656241153218311,0.980338369786384,0.8406061042578201,0.8580112644001274,0.9542842774486283,0.9785902731767289,0.8641062113886452,0.8717001679047764,0.8818161805472512,0.9007605050599256,0.8596239332558869,0.887054994494446,0.8847256977109212,0.9029621979816643,0.8862425686605853,0.9005427428445814,0.881363591092458,0.8866454841268276,0.8870989552039011,0.9010364651146553,0.8712724756855604,0.8836170554032136,0.8934631634206646,0.9132323037933279,0.8670171442512214,0.8875722499116442,0.87527409978689,0.8947291964698795,0.8944291624520437,0.8904893512666519,0.8789074741288633,0.9083152116597282,0.8743191688774377,0.8905022452952236,0.9050240672872534,0.906675554813698,0.8810118802283635,0.9205040170712839,0.8854200559801032,0.9013610880824762,0.8878271495397458,0.9267070251355294,0.9010600277376073,0.9222574019812851,0.9026953390289466,0.9312492510470299,0.8914769379268546,0.9594298504056463,0.8925698779241851,0.8942050264415571,0.8593912066312326,0.9044014598554881,0.9300189031114361,0.9369222601399052,0.8897763556960855,0.911030689650181,0.8697123243018438,0.9269438759578271,0.8901724604069862,0.9361819157823221,0.8799623047087962,0.8982546315504774,0.8501459412207066,0.8809522622358328,0.9093281119614236,0.9597158641975645,0.8940589870367419,0.9126638726511402,0.8965109391263247,0.9496362307515925,0.9511131574534117,0.997215111098539,0.8859840326957357,0.946441339158892,0.8843656232682471,0.9174909250946567,0.8780159152035262,0.8725494833537312,0.887633847689271,0.9090005200165447,0.9510744488523611,0.9796880059249331,0.8929543856568589,0.9173591554301702,0.8901028235618784,0.9191534777491502,0.8918976877189506,0.9105641957368334,0.8849461885559492,0.8940799222168768,0.879162754695197,0.9374621442139044,0.8746829788532944,0.9046545561534572,0.9070526180774308,0.9492378234488346,0.9180191817993185,0.9565197239250975,0.8622519835095459,0.9073515338560701,0.8911469773674986,0.9028780959411553,0.8832695331900626,0.9514027401879591
Zapdos,Charge Beam or Thunder Shock,Thunderbolt,45,1.180097799402755,1.1712270083964043,1.1811077796293443,1.1761595152081499,1.1981464277076341,1.214327316442169,1.2355322822240635,1.2369237690449195,1.1838584321975694,1.2143275347296763,1.217111917160832,1.222219755576292,1.1824419856732187,1.2042126949909937,1.262524091962044,1.2848606430991947,1.1338217541425677,1.1317902182043391,1.2478670401190202,1.2627562003535198,1.1936570213416104,1.1693603591942656,1.1877932694150717,1.2038168436844339,1.201276443985865,1.228944159132771,1.1727744423873978,1.1849279077044195,1.1749427305281588,1.1677869647577432,1.161746807707278,1.1563527228570847,1.1855094260835974,1.1875416761736233,1.183818632164279,1.2117383698539548,1.1852307893420706,1.1951930300991478,1.1954688834901472,1.1988480829365444,1.192333032434628,1.1849459569766265,1.2406174850230285,1.2176236037920802,1.1823069005312377,1.2189969080638086,1.1818211788668755,1.1893199195756967,1.190302332498352,1.231568419139677,1.193549191756382,1.2423573547399236,1.1770549704914264,1.2021689417133852,1.2070850179235102,1.2367583824798467,1.2170396134474326,1.2537228477043534,1.229365469088581,1.2470298844143075,1.21708099270641,1.3019680907779767,1.2072731465452868,1.201424458270539,1.1742731716325303,1.2110600147048558,1.224816860317277,1.2552996259226599,1.2046331975376785,1.2775522796488403,1.2138833634391217,1.2856782980116204,1.1861448604409761,1.2516729521892493,1.1706586055574357,1.1949314560266446,1.1848165125933625,1.2172507713756122,1.248947134436905,1.3283288770714725,1.2076516415405187,1.236522461145114,1.2254942789838152,1.272431579543065,1.3034413573075299,1.345213529027865,1.1915916347745945,1.2682559517892493,1.1971694194273728,1.2640689979470532,1.1838114566320461,1.2290331216273238,1.1879948953131003,1.2225793130548797,1.2578991052850044,1.3192433379765174,1.2212446415623952,1.277608159565773,1.1996848609931796,1.2348091445739797,1.1926957820153723,1.220434268077382,1.2034587718574792,1.2062205046597545,1.1956452227946468,1.2667993113404503,1.1603607158713614,1.1838393598658832,1.1993051181792067,1.2580959719839253,1.2306922067264026,1.270475751787053,1.1638283632282096,1.209761586468008,1.1811183625663277,1.2034815730209678,1.2240263756689762,1.3011690015606254
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,30,1.3668447185444756,1.3083397344938805,1.3757153665105701,1.303133058015988,1.3083849973230888,1.3125066724099064,1.3489590378264706,1.3590782730594273,1.2857827125440178,1.2935651040626643,1.2608641277354684,1.286219089581891,1.2198284689943677,1.2686595163014414,1.4183404092779415,1.407070406627199,1.2685344322218812,1.2389494733637705,1.4595189090152387,1.4395356402228274,1.373104270747642,1.2768239044536362,1.2900950177170345,1.294311503112854,1.286198845279475,1.2922841921523252,1.3188884727102952,1.2882606380614003,1.3210612465658191,1.3145066004541177,1.3088443161001635,1.2863347094678628,1.3318366465147526,1.3138516384325643,1.2934654648756168,1.2994253330771588,1.3419834159595505,1.3272972917624168,1.3224870342077995,1.3042125953940014,1.3230587075653866,1.3051733929809726,1.322490698052192,1.2999340586409383,1.2863736120042173,1.3012363486245104,1.3003094552677932,1.291372643181785,1.331873565300282,1.3234015134676755,1.2521376956725154,1.2734264766750558,1.3030523766919206,1.3037040441930903,1.2535292721183433,1.2632829261203224,1.2857230512568958,1.2993942346386889,1.2762716914836971,1.3037100353850677,1.2475177663170456,1.3431143011603524,1.356289904179056,1.3041090909399482,1.2398114015325152,1.2989090579669782,1.3091955480009378,1.3341170851082191,1.3196961181491427,1.3539701190818594,1.2407423717591308,1.2908054381749419,1.2793959676585334,1.310231948428622,1.2560110678586045,1.2708265067850109,1.210312909516443,1.260597121384881,1.293187263256289,1.3494371542953878,1.2484253811239274,1.2774718010027435,1.2800019679923176,1.308167213703843,1.2837904938363902,1.318147492226032,1.2595477491476925,1.3220065482695067,1.2767733050166865,1.3141764990133062,1.202319685271811,1.2633079074917295,1.2398503078144978,1.271658731209883,1.3618963272989901,1.4014328150707325,1.241464723167032,1.28485500448828,1.2705186064406555,1.320414163027851,1.2514334961631322,1.2891264091631063,1.2808088435978577,1.2772799330007625,1.2380899063342006,1.3169186772972974,1.2991101254245,1.3234954611288423,1.2864539828628632,1.3383353641225668,1.2400534139060466,1.2936006961723403,1.2120352353168935,1.2563791449222592,1.293356897044615,1.3041006406289768,1.2753772819400577,1.3350082311811386
Zapdos,Charge Beam or Thunder Shock,Thunderbolt,50,1.148995685580897,1.1403121700266303,1.151254182297655,1.1412695817786476,1.13390622677902,1.1361365534681567,1.1967535116704449,1.2046078873952253,1.1421204414358983,1.1758109677752038,1.136625647181,1.1411170645073898,1.1541361821165466,1.1740771802471046,1.225185620194736,1.2504415418627253,1.111692846385665,1.1032061094324608,1.2178245961906902,1.2193936701261239,1.1370305631123157,1.1302936984818297,1.1470026800125648,1.1599969360659086,1.1187824532785242,1.140074603813543,1.13854344078406,1.1520348663410935,1.1444514453435404,1.1373271015937023,1.124729722869014,1.119785736935715,1.1476897047283832,1.145758163202734,1.1154925695038305,1.1410176383150452,1.1632530504340668,1.170249181604783,1.1574275483312602,1.1601605800957115,1.154585220479099,1.142066952940732,1.2129517171852031,1.1862243484861408,1.1501757140599052,1.1823061991279051,1.1510914520812061,1.1610335679568742,1.1523899857869708,1.1872488440856435,1.142627421895598,1.1611522130511092,1.1498121137003505,1.174843099754574,1.150983235140814,1.1792101755444644,1.1779461612817261,1.2431642742989149,1.190982489023905,1.2250989017678195,1.154252486536134,1.2439102546115728,1.1639939776723283,1.1701008445005634,1.1431046105638538,1.1992536609304538,1.181711652866975,1.2299082824161323,1.1734253043129648,1.2156917931634765,1.187885435122169,1.243728475024769,1.1398743454859153,1.1885319962037915,1.1435676568170845,1.170660545548005,1.1575862901618827,1.1969328125475793,1.2158498198973862,1.3037113206666808,1.1858364151282583,1.2050154749005724,1.1507788840806288,1.2000828712317617,1.2486012919233576,1.285522841019072,1.169014188961812,1.2255613703978319,1.1672443300328041,1.2285978349178683,1.1651069389572974,1.1822148167538322,1.1474952611662468,1.2045227943594476,1.2208046713527483,1.2805864137021528,1.1444143673844838,1.186643607125478,1.1627064507745144,1.2010877498856387,1.1589212741875083,1.1862879646265163,1.151561568956788,1.1603646402769718,1.1746985236119278,1.2450173505641293,1.1256184212105722,1.1629895744322414,1.1729415306735553,1.2520757482211844,1.190641686271782,1.2519009579504217,1.119973667239941,1.1938050417870996,1.1448519894961455,1.176414968595791,1.1523515270443883,1.2227559306655473
Luxray,Snarl or Spark,Wild Charge,40,1.2659824988212274,1.2430925242561557,1.2651481291211368,1.2447569456406025,1.2851845346850082,1.2733336989085462,1.3474833926686016,1.3767297944254413,1.3073575659034127,1.3371023466526217,1.2707257833900243,1.2796974240691128,1.2859043184234191,1.3035870102156584,1.3884035822401903,1.3881534846539019,1.3175384654113735,1.2624367009754662,1.3862618726993094,1.3902347870388752,1.3270064643452268,1.2822698495204161,1.2536427129577234,1.2807905350470004,1.2550653621020522,1.2576118242500491,1.2924224949696612,1.294040992512703,1.2951212328436084,1.3043336897440165,1.2657535037054646,1.275373480285007,1.3225287835504889,1.30025592556838,1.2711408466288296,1.271908030562558,1.3219167227343294,1.3218381602185822,1.325129356445884,1.333158013374408,1.3227668676493738,1.2828921172455436,1.2457517311195296,1.267855504922353,1.2888259184563515,1.276117993074644,1.2737279373353083,1.2904016805750746,1.269830172165292,1.2853831666622657,1.2786037548355247,1.3065951959893969,1.292898406783278,1.2912337784928054,1.2765944667381344,1.2880454720246302,1.263873851456746,1.293839655272906,1.3146181377529251,1.3369822952159145,1.2686007867873597,1.3503407354198351,1.2581406858851643,1.2788643410655371,1.2882322262381414,1.3100188021813666,1.2450641370392477,1.3000676653681755,1.2825402619536572,1.334963795867222,1.293251312666827,1.3444840918188514,1.2709174680877817,1.2995259726379005,1.2742711087258511,1.2823983381219475,1.2852353312200602,1.3075422077395948,1.3047239259407777,1.3637502770921561,1.271818629669103,1.2828827693533882,1.2759312455639584,1.3240976458917573,1.353461714091744,1.415695383707703,1.242368142827274,1.3118592896762302,1.287006712754229,1.3204619161536706,1.2630300321006906,1.2908397866364711,1.2838354354887678,1.3006711648305904,1.3879115450455153,1.4018429832476096,1.2702750159565275,1.3137190468933595,1.2720347556465097,1.2844915866118194,1.276955864517735,1.2660567080487235,1.2968663101123712,1.2798431350494688,1.2648289213175243,1.3234695877512181,1.2792803405490567,1.2755052608714086,1.2904067959742611,1.3480828457739715,1.2967306030250043,1.3422508119004883,1.3013916448223077,1.3093191707093053,1.2651797313483606,1.2468104252082859,1.2902704952858801,1.3431201550568723
Shadow Electivire,Thunder Shock,Wild Charge,50,0.9411680586884964,0.9186117709041244,0.9416472228551712,0.9199260197916408,0.9347794217182936,0.9346855377651117,0.9873703859573767,1.0193235934621159,0.9565650734086685,0.977802171761631,0.9306781666716836,0.9400384922187772,0.9251885461938585,0.9424783154613475,1.039026138656361,1.0372479137222346,0.9980369464678766,0.9300165285480495,1.0180492536135342,1.029304668234146,0.9796897558591559,0.9366933027823864,0.947537960169429,0.9606964985899037,0.9209352878241197,0.9238175451609187,0.945275339612804,0.950565477696092,0.9966701491687866,0.9700020026805887,0.9530906709065036,0.9455563967783969,0.988818685706196,0.9579301732039958,0.9251735397827032,0.9473188929135385,1.0147693248268894,0.9671086361183353,0.9948955454816151,0.9647589489707605,1.0040256117273942,0.9346418142453623,0.9204664680227767,0.9369998004789849,0.9414574209349356,0.9399531111872077,0.9531946846991761,0.9425459646431422,0.9632459259386663,0.9503319473637931,0.9289707717783157,0.9617428163615853,0.9216388544599396,0.9222978108660498,0.9547103965605516,0.9585337436989309,0.9361374625767614,0.9826049772384587,0.9868843267808698,0.9874314799925907,0.9537121173858307,0.9892758600693256,0.9321186212713671,0.9292303309098068,0.9372570545253348,0.956256476458328,0.9408022636530751,0.9649433502913175,0.9509818510460335,0.9848771010512257,0.9581174018830462,0.992284899044907,0.9368287862752003,0.9697297736511331,0.9413762604628507,0.9443389800747393,0.9493144742599078,0.9697793670757818,1.0000900273284754,1.0321282466093578,0.954856323052853,0.9545426789022112,0.9407526535172392,0.9727289469593509,0.9793554678423425,1.0173608515298402,0.9199557355504672,0.9827938621681015,0.9608614127868641,0.9842139266754144,0.9602950618136483,0.9650848841189055,0.9429682089390758,0.9462306082523525,1.016537480068093,1.039715231075406,0.9227526986422423,0.963687769854871,0.9684074813907639,0.965164533224205,0.9654661659239496,0.9547692566829926,0.9618649773458683,0.9551413551430654,0.9516112428667468,0.9760446793596835,0.9465288769539303,0.9289328670356748,0.9606379302770626,0.9945143773821012,0.9401160591112309,0.9934014443871698,0.9765168231170374,0.9698959607026586,0.9479755834838107,0.9323634939187894,0.9625275361842052,0.9903969864923393
Magnezone,Charge Beam or Spark,Wild Charge,40,1.1804913877642278,1.1744807754886097,1.1792999855914916,1.1728674765246254,1.1993041355298577,1.2064545217812626,1.332372314873359,1.3478406057192833,1.2281589133734914,1.2477148874419453,1.2008355031456006,1.23776522192288,1.2313339709897113,1.2473352711751238,1.4475733965974673,1.4343689928745988,1.5520201727071272,1.2498281063635726,1.3666038399257558,1.3998157653660415,1.2339473218315424,1.2420747109383377,1.2259768685849775,1.2493550290000932,1.236458701001373,1.2278899109518526,1.2641182058489726,1.2620109823455679,1.2377541508299894,1.232454618841426,1.2571901387721764,1.2373766867959053,1.2592872055237938,1.2125986697401765,1.2114913442396287,1.246638242996009,1.2069320252995561,1.223914586775795,1.2212368591197453,1.2455939265084703,1.3470838410539925,1.1942674512067897,1.2109929127055565,1.2103026253123168,1.1921258457859563,1.2103300678833175,1.2200645504347662,1.223865363881235,1.2045938955689952,1.2442625744316331,1.2326072081912924,1.2504300161761843,1.1948438384949396,1.2244038775660966,1.237801851791175,1.2871954797335585,1.23764805758307,1.2945839835954376,1.2266238082966596,1.2664484910681983,1.2573816030932754,1.311838474762383,1.209077850698546,1.258647920824678,1.2354031748958918,1.2650887335700232,1.2349364251674373,1.2682053477951882,1.263759301205168,1.2889572517460115,1.2441675772300362,1.3198894855536416,1.2810927955590425,1.3033431180543003,1.2153592027063578,1.2475657366512365,1.22854561217405,1.2694646910571004,1.2929166734919055,1.366110640558829,1.2050933725326292,1.240696448703429,1.2445051694313094,1.3105004600556494,1.3031546953958308,1.3467406919488163,1.2193856562362198,1.2849729801624725,1.2275181035055451,1.286643490476424,1.226094260880415,1.2565231734693336,1.2307214695066033,1.260562201331455,1.3948778426295012,1.40178942999144,1.2331224336429194,1.2865118893900254,1.1985311267551084,1.2562568395229559,1.2031047557021026,1.2419232608439266,1.2329009971180644,1.2668912391510703,1.2588534555156647,1.3226116995866721,1.214829919024676,1.2545411601633092,1.2211812760951561,1.2971290929513688,1.2605369690937769,1.325238258879477,1.2589785075250413,1.2708823428308722,1.278424578633558,1.2398142133749241,1.2611251791896452,1.3145218895958133
Tapu Koko,Volt Switch,Thunderbolt,30,1.4366124837019443,1.3981777168775913,1.4383479666335428,1.3970515161302235,1.4737509844702061,1.450525938223617,1.5095252118890206,1.5424211192357502,1.4591419217260166,1.4631406104898785,1.4177818153427049,1.4360483109328437,1.4142198026799764,1.471051925533098,1.55601357774148,1.5565337629520377,1.6138098105125855,1.4721498277567258,1.5536624481858778,1.5487937744121354,1.5649736173924593,1.527793646911239,1.417289370980911,1.440116323645275,1.4037058643444353,1.44254583792512,1.4260289391176137,1.4395787886545741,1.4815051753582207,1.436194116914398,1.4485666829701755,1.42672129405658,1.4620238034921444,1.4187015520680282,1.4882893347548745,1.4881787414731136,1.4804461751507405,1.4453842452686063,1.5908323199097614,1.5353755557596316,1.7610006550892072,1.4539183874897954,1.4641684103886383,1.4537126569957157,1.4188141924956357,1.4392600996443634,1.4679051425097276,1.455054122391152,1.4485215922911336,1.4282694370853262,1.426003310650322,1.4502029056801118,1.4463607187122933,1.4198799136494593,1.4276947730650236,1.429071726403995,1.3846709926584928,1.4250424374530672,1.4315876155149216,1.4393706961586543,1.4200792399252495,1.4637402516746822,1.4104061019238865,1.4004508472159996,1.4347106654142767,1.4575594075940976,1.4059952719599431,1.4493273832918547,1.4302986896023493,1.4460881599741207,1.390001252858677,1.465307385196931,1.4328637756996354,1.4539956502471298,1.396663995049484,1.414121630328425,1.4484843562158887,1.4546812042203021,1.4848850284063773,1.5114689494201943,1.4380732105500496,1.4402531618589733,1.401038998353125,1.4421514779706963,1.5275996068059348,1.5423736818603375,1.4031599482809618,1.4627438561880661,1.4680430030100906,1.4718769737269661,1.427187717576796,1.3952303443430871,1.4232610443183398,1.422217129498142,1.5146944968204834,1.542223406307239,1.4103931553668179,1.4505256612636872,1.4584580452974223,1.4401944139730884,1.439515176109891,1.4163791182434464,1.4549318375813485,1.4228980445945556,1.4190379190670874,1.4734863439360553,1.433099188715028,1.4124723634784866,1.4084747123231736,1.452290631354522,1.3948379042929504,1.4556272873873064,1.4558257316008865,1.4309565071733772,1.4702222419239859,1.4211414799723532,1.4211076756628638,1.467344258519838
Mega Latias,Charm or Zen Headbutt or Dragon Breath,Thunder,35,1.7287261506039966,1.6584764278646391,1.728889165979377,1.657878775292711,1.6723965547980026,1.6754555716179063,1.4293080603854464,1.4432127537130988,1.5709062876751503,1.6527026750635152,1.462030699708016,1.4799617053219347,1.6408308488494532,1.7567060119371734,1.4063953144874026,1.4351749404376195,1.51805681522314,1.5241677394722286,1.4873725426412585,1.4569762199191068,1.7046685325775388,1.6728751613139414,1.6517320024625906,1.691010543251821,1.645309217522854,1.7090165322675035,1.7654281038420665,1.7618021975251739,1.7565100053896967,1.7297761755211354,1.6930268791504934,1.7149627095377744,1.4742990270203855,1.449131747091268,2.0365518033298713,2.089809303516427,1.4480697132796412,1.463397752455578,1.4321820192221173,1.4313708165550278,1.6377408097562018,1.6121811499978005,1.7047921748291492,1.7080040968713772,1.710978239713106,1.703406791137368,1.5771329755165224,1.61547737884465,1.716813778102858,1.7645935667338215,1.4163091440834814,1.439068748348518,1.6713373663085145,1.7597222336225362,1.7223713508475098,1.7876987210013124,1.7972370815697143,1.8573626287467147,1.666419426645173,1.7211064259951396,1.6878521977107217,1.782293543143296,1.6287191925311935,1.6579335702551152,1.3779357015574591,1.4420757570054217,1.8009107965963425,1.8669368098809938,1.809839845881477,1.863508562804494,1.7845541732250447,1.9024094365297028,1.7270398079842675,1.8267131550083207,1.713346427089632,1.7582441810903313,1.6860797531241893,1.7993613836200013,1.4265010928625594,1.4979146364519882,1.644090588707426,1.70297323297654,1.6901120629007333,1.758504354492333,1.4373225726934198,1.4772943560689484,1.7593475267634884,1.8493071079903893,1.700712251911063,1.7685739705303252,2.026636959792112,2.1155602481295843,1.7308649054851915,1.8076735292109962,1.441824982126462,1.5081243570320622,2.1978499654929964,2.27185570360741,1.7408180806263438,1.8385479342489615,1.7364519008706853,1.7995600493389727,1.7165986175464545,1.7666762861631586,1.7182533772640012,1.806938610701772,1.780509861834146,1.814231885919984,1.7881784989752263,1.8941712068408096,1.7453665636320503,1.8283771582224457,1.664496368240535,1.7684027817563697,1.7416742960740816,1.8061890778247807,1.7088845165379731,1.789658787774224
Rotom (Wash),Thunder Shock,Thunderbolt,35,1.6595823713145363,1.5854236830396178,1.6579501536450028,1.585219774920853,1.6737262948978682,1.622110836576489,1.7316606825528558,1.7066999751261527,1.6496870053632249,1.6646477363707413,1.650599630128533,1.6329116466241234,1.5936565823097417,1.597551771289898,1.8473818983796586,1.8159494991987806,1.6388464467351165,1.581518747699674,1.811437257373571,1.7747483143218656,1.6383895558559367,1.5988045597016296,1.6236067467771478,1.6407896310290986,1.5746131309872038,1.5746841363394561,1.5529870579812861,1.5423142913741847,1.7389599866437484,1.6583481809741811,1.6223480326621333,1.609468057097977,1.7263033088062356,1.6592672791696945,1.626370381028433,1.5997028723589488,1.6524548431436223,1.6054790254851519,1.6421347431284317,1.6121350863473987,1.7846704555257102,1.6470764226400199,1.6134548330844865,1.6012190143452543,1.6937559822815498,1.658411266341132,1.5863782401077817,1.558698903238772,1.6602323447808005,1.612529783166162,1.6356874994380248,1.6305764980953754,1.6395258271840036,1.6074367186794605,1.5983290419962728,1.6375570556194672,1.610113652432676,1.6643377482721886,1.6601334727525845,1.6938882063420093,1.6410773711649729,1.7250556045037309,1.5035421588394229,1.5540873462384426,1.6673860034592254,1.6905494092207312,1.6245008802592582,1.6808356692404363,1.6643438539826436,1.683721577159645,1.6495898681267893,1.7004832831765608,1.6367228505458047,1.671640954580422,1.572419706339238,1.6070193673365065,1.5758266188737589,1.6164557251678668,1.7250520628585964,1.7654417414576487,1.624791049753437,1.65851821963694,1.660235796998792,1.7204948165674214,1.724444153713421,1.7949666714485748,1.6270770439230566,1.6734235555602754,1.5951086801138823,1.647877829199017,1.57120391435423,1.6081662078316183,1.5992837032760892,1.6533190537790208,1.7488832505732923,1.782867617586959,1.6216078193593892,1.6658711889838977,1.6553884533424994,1.6781572931758992,1.6535501686567449,1.654359846911916,1.6355222060351202,1.621575917032495,1.6520792933497355,1.7223311257889236,1.6485364736052612,1.6371906151111733,1.6718958115805818,1.698394640219103,1.676541684428693,1.7323299299606392,1.5544177813066915,1.6174495587589277,1.633327664050353,1.6328067232871228,1.676181202999227,1.7189739239695696
