Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Shadow Entei,Fire Spin or Fire Fang,Overheat,45,1.1135698469384696,1.0786308896913788,0.9320399510778657,1.126317088643143,1.1306633815115195,0.9744470971555423,1.1268782447894827,1.101343685152393,0.9383929508147818,1.1113610086952814,1.1913310476251369,0.9382219427986872,1.129797669412542,1.1687357304338946,0.9281016197157512,1.1247968555097039,1.1873397739044016,0.9571398667331354,1.1036699365582807,1.1743380947503987,0.9226620798168751,1.1522818325330906,1.172878589856228,0.9698536109514726,1.1598815371880733,1.1934054073114564,0.9497220600718596,1.111328161441462,1.1471438050344214,0.9441483880561728,1.098450010350903,1.124402988318351,0.9303823955355585
Pyroar,Fire Fang,Overheat,35,1.5758169177056958,1.5099483999384475,1.3349520471155325,1.7229285650789743,1.647244877230174,1.4197368139481785,1.593863135035196,1.5572174810461894,1.3667447980299232,1.573578669565094,1.6172002649787591,1.3116338684412432,1.5307965024485235,1.5840430197660667,1.3304010743576662,1.624786990594875,1.634628302956232,1.35866664848742,1.5772982241226994,1.6425663956176588,1.3255555215420611,1.5558990199350748,1.5834238029571432,1.385507480648058,1.580491393028639,1.6155852474649741,1.3525829663711157,1.5826576082866568,1.5749532196658245,1.3319985519533464,1.560906764393328,1.5571588624395585,1.3250932576607093
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,0.9970912014101085,1.006265350618621,0.9970498334289258,1.0121861401163348,1.0528194947551428,1.02996471259518,1.0115976137588962,1.0324133708873358,1.0209662546921554,0.9982503543114105,1.0749307583152183,0.9983350027705555,1.0149748328720523,1.0762430267571745,1.0052682992683273,1.0258618652984264,1.0893042439413554,1.0255991675432616,1.0037200476855699,1.0555822026713042,1.0094310555093577,1.0381022868525611,1.0765139028974673,1.0624311197487775,1.0359611025035473,1.0816566647129595,1.057815528000437,1.0103375807947566,1.0405619148974192,1.0201977914993168,1.0090874191754862,1.0300975406758002,1.0100315044304486
Pyroar,Fire Fang,Overheat,50,1.4170366136610264,1.3415149174538905,1.1702829010345992,1.4276139452773986,1.4085776045073697,1.2640157125428504,1.4013679524655624,1.384053945164587,1.2023434716402592,1.3951068839421454,1.4506126301805835,1.1736159211031074,1.3861337054577307,1.4436403904895447,1.1804110530451184,1.4241718827928962,1.4732998460912883,1.1950905492626462,1.4010617211084437,1.45415870324526,1.159337428307527,1.403923807424049,1.4471776460683827,1.1881753231806318,1.390306093408356,1.43492148112121,1.2137492142504833,1.392548101398024,1.3860887181065347,1.1848172833024908,1.3813802975948275,1.3762412666150887,1.17160464568107
Infernape,Fire Spin,Blast Burn,35,1.8176205616852554,1.549512327458547,1.5225580400769803,1.584645983752173,1.5564896090404428,1.3446809612555457,1.6128969708426892,1.5710607430289294,1.378867812526291,1.5439006489493203,1.5726877850475258,1.3090043938166889,1.5362733640333666,1.5635702658876804,1.3024761437048085,1.5609968536535874,1.543609855336352,1.3218934541076943,1.4760868417120565,1.5356875171217714,1.263584919781004,1.5466787459108864,1.548834503657267,1.3761234308300287,1.553099977181347,1.5478825646390055,1.3275023931173209,1.505242266632411,1.501748821289696,1.28624908205942,1.5042258709156664,1.508883694549532,1.298863888666524
Mega Glalie,Frost Breath,Avalanche,30,1.5306052115662476,1.4895330514182021,1.5338296158773108,1.7373123080686528,1.6049198323319283,1.7471069920659834,1.6352627020446553,1.538162780041945,1.6719324892732779,1.5594987869940187,1.58357930892403,1.5598988303283463,1.5894724244697735,1.6014405987419105,1.617507766415027,1.5592269893987112,1.569942417999471,1.5655184448127906,1.5468786625631936,1.569351662521308,1.585850242785528,1.596295216092291,1.5973123643983675,1.692281280378386,1.6366646817241932,1.6078654977841145,1.725336064270966,1.5821827467011933,1.5348151764864242,1.6415753344140125,1.5839497470326727,1.5039291872391967,1.6019927748993061
Mega Glalie,Ice Shard,Avalanche,30,1.5628538011579036,1.5268420742345423,1.5667995471505054,1.7709999740450046,1.6594053620622964,1.8082883711490025,1.6777800235097977,1.5797147719224507,1.7354701976277696,1.5634397244362985,1.589875729046787,1.562867409388631,1.5897284953258588,1.5967797509960175,1.6096196268986842,1.5832661254979863,1.5995587713472001,1.5933636277496732,1.5659121538973984,1.604370915652614,1.6162911157745248,1.5990695354672801,1.6011093149240483,1.6892097585732582,1.6476040498697182,1.6224560574398585,1.7661553741616565,1.6009108331498407,1.5348433110885256,1.6443522327577598,1.6423722122215585,1.5560759761943368,1.6467665066256696
Mega Glalie,Ice Fang,Avalanche,30,1.5539578865957746,1.5337500274787312,1.554089384816152,1.7642649224590015,1.6625260756292604,1.8121606406819797,1.685719859343435,1.597687666942523,1.7411988253815984,1.5408824085716724,1.5711462196126906,1.5426530110253898,1.5744436257539334,1.598109352983283,1.5903567135386596,1.5640485381307603,1.572953680386613,1.5738528656546404,1.5462324471218556,1.5840820228574726,1.5809257632938873,1.5673772422536518,1.6002624250692685,1.65377703651152,1.629629867970749,1.6166027068865048,1.7153357664072884,1.5913200817608588,1.5356011746360332,1.6229785263797145,1.6103766115799512,1.575977524551033,1.6446704557165854
Shadow Arcanine,Fire Fang,Flamethrower,40,1.2896058450759111,1.2555851770729454,1.0783150841248874,1.2876916436243653,1.3051160772734762,1.1142470566705447,1.261860397923603,1.2739799767851643,1.1164707014091466,1.2877227322293738,1.3337601054231847,1.0794664771677822,1.2676446526547185,1.3178124995157021,1.0743549110037114,1.3257441852284988,1.359384438480684,1.1005873233438372,1.28395118845799,1.3412225007763603,1.0744809745519417,1.3203299395277717,1.3434093288924014,1.1171857087526487,1.321099735277655,1.3485389447914848,1.1083293503709852,1.2867819999537646,1.2932527289006468,1.0680722928110353,1.2771672664588023,1.2957662321978558,1.0879257394703028
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,30,1.4205511434149967,1.4183743782312488,1.2890185996039065,1.5736083372001082,1.4929732993828406,1.4909940061943125,1.3269576330923025,1.272711892357707,1.226376407479025,1.2620858818890925,1.2547550100876634,1.1477102070102156,1.4892108261612773,1.5310538647654526,1.3605281696022145,1.2539612903491917,1.2557681394415452,1.1508178197713288,1.4564360126822733,1.4927557182923,1.3122392385085866,1.4713298991159818,1.4889183808592217,1.3865075998838026,1.5077349439272099,1.519718547237369,1.438175213726597,1.2656496674755637,1.2335744175801258,1.1731344389663583,1.2780597027002052,1.2459861973653206,1.1810541216894428
Mega Houndoom,Fire Fang,Flamethrower,45,1.1326473309658323,1.1193746040564603,0.9526911170753836,1.1995027430474028,1.20292826297002,1.0029702585123543,1.1830817107919491,1.1704652218230183,0.9893580792890884,1.1738050647883722,1.2305873755026073,0.9907277858289645,1.1925844146160995,1.2372480725807882,0.9958896417435962,1.2094770552507412,1.2556320242404215,1.00045062380978,1.1853436594833344,1.2534030645618806,0.9924249250154209,1.1953933913596755,1.2226223265367453,1.0161728435157769,1.196886554977384,1.2420011607087065,1.0066463867226034,1.1558191325459468,1.1849836971785552,0.9723525068897804,1.1676605325191274,1.1909954284109536,0.9959206820135733
Mega Charizard X,Fire Spin,Blast Burn,40,1.1898352675029527,1.1536370848962902,0.9880707332524625,1.1734378134792505,1.1830770072727335,0.9914468399433354,1.166627952928116,1.1561011678812054,0.9922861618998491,1.1667909864597987,1.2287035088373615,0.9766540748476196,1.193100671783492,1.2317384423294715,0.9875483027879883,1.2079452551077285,1.2452531255796784,0.9972043908380721,1.1698413831278172,1.2088133319099696,0.9845276853897077,1.193196415522604,1.2166349150834765,1.002956688462479,1.1886144873855486,1.2361668147235427,0.9846064502972118,1.1501147435972057,1.17435003084805,0.9638247384801839,1.1478962072432173,1.1798891474560624,0.9782624805804756
Entei,Fire Spin or Fire Fang,Overheat,50,1.2188644489165386,1.2199468611294857,1.036081772707924,1.3154033067623314,1.3193549997803118,1.11062900223183,1.2820221274992567,1.2877876254802767,1.077886511429603,1.2972042254521692,1.3799164038191043,1.0957042627481068,1.298075637245524,1.366668635426975,1.0966965464787286,1.3291314830450072,1.3871925678350385,1.1042908025652445,1.2826858575619497,1.3660142839910363,1.078424803087161,1.3021638723564102,1.3350330581665633,1.099865402615117,1.2875771823025624,1.3506127006927091,1.1006109931040327,1.2521484359309036,1.2982210438625987,1.0667524586215587,1.2462010866181847,1.30017122336037,1.0695501580083686
Shadow Ho-Oh,Incinerate,Sacred Fire+,40,1.1661010877580753,1.1949289749733705,0.966684686052995,1.131799467029453,1.21128768966553,0.966806557898252,1.147512164661094,1.1934226363754288,0.9831518982971653,1.1762130947814105,1.2572160979924132,0.9701345672960802,1.1796293920646104,1.247793969635517,1.000651068459995,1.1908641951827823,1.2412830988802463,0.983262917395603,1.1634968209764474,1.2460806698527,0.9884185280310553,1.1729501087264214,1.2359296096927403,0.993471609169419,1.193741656453593,1.2687542676780637,0.9968118049302631,1.1290474846829552,1.1742887774252937,0.9514421360917923,1.1471326641884072,1.1992200063215457,0.9538636333571017
Magmortar,Fire Spin,Fire Punch or Fire Blast,35,1.593544996172962,1.5605362449464115,1.324824935499923,1.6109003308392762,1.6211262394034835,1.3829723121339363,1.577953464410343,1.5836852764110656,1.3546408052189471,1.6033328360541608,1.6465694841083787,1.3421096447295513,1.5671147232218607,1.6036133008068876,1.3304073422476275,1.6104783956646622,1.6130114903915616,1.348022393929537,1.5615870827501774,1.6093138448151565,1.3323933901701712,1.6106894570671175,1.634128779054682,1.3776366314396051,1.6241250348550367,1.635760816934508,1.3765693657236657,1.5619047978186174,1.5492995123499589,1.3320723478997667,1.5569300655659917,1.5758581905602007,1.3282894417325095
Reshiram,Fire Fang,Overheat,40,1.1946544874267315,1.1831887119369606,0.99450440359162,1.1633311899981795,1.1983875174334548,1.0062827273461292,1.171419322747556,1.1725994214055804,1.0232045288705611,1.1911960718497365,1.2520744977480358,0.9946484103050454,1.2173804800342738,1.276230680391509,1.0304509247462321,1.2020412697165104,1.2551618080910862,1.0057320311034692,1.1968440266122735,1.244357349182504,1.0011705459827802,1.2354489738582162,1.2530502757822464,1.0120866729366758,1.2031737553611936,1.2448048049268574,1.001821860698886,1.1657693706981398,1.1994785917156057,0.9962475720379436,1.1860545535045526,1.2120253471708167,0.9880584728482054
Heatran,Fire Spin,Flamethrower,45,1.2650843746939866,1.257854220833075,1.066572323021981,1.3202065394240496,1.356271515147737,1.130500818121838,1.2839021739021137,1.334736496865863,1.081073020814584,1.3748282388858106,1.4470883860449257,1.124073595541537,1.3765545787711044,1.4412417860937907,1.1515613675502727,1.3789895187857883,1.412672875184996,1.134942937597482,1.3589095346945301,1.411019556998036,1.1487182443440593,1.3989120842959621,1.435223109686919,1.1670293944652876,1.3834098812878708,1.436749381885828,1.141753305388339,1.3264327537922278,1.380352931859994,1.1081379500532116,1.336011363737068,1.3813008516876468,1.1057985916350652
Magmortar,Fire Spin,Fire Punch or Fire Blast,50,1.3962359134030258,1.3665722730606509,1.1744569703049839,1.4385421372757912,1.40709115652163,1.2119256550624258,1.4255044601243465,1.421200447671595,1.199238998510778,1.4204193484222043,1.466884093104869,1.192256719484819,1.3934521557667086,1.4479108210126532,1.1836278753729954,1.4372550742727261,1.4816797303269138,1.193375703963645,1.4206234453821664,1.4622987153912574,1.1727321061823437,1.4271484921709656,1.458608570789152,1.2065862961201166,1.3968621049418333,1.4359554425291794,1.200950973539112,1.4063593054294699,1.4113601817665808,1.193495627577878,1.4038858736241662,1.3950899457021169,1.1923563936790929
Charizard,Wing Attack or Fire Spin,Blast Burn,30,1.5922766778513429,1.5433010849602407,1.32413561903087,1.5604850599029907,1.5434250152088482,1.315170790763594,1.577593979695231,1.5519881934828856,1.3629416340951728,1.6001928732790591,1.62015996405382,1.3338642454498957,1.5703476285421112,1.6169165528602671,1.290425350377632,1.5767158678816362,1.6027929281049362,1.3417840096948854,1.535461698353127,1.5797213098078275,1.2793859030292234,1.5777433662982379,1.602991220707943,1.3244377189650596,1.5742817914955385,1.6149758405838113,1.3317247942082808,1.5616789668108428,1.5599961372306206,1.2921136546110334,1.5495948047734258,1.5634590329657032,1.2845131689664178
Charizard,Fire Spin,Blast Burn,45,1.3652385053968228,1.3358287685331551,1.1356995185726249,1.3606407059566954,1.365444597983195,1.1515309581055801,1.3847959584868057,1.3809060657221857,1.1477035546586036,1.3767303761206542,1.427644326399841,1.157908004241081,1.3945349854159632,1.4433106374874578,1.15614898085659,1.4081833650496265,1.4384379474515123,1.1677749323691917,1.3652191703831225,1.4121277079715846,1.1264123320635508,1.3944393892975453,1.432775987127313,1.1587922751105657,1.3900299626774744,1.4414660146481568,1.1655110289812702,1.3653281361924603,1.3925814825459715,1.1287891906727563,1.3626439069493574,1.386875183856269,1.1502019733299174
Kyurem (Black),Dragon Tail,Glaciate,40,1.2019177156880572,1.1730317734073825,1.1997302088183746,1.1881432665398808,1.2010912127474633,1.1977442771183098,1.1711182438241532,1.1878952027477034,1.2043185426741039,1.21968639444184,1.2894648743304493,1.2211911745378858,1.2335129267481688,1.2707515458355811,1.229872281410351,1.2481998821938975,1.2853865551408066,1.2428504860446974,1.205107354537461,1.2732323849436462,1.2055934198977727,1.1849877908338642,1.2288402916060586,1.183653750235077,1.2145068191307211,1.2775980905263602,1.2066270735653852,1.1813719422270046,1.2175730101942024,1.1705361363223123,1.1805692998300097,1.2229860751507278,1.190696616391474
Kyurem (Black),Shadow Claw,Avalanche,40,1.253980768884883,1.2598894455691292,1.253879896959753,1.2803666403859848,1.3129751659845939,1.2807579434124752,1.2462985643739084,1.2845333251548465,1.2545859858947919,1.3245468099541085,1.3977676161146868,1.3266764524103833,1.360027496062336,1.4304515618669151,1.3524935612067204,1.3255282341080634,1.4040152380280209,1.3260192570928566,1.3161002278046554,1.4074994638538643,1.3044771519362268,1.3378055391760053,1.396179934446465,1.3314114941644957,1.326628182980574,1.41945326792676,1.3193089780948266,1.2785483004388571,1.3680921313125167,1.2746974997421814,1.2932478886791472,1.3616606491743415,1.295076355498087
Kyurem (Black),Shadow Claw,Glaciate,40,1.2343058472742097,1.2038222415850133,1.2357931461049145,1.2284540119739447,1.248088036946966,1.2533469506147166,1.1948259674999002,1.2272629688510266,1.2400127772096412,1.2141932355824563,1.311982296861458,1.2211185140587928,1.3064238812117759,1.3487831942028217,1.3052948517032732,1.2588339395692048,1.3188142257800588,1.2426757361248713,1.2164109757634196,1.2672337487016938,1.2215232256424668,1.2711064119190851,1.3282447482492228,1.2724986190488277,1.2943503351399153,1.3593586217902203,1.2856901603961095,1.2549378604028592,1.2954011074474554,1.2474472029434434,1.2581382286494676,1.2951711218053825,1.261450645936508
Kyurem (Black),Shadow Claw,Blizzard,40,1.463133134953546,1.4391804743128818,1.463586583983996,1.4590101388124708,1.489335523942944,1.4784339463048088,1.41062422300186,1.4570247335539515,1.4577159665178117,1.4571840412457555,1.5914347658525498,1.4664579870139096,1.5510234654991402,1.6238883750788007,1.5494908458672478,1.4823191738769723,1.5766410503510524,1.4803162868139776,1.4580960061036972,1.5359054010143285,1.464495418628019,1.4894687133244058,1.5247956971151497,1.4842789912585075,1.5115608269335452,1.6098122429573352,1.5102478747012638,1.4717427762851536,1.5461783750168667,1.4624786879569311,1.4775672004581517,1.544257801198195,1.4821335970815135
Kyurem (Black),Dragon Tail,Ice Beam,40,1.2886548311606816,1.3213393333559824,1.2885898814317718,1.314861368854473,1.3521346005685044,1.326405587385225,1.2842190064680437,1.3266004946643755,1.2981275455121057,1.3410649144679825,1.4285574108804686,1.3434511884972224,1.3669097081177957,1.41814695343526,1.3672920838443932,1.3543182948569195,1.4208580963510014,1.3476965423874538,1.3112714437858255,1.4237368219268984,1.3146408610042986,1.367925481562274,1.4216100934396056,1.355476586108736,1.3294757258696035,1.4134243038734868,1.3267115396509523,1.2884584680971483,1.3548894774128823,1.2892258410090025,1.2984244041827593,1.3692392015902835,1.2969792959745898
Kyurem (Black),Shadow Claw,Ice Beam,40,1.3201913219168362,1.359643236135231,1.320219649990907,1.361529589623948,1.406933808107945,1.3642972433217289,1.32451028796653,1.3722883204840592,1.3366619606849415,1.4054705592969896,1.4981953650029127,1.4013209422019524,1.443795882375124,1.5257306353625744,1.435874853655962,1.4172036552660257,1.4960841100282873,1.4069342903866577,1.3790514371621552,1.4999185699601545,1.3784718226479746,1.4137424049298126,1.4899422859649853,1.4048937871404266,1.412438211397672,1.4985960045962454,1.4171178699258486,1.3625867340104545,1.4514937981729232,1.3590457254505512,1.3700696223198452,1.4391970290239753,1.3689841123414301
Kyurem (Black),Dragon Tail,Avalanche,40,1.2126621494962897,1.2298348078587171,1.2120768525161523,1.236353561705724,1.2622103118297894,1.237308801446862,1.2058480705307335,1.2355629597675433,1.2250163988715028,1.2569563584246197,1.3330688429734456,1.2622687207848489,1.2831090525033935,1.3324418235633746,1.2832021237815283,1.270502839113322,1.3328829004820288,1.2642799225151615,1.2502990754525198,1.337271387764733,1.2356734511447078,1.2877944170644444,1.328333441323871,1.281689672736423,1.2553402601409271,1.326462410460024,1.242483857924332,1.2168394775030573,1.2681451542164768,1.2215677793879938,1.2286561460592271,1.2768375567701098,1.2182428058841273
