Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (White),Steel Wing,Blizzard,40,1.350400842877522,1.3303438692581546,1.3353936350317908,1.3259323032620045,1.305150608449966,1.3831303601293028,1.2515636428822143,1.2971568448965565,1.3481940771950989,1.3556144154748035,1.3327573640426136,1.351495708105175,1.386348341405856,1.3744608094723918,1.1083922867605376,1.1174144915907165,1.3562665942983056,1.3826589319640534,1.0963195868642817,1.1088542267929107,1.3538930740202189,1.3931582150125348,1.3497995694348217,1.5062825212067688,1.3845998970423128,1.4633121353919016,1.2988067784505974,1.3732734242879603,1.3816259321456381,1.468658701743538,1.3281809161960747,1.3904100340765735,1.3494524108865953,1.4453032692271506,1.064564633183104,1.070745477572653,1.1147238731508393,1.1657505005740485,1.336808891030014,1.4312941018928385,1.3047750137226803,1.4080981983665417
Kyurem (White),Dragon Breath,Blizzard,40,1.2332345111066823,1.207432746893235,1.2573062904046235,1.2502804020231038,1.192089939100994,1.2486962390273066,1.2700720074232064,1.3289565590392018,1.247332377229526,1.245304641967131,1.2461448575167324,1.264668698458587,1.2892156141082074,1.2788502503206816,1.288291399733388,1.3134977573157753,1.3226787424019737,1.333252994564957,1.2582221380916148,1.2801463835203195,1.2774055004296883,1.3211008668087074,1.2954206556834353,1.4404593646840202,1.328890472576709,1.4178592521721323,1.2693240890899082,1.3465632144575206,1.3264903073841545,1.4332118547630144,1.2709195973770537,1.3444573704181773,1.2657882949569288,1.3630611958436996,1.59394693178122,1.6406604333016253,1.6797538953734554,1.8201472729483488,1.2618968462951872,1.3661917325619555,1.295546209458307,1.3856774700253884
Tyranitar,Smack Down,Stone Edge,45,1.1989666210547083,1.1977382497711557,1.2045723673660127,1.234873704447759,1.2263032326208645,1.2559698825368215,1.229726485280725,1.2429308553775151,1.2624549337463324,1.251650910708569,1.370995057932501,1.245430883629586,1.3445036085357613,1.2259396494681296,1.256006760498058,1.2601047607095297,1.2235218284609288,1.262312425678288,1.2354486830888507,1.2693776676064652,1.2306276342267648,1.2698989970716195,1.2718983958650476,1.3225288382293552,1.2630700669363661,1.3468473195749748,1.2536461696398018,1.3206595946220723,1.3140028989187198,1.3708622888829705,1.2617593951723796,1.3306183971361158,1.2803066896990696,1.3359212705339156,1.2477594229384885,1.2785743144695658,1.2617068948767,1.3218795616089491,1.2776233472398615,1.3274763008995616,1.2587353323006876,1.3250089454248806
Mega Glalie,Ice Shard,Avalanche,50,1.1519544341882737,1.1428997156181244,1.1478030514080535,1.1769142868654374,1.1567893679644083,1.17055525785213,1.1470079730973968,1.1606114530227207,1.1522012361583283,1.158808754920162,1.1953869668503556,1.1732398944486948,1.222159104081138,1.1825514834483535,1.1965342071517533,1.199886375277474,1.1729293492519677,1.22056118617302,1.1799921575664805,1.1743734612867338,1.1579171056687851,1.1629579478496117,1.1855079983068666,1.2436024910026109,1.1257207904949758,1.2223022901497418,1.1349238193008298,1.200230431612932,1.1842525707927811,1.2415863818922137,1.1348000226695445,1.2085555417328986,1.2036315181726223,1.2206111819909502,1.1573959817402997,1.1486951134388532,1.1298907932869002,1.2029215530046355,1.161171368946266,1.215045921526005,1.1763149138355642,1.2231013665495485
Mega Glalie,Frost Breath,Avalanche,50,1.1452627501204171,1.134791536906413,1.118773456847882,1.1312313806403456,1.1314473599550643,1.1401500425264517,1.129454878522088,1.1436304600506502,1.1444058081149546,1.1504251861273553,1.1787391814187769,1.1540524986809417,1.2033966020780253,1.166696195126772,1.1623086092920287,1.1576897536160136,1.1674097251131372,1.1843415965681683,1.180261023103759,1.1573205780401346,1.1504379251860857,1.1552650172402397,1.1692787067436257,1.214081265072309,1.1397054679685783,1.199711792446179,1.1350207846696323,1.1814500171097855,1.1866442200787892,1.2407736307991057,1.1260529737801996,1.1772298878963179,1.1810144451406264,1.194039619511159,1.1530051376683972,1.138146703541087,1.1149427692788985,1.173577450124372,1.1432894018236823,1.201051494263332,1.1441658745429468,1.1962124915743098
Mega Glalie,Ice Fang,Avalanche,50,1.1399582990271202,1.1414387538454012,1.15370006883812,1.1754193042022,1.1575690743698641,1.1700048326580605,1.137605947162745,1.1653475372154423,1.1499758285904798,1.164339516000423,1.187525091534473,1.1701610555841275,1.2052778498362453,1.1851519621422018,1.1996247534891964,1.2123577549902482,1.180026452666903,1.217589620485003,1.1689764183493692,1.1724059623001721,1.1526447991572681,1.1725096331211395,1.1797581303873497,1.2173732762401206,1.1344104747773314,1.224632592002541,1.1357876799627058,1.2012495598569721,1.179315309915428,1.2316106843713732,1.1157673732153068,1.1939901854105812,1.1885675997933225,1.2313799262960212,1.1397466425294536,1.1485457191847963,1.126320861702251,1.193128479348609,1.1332717718717864,1.2116045948273604,1.1521977826423988,1.203866317235286
Frosmoth,Powder Snow,Ice Beam,40,1.5141382263795011,1.5216737250498413,1.7651165940690006,1.638577444475575,1.6890236199097999,1.6407540073725042,1.5554342810015482,1.618425497576145,1.712900418481398,1.6418879243038853,1.7558353677720695,1.7148365084200388,1.7083280241331285,1.6616535971502415,2.038131972669458,1.7251756579907382,1.7878677703376171,1.794446262784136,1.712297291498691,1.6485234081079,1.6283749887312167,1.5960832696211829,1.543054436191079,1.5841727047701306,1.5370484707870853,1.5716749856508792,1.5397330079994445,1.6240725256522797,1.5786694950780544,1.6217632493085883,1.5487299875326213,1.5914407670663406,1.8075956753469296,1.775580058183709,1.6111979271326833,1.6455450131377554,1.6408316280922703,1.6098284208744722,1.6413963609485365,1.6680772752184838,1.577408473080998,1.602218222110231
Mega Latias,Zen Headbutt,Thunder,40,1.6975091291324982,1.6485827340326875,1.9352571250900235,1.991264795093276,2.332902229550788,2.48984493695706,1.9935795655767792,2.047487513891465,1.678910909366998,1.7031147016370358,1.6659400139774077,1.6773613750677296,2.3846727493602313,2.43277621843818,1.7100932483626612,1.7121739527140647,1.7454876837160564,1.7680368886228077,1.6578549050231255,1.729990984679725,2.066477583236115,2.124958240333762,1.7894149016263836,1.8346062475936733,1.6934787377581715,1.7797100772552505,1.6590619870164007,1.7537049876264017,1.38967987265985,1.4637977924891048,1.7341153223397652,1.8175206152256635,1.7028184126285164,1.774908724333754,1.6482243133662524,1.700280373829487,1.67884531605057,1.7765168294919838,1.7086293999767892,1.8116013050950817,2.0694786219783015,2.1896294971741215
Mega Mewtwo Y,Psycho Cut,Ice Beam,45,0.9043447965259769,0.9280291562919243,0.9525366330392758,0.9966793890398155,1.0072516171088306,1.0765895993120624,0.99495834118764,1.0339747032934925,0.9090741778141783,0.9453726769987644,0.9056662695702863,0.9282126964746971,1.0122397300325987,1.0639531168149832,0.8960427666392939,0.9202112013323359,0.9448289124963496,0.974360925975625,0.9048044062561235,0.9818209476519459,0.979833510836888,1.071283060536494,0.9668256700794386,1.0291924825149643,0.9531168740807142,1.035394189940983,0.942652066316536,1.0195196365782415,0.8972355826600371,0.931201813256145,0.9464250938274505,0.9951801101388145,0.9500502959686877,1.040765645009301,0.8928170434450982,0.9482530142066344,0.9563002979920213,0.9995253940894073,0.961552686457864,0.9864588247401797,1.0394014856759244,1.1258067489577142
Shadow Mamoswine,Powder Snow,Avalanche,35,1.1475553267664313,1.1022179947508457,1.1055408457625855,1.1232875623008842,1.083433234879862,1.12110763207739,1.1193265307336062,1.1550396777717427,1.1801311076256937,1.152894026951825,1.19902008222305,1.1370381200309045,1.218177077014116,1.1273239560871469,1.1833568521192106,1.130855856523548,1.2297698128931798,1.1987505634570377,1.1026686215108947,1.1208594274535584,1.1095513351734034,1.1281777731300981,1.110931392182723,1.1819017505321814,1.0806673710815573,1.1470197632990287,1.1188506191758538,1.1145526411061353,1.124147569740809,1.1831906386708961,1.0852909393122196,1.1150889409622908,1.1470238433819653,1.1603302685703074,1.0967070763429374,1.0899891718554844,1.083562871306185,1.137486565307423,1.130306270864454,1.1237569127907532,1.12628026423144,1.144079142936793
Shadow Omastar,Rock Throw,Rock Slide,30,1.359587327363334,1.3467071980568133,1.3919233296550753,1.3880727420394159,1.401867030986778,1.3743669523210613,1.3858059765237014,1.3991035952412325,1.6627382265418396,1.422290997014223,1.4640145055861322,1.3469933636743547,1.4959009026006989,1.3877331049122217,1.570794674740791,1.4090546008048432,1.374615902185662,1.389423422856443,1.3973255181765054,1.375545266645295,1.431202198524892,1.3817349318052616,1.4376443715121758,1.4369924701906418,1.4415146476611798,1.4608040731854863,1.4186296301806696,1.4103900535114737,1.4126438964065389,1.4598783590673818,1.396943511656925,1.422493707329741,1.3980459513313237,1.409380419847518,1.3466088251300337,1.338166335415522,1.3926342140300043,1.4154488119118598,1.3323119356747684,1.405209068784227,1.3656597779004724,1.409971675908744
Tyranitar,Smack Down,Stone Edge,35,1.2920907785385372,1.3003988825224868,1.2862274192013556,1.3118674321472694,1.3312985760800802,1.3385802505373925,1.3271202454398272,1.336673374978891,1.3570888933357868,1.3261009150252272,1.449966022661258,1.3264777477027954,1.4556463633261827,1.3408884450876968,1.358519021394519,1.349608234341973,1.3576439448586761,1.3769678405079362,1.364239066927457,1.373007446322545,1.3300715984913358,1.3641198588328254,1.3789306630669094,1.4599504642915686,1.373751892315598,1.4216705589788743,1.379175853877474,1.4176031422492672,1.4024807681480647,1.5001908132855357,1.36285845890453,1.419937202576493,1.371216258390862,1.4352966315867333,1.324067313916048,1.3665184259321779,1.4011467835253242,1.4437423814065686,1.380615183393807,1.4510707769846278,1.354286429417145,1.4361856349032383
Luxray,Spark,Wild Charge,45,1.216297971843644,1.1914003578498826,1.2257446617323402,1.2309007615134206,1.2244449370509891,1.2453975859252708,1.2639973057847604,1.2761989397527935,1.2147480168847908,1.2220906490684553,1.2272555894360295,1.2479619982428847,1.219572614036967,1.2211519777102149,1.242838628518801,1.2158564214355618,1.2295538502580228,1.2383646246990303,1.2228302184356927,1.2306574036032565,1.234795704615667,1.2457235228684664,1.2838920613805045,1.3219193454031533,1.2389751017614457,1.314935175260382,1.2266967402139468,1.2961089868527418,1.266222474234569,1.3463386286744898,1.21566615248124,1.267902737208183,1.2377136929828525,1.310719086363077,1.23559946538409,1.246213437317612,1.2110638321272915,1.2852140171731878,1.2189854747205933,1.304212386103825,1.2661633751008547,1.3035986823981394
Raikou,Thunder Shock or Volt Switch,Wild Charge,30,1.3292935432977453,1.3001155924340995,1.3089593197722855,1.3334061032932294,1.2689801588624796,1.2916337718731785,1.3463465491311328,1.3497365645861155,1.3250433494365623,1.3359774035923975,1.2737436852624529,1.2908778924743554,1.3037356068499033,1.3144242889436817,1.3076257192746332,1.3138036826992978,1.3215420072880124,1.3324230165861308,1.3005870714448595,1.3009857045792845,1.3003881104089232,1.3285519823602296,1.3774188777848448,1.420209308163064,1.3153409727906458,1.4002094058574002,1.3199878991663319,1.3584199485218633,1.3605017325786193,1.4272176040420996,1.2832611793543132,1.3764849269729882,1.3257452854693637,1.394009686326612,1.2857828321364284,1.3090373947777696,1.2960495129904845,1.3755948994910854,1.3021697636705234,1.384453451362605,1.3396464711201714,1.4036263279806491
Mega Mewtwo Y,Psycho Cut,Ice Beam,35,0.9638135257248309,0.977177268209234,1.0349101247700867,1.0606957129781724,1.1170428453413224,1.1577458021860147,1.0619678102752028,1.1020521431384598,0.9945630113606563,1.0305328693973077,0.9921389020705242,1.0134961498827646,1.1046472268432712,1.1494172232654485,0.9674056473414056,0.9949955877571874,1.0098139233866787,1.036924800307218,0.9747833633654436,1.0619376685942288,1.0530555822251682,1.158746400601225,1.057548664330217,1.1460805357496244,1.051157811666026,1.1224227927145531,1.0027191168375167,1.048175521600484,0.9559552048429667,0.9968975646481951,1.002381608000225,1.0732598012479917,1.0382925886602974,1.1197829152023593,0.9705591559978964,1.056677498239903,0.9933988534914313,1.0652600693746443,1.0171922594377714,1.084731549819303,1.1094714544110047,1.1722682435115122
Shadow Raikou,Thunder Shock or Volt Switch,Wild Charge,50,0.9288394658410458,0.9275368795382385,0.9167710813098274,0.9307676179333242,0.9147532268207357,0.9284360832832769,0.9356612459233732,0.9482989595918584,0.9384845285787456,0.9374412789160608,0.9309100051962729,0.9338253152773865,0.9381650354942245,0.9478203624989348,0.9336778473130117,0.9423027197137165,0.9112522345368248,0.9465501998380932,0.9470746514642958,0.9721705211505935,0.9340869499896626,0.9743462935473072,0.979384325359838,1.0343279444289422,0.9555960184454684,1.0292477038517132,0.9460338129032578,0.9815104419283968,0.9706779325055412,1.0436619659022635,0.9470465039932437,0.9979776572662636,0.9629950357197621,1.01311064831947,0.912501365059383,0.9509063541221316,0.9468360878908433,1.0011349603848416,0.9462556783384738,0.9859843080264257,0.9623523827127648,1.0163654026706148
Shadow Aerodactyl,Rock Throw,Rock Slide,35,1.2524853301571603,1.231037454804092,1.2887533037393915,1.2453941413113807,1.2439787851477249,1.2171566875486965,1.363291718583902,1.3080666827585916,1.2816481519233573,1.2326454249582603,1.2832024233133297,1.2384369602370184,1.2869536268930437,1.2306658952603242,1.4702869456574408,1.2888630643396906,1.2390161203329773,1.2594590130978582,1.280451268137853,1.2691572671016573,1.2808179106547304,1.244921912325764,1.3326466260150207,1.289573636107234,1.2011052117070333,1.2707868080088784,1.2367141277233076,1.2652733647756635,1.272110118320774,1.3161933617722927,1.2617932776095506,1.2746983770991638,1.2800597625545809,1.289699588916157,1.2371928408216224,1.2212568822687806,1.268730054178701,1.257186911325224,1.249640790625409,1.2927061029004052,1.2325881201539066,1.2653237532738606
Nihilego,Acid or Poison Jab,Rock Slide,40,1.369628455921384,1.3842153096611733,1.3831113610995438,1.427395981412382,1.3787149826019613,1.4218289145117349,1.4327202424593104,1.4605056446761129,1.386293257305139,1.4246215547458203,1.387631071512775,1.4269743199284894,1.4041795264943615,1.4414705590535644,1.518395544474716,1.5714992501328284,1.3774443613108,1.437469647478829,1.5421888190082098,1.626902893367384,1.3919113709853972,1.4618188693527792,1.6251095735962844,1.7623982852280065,1.475382733760066,1.551109961999968,1.4383783494264504,1.523163753043806,1.701165460638004,1.832215138164679,1.4176347290454059,1.5184115962205935,1.4596511918879338,1.536983163232533,1.1743807981654975,1.2475605571445636,1.252923859586306,1.3261717282131902,1.481941160372053,1.5460901988774058,1.478230535266306,1.5603009210615886
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,50,1.0161965107625262,1.0239119996403734,1.115331126731854,1.1543420631661983,1.183244953770389,1.203002259467243,1.1231755171178746,1.1476888349052337,1.0786243157815707,1.0718424427945914,1.0362609668399165,1.0565479756802438,1.1771333071497398,1.2114239435706897,1.0418100769103826,1.0788673168260443,1.084413029591992,1.1102240218997135,1.03497571382605,1.0679207263068673,1.1368502364322992,1.1712270181986715,1.114318719029677,1.1187939789349246,1.0500779579704251,1.1109361451985404,1.050247819122293,1.1048089704868602,0.923204962633745,0.974306767478621,1.0718634130357019,1.123208468310998,1.1018775070934508,1.1346871322560126,1.0226736394108116,1.06233151971158,1.0580111400256993,1.1278503086542333,1.068071525596303,1.1406464279471944,1.1369692095874595,1.2042813565070205
Mamoswine,Powder Snow,Avalanche,35,1.3011320597258078,1.2862555950234478,1.2785148460525697,1.313247375364435,1.2924865082425234,1.3204648744659537,1.3295945759179546,1.3675104395108773,1.344706930177228,1.3479782130361073,1.4026368502701585,1.334846867649187,1.3757777731524985,1.3096854082421012,1.319920625744638,1.3101779522252428,1.338720406855566,1.3756590367886086,1.2817261952165242,1.2878344377783413,1.314164585770939,1.31884417996307,1.3086242821166192,1.3793842788139283,1.289965901911883,1.3781401921244998,1.289537837422324,1.330668174311517,1.3149042351829932,1.3988465398902745,1.267175988530116,1.3529474107488986,1.3531998985213136,1.3706603100463683,1.3109658051981705,1.3122425137988247,1.263962716474981,1.354943203099557,1.3113890408002624,1.3818145032095512,1.3074574061737108,1.3737062628977006
Kyurem (White),Steel Wing,Blizzard,50,1.202924902754677,1.220139206866432,1.238550513582209,1.2619391462535707,1.1916888613571925,1.2495204678802008,1.1835167963227302,1.2409922656305359,1.227266137627561,1.2475250483381306,1.2106251286158047,1.2305990173169485,1.2149424273996132,1.2465601600211274,1.0392394802018927,1.0239717860212112,1.2262551838548537,1.2449190656223763,1.0206772104707615,1.0482204653886065,1.2258847559932138,1.2668642551983957,1.284936991190178,1.3850816274322144,1.2500930988067864,1.329499897019197,1.2290126414036968,1.3350528419601366,1.294885565021929,1.4107861259310557,1.2073295059179787,1.3329236564790978,1.2828047912993057,1.3739061356756193,0.9831199922158246,1.0064357820104681,1.019196946024767,1.085849442234946,1.2538065252630075,1.396424668576144,1.2732301578387988,1.3662719140454789
Kyurem (White),Dragon Breath,Blizzard,50,1.1590917619869967,1.1655232293673297,1.15796310202541,1.1801258489129167,1.1511710859579114,1.1985480891745173,1.1064475814861474,1.151569811692238,1.165944337554281,1.1957091481455158,1.1768918336779561,1.1949056536092775,1.1851088116704147,1.2135433932143431,1.158697948628252,1.1648519485841131,1.17704266078794,1.204657517333632,1.19012217358813,1.227300689078799,1.199551668908246,1.2474629777892803,1.2493396622323671,1.343465343480238,1.1860145365898538,1.286774467880507,1.1514508602006557,1.2819344868800182,1.2271518473108856,1.326601837505255,1.1961886262787205,1.3172369586351333,1.231488088041628,1.3262913930631575,1.483115498142772,1.5533354508132033,1.5497375385015832,1.7342535321250308,1.2049724253998253,1.311102893366465,1.2089111588790915,1.2845467331413123
Shadow Magnezone,Spark,Wild Charge,35,1.0494531493490407,1.0363661108673377,1.0703784824282547,1.0703713255963563,1.0864948106457493,1.082013682668604,1.0956691442929087,1.0955110909257522,1.0847182116270202,1.0621926959895591,1.1432521582745399,1.0708760956012036,1.1539671443846937,1.0803271132915355,1.2013656047967785,1.0699248255278304,1.0606665599046277,1.0825190723568028,1.1641693135470497,1.0891396736354824,1.0451359440531018,1.091236446493381,1.1413256642224117,1.1788213422407723,1.0766143425559904,1.1506881221178955,1.1061892986971766,1.1477918458234766,1.123221634836515,1.1525918284708454,1.0903218544244397,1.1487955237574474,1.0989847589481079,1.1481742379528124,1.086600983646056,1.1039688371423113,1.0659296807263257,1.1244101413827634,1.1116754944854135,1.133895240352607,1.0877541222026061,1.1470550568493398
Mega Aerodactyl,Rock Throw,Rock Slide,40,1.0428697157768092,1.0522845473677251,1.0488205673565234,1.0612837925059488,1.0602666274668746,1.0712383580609817,1.0818073409699045,1.0993641970147403,1.0539786052549702,1.060289365498781,1.037549151643767,1.0354373814693958,1.0565937333444115,1.0599531526891008,1.0726353326607094,1.075393354987745,1.0580956525068,1.0761523335288856,1.0673168091420482,1.0699908755509786,1.0587909125334252,1.0800186556635392,1.1022411933005851,1.151700023404835,1.0764334846877601,1.122191334402361,1.0555709956903179,1.1170288684232712,1.0980658140090251,1.1536419216750737,1.0616206791513407,1.1171570580677244,1.0794438397008757,1.1237050274989506,1.045379925139764,1.0616762667169415,1.0684024584800023,1.120008541989868,1.0805229399922454,1.1170275085585522,1.0793400149541381,1.146582102945233
Shadow Magneton,Thunder Shock or Spark,Discharge or Zap Cannon,45,1.194329176894438,1.1599571913270712,1.1894198698569878,1.1889624157647511,1.187587677050698,1.1946345754376044,1.2211461075847634,1.2253031045879825,1.2290567536443566,1.211593637002255,1.3810161795211766,1.2129220278102213,1.2949654003723576,1.2241700288781008,1.3684491205324603,1.221466590642356,1.1975367632542433,1.1896219080514276,1.3106395928686705,1.2178414357004275,1.223496534998948,1.1987327437300375,1.295584186978849,1.2790331856043742,1.1846269656215174,1.2435379257146648,1.3036680404088494,1.2763408864356598,1.2512407373623688,1.2946053773040507,1.2201628881626239,1.2561223048031664,1.1886305373417558,1.2308177274527312,1.2353236982856175,1.2227278401360009,1.2029384017435922,1.250618958207184,1.2261361227496916,1.2513085268255315,1.2508743612502569,1.2529408750921533
Terrakion,Smack Down,Rock Slide,30,1.311677443757149,1.309668599218696,1.4340295163651562,1.3727208604950565,1.3097340723057698,1.3259886636831617,1.3685591013913785,1.364947481645999,1.3244919674839686,1.3259769478583345,1.409406553211933,1.3489245025643202,1.4094452377926612,1.3464731878479925,1.3177753600202382,1.320842436981018,1.3743204693093545,1.4230667936854329,1.312530998457312,1.3296324786140215,1.4118701986848716,1.4014528767734133,1.3713067533951426,1.4250681839391943,1.3315004060286881,1.411010046349452,1.366582853515441,1.3786873372710635,1.3728856162863217,1.4411255134989593,1.3666003266190334,1.3965083504276266,1.3985707336939301,1.4082953419076911,1.3072565417968263,1.3310473318467873,1.3546160809374923,1.3976949611425002,1.3418642611511982,1.4078651324362983,1.3513070537252805,1.4008023206870355
Shadow Manectric,Thunder Fang,Wild Charge,45,1.2340944594090038,1.1120449208173484,1.2251703127190952,1.1533225592088678,1.1150119078761056,1.1182351358192952,1.1332831947357196,1.1321139508892508,1.2059949846747702,1.1168469004238577,1.2005743552884653,1.115457873375082,1.2330322332896133,1.1318521045500398,1.2841195327469448,1.1378727884024058,1.1331147584355206,1.1482245265808415,1.1712757049918967,1.1056700411901674,1.1315781582456461,1.1382295088804482,1.1604588257858235,1.1611297592125798,1.066865446970203,1.127518065560515,1.1201368782824752,1.1356824820595224,1.1250217140783372,1.1507769975617843,1.1176099266138797,1.120776820164612,1.1307463766031502,1.1428983844082714,1.1176987446253888,1.1034173396816587,1.1035410764007059,1.105184859536814,1.0810098549462694,1.1057201158509353,1.1315361995643545,1.1387533545109398
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9328152072983731,0.949390572694628,0.9880302781701518,1.023991131890074,1.0412180176896888,1.1114686161361935,1.016808072844404,1.060779902375178,0.9329013799614922,0.9738164214423566,0.9336847749205373,0.9526666630388634,1.0525389427367293,1.1043950927140063,0.9270275318022406,0.9518790488792179,0.9728603614663333,1.0060791226966408,0.9161673628130081,0.9998016395456729,1.0213952955260086,1.0849396843720802,0.9998927116785782,1.042599618008064,0.9778613233460832,1.0335360741406303,0.9428450448573937,1.0374058589856128,0.9281735872469224,0.9851729583185157,0.9772131207909757,1.0538885885919087,0.9651446017210282,1.0423669189863982,0.9141567880940715,0.9819859428823643,0.9768640234971933,1.0513453786796088,1.012442152762275,1.0778464513507253,1.044933858121613,1.1353981231467551
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.3202043914339692,1.3599195931761612,1.2952809175800684,1.3398970847572997,1.3134472819938168,1.3367860146914685,1.3373926395994185,1.3706535234473174,1.3222713110531263,1.3454763643124348,1.3856280243801704,1.3552395455132533,1.4410668060116676,1.3539646738086621,1.396166866115194,1.4143735026949433,1.3389840716783492,1.382211272988997,1.3751394132101138,1.409777404886426,1.3215897864504187,1.4040869846189337,1.3818728041482335,1.468703681163416,1.3870904606027348,1.479835526597133,1.3580214145081062,1.4180426802354704,1.4506369939041224,1.52388717744493,1.3490886085801093,1.437550498281633,1.3610887200989872,1.4402920561783583,1.2917597043874667,1.3704252081300745,1.371892454025703,1.4520432647509716,1.388801356160025,1.4557234759716302,1.3695841257845185,1.4655430953539066
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.2203545144059134,1.2486424154615126,1.1676040967826329,1.2114906912147767,1.1894461135143946,1.224149247885301,1.2295247272200212,1.2588168308351086,1.2174339721674645,1.2448255898239649,1.2730035023478736,1.232186773525462,1.354395388844695,1.2411169959329693,1.290229229107561,1.3058837974340807,1.2259873100155152,1.265566596763587,1.2311793093610885,1.2845209626348941,1.2072272848821122,1.2899737376936227,1.2830341168328705,1.410633263046424,1.245409379320484,1.352350609066148,1.1970244645133135,1.2983624398057916,1.2620851859360271,1.3449899316582503,1.2327186294292996,1.3241752669177786,1.223389582775961,1.2919675034621059,1.1770896221273168,1.2544416319955667,1.2245985173109717,1.3117256530375694,1.1999792440615085,1.3026155322733728,1.231254287226562,1.3380593669330016
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.4959217763972636,1.5458914251507054,1.4395001456547825,1.4954322183077589,1.4715021112939077,1.5065810094854417,1.5201456068436106,1.5579033454223383,1.5041288318310677,1.5349076975983817,1.5474885366045161,1.5163327218263785,1.6748548212247751,1.5288640838542837,1.613227884188755,1.6161911194513865,1.5222150891640072,1.5928085143995467,1.5419858922906196,1.5828280675113946,1.4846817800221603,1.6049581619422257,1.5358822545711122,1.6927217997275872,1.4987929401631834,1.6336354488818783,1.4991602616557311,1.6382144327238282,1.5783151919772578,1.6820732891392174,1.500986569165572,1.637535820535212,1.506275565675548,1.6305503185699723,1.4549573752477771,1.555789067754629,1.518688810665389,1.6586624209270198,1.5445559783882372,1.6133532702964317,1.5091666232228955,1.632513693769804
Luxray,Spark,Wild Charge,35,1.3665756504986222,1.3353131372120783,1.3460795272461914,1.3228241176752806,1.3211369849567667,1.3289006571757458,1.3486550167148958,1.3661122117290359,1.3757999961365754,1.3373209126108994,1.3460813228362478,1.336720924165845,1.3986455489949916,1.3431060973083186,1.4614827178098149,1.343963149290599,1.3548525651650967,1.3572217404123113,1.3461677750954781,1.336865390169145,1.368208205790113,1.3655851336463438,1.388870878207792,1.4194109423796033,1.3159457971927735,1.4099894846313576,1.3265639286050814,1.365239660978283,1.4067860751176693,1.450139890906065,1.323699519891437,1.3935310139650139,1.3302047676382478,1.411909384637312,1.3428960105537981,1.3216435758254335,1.3429535610260408,1.3914732702317762,1.3178062415359473,1.4093240249716366,1.3391462907895375,1.3706751663515948
Shadow Magneton,Thunder Shock or Spark,Discharge or Zap Cannon,40,1.2461418245923823,1.2056593217666642,1.2263700628131278,1.2242047235620666,1.2293428289506745,1.239071547291246,1.2511407104133454,1.2639060632811006,1.2912960232795714,1.251018509367023,1.439874991823561,1.2655963425524328,1.3382190948565258,1.2571303334335666,1.4176329461956718,1.2516762899345855,1.2504625408550196,1.2390461847369436,1.3583321026127384,1.2658651891051993,1.2926572207909424,1.2612968007462568,1.3493334121510732,1.334339087002502,1.2325244119981071,1.307446586943421,1.4771156373519012,1.3002237860731307,1.3189623530686962,1.3574593186601411,1.2636373109706927,1.2822962437592373,1.2464530582133393,1.2943838727614725,1.2748683573345,1.2567100980254073,1.2457505433450995,1.2757869720601165,1.2544065309385368,1.280683489794433,1.2848908527178315,1.2911965305261757
Shadow Weavile,Ice Shard or Snarl,Avalanche,50,1.0167176513682508,0.9953986688062164,0.9353893939462213,0.9381057562398959,1.0178648668576873,1.039092070824506,0.9496269374523503,0.952962357863918,1.0396382984402956,1.0354176008746094,1.0933997561894118,1.0353301576728426,1.0899183632557883,1.0412638654734123,1.164568174998213,1.0845576113082538,1.1092346023651867,1.1152915776175725,1.0490462337122666,1.0521484903315474,0.9263754679851057,0.9509776242775088,0.9407108548189898,0.9753168851984187,1.0146272499456201,1.058132489946369,1.0441628851561453,1.0439125367612416,1.032864008570324,1.0856412457668352,0.993875827832298,1.0278924366687017,1.0840772111788333,1.08907479857281,1.0715119190776878,1.068091402931316,1.0617888930913142,1.065297799551637,1.0647673451690096,1.075067220319718,0.9419284461068136,0.9639956987111289
