Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (Black),Ice Shard,Glaciate,45,0.8935081660611227,0.8897558652960714,0.8932626379711281,0.881887145243132,0.8569829560744727,0.8848789463772206,0.8494188816169533,0.8776686999379751,0.8833565232579722,0.8786774034861218,0.8898793285291594,0.8978674736085644,0.8890499275777147,0.8917197290556494,0.9219014081955392,0.9158371683118288,0.9108286771922813,0.908244992422768,0.8824377937708355,0.8901667300970637,0.8846800751965106,0.8949548843388057,0.8720140314195749,0.9531034187789523,0.8952825545896499,0.9344156758279899,0.8545575409518992,0.9214291282936337,0.9172714474396029,0.9909418373894968,0.8711605701059575,0.937066402525269,0.8905638231078561,0.967594970273363,0.8786128336962512,0.8846850978521343,0.8860527269294479,0.9470853820157507,0.8765252830126796,0.9085106436052482,0.9135798978479446,0.9731594963736083
Kyurem (Black),Ice Shard,Blizzard,45,1.0423558242855324,1.051960061092354,1.0416106688748585,1.0321060780322635,1.0102897575358236,1.049938077165667,0.9981111691213301,1.0423810145091703,1.0333753621413526,1.037202903119753,1.0481504256023995,1.0599884658068255,1.042023821429472,1.046902475816135,1.0790130740074266,1.082224425873168,1.0691674705554237,1.0711238615361829,1.03113098609708,1.0568109253634708,1.0368630682896454,1.0796965273348433,1.0778168220382056,1.140004743028179,1.0205797484032197,1.0843832328297716,1.0141827721819687,1.107181329008773,1.0761190915438483,1.1562616862332027,1.034775376939937,1.1087917872872435,1.0513160327889486,1.110254689442129,1.029974683551744,1.0467952520154937,1.0410493632918065,1.1179278831201604,1.0482505675467368,1.1330124461290905,1.0629101483389278,1.1219962468324252
Kyurem (Black),Dragon Tail,Avalanche,45,1.0162864174624449,1.0368815936276397,1.0342036659413525,1.0551508646910805,1.0197017465667697,1.0643090590500095,1.0142205758688045,1.048428311155351,1.0162874602928413,1.044955633445029,1.0139803505590685,1.05178765001753,1.0207628789069723,1.0649465929713016,1.0430644121571702,1.0591301474930919,1.0524030578304844,1.06874426396226,1.0379293773151634,1.0805157002555112,1.0373619581170763,1.0825468397993223,1.0947351740740732,1.140325030603289,1.058914820428525,1.1156446679175387,1.0250882021831094,1.1158079538184578,1.0901966921537891,1.1936650740879466,1.0504238046929963,1.1117214167211569,1.0647732701852721,1.1186348997140991,1.2297948863424435,1.3027875718773105,1.28093776751001,1.3968000227297583,1.0588392821794288,1.157629423859455,1.0527787365762957,1.1359271953004528
Kyurem (Black),Dragon Tail,Glaciate,45,0.9795019796491721,0.9963960408696233,1.012762486749921,1.0088376801367962,0.9725428000204765,1.0120477367051417,0.9532767450693047,1.005016797289965,1.0050627115701627,1.0036769424382874,0.9970452097949355,1.0133914248282336,1.0102753400581512,1.021904702436885,1.0286470505499081,1.0317770419098837,1.017130096091848,1.028332493868365,1.0007873424764868,1.0342151095409466,1.0008085744510489,1.0242366081854386,1.0136712318118948,1.115482496061634,1.007936872652159,1.0470646541451565,0.9711220547612317,1.0452915160261655,1.049024507010556,1.144066398362967,0.9762720561215736,1.0581831613863488,1.0162459980045986,1.1021688365702194,1.2869886396935586,1.3171122766638559,1.309286114500547,1.3793208690344312,1.0086191973611407,1.0371062042893615,1.0213740359739871,1.0903314823979
Kyurem (Black),Ice Shard,Avalanche,45,0.9393346806961785,0.956789399036478,0.9342447249510221,0.9473529662019938,0.9256103637737565,0.9589510548955202,0.9210555313985624,0.9521998900791134,0.9276477477016218,0.9468400906691984,0.9379283052054571,0.956753994183595,0.9350586527723277,0.9586977221458205,0.9587998798367916,0.9668221245237363,0.9493397155386268,0.970793934767058,0.9396834043183959,0.9634195001497883,0.9414726504677026,0.9708706183079172,0.9781148115367759,1.0132781257472396,0.948147258618661,0.9960451210793035,0.9296284944876736,1.0097283759590159,0.978447738995989,1.0570078838171466,0.9574505886202892,1.009926108951188,0.953304664667228,1.0040646193435419,0.9241028942393748,0.9470248709839794,0.957496222399688,1.0045783965866257,0.9646041601233225,1.0276474583595099,0.9546357959283711,1.032611720132694
Kyurem (Black),Ice Shard,Ice Beam,45,1.0072933163651014,1.0364607913743318,0.9985358712342804,1.0210212587064846,0.9948623537815667,1.0378852682829693,0.9938655089078406,1.0279766281628318,0.989182598760666,1.02553504835626,1.0035339986058132,1.0348163607854757,0.9993433231470017,1.0367775137420152,1.0279526863954365,1.0526655282783755,1.0283967314781726,1.0537849180514498,1.0012178899996411,1.0344327076459177,1.0123368870956762,1.0523111290067066,1.0551878557998413,1.0968497806019766,1.0254789069656862,1.0664858396194774,0.9989743055658875,1.0826552403056948,1.0459721333677,1.135588229966052,1.0157790997422513,1.085561250122641,1.024283404103831,1.0882450394505963,0.9927232630389284,1.0296798135814413,1.0260975815414808,1.0863263394518339,1.0196188568540918,1.1091094786102818,1.0231285031569368,1.1070566855697281
Kyurem (Black),Shadow Claw,Glaciate,45,1.0462470074749421,1.049447977724709,0.8974763155251033,0.8879479215897496,1.1418836940293426,1.1920824717284808,0.8441611711596884,0.8772185415944375,1.0397409480056197,1.0386880710390007,1.047629132488966,1.042093863633764,1.1900817766307086,1.1838992447200887,1.0626252729447332,1.0577486658688726,1.3332097018232458,1.328798151399929,1.0304633555477372,1.0907364480930517,0.8866152616068278,0.9258543355105251,0.938897503760974,0.9898702137132162,1.3833958653727687,1.445047825394488,1.2377862814237324,1.3278155515550067,1.140599737769853,1.216890512411658,1.3628618367014524,1.450675903258155,1.3365063085700395,1.4177541417124333,1.0314614502699468,1.0420448820994017,1.0594745209795058,1.1502503634011783,1.2990638069014089,1.4206573008581433,0.8814834401763179,0.9385468116582097
Kyurem (Black),Shadow Claw,Blizzard,45,1.2410812354771839,1.2548738691657724,1.0440016338782157,1.0352019114572661,1.3725894828398373,1.4444759994420604,0.9907368618496786,1.0262082717795713,1.2312140199051387,1.2453832857875802,1.2252724211844015,1.2401547065582872,1.420670339476889,1.4330260399277803,1.2502716683284634,1.272207547685656,1.609618324374475,1.648875621356069,1.2343503071998945,1.2928334245459532,1.039330537038726,1.0617519054756372,1.0465099140072078,1.1141991736187509,1.6871907830909911,1.8558892883552636,1.5764589191575042,1.7392762312846226,1.3318220485146066,1.43251456130496,1.6101177902208776,1.7158971572269577,1.607425419545807,1.6954596939072342,1.2186528302116915,1.2487286487752598,1.2410710848754842,1.3475490965837538,1.5323980466399572,1.7015132546203142,1.022815633155882,1.1170112097653764
Kyurem (Black),Dragon Tail,Ice Beam,45,1.0889709453282839,1.116948283712482,1.1029086160038952,1.1264084711443163,1.0849005500964417,1.1375730945402236,1.0821681912798247,1.128770434362321,1.0761367204689174,1.125643130471661,1.0740523298770364,1.1222417358549823,1.077579584558539,1.137668788146921,1.104813824434569,1.1440189652327124,1.1171312184962627,1.1530635928285573,1.102395354557402,1.1480426564159056,1.1036879526706913,1.155146288311057,1.1555296139686548,1.2248705034615028,1.1316823503386115,1.1859766267094987,1.093943036813315,1.1966318023795,1.1613925603940773,1.2738949760970373,1.1131358256541413,1.1831835857873798,1.125146881314707,1.2029535661474715,1.2971222233822726,1.3998054250049785,1.3653677302197635,1.5013333875099977,1.1173511470854367,1.2344067122195796,1.1209870726681368,1.205222773358281
Kyurem (Black),Dragon Tail,Blizzard,45,1.144674289994547,1.1641240176731644,1.1851637814473182,1.1862487571631273,1.1362933559640118,1.1832826663498122,1.131758223342591,1.1855616028044371,1.169171422336008,1.1876147735604978,1.1629663443881753,1.181618231976768,1.1784855244832675,1.197296986760251,1.204618295704923,1.2219756702442233,1.1911013773706034,1.2033727651374775,1.1739168844145076,1.2073627846543815,1.1631921520786677,1.1945437435619524,1.2138090749370265,1.3008974025494797,1.163174920117641,1.254083229293057,1.1471741081834368,1.2537936411110946,1.226941452831384,1.3233432036081112,1.1344770600143104,1.2553097008847651,1.21134969464475,1.2639114150761597,1.566408305223335,1.6189890823903679,1.5826523061845104,1.715406468571526,1.2034999738327976,1.3021666764593007,1.1863930329090213,1.2434384967000633
Kyurem (Black),Shadow Claw,Avalanche,45,1.0711257914519063,1.0906765647136185,0.9365009294604093,0.9533649700645624,1.147528041392726,1.2167117918265618,0.9239600665199765,0.9443987455749895,1.0462910155186513,1.0838119947579956,1.0444895464294588,1.0805781000698427,1.146325788092602,1.2026710536877043,1.068651055990192,1.09162452884197,1.2547552366679902,1.313587066213242,1.0723595628012281,1.1236444194419093,0.9478564804704039,0.9777541372750729,0.985223044248843,1.0526350712515733,1.3565169973802884,1.4367516410470618,1.243788850371208,1.393072967035147,1.156417772026945,1.2681882419477881,1.31778356975155,1.4262446289329027,1.3050161226101302,1.3982231713560187,1.0471745542302,1.0874284073957796,1.1046902428845773,1.1780332159980837,1.3278210559512085,1.406297224298269,0.9578480090259253,1.037171538425582
Kyurem (Black),Shadow Claw,Ice Beam,45,1.1356467114016593,1.1675600537194744,1.0065091651184495,1.0230438324145639,1.2220607318118992,1.3083436851154602,0.990371282835211,1.014467256622712,1.1167760084585243,1.1618994320578344,1.1076657407254193,1.1612909100984825,1.2039036906288287,1.2894872646600062,1.1238733463971295,1.16481060954171,1.3265356045721144,1.3987429872272383,1.1422010374714981,1.2035216011369698,1.0122535485203845,1.0502012360214286,1.041794528926563,1.1226670640652985,1.4501169542924734,1.5300436957602652,1.326181740635492,1.49266709317146,1.236813719554156,1.3330743429156404,1.414579807721522,1.5163722600342986,1.393622241913336,1.4891311612020939,1.1131528734013254,1.1612231686389036,1.1751499889100774,1.263001177425928,1.4070817217164586,1.5053343181784111,1.0255070262331392,1.1025409722165824
Darmanitan (Galarian Standard),Ice Fang,Avalanche,50,1.0896954589558014,1.0897348870660903,1.113708010270849,1.1298920988310772,1.0973079887266157,1.1224040900536947,1.097081665658951,1.1255010008733057,1.1042910831598387,1.1216139787452886,1.1836256102622114,1.1234492390553157,1.1771321226269849,1.1202358847333012,1.1818460830516184,1.1715812364886387,1.1210954105885629,1.1751627336079349,1.11458338708034,1.1232565837892083,1.0879379132941656,1.1237404886996887,1.0956095131253905,1.1518839056062402,1.0741374635377454,1.1410263730253634,1.0952910895213726,1.124920575880658,1.106342532886446,1.180111956322136,1.076337357293521,1.1351615862308462,1.139750187677174,1.1693491543767225,1.1075718959235379,1.1051338796607733,1.0802993790254432,1.1439862374978689,1.1076011659976928,1.1617231894290332,1.100663115991351,1.153686871694071
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.4228378400061212,1.4057515888489704,1.5414009206866635,1.4570427599500504,1.4473629607991123,1.4444751071145274,1.4509202381461586,1.4364555608168366,1.5118032934256582,1.4567823762324121,1.6307542835934488,1.4997901611977347,1.5725718453945108,1.46399352596268,1.4665834780199818,1.4714180049152286,1.7785836819635024,1.5845494217713185,1.4355547028200861,1.4337416325492345,1.4951212494454085,1.4791165136832995,1.4412917606991007,1.521650687585226,1.4336475615509672,1.4964290279652404,1.4817072094188128,1.4915594701421848,1.4969950571955024,1.5512944597398248,1.4280180245511862,1.488360050865443,1.5539507802417623,1.5433714325386259,1.4527387481207243,1.4335857924790867,1.4231550859973077,1.4890364048854317,1.5129999871325037,1.4939306538760293,1.4621295938232575,1.4847719321777177
Mega Abomasnow,Powder Snow,Blizzard,30,1.6647414079539495,1.6284041167367336,1.9741774083203205,1.696596820405135,1.6427196640339874,1.6293108930179128,1.612811378925353,1.6545794530192814,1.8241769858549275,1.7199077204163422,2.058537918299132,1.7533258533953628,1.870138514142553,1.6978977372174626,1.702597376502493,1.7094778566019442,2.2443027453410695,1.927302166701508,1.6276918513449534,1.6406644074598367,1.6659807407216292,1.6865823029127365,1.5936677082865447,1.7199460884588977,1.5525197241177804,1.648479085650671,1.6702130837784357,1.7055151037249738,1.6579433762984568,1.7293445276125277,1.6144573190547706,1.6891770424375785,1.7643432185656684,1.7574031102395498,1.6562598874199188,1.6762754111972755,1.5930635437282055,1.6768547818951363,1.6843589802294254,1.674535968073,1.6311322192741167,1.6736886209218038
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,1.7707342906496195,1.781344518893734,2.112316563109076,1.9534355311257245,1.8644774271661133,1.886936465810001,1.91485917308857,1.9174728570567785,1.9392765931296936,1.8747147676778402,2.138055108033944,1.8980187863199094,2.0316741384669874,1.8805632732853625,1.5947685194792531,1.6136264518485801,2.338040650681891,2.0074804245655042,1.6332817158757913,1.648484504204284,1.9490078656773957,1.928183877014791,1.9302725725875054,2.052353080616455,1.8990935146596815,2.0390107462952916,1.8998804794707373,1.9416662451212314,2.1665581996306105,2.316742950638629,1.8812831484410293,1.985602750014212,2.029089259069333,2.025275048982066,1.824757625578667,1.8495875628744698,1.8569348065312614,1.9961046265445692,1.9632581360302817,1.9602024390598707,1.9352132304490024,2.0202669028111626
Mega Abomasnow,Razor Leaf,Blizzard,30,2.189545512791527,2.1126824892734106,3.013228369999727,2.485677456430135,2.2623151766597176,2.248232839250013,2.410224899337702,2.3639663470993804,2.494835482816482,2.330203271770476,3.0215125029832204,2.4400521248691356,2.7758290122225264,2.359052650287876,1.8536709069654147,1.845781820110275,3.533157028987497,2.751726047539038,1.8649458239239323,1.8715462997747216,2.2827805721569927,2.266184969701481,2.3069799961454813,2.428883888306677,2.2107093562740507,2.4002187677485853,2.3462820188554794,2.342096320652255,2.648989208244006,2.7913170521531003,2.22973180379492,2.316191739423513,2.5348990868864747,2.4779293589821503,2.320745814321996,2.2423566899493936,2.196791437968839,2.306161750338044,2.369409174702739,2.3230433125608476,2.2955081111734894,2.380989547185418
Mega Abomasnow,Powder Snow,Avalanche,30,1.4356840222401064,1.4232684550850838,1.5845905457190348,1.4694460267522376,1.4518840556568164,1.4417355676588566,1.4536767504858206,1.4401785558837228,1.5161858422243675,1.4648730624347541,1.6391702133070563,1.527793285402649,1.591430857799228,1.5012944295448405,1.4818906995718857,1.466899367595,1.7907742966983873,1.6313212163095783,1.4330132558622537,1.4361296893277673,1.5180933945350519,1.4946150532223355,1.4351277893379715,1.4941745079069475,1.4151207256320952,1.4880677495793506,1.4724344000912524,1.483500989391933,1.479477405369276,1.54690417565015,1.4115117756704079,1.4522872690921047,1.5523806722465523,1.5524679629494655,1.4462824672593309,1.4452065837215076,1.4059240960491157,1.4682901080946655,1.4943209761653218,1.497297936900712,1.4452374767513447,1.4721585182057593
Magnezone,Spark,Wild Charge,50,1.1202724005040257,1.1117720623814589,1.0937574136163764,1.1071825699865265,1.1394113831875161,1.174565988325538,1.1106480324182788,1.1375871756386313,1.1267200756981157,1.1344683049462276,1.1493875139082759,1.129683655928332,1.1454414008414286,1.1405212881583429,1.3004458193381734,1.1431811496601798,1.1286149188792232,1.1553016872744792,1.1397424426406038,1.1856198709798194,1.1144133989858647,1.1577461474270052,1.208057086592743,1.271511366627467,1.1641009382926546,1.2489708276535936,1.2042115860523015,1.2235992045189672,1.197593903476064,1.2533508834952032,1.1677022022800652,1.213425663264813,1.1715467778462425,1.234756190535101,1.1199031670528754,1.1471559852591466,1.161258929220632,1.234896014410178,1.1681519733812251,1.2249443110316405,1.1590115186683654,1.215067886615163
Tapu Koko,Volt Switch,Thunderbolt,35,1.3443294001141206,1.3364621218520445,1.387054139312769,1.3904136622330534,1.3185056519556297,1.36228615253259,1.3775495150892605,1.388439291780487,1.3489762643822703,1.3536551966092387,1.3562475380450132,1.3637752482611254,1.3702887511119708,1.3632546601522428,1.5027892324805634,1.412490270502271,1.3764843046774802,1.3857662885433175,1.3703473094892735,1.3516554674252093,1.3665169844967797,1.3773765906965152,1.4030280751738158,1.4311928498656257,1.3137252259509775,1.3902602582633714,1.3470379638859546,1.376008490421,1.3993288724291602,1.4442811676044216,1.3288597837321992,1.382790786310207,1.3455499800914044,1.3917473085546834,1.3458210765756498,1.3346314469467817,1.358718664858877,1.4047716300841795,1.3180375107030526,1.3956363183183482,1.3588695071245849,1.4096138963381597
Zapdos,Thunder Shock,Thunderbolt,50,1.1472865791088567,1.136328923794259,1.135449034212042,1.1338445785275426,1.135789237872447,1.138794737897573,1.1511477031643131,1.163478051037195,1.1329388139199064,1.128013322688286,1.1269985632788648,1.123153610110288,1.1465960284982637,1.1356461309340995,1.1770252260389193,1.1545339871160534,1.1480758079958888,1.1844058341779762,1.156755812049505,1.18017304423359,1.1613068736781653,1.1941396085530036,1.202570642662217,1.2515742537714534,1.1954084431313654,1.2539335546129968,1.1439327907795613,1.1920184091371213,1.2148997702197626,1.3143250678144476,1.1722235053400967,1.2262733053840953,1.182135858159961,1.2650221005958304,1.1237697352564833,1.158998480023674,1.1683686999005878,1.2440859856985824,1.1887937838483382,1.2472115999516618,1.1532768847489083,1.2248639735919755
Mega Aerodactyl,Rock Throw,Rock Slide,45,1.0127388157767077,1.02390249622814,1.0282790814550846,1.0383483728412541,1.0074171203839075,1.02429685764511,1.0180332013809823,1.0353124609747537,1.0142742285013082,1.0116433488989334,1.0119544260550606,1.014443339691984,1.0084511750155498,1.0127006221959598,1.053444629234905,1.0523842251531768,1.0061262235961879,1.0332630561188176,1.0385603788501698,1.0482509291233022,1.0254130520462341,1.0536378106278905,1.0675917200722795,1.1084303253116887,1.0331478677194827,1.0795648408050857,1.0088148622042363,1.083166371584862,1.08131881934646,1.1396456525502419,1.0154501998254166,1.080189334223168,1.0368040831978156,1.0901231737567294,0.9985024573028162,1.013197831275452,1.022310693801436,1.078469755673427,1.052957280381289,1.0993773045568696,1.0390873058124246,1.0927979533810972
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.3933835387551141,1.325495272538635,1.480924683886711,1.381377234223758,1.314147007673547,1.3374745158301253,1.29311297856729,1.3405532770603164,1.467257070457674,1.3516759729562784,1.5067766438918362,1.3736109076641527,1.5017354104447496,1.3512080637345443,1.6782693500481412,1.4432948567313961,1.5268081283725996,1.4572942156688058,1.3634511804557075,1.3665085162540758,1.329670203380753,1.349564776658136,1.3305453367890052,1.3641247195576627,1.255282822732706,1.324188191118501,1.3243894286323579,1.3452864574809438,1.32390143676353,1.360951047691595,1.3184599997022663,1.3349167481879383,1.351510101043963,1.4045277402111025,1.3237921590891084,1.3580259748605716,1.3158324987886627,1.3402624065070652,1.331783059345807,1.338637878446714,1.343388186754798,1.3537444083375663
Crabominable,Frost Breath,Avalanche,45,1.2844319123168335,1.2747401115117132,1.5128019553525016,1.3395616148887548,1.2958815327181283,1.3121945480666315,1.3246800905991132,1.3016535921568275,1.4251498061629877,1.3268972931084573,1.3995598438164076,1.3151994257113446,1.412435650096265,1.28913422047319,1.3115225416363212,1.2854722746783378,1.5786609073958233,1.395173640973694,1.2613910753423052,1.2563324963664,1.3429174217084507,1.3457918414731336,1.2955737141492092,1.3472010147422013,1.2720379958710593,1.3335147151592597,1.3378780890601523,1.3225957875212633,1.3335843559715237,1.393481330327526,1.293779969786129,1.3174497076072775,1.425823341006235,1.402125147962716,1.2603042543785437,1.2851155786197428,1.2998496597562905,1.3185618417458898,1.3276210046639858,1.3357397280394132,1.3294085862531133,1.3478121535998593
Crabominable,Frost Breath,Glaciate,45,1.292489258823576,1.1916533696248757,1.6034990016219501,1.2959766146541698,1.2384526946647738,1.231031394430843,1.2622414518097362,1.217658473039685,1.4205929031391327,1.2382538296196008,1.3596849741535677,1.2330267950657285,1.391735945736223,1.2075126494338912,1.2249972907280977,1.2167011542980581,1.664822482722488,1.3193034117686908,1.176394304778423,1.1721118916490678,1.248332800385047,1.2825549871915458,1.211480460660729,1.2748717227057438,1.1901159695602155,1.2415851045607667,1.2494999479267406,1.2345373662833083,1.2413824894214573,1.2834266202460825,1.2147888654929055,1.219740820249231,1.3437917082916002,1.276077956913084,1.213668952178336,1.1925904025653493,1.2239250871154652,1.2292699409331787,1.2529664086474317,1.247072798935095,1.2461265964088886,1.2643988781140434
Xurkitree,Thunder Shock or Spark,Discharge,45,0.9703472321400275,0.9565688314688303,0.9786810701001081,0.9811457769788043,0.9695556631566885,0.9773068427902049,0.9892416598010892,1.00538047765791,0.974286533946155,0.9838311931023995,0.9590682179893656,0.9689012120675691,0.9715177555166469,0.9827618659707991,1.001672007802703,0.9716610982482458,0.9902544230250041,0.9896743804578167,0.9803843056179891,0.9857963496368328,0.9766552287326139,0.9814282839023322,0.9905590931739725,1.0444070473920366,0.9725151055847957,1.0211765053978816,0.9705952122357282,1.0139162166049227,1.0032530526931056,1.049743918573503,0.9797381806924605,1.0246286665093265,0.9850708890912792,1.0294948493943394,0.9726783134916948,0.9712780974773997,0.982039977490207,1.0257361050603653,0.973770831173829,1.0110336682117789,0.9936680126688399,1.0354432684915245
Shadow Tyranitar,Smack Down,Stone Edge,35,1.1125706584224788,1.1188257159506112,1.080671172996796,1.106118746684995,1.09606450682701,1.1147380102880668,1.151196244032966,1.1669341967088074,1.1291986688564408,1.1208740516714908,1.2297954218826055,1.128073855262423,1.2329860933080163,1.1348814932928657,1.156426936454151,1.1508091911678724,1.1434585168347633,1.1513321838041453,1.166282323023958,1.152911908555781,1.1395001367475663,1.1556645857519119,1.1558788375841773,1.225761599040244,1.151620335322138,1.1877788485521084,1.1551030703385754,1.1829060846364048,1.1895968085585376,1.255453888693578,1.1409640145360183,1.20226796428624,1.1570303512542415,1.2153459694339792,1.1073747444899051,1.1391171049392017,1.1657983124987397,1.1835064440698244,1.1482056498583328,1.2027022384528854,1.1493512082900967,1.2072972212241277
Rampardos,Smack Down,Rock Slide,35,1.1946418170559552,1.1658942160597678,1.1997079482449724,1.1714660823157599,1.1596575434786591,1.1543136287062707,1.266454799208816,1.2241609433221057,1.2883485679166595,1.1813027630174748,1.25269778070618,1.1614037421826855,1.22897371989613,1.1544733868478154,1.3154896074306188,1.1841300239700567,1.1582826731424058,1.1933660287066954,1.1913709394400902,1.1820272438432222,1.2106124863942165,1.181256948924527,1.2383559912356121,1.2207946591775332,1.145380461478823,1.184058941542271,1.1928035747052903,1.1970104989610144,1.17352482012174,1.2148700789659566,1.1536170676944455,1.1709207900527712,1.1889065109218273,1.2164138963511577,1.1390699600311593,1.1376699399437549,1.156692814035748,1.1848919664357231,1.1433126917451455,1.1943873907229106,1.1638786494030788,1.2077369607591033
Electivire,Thunder Shock,Wild Charge,30,1.304310265988132,1.2634555388162896,1.307353220667128,1.2911634066413809,1.3222226657768439,1.296544062429113,1.3626523404114161,1.3715202734968075,1.4167331669560175,1.3112105390721318,1.3455203830160616,1.3071330422428442,1.4170809535002056,1.3053155345816059,1.5993684349565578,1.3189833329545295,1.3250292777187291,1.3284191394805953,1.3214455971850585,1.2983081598976154,1.3543757147281752,1.3075611262763216,1.3817727304427858,1.3848517423569096,1.306480439773105,1.396065324271639,1.3321243013504331,1.359820788637119,1.3515553819682082,1.4248795117645392,1.3149484141635204,1.3382870930636157,1.3112172013726873,1.3504866629711583,1.3259976836053546,1.292951674607951,1.3095830219702667,1.3389760060514926,1.3105468495787451,1.378978220515151,1.3442062332760971,1.3768563885153804
Shadow Zapdos,Thunder Shock or Charge Beam,Thunderbolt,35,1.1042719694469276,1.0731638534577372,1.1311284813017162,1.101582958682019,1.108467342925698,1.1088581354205658,1.0749307298519035,1.084372949775211,1.091598795736805,1.0795987989875828,1.0677535565150478,1.0678600029251941,1.102174676606956,1.086975839514991,1.1301869381143008,1.0950395290181962,1.1097782670035752,1.1048211478629522,1.0924666167828505,1.0937423021579484,1.1084279768434446,1.118449725928347,1.1658622887032275,1.1695777383533923,1.1001142150724599,1.1369665484602693,1.0860226444289052,1.1365749681361246,1.1483381805244768,1.1855358718829163,1.0830997415550072,1.1453506932362316,1.1054863590974278,1.1495768152778627,1.1150921332732915,1.0914720935084596,1.0973772333362457,1.1378295585844247,1.0906126871983008,1.1576701256522135,1.106855041602541,1.139039540742766
Shadow Raikou,Thunder Shock or Volt Switch,Wild Charge,30,1.1409636716375702,1.1177076726528,1.0942348008107894,1.095011608646407,1.1065154468940661,1.1070063209664565,1.121579650980049,1.1390766459241326,1.1433137967829927,1.1159478727753038,1.112298186324196,1.1072115249533818,1.1365773350370156,1.118310753227303,1.1763053337905331,1.115681381059999,1.1238202477346975,1.129730408481048,1.108082248061411,1.1095655418102972,1.1339517093674119,1.1293899117779365,1.141101157785539,1.177825880389373,1.1138845167958107,1.1618816615345782,1.1246859982443873,1.1580989788681753,1.155110905853093,1.2034238187447426,1.101964981125689,1.1449602616991694,1.1174144303470583,1.1655881059712592,1.0963348764780143,1.1023120793556807,1.1057954621137085,1.161540607141177,1.1145973546749035,1.1743518591445308,1.122353577307314,1.1658870427770758
Calyrex (Ice Rider),Confusion,Glaciate,45,1.1007124774454193,1.1225047299366726,1.2591269884395957,1.3160603813955238,1.4410587137427364,1.4675652561473147,1.3023966435941707,1.324020221373587,1.1487194029121095,1.175301764403494,1.1315970815137402,1.1788430735593003,1.459851249888669,1.5136491710963589,1.1895731076847469,1.1903987356511525,1.1921688641407624,1.1982165194279184,1.1588442593160797,1.2025045937515089,1.353792154430414,1.3968553653698232,1.2104096461535998,1.2693668672821223,1.1826479542880814,1.25105783591448,1.1457578345458963,1.1987634138237147,0.993043902991232,1.0574245761348016,1.1583355365913346,1.2113285388930246,1.155992552173822,1.221950670371403,1.0951642133068793,1.1452347629065431,1.1629075393753348,1.2507394045414302,1.1264465159055468,1.201697536432612,1.3269139906519982,1.3786050361666118
Calyrex (Ice Rider),Confusion,Avalanche,45,1.1527675726601063,1.1858525752014957,1.2911624523971277,1.3477094824576772,1.4306313029437887,1.5000291650209485,1.3095657895707848,1.3649013409531392,1.176995107141578,1.223804996833305,1.1733606114521677,1.216654981808603,1.4069368698444704,1.4704077730865035,1.205089824304129,1.238071627549392,1.2239243908300361,1.2486679965822784,1.2032857050095354,1.2622044471678642,1.3073929269599796,1.3817358831588606,1.2683956093036688,1.312635246574499,1.2180087650417275,1.2790710414976805,1.1919372740392482,1.2714410208342632,1.0740967037371365,1.139198630053066,1.2097631389553398,1.2845161876129398,1.2329650441395517,1.2926143976454867,1.15588869168031,1.2359903395307703,1.2167749130678391,1.3000835257521441,1.2386375499674398,1.3211325263955944,1.366065367450285,1.447846086522103
Shadow Mamoswine,Powder Snow,Avalanche,50,0.9696755840056779,0.9713211329853141,0.956420937285212,0.9880235454468103,0.9657878336306975,0.9905510498233427,0.9831560678127758,1.0122593814811465,1.0041170477609924,1.006684412163386,1.0372816196645889,0.9952763780812127,1.050908024120719,1.0010131053905431,0.9876494258155238,0.9870015063222384,0.9944723586867787,1.0328908587977166,0.967588877657493,0.9866404159829566,0.9659805656725668,0.9935577378592343,0.9946630718743575,1.0696779335953817,0.9639956227957658,1.0404718023304869,0.9609625915621482,1.0118853198042046,0.9953274422879073,1.0529035377767835,0.9510071275867895,1.028671924248203,1.0030024022245718,1.0498121498017468,0.9663115467284287,0.9853200430245657,0.9552997609098256,1.0250194761035083,0.9604953289629784,1.016145892414838,0.9818785021745401,1.0320986283008204
