Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.439376766138339,1.4738859091105911,1.6081868198653575,1.5424139534693517,1.5937097677998675,1.6701717429744896,1.4633076013536266,1.5081452316990507,1.5723628515134562,1.6060652385024297,1.5540160741995364,1.6177295450065443,1.5055322718935589,1.587336782616843,1.5317984372693536,1.6477040925042241
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.650673980040401,1.689312898057695,1.8265459488417002,1.7661337260362837,1.7925255792307635,1.8994434617281921,1.638869681589641,1.712871483418438,1.7858107286332021,1.8170056825942718,1.7669219268735714,1.8417125135423058,1.6607039028416155,1.7869104247342118,1.7380244604924657,1.9005412479310457
Kyurem,Dragon Breath,Glaciate,50,1.3029221176528174,1.2996336880827903,1.357976005132375,1.2918956436154705,1.366361931264696,1.4550471505092093,1.275042522160784,1.3151025669779839,1.3302520961232245,1.4177380393272199,1.3252891179182575,1.379594847212893,1.3262226623317446,1.409874483217152,1.4219892438631496,1.520309789729198
Kyurem,Steel Wing,Glaciate,50,1.3970222507544623,1.397943278366935,1.4590047810293296,1.389630511675133,1.4786591967843281,1.5604949938438888,1.3453355622376273,1.3666512302029243,1.429453501709269,1.5076395996549654,1.379046537576065,1.434844808831997,1.377326084361551,1.4659829816236447,1.6794800038787245,1.8255495175726244
Kyurem,Dragon Breath,Blizzard,50,1.5458174643665998,1.521473559461795,1.5923097051835717,1.5266700160527136,1.6175258128663474,1.709468366535425,1.5085355320911218,1.5664587435535737,1.5727197491201053,1.667715305207891,1.5559990508318766,1.6467861410243354,1.5668835090277358,1.6773850306572076,1.6556715359245673,1.8166602153609663
Kyurem,Steel Wing,Blizzard,50,1.6549189247194416,1.638706692546496,1.7120572527239875,1.6561589163952743,1.7336233697000512,1.829199109290277,1.586412945684381,1.632332036519041,1.6679929795542616,1.7594501149803814,1.6211869397206617,1.7151654831648777,1.6201657299008212,1.725430112219371,2.005620621049421,2.1846429866248425
Kyurem,Ice Shard,Frenzy Plant,50,1.2841236753374135,1.2764976758984359,1.256601993165538,1.2529866960198623,1.3113286456201492,1.387838093917761,1.2435429650510894,1.260083529429391,1.2960337849595558,1.3323241754437831,1.291107574567152,1.360899894215088,1.2846266167714242,1.3411217637296413,1.3229338932484345,1.3885343283431963
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,30,1.400576789482899,1.4199187458699896,1.440005908478593,1.4052057480352167,1.4697818584227498,1.515956523679926,1.424326141605946,1.4300175657877114,1.5961187338498874,1.526015260862325,1.4472871323880887,1.4963358311277941,1.4345806823009655,1.5069979071979298,1.4734989861582657,1.575883104634767
Mamoswine,Powder Snow or Mud-Slap,Avalanche,45,1.252281930745727,1.276026360526608,1.5330385794779797,1.3048621230998405,1.3261459567676916,1.4063143621103602,1.2366882065871023,1.2675596206927915,1.3131061355926497,1.347520858320594,1.2880443430918902,1.3296870703558414,1.2651331858980692,1.340517379691156,1.2263031159585953,1.3030058261157975
Mega Glalie,Frost Breath,Avalanche,30,1.4421080325995483,1.4025660189806335,1.8099462378703621,1.4354208266085713,1.5312615872568138,1.519855287814828,1.4681842223904091,1.4382704592544702,1.504582131917768,1.4732287501473507,1.486029758662794,1.4819505467214615,1.4755684130001447,1.4874060453164486,1.4469281358661747,1.529614616614652
Mega Glalie,Ice Shard,Avalanche,30,1.4754793635971706,1.435762595237333,1.8305281609313482,1.4693265856852327,1.5602462346794228,1.5498340224328409,1.4795546307802179,1.4406205397889231,1.53235055824893,1.5069369937448427,1.525757146865394,1.533826414962726,1.4733026547332237,1.4796278136668124,1.4567277030478252,1.5359526252108442
Mega Glalie,Ice Fang,Avalanche,30,1.4690901081192,1.4463522242282645,1.9275285093207088,1.4953381305725486,1.5401756833793354,1.5377294611704235,1.4536872944737005,1.4517313129121026,1.5380874150277206,1.5077558711097057,1.5245204879247316,1.5252773623091191,1.4613712442192839,1.4790096637269459,1.4325173865409147,1.521038488751567
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,40,1.3574140628382843,1.2790550348003382,1.4373397025865409,1.3084705716921106,1.3072644037422547,1.362511318440255,1.3257105956643815,1.347402247458318,1.2967157336945845,1.3363525116991837,1.3868381086018984,1.3900564051253832,1.334185225497658,1.366070053356505,1.3382492076893684,1.423918282794478
Zarude,Vine Whip,Power Whip,50,1.1041955728171424,1.138587616463939,1.1105041190599825,1.1114609950002112,1.188438363074092,1.251692908520499,1.127275913622997,1.1824773133167799,1.1773396963919176,1.22031008216092,1.1688060318264042,1.2343172388923507,1.1908232137379202,1.2543377831315403,1.227752220097669,1.292701018906311
Celebi,Magical Leaf,Leaf Storm,45,1.3576621929201973,1.345135953822954,1.361186449304421,1.3387550719327215,1.4371543948169005,1.5069388005117927,1.2952762453556297,1.3592528206732386,1.3976765542933804,1.4524983393801725,1.3922477752315077,1.4600246385111264,1.367563685744687,1.434190006661541,1.4014481512222527,1.4861371337303175
Mega Abomasnow,Razor Leaf,Weather Ball Ice,50,1.1974399112906717,1.2168320867212754,1.3303787984158855,1.206557642623465,1.2570503996511295,1.3259430430762842,1.1855775151863779,1.2208123484445719,1.250821702757471,1.295227331837684,1.2586707348859456,1.3157904767421111,1.2402473883293392,1.3007340851419393,1.2891737620000243,1.3651788841044035
Mega Abomasnow,Powder Snow,Weather Ball Ice,50,1.2453621513141668,1.2689772447018202,1.4078141600197516,1.2589737112611454,1.3389406958558825,1.4233153012779345,1.2384047413552397,1.2749613445220456,1.2902415430011658,1.3315256932970834,1.2833589154072593,1.3496260470666561,1.2881499494929398,1.3563629269194286,1.3103975666033714,1.4035296568449473
Mega Abomasnow,Razor Leaf,Blizzard,50,1.3139879097770406,1.2983984502224322,1.4852339522504077,1.277240429109663,1.3246161964162213,1.3887646336410253,1.2699006663558186,1.2912257324034528,1.341591930978091,1.3709930413012523,1.3355719905718457,1.3892784484962628,1.3035544905076248,1.3634226844085282,1.3450315049300654,1.4439698585350864
Mega Abomasnow,Powder Snow,Blizzard,50,1.4125062832636446,1.4482593241749862,1.566754402055512,1.4157012793048491,1.5097519221426674,1.624774280559402,1.3580743526030343,1.4288394911959945,1.4535501713011214,1.5002344514528319,1.4404719308751497,1.5191021641842868,1.398210785792306,1.513866177469102,1.4283718983770681,1.5640529070007008
Mega Abomasnow,Razor Leaf,Energy Ball,50,1.4190346177234159,1.4131458112517015,1.6076349939794319,1.3756559152754126,1.4615056654357157,1.5083540421268624,1.3908563166387977,1.3975817720182615,1.4535753565888716,1.4702695723927333,1.4574204830356439,1.495492697041915,1.4284397746627835,1.468643105690034,1.457137933739282,1.5370749494667328
Mega Abomasnow,Powder Snow,Energy Ball,50,1.5634235926901403,1.559995472284924,1.7489940632896008,1.5257949778621744,1.6302471178151479,1.703533954886725,1.5214010679308827,1.5464659502634113,1.5600187673429522,1.5873149227507724,1.5876714645122292,1.6259446137978775,1.5617218254676233,1.6266320133898258,1.5694824682275033,1.675984457926649
Mega Abomasnow,Powder Snow,Avalanche,50,1.244861043388877,1.274125473245063,1.3890701620500765,1.2540664517600462,1.3282493416461212,1.4169374906605108,1.2216531514373088,1.2786692739156604,1.2694445951736306,1.3183553221228241,1.2764631217977642,1.327812619015811,1.2795613907860233,1.3524513572729524,1.2993766247562673,1.3850361883397746
Weavile,Snarl or Ice Shard,Avalanche,30,1.55392988724954,1.5041798058259737,1.8945032081531092,1.5216512581605564,1.4446060474763511,1.4545352546058865,1.6053350234747754,1.604567740424058,1.6398789197644632,1.5048651763812149,1.588632466096356,1.5918630009096195,1.609451751317868,1.5894323121965244,1.5106364487331192,1.5851538382739572
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,35,1.4225026027301837,1.3530935307329248,1.5261910607458313,1.387009190906481,1.4295317032771928,1.4280665470642369,1.3248729404995452,1.2871021232553201,1.4269905452259284,1.3993385587503906,1.372521551690581,1.3693041738173468,1.3063368711806842,1.3395453434030848,1.3221661952228339,1.387200633019115
Kyurem (Black),Shadow Claw,Glaciate,30,1.3324629169780842,1.262016000436769,1.3235526629368166,1.2283951666556054,1.1146936545131538,1.1623305869046583,1.2796519713045218,1.2633694380113234,1.125874664835463,1.1344613697727897,1.2812580089952987,1.3149048200488722,1.2929007898867793,1.3561931314248894,1.3161817717070703,1.3983334367130442
Kyurem (Black),Shadow Claw,Blizzard,30,1.573420994666521,1.540276096488338,1.5544694275402604,1.4568879867849525,1.2986266011955332,1.3537060442793754,1.516707323588082,1.4895045818299808,1.305092442729666,1.3216627154829645,1.5184721880972198,1.5647414871483942,1.514530085393512,1.5728792168902794,1.5790962166290516,1.7037515717612983
Kyurem (Black),Dragon Tail,Avalanche,30,1.2607126115220464,1.2598881155480417,1.2399953843706255,1.243819340679417,1.2861012924259332,1.3666600624770713,1.2530342109870998,1.2723413528789231,1.2758509390220398,1.319098400378715,1.2936340963112922,1.3384661592603215,1.284963945531954,1.3431664332774138,1.3046869478541858,1.4091162199413199
Kyurem (Black),Shadow Claw,Ice Beam,30,1.385874752670034,1.4144694854595394,1.3518517232019678,1.3681746343673122,1.2664329062963156,1.349660425429442,1.364540868870116,1.4061833025587755,1.2652061320375199,1.3000492104805226,1.4257178940301123,1.474334375612109,1.4024683480533282,1.4940950219420124,1.4850363383359408,1.5955580311785562
Kyurem (Black),Dragon Tail,Glaciate,30,1.271777980055462,1.222751438796776,1.2767140266306247,1.1924760314180098,1.240496711557116,1.2951240341813537,1.2287344929749713,1.2122295838011565,1.2522696696910218,1.2776296265803955,1.2407917768657708,1.268578767096626,1.215810346310289,1.2808466895734687,1.2380387983613008,1.3051749824394194
Kyurem (Black),Dragon Tail,Blizzard,30,1.4825917827148594,1.4531320304307633,1.4742732120508724,1.393348783472736,1.456495623310372,1.5108804260948798,1.4415763898379035,1.4298435726272756,1.4681452887981603,1.4797034647546305,1.4483101973603283,1.4734015874899142,1.4317403821593917,1.4931260340470207,1.4547620650519257,1.5447644588142735
Kyurem (Black),Dragon Tail,Ice Beam,30,1.3415817445540341,1.3583433269386809,1.3177636645022777,1.3302682361580267,1.3712474581703122,1.4654350836443195,1.3270930671965915,1.366169264457043,1.3605053149190085,1.411337495953701,1.3714569139019186,1.4182374028916618,1.3509209035052028,1.433479089307007,1.3871849628313913,1.5013830970026092
Kyurem (Black),Shadow Claw,Avalanche,30,1.2986667714661702,1.315611156817082,1.2695681277587292,1.2765929205567312,1.188740251445058,1.2577380817470087,1.2819598739718672,1.309638618763385,1.1897715174229426,1.2144693781703806,1.338033957672956,1.388884736797361,1.3273467171694482,1.4062736892230638,1.3965129067730595,1.4889860020930643
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,40,1.003746425364241,0.9898012511931141,1.0,0.9698381824786709,1.0,1.0254471266261596,1.0,1.0025069573806802,1.0,1.0146699623343356,0.9999999999999999,1.0242063562500758,0.9999999999999999,1.0447960400411243,1.0,1.0385536910836015
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,1.0307478919297477,1.0283035376421616,1.1704756694793528,1.0494872034779614,1.107003971615033,1.1063097246644318,1.0324604618438615,1.0225687153426797,1.0936234818192534,1.1156365834080224,1.176260956461272,1.1316996306403178,1.0941217996685915,1.092821643975926,1.0662669827644702,1.132376875426331
