Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Nihilego,Poison Jab,Rock Slide,45,1.349007077105731,1.4303593915257138,1.3757567349895763,1.4715436815759355,1.3778769320695312,1.4663320070939416,1.4333462245371777,1.5050385636698282,1.3601936495793623,1.4570252292176387,1.3823931880831004,1.4712894155055745,1.3932897405698956,1.4937105375077697,1.5386589881696644,1.7079295710301048,1.379776397515528,1.4690718722271516,1.5396380540623267,1.6580452623725441,1.4042703370389977,1.4939782953943888,1.6590191384045943,1.764728346283213,1.4374959379183945,1.5433440355643369,1.4174034063038294,1.5367153009890373,1.7175982767905222,1.8359612277867527,1.4083494608791818,1.503051068367629,1.4297125765976073,1.5191737185098726,1.1799995620981338,1.248180882664195,1.212639923341609,1.2723986236334335,1.4355199067456739,1.5076116068330998,1.4874543893539387,1.5721614080274737
Kyurem,Steel Wing,Glaciate,30,1.6138969203469589,1.6257262313731953,1.5751417131979206,1.649530063236263,1.5478475732476038,1.6340243505523047,1.5654366561165742,1.6159322345198845,1.5545788076382492,1.5930869182421254,1.5556276225919612,1.5620543323933858,1.6546684332777177,1.6009810416462198,1.2566605751659132,1.337104453207656,1.5598331854480922,1.638466725820763,1.2578290895873587,1.3160713944101161,1.5565444679724723,1.608578171872243,1.59408369196422,1.7201944685163697,1.5424731252680974,1.6330088000935903,1.549138157219288,1.6764695816839872,1.6416047388260635,1.7454496499730747,1.5383506457601013,1.6472905722974842,1.534541873358623,1.616306779496158,1.3084215827233117,1.3824999817540888,1.309421142035803,1.3714970164205758,1.5557513773053386,1.6134247373752795,1.6320455033268944,1.6994848679974244
Kyurem,Dragon Breath,Blizzard,30,1.7993625324614022,1.8394330635083436,1.7282439894721833,1.8105243484661064,1.7497276670364197,1.851329449820991,1.8244205102071172,1.9059920816103741,1.7286438871146983,1.8026204708156324,1.7672127062973846,1.8013415015167036,1.8659645205613897,1.860650374586973,1.6537973694334904,1.7854789843224006,1.6655652173913043,1.7596166814551906,1.7153693111166377,1.7917949993304383,1.7125352920416448,1.7858545085583202,1.771205734177401,1.880910065655156,1.7130025607362442,1.8318363208589516,1.6970716738344302,1.8472524840008668,1.8308885298869142,1.9714378029079158,1.726934318101031,1.853400608238872,1.7523587199688748,1.869808384398405,2.2395250224424705,2.422297963026486,2.3608171087590923,2.584903523672634,1.755318410790858,1.8381648880809316,1.8203477141017388,1.9484009444086716
Kyurem,Dragon Breath,Glaciate,30,1.5303893128183137,1.5533295038345656,1.4827092557696828,1.5469455073737104,1.477285106043799,1.569360216803608,1.5576320884914316,1.6075676109150123,1.4796652098436274,1.5271564338239456,1.5236839087051268,1.538012505388549,1.5945954787843097,1.5741220106650964,1.4167097480042319,1.5260772338174473,1.4333487133984029,1.507226264418811,1.4659097430796013,1.516901650947908,1.4677188106581966,1.534387683077466,1.509995152975045,1.6414082810686954,1.4861889225409783,1.5699262975913482,1.464482495066221,1.5753870022016632,1.5676898222940225,1.6791276252019385,1.478918993641139,1.5857261345234805,1.4878781246960413,1.5740565120124503,1.845676083989578,1.9900742243663196,1.9429591881179493,2.1027919334465786,1.4977727203341613,1.5590541346914422,1.5546791156900623,1.6385383129426916
Kyurem,Steel Wing,Blizzard,30,1.8823021154513875,1.917839650672909,1.8335972994531855,1.9440391825913381,1.8343850256723635,1.9251482886198032,1.8183323266122302,1.904278284443766,1.8089803973935619,1.874566857313576,1.8032971987455062,1.8274339433104871,1.91551346223051,1.8836735695357738,1.436898865057228,1.5406427334808117,1.8156060337178348,1.939581188997338,1.442369865896352,1.5113634189734664,1.8094891476971944,1.8830840832892184,1.876004288882687,1.9947564002761335,1.7769299762124502,1.9015611392026621,1.8032762574006684,1.9686861888411038,1.9130425417339794,2.0495530425417336,1.8143785299577393,1.9186974209091987,1.8064269039976657,1.9141498881431769,1.513031229701424,1.5873504747586067,1.5060412038851867,1.5835184459253453,1.8230526914697271,1.9179861506223894,1.9117192530585965,2.022987765614939
Kyurem,Ice Shard,Glaciate,30,1.2702228736281407,1.2694708411403373,1.2806903966428134,1.3204182610605657,1.248429103758859,1.2896892083081481,1.2925897997379505,1.317272359232581,1.2728702733410437,1.2887021902138611,1.2680847613812087,1.2885652024314715,1.330025026989891,1.3089524650767166,1.274090482831586,1.3560973117245358,1.2858669032830523,1.3229316770186335,1.2617316779216805,1.3143305339276492,1.2758293629786484,1.323594935592024,1.3012793208289881,1.3947975265484776,1.2200673330646943,1.2830328476166954,1.2515828019301627,1.3124650642817215,1.291803984921917,1.3554658050619277,1.2695209131482286,1.3239661913977645,1.2653559964983951,1.332640307363097,1.2732142726814921,1.3353890393162893,1.248251230454288,1.3380547933272355,1.242502879504864,1.330345124269716,1.2741575445374544,1.3485619231594763
Shadow Glaceon,Frost Breath,Avalanche,30,1.2441881489280338,1.2294707131348075,1.2696924505689722,1.246428750342,1.1803707713665137,1.2151845553998313,1.1847861375150845,1.2388903907069508,1.3171068445031902,1.2547614574869463,1.2727950453033605,1.2242308711454573,1.3144526777243433,1.256191317433834,1.3804492882562278,1.289416418197557,1.3918260869565218,1.3031552795031056,1.226493600902952,1.243863945057678,1.23001588141874,1.2442429857067232,1.2254747881262575,1.2717859083765404,1.176248846368824,1.2300633034797417,1.2057585471304229,1.2686485438222241,1.2444264943457188,1.2967582121701668,1.1859966823334256,1.2255519570283187,1.1956400155626885,1.257112634957689,1.2151046950378421,1.2613690272010043,1.2067860098436343,1.261047955050307,1.2067276335327015,1.2590027893035067,1.2105602060528011,1.2690169564284182
Avalugg (Hisuian),Powder Snow,Avalanche,50,1.2845194912420217,1.3525400297292842,1.302823088750419,1.3779898498283256,1.2946194312890649,1.3680663031132307,1.348839856325593,1.4206848204134583,1.3049822442619203,1.3957730253106972,1.3204397055973676,1.3803840997267165,1.3623331534007261,1.4092403572480126,1.3302665432336251,1.4315367413677023,1.307080745341615,1.3697888198757764,1.3250435215120617,1.398762267327301,1.3415828480677607,1.392954826186695,1.3790520394224697,1.4761541060176548,1.3098100895607752,1.4008007175260948,1.3368544734830767,1.4227535620173166,1.411276252019386,1.474981152396338,1.3387179588451361,1.4333208262569612,1.3433518140258731,1.429554518042992,1.3244560893903676,1.4099199369421314,1.3398841412953526,1.437405810357594,1.3196736098583146,1.3867417882072135,1.3533912856836232,1.4292015453960079
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.4314250375616226,1.5226113768114782,1.4564610043043817,1.5474021494934547,1.4501265351940538,1.547040537757969,1.5200514268493164,1.619500812921901,1.507085320338864,1.6035638222027075,1.4984378151559614,1.5600650185286986,1.5267527071678608,1.5854966139954854,1.5301799798018658,1.657836996248918,1.4663460514640638,1.558544809228039,1.4794827157423527,1.5802230597057756,1.5126499911769897,1.6273491265219693,1.5292510612047059,1.7022017243658474,1.449831667338264,1.6270164173090171,1.4744527212785616,1.5667742781852818,1.5709316101238555,1.6410123855681205,1.480972787234883,1.5883328725463093,1.48973835230036,1.6104342962746816,1.4996387309603918,1.6066911405154105,1.5030184241473932,1.6323881702164729,1.473418353894617,1.5457320880920333,1.509637261214853,1.5995599914144667
Avalugg (Hisuian),Powder Snow,Glaciate,50,1.1621958068588563,1.2358245876221852,1.1627688311888493,1.2516599037390703,1.1708623655771133,1.2560494450385584,1.2377237152018334,1.302203878484667,1.221524616989831,1.2965151676327267,1.2190677513634511,1.249180347319172,1.2587860274151863,1.2789180325187293,1.230535250553044,1.3261998653457727,1.1776752440106477,1.260475598935226,1.206397184014692,1.2790637614064624,1.2065246161990473,1.3203965943179814,1.2753257053890104,1.3541853326087274,1.1952528889524379,1.2661605854596976,1.214804759242993,1.295764364996977,1.27223478729133,1.3600969305331179,1.1876357676053557,1.2736877443816896,1.169402295496547,1.267252699153779,1.2025588065714474,1.289387448272842,1.1905222352889935,1.3128620584520232,1.1978740233968443,1.2988301577829895,1.2324747799957074,1.292562781712814
Mega Latias,Zen Headbutt,Thunder,30,1.921971029148459,1.9508554769566044,2.309165982666867,2.3892151535820396,2.622423630530518,2.7571968967326685,2.199655429762125,2.325457195813937,1.9627299249257066,1.9780639116038106,1.8797987747724945,1.940188094965019,2.697224539536101,2.736233110871201,1.9392282629604694,2.01345640569395,1.9256078083407275,1.9907258207630878,1.8810380119755898,1.935913377843246,2.2257036350802895,2.3263190400564673,1.948797790931657,2.0249254586313765,1.8689864943910777,1.9869623428786836,1.8878520664833849,2.0002509667925303,1.5207539041464726,1.5904792676359718,1.8847209605434654,1.9823650223152574,1.8766778523489933,1.9778231689524366,1.8980564455505522,1.9613332652152653,1.848826168387125,1.9607299969510867,1.9023188687362098,1.9860396053343696,2.3216677398583387,2.4336660227516638
Mega Abomasnow,Powder Snow,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Avalanche,45,1.2309171756219868,1.2917710045073947,1.2812164021225187,1.3393795062099474,1.240132911770762,1.3188055874753406,1.2508986117596235,1.3139443591498012,1.236691118056986,1.326617311222215,1.2640527425242534,1.305778897453441,1.255148526188373,1.3168797232309353,1.2482537029912475,1.313891627392517,1.3608305235137532,1.369483584738243,1.236699634610602,1.2920723891875348,1.2517094582671608,1.3333002470442916,1.276192294699117,1.3364275957287428,1.2339499031599745,1.3164524054022435,1.2472479209682754,1.3106056285007015,1.3231987075928917,1.375013462574044,1.2454085864370632,1.3195327619574233,1.270839412508511,1.3282754595856434,1.2293802958756943,1.3140121298816936,1.2368657171479593,1.3274184415697547,1.2581007757316718,1.307336839621987,1.2674715604206912,1.3375724404378624
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,35,1.1734522931390636,1.2120699614223334,1.2585307298952229,1.3416781308886603,1.3138570982590618,1.4219533579982864,1.289072958608888,1.348024994276564,1.1928415744552758,1.2480303465820488,1.1631889927269419,1.2192813158737754,1.3151294696895344,1.3954571106094809,1.2032226844282004,1.2332493748196596,1.1808837622005324,1.2447311446317657,1.170642587951715,1.233112696803321,1.2767557790718194,1.364853538027175,1.222169998384325,1.2738422219937429,1.187622674864489,1.2521740260753143,1.1965640364586303,1.2611309476277934,1.0532687129779212,1.0992353257942917,1.1774161696749477,1.2552924681069553,1.1971233343060015,1.261769283143663,1.1721027317778085,1.2291759416714714,1.1776471100657695,1.25687529944684,1.1948071772526054,1.2630271575470782,1.288216355441082,1.38913930027903
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,30,1.6754099777110372,1.4254359788342856,1.5210922417081882,1.435210768276282,1.5540398270353568,1.457180623177528,1.4566810280713507,1.447500248985626,1.7291056042043416,1.5117817074026378,1.478768128265263,1.4500456790758194,1.6294840023554813,1.5290734288611902,1.7033158603443301,1.4862520438588054,1.5165607808340726,1.504748890860692,1.392047519752071,1.4039848487747022,1.4287100758778897,1.4268131286394918,1.572183951941013,1.5011676923754829,1.3590100219677372,1.3987339304051682,1.3747048288292398,1.42838890726777,1.3487883683360258,1.3379644588045234,1.3982384770330583,1.389430862198349,1.466175469312324,1.4525824336154072,1.5448666953735668,1.4515571060525336,1.3642928698985148,1.3956182760573197,1.3779991951263513,1.4235161876743316,1.4334084567503758,1.4480145954067398
Mega Aerodactyl,Rock Throw,Rock Slide,35,1.1158306038820878,1.156923579098617,1.1237827693706817,1.1680616409058855,1.1020036399625377,1.144049192632397,1.142399083215523,1.1871194885253196,1.126270570741169,1.170403029226239,1.096367030385484,1.1323308984342557,1.124681028560212,1.1636119017240816,1.1189736221987112,1.179676228719823,1.1237799467613132,1.1643052351375331,1.1087942149867045,1.1508235609205517,1.1132433386271396,1.1607662784542085,1.1477020695327762,1.2078786187447674,1.1131143492220301,1.1802004393547465,1.1253236901244568,1.1864112889426313,1.1683467959073774,1.2270974690360796,1.1151013073186145,1.1771100754374186,1.1248176247446746,1.180053010407548,1.133618456103987,1.1876847398497996,1.1306067337427588,1.1913933533690493,1.1185662147347386,1.1590735626760662,1.1541317879373256,1.2107426486370467
Shadow Omastar,Rock Throw,Rock Slide,50,1.1529826088487023,1.1814398382010103,1.1713043779840695,1.231569577230321,1.1564021494377321,1.2056695073430266,1.1691394927419072,1.209555356941913,1.2993194199565896,1.2215676200521017,1.2012469794463934,1.1947668785173877,1.2339471488860536,1.2319781136519776,1.1861203953063384,1.2379652784457054,1.1710878438331853,1.2226299911268854,1.1593652554856235,1.2026954641975782,1.1646263455090877,1.2110353802717488,1.1950707225004773,1.2437172275017259,1.165823920136226,1.2105263157894737,1.1794868869850903,1.2398329930071526,1.2136456650511578,1.2929025309639202,1.1654587463959873,1.2259666653501324,1.1765635638556562,1.2222060110884156,1.154915083529781,1.2142215929410218,1.1595278540006098,1.2136678426760747,1.1790288783114307,1.2307767030710093,1.2044859411890965,1.2619231594762825
Shadow Raikou,Volt Switch or Thunder Shock,Wild Charge,40,1.0,1.037102402823802,1.0116800191134592,1.065665907523227,1.0033045280336896,1.0612533294365365,1.053204024642463,1.1011437817618352,1.0,1.0420388883482072,1.0028593914993416,1.0500492384843247,1.0,1.0423659502077403,1.0,1.059389126671155,1.015265306122449,1.0643336291038155,1.0,1.053651024429438,1.0,1.073021439915299,1.024220436819764,1.085234199433045,1.0101389556875642,1.0549193433076394,1.010677496264017,1.079453804998802,1.0567582121701669,1.1276467420570813,1.011720447095067,1.0633911291915163,1.0180308335765005,1.0633450053496742,1.0246027865155418,1.090003430231285,1.01750076222832,1.0729387168430682,1.0224393222408794,1.0824717947294653,1.0555805966945697,1.0977462974887315
Rampardos,Smack Down,Rock Slide,40,1.0917607640650075,1.1254998215922927,1.0958986986662966,1.1486148522367756,1.0888552716355255,1.1257015894945899,1.1540412630620445,1.1707899117491465,1.111703849226737,1.146033872833155,1.1490522086129775,1.1203218496268554,1.1421896980403703,1.1360679000229006,1.181623905934404,1.1533645522746947,1.0725039929015083,1.13973735581189,1.0865838960840204,1.1385323207009355,1.1062180165872597,1.1433077466031412,1.1181645932171027,1.162155016670828,1.0911596105601122,1.1533062094604256,1.1096496731727905,1.1587593114383818,1.1395045772751748,1.1995907377490576,1.0837217109680477,1.1398653185354872,1.0756006225075383,1.141790681840288,1.0798805987578184,1.136413729683178,1.0886536870072738,1.1529596236769895,1.0853582381593372,1.146209461428512,1.1069542820347715,1.1619124275595623
Mega Aerodactyl,Rock Throw,Rock Slide,30,1.1536914394701852,1.185038393658606,1.18399979961696,1.2370165277472707,1.1650321153629002,1.2094157461591089,1.1802319640632901,1.219907985260051,1.1463711073741198,1.2013856039327433,1.1519946529774452,1.193074182028151,1.1549669578303399,1.1964332450027808,1.1618285322689237,1.21635147157834,1.1812670807453416,1.2261082519964508,1.1698869397203147,1.204761540374572,1.1689385918475383,1.207814981471678,1.1983167604247755,1.2540575474053728,1.159116610989068,1.2031170789408692,1.1724255940498054,1.2427761490286444,1.2095422724824985,1.2901346257404416,1.165103282120147,1.2283364271890675,1.1779131407450638,1.223409687773563,1.1713291051475365,1.2187319821627973,1.1636308201576724,1.2170042249226882,1.1589347913573222,1.2136384452061448,1.185919725262932,1.235683623095085
Mega Abomasnow,Powder Snow,Weather Ball Ice,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Avalanche,35,1.3190025809114954,1.3740785601938004,1.4594050935827332,1.4361394665957619,1.3264524978246575,1.403836573652782,1.40064956146194,1.4476632213954317,1.3989620418759294,1.4449028922954357,1.4171013759091322,1.4361224594721793,1.4007733012726142,1.4531234664834625,1.37911176300856,1.4546083004712898,1.52072049689441,1.4884365572315883,1.3384156256576054,1.4077343944292464,1.348961090524087,1.4258205399682373,1.393343419062027,1.4395664115858584,1.3450624585667676,1.4103677321235912,1.326884247270736,1.4174376290482653,1.402347872913301,1.4792784060312332,1.3509024843003279,1.4279296180733838,1.3476437117011966,1.42086129753915,1.3416583343672683,1.4380259383872074,1.349875865673592,1.4427544753691364,1.3658428276043908,1.4186591915182971,1.366044215496888,1.4310367031551836
