Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Shadow Glaceon,Frost Breath,Avalanche,45,1.0761101894196101,1.0369999497044895,1.0747725586434291,1.0686719901540154,1.0770248077316977,1.0713856794475514,1.0633725491770107,1.0735978065895562,1.0776902563248527,1.0677204248765304,1.1524311059857828,1.0701541962877954,1.1714260456419952,1.075371647452515,1.1308197369808413,1.1038879006627047,1.1710514784744532,1.1381760249810036,1.106661271479356,1.0808820900595375,1.0796239588763283,1.082131597271105,1.0931551768463152,1.109943083876201,1.0322740643703732,1.108647102729284,1.09051463842037,1.1032941417061413,1.0920184063271703,1.144213088547047,1.0447937372738139,1.0828602718441678,1.1238144991897334,1.1235904464247015,1.080060881458814,1.0428979447059123,1.0759889048794735,1.0999738702535873,1.115630165526825,1.1107211805672115,1.074872048328589,1.0964831272531494
Mewtwo,Confusion,Thunderbolt,35,1.3968277764160375,1.4211424735685603,1.5719914475306687,1.637102135339456,1.801266499442948,1.8490403043347723,1.6134841588516722,1.6669877085113025,1.4597293063421097,1.445123573910951,1.3895871090831073,1.428407455002794,1.7906179020934363,1.8407121802608266,1.4161439896262729,1.4387839218091993,1.4405029872131194,1.4840950787333025,1.3991579685472222,1.4408414416287578,1.6085397824341652,1.6474685807995677,1.5228752864161184,1.5383185657642648,1.417950550924461,1.4940795683849726,1.4073992308455967,1.475679164012452,1.229672995853935,1.2699790714189474,1.4188074856032094,1.477798796283756,1.4663385158727542,1.4968626341148275,1.38544340040897,1.4357372106266573,1.3969047372142525,1.485645658028716,1.422829630561682,1.4928548426614447,1.6243594465925355,1.7264600071872558
Raikou,Volt Switch or Thunder Shock,Wild Charge,50,1.1038833879586183,1.0930036469990596,1.110824370084509,1.1262131212929387,1.1069249458889552,1.134753946065608,1.1037573077037894,1.1195813795921243,1.0890638984540264,1.0865052071836647,1.0819537120852651,1.0872934384002169,1.0996978009997553,1.0926281372672968,1.102444425549666,1.1055774834673662,1.0920713022856245,1.1336173526179172,1.0938114279886655,1.1377539929685727,1.095891361669907,1.1467973913407428,1.1528413722857271,1.2322788330688206,1.1213796572581514,1.2075254852013604,1.1064335777937981,1.182908852416354,1.1667688634880355,1.2409630605000799,1.1253602005397405,1.1780480431296538,1.1245687524941008,1.2020140180904872,1.0715616221522117,1.1195326952558766,1.1209207484669093,1.1975169285741913,1.1375739724993,1.1881513184436974,1.1290813912746118,1.2002941499442623
Mega Manectric,Thunder Fang,Wild Charge,30,1.1419404715067094,1.11478540390698,1.1427760027872078,1.1330849748432463,1.1324061366953884,1.1210877787410252,1.1324761522054427,1.1543576475912383,1.1927504705885221,1.1266636572506452,1.1388200628511957,1.1178588410698636,1.1884655063989724,1.134102350723132,1.304070497754041,1.1487065806151262,1.121283683655797,1.1254846971561914,1.1267375301234495,1.1232143366119092,1.1664662103288599,1.1340065520875742,1.1499757434793614,1.1773052998176552,1.0817551164967423,1.1277365473248637,1.114943031458528,1.138295754813959,1.1456423281632329,1.1751013965980204,1.0927034344913602,1.126732989244924,1.1018342525119644,1.1486635944620731,1.1335239460255575,1.1040429040176694,1.112252070657132,1.1508564488806892,1.1006181112980733,1.133395076041273,1.1240420811763305,1.151011575372743
Weavile,Snarl or Ice Shard,Avalanche,35,1.3498481897638117,1.3173692672509845,1.256816136965044,1.2526731767953518,1.3728566771766109,1.386003592595838,1.2626453902948411,1.2656120319626514,1.3903167569772785,1.3707959367757576,1.4561826904061592,1.3969210251675084,1.4567495839524192,1.3808865605982985,1.5355088539917146,1.4320441927103889,1.5641990393116596,1.475242295340138,1.4180079533979713,1.392324906703185,1.2448639737916496,1.2618888808562612,1.2331513902481468,1.3057771638441786,1.338767688451578,1.4336569974368325,1.4059345110954344,1.3979918518467827,1.3858212198936715,1.4489709628857352,1.32875600119478,1.3752398014035008,1.44427883427163,1.4389685674732304,1.482265293736142,1.4349515209773749,1.4192595418947036,1.4172616184640268,1.3922718809366623,1.4170694973262736,1.2448116413338663,1.2715534892143463
Shadow Raikou,Volt Switch or Thunder Shock,Wild Charge,30,1.1408977014951733,1.1179651585585855,1.094294038526826,1.0948180713006892,1.1064444336130006,1.106817836683302,1.1219351688039214,1.1388362927776912,1.1436009681892725,1.1157550555407292,1.1119659101170953,1.1065684600313674,1.1364738741187461,1.118550218814597,1.1756193209518393,1.1156590093152996,1.1235126128863917,1.1298938522810773,1.108212541602776,1.1092034459562208,1.1336641084861327,1.129466320671798,1.1421121774923022,1.1782620869535039,1.1141061512641943,1.1623319315888776,1.125094889716088,1.1589738829265555,1.154712238117905,1.2033860816761508,1.1021288350333154,1.144906720401358,1.1172478500234042,1.1655908241136483,1.096198520768127,1.1017406998870012,1.1055015398890196,1.1618030160547004,1.1149763291213377,1.1744192965673736,1.1220393024283832,1.165582810299289
Rampardos,Smack Down,Rock Slide,30,1.2370647946718936,1.2087531513142642,1.3182598146540876,1.2343630422718712,1.2107993690089163,1.2223835512566619,1.346784825356044,1.2931721513335948,1.4553120787544291,1.2429273878675273,1.299058197827244,1.2211674621538815,1.2894197854791596,1.2265044889247765,1.4065147586831774,1.27070981820708,1.2553044422002384,1.2680345523113667,1.2522080259891621,1.2397530845077778,1.2491105217699008,1.2342576773952978,1.290519826586114,1.2763096096656577,1.2065934012069346,1.2626706475783782,1.2515477256270713,1.2483451933701217,1.2450109754312328,1.292720266409543,1.2325261927541677,1.2402556275038605,1.2557022077502014,1.2572441925134021,1.2063070174439754,1.2049014692286244,1.218964830620152,1.2355434703101977,1.1837994406351744,1.2358972835110487,1.2235496550135971,1.254354285312351
Terrakion,Smack Down,Rock Slide,40,1.2070818200115494,1.2087681780924249,1.2400342590733215,1.251540025501338,1.2001016903532502,1.2299969919264735,1.2296197709406158,1.2533472420008887,1.255881942372371,1.2283962969554698,1.2523298618220584,1.241772905694178,1.2433644931096517,1.2210205984665123,1.187634067988114,1.2113739945492497,1.229941227800085,1.260292726091585,1.1951025824241996,1.224908696724516,1.2671488145743997,1.2555945011167466,1.2400024640559588,1.2975726954049003,1.2229828472776458,1.2885469667628926,1.262688235995938,1.2821345904168997,1.265312469521826,1.3335422370411267,1.2267581608395945,1.2817457496902218,1.274511112973892,1.3101795778586385,1.19055012600787,1.2278608953433714,1.2405605832775366,1.2800651728183907,1.235682137493225,1.3002179644059564,1.2314150419421828,1.2810574282682137
Shadow Magnezone,Spark,Wild Charge,45,0.9748859224457372,0.9718617391445009,0.9676505052874034,0.9814330708628025,0.9766426800272839,0.9834746132399751,0.9852506507772039,0.9898485672795418,0.9824089818878039,0.9712228812639097,1.091905623188882,1.0060976283245215,1.080003499995515,1.0161032514473165,1.1340878660430074,1.0041621008476889,0.9734052225309051,0.9956948655810467,1.0272856216226192,1.0155754730083844,0.9915635213856029,1.0235884664995034,1.0487066124239883,1.0839376472811997,0.9846353769632712,1.063813383989057,1.0295254765412072,1.0618002283244277,1.0495558431557226,1.090264442026966,1.0031575237210415,1.0626626790050198,1.005808394919729,1.0636137704040485,0.9763151975788465,1.000558982004805,1.0065594157496252,1.0602040265108155,0.9952100493296967,1.0418410590638065,1.0084647052804256,1.0716013980166392
Mewtwo,Confusion or Psycho Cut,Thunderbolt,30,1.4360771906147693,1.470329361343366,1.5614978568994524,1.6080024920316272,1.6696769471782102,1.715567912166883,1.61540467596282,1.6314356003379165,1.5191355786927594,1.4965074458040994,1.4583638718907495,1.4818580016330278,1.7082966423342512,1.7289003554548958,1.4785662835919509,1.4625868980331387,1.486029783693552,1.49600284403433,1.4524077094283039,1.4695928418429727,1.6293726433221594,1.668822983292557,1.5748777805745238,1.5873713304658255,1.4580763356745374,1.5665163651457141,1.4770572430623718,1.5406140084405258,1.292024269411743,1.3412167704514069,1.4810195972426448,1.5392657200665842,1.5371354049476906,1.566382141281791,1.4220110887905215,1.438146193617095,1.4583435561790463,1.5548048515532809,1.4794007074327122,1.5392152525533895,1.6392220254030765,1.7107660862549252
Shadow Mamoswine,Powder Snow,Avalanche,35,1.147074105086856,1.102576146651455,1.1055115206630604,1.123148072948331,1.0834234675377403,1.1211165165024717,1.1196153891226053,1.15463130067317,1.1811227722335298,1.1534560867501988,1.1994945173796006,1.1370963422500093,1.2204522158937594,1.1278355309006334,1.1826071331886265,1.1300289822673237,1.229490170769831,1.1984279645337497,1.101995071509572,1.1204456400554434,1.1097830429538424,1.1279491052709678,1.1116235710744762,1.1818450798261806,1.0815318815361543,1.1473998364038025,1.118731380208372,1.1142671229188157,1.1241473205233707,1.1831768559998244,1.0858414063468844,1.115208487354669,1.1475332309611161,1.1608390888509355,1.0961805589991462,1.0907570108139153,1.0833729872808142,1.1375110903235548,1.129834248889559,1.1241970527070446,1.1265293729970576,1.1438818626179081
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,40,1.1977805095085476,1.1619908341956788,1.1840454524345765,1.1716386783156565,1.1501528313597724,1.1784228059118271,1.156080701569667,1.182263381200284,1.1636833501714348,1.1681341476885603,1.1695507553183158,1.155105936717763,1.2342379896531244,1.1847003597085977,1.2120843321341004,1.1947548113024835,1.1365873542188139,1.1863116567577257,1.1616742896203989,1.1869588920666527,1.1684171876248493,1.1945247073058438,1.1958429245013307,1.2631917701979207,1.1387497417942596,1.2011628148404845,1.158870540882539,1.2241150742421343,1.1859645647946955,1.2724851642349586,1.13157427255467,1.2083196020798534,1.1628814292870875,1.212468891052137,1.1577800477927531,1.1910387791776202,1.183273436369026,1.229865093268101,1.1605743909595398,1.2301546139076265,1.1971194481863778,1.241664270602983
Weavile,Snarl or Ice Shard,Avalanche,30,1.456957606011489,1.4143491765369767,1.3121702198403633,1.3052029430231915,1.4294290736551645,1.4369343720625383,1.317990650998678,1.316816264998821,1.5361169618851271,1.4592223191395046,1.5491446586002509,1.4875742090414183,1.5325058134395204,1.4396683759891056,1.856079678970213,1.5587787889410893,1.6769759236660384,1.5920473264148207,1.4840596763513683,1.4650570292277572,1.3178160088578745,1.336012320359794,1.2979836300101015,1.3419743217335554,1.4050891651992812,1.4674394873720689,1.4758176145819788,1.4481507080070544,1.4294113744968224,1.4924959094649541,1.3956556258392199,1.432676414379472,1.513131697955765,1.5148938426753387,1.5920154978109782,1.5221076072805526,1.49671408967135,1.4787791138752802,1.4780841916510847,1.4779612545981904,1.3110242812136323,1.338493179309309
Thundurus (Therian),Volt Switch,Thunderbolt,40,1.1080976920901782,1.0952863913872872,1.1472567613215996,1.1371903488483792,1.1213265557295162,1.134064850233532,1.1061047895632528,1.134757263516486,1.0896087690406984,1.1139180239826825,1.0871710529054455,1.1082074820996644,1.1197418758949205,1.1268134013271212,1.1562865328965732,1.1522022152490794,1.1071408761539798,1.1145234401090514,1.1179312762753832,1.1368382664643693,1.1190764866808462,1.1194444613552395,1.1533030207210606,1.1696067024804753,1.0765714642969495,1.115852100676817,1.0583772462637933,1.1281601020170442,1.125215379096337,1.182298971836711,1.094087297583795,1.1406674588916481,1.095645119278685,1.1451395212900732,1.1074395394244911,1.094545511535141,1.0870482467190699,1.1489873867754272,1.105141933013608,1.163771124850321,1.1168826990109384,1.1489133157474418
Deoxys,Charge Beam,Thunderbolt,45,1.3446020321330858,1.2232519592045956,1.3859776251523859,1.2605289502528823,1.5437146900017291,1.3302762365666227,1.278136032602991,1.2425743200521877,1.6840933359064028,1.3724107316500482,1.339564466378984,1.2853420863291183,1.5208956896968515,1.3377234469855892,1.4377929885317933,1.302673445630325,1.4963477758935022,1.3774051092906376,1.2759928278717223,1.2560846196467086,1.3335071551688056,1.288985872298976,1.569775622723034,1.3575344937447298,1.2534489281184351,1.2227228265250023,1.291334214220123,1.2479673304260697,1.3086186779458384,1.3041508947499274,1.255730342431546,1.222822974840211,1.4122837317709502,1.3293769205063384,1.2696143557999922,1.236746644901949,1.2521157242226477,1.2066821998924377,1.293260003863736,1.2339813971068616,1.323164420353066,1.3163922745045293
Calyrex (Ice Rider),Confusion,Glaciate,35,1.2352264893459701,1.229255554847431,1.4547432891467063,1.4287650469238615,1.6037382004958485,1.634637680220278,1.4342405659300552,1.4663063209382272,1.315497698584418,1.2909402637171137,1.2658112484869017,1.267647585944728,1.6692531317597683,1.607890210714511,1.3247077388851718,1.311050902067,1.303402293816906,1.3415199699963398,1.2599735040505917,1.2610837077260522,1.4029940985552685,1.4397885220514652,1.3063113271085234,1.331283298084075,1.2276336719614624,1.3486782108852005,1.243828808846079,1.3063793083441957,1.0639897426087082,1.127232129853793,1.2182101791240347,1.3112507033367722,1.2729124229645605,1.3250679489751402,1.2084581933398935,1.2399273595207843,1.237459967438034,1.3086317502939748,1.276724389775125,1.3341444165298044,1.4410261724982523,1.522684471804987
Calyrex (Ice Rider),Confusion,Avalanche,35,1.2594561526126664,1.2966305897294448,1.4533818111802566,1.4677222847892557,1.5868356540953987,1.6398865478256928,1.4638264563542152,1.5058221341693538,1.2999026221990753,1.342811368440978,1.2987378308994346,1.3203363453115893,1.5663921336528914,1.5886559752071239,1.3134099142549278,1.3294779479688832,1.3425517591950722,1.3698695206554508,1.310914446355423,1.3497886106958819,1.4464062446493187,1.503070901045214,1.3609727414326795,1.4235756157043018,1.2969538265940421,1.4007222685647673,1.2805796199373183,1.3657674619541107,1.1678571046021269,1.2307026061223008,1.3071537024305875,1.3793789407014272,1.3242397971863988,1.3952340949137687,1.2801186235873165,1.3317560769733425,1.2966953875925624,1.3830613491125388,1.3155778833154215,1.3819482314219254,1.4856931146576802,1.5610966308008514
Kyurem (Black),Ice Shard,Glaciate,40,0.9211957302382178,0.9123813315440272,0.9364261569169888,0.9152648812054547,0.9035983809558424,0.9326415045964923,0.8965356616446645,0.9338274164335844,0.9183226112729073,0.9035432154078599,0.9190673326139693,0.9208800810308533,0.9478781615681199,0.9370232673541303,0.9378195335921773,0.9362335794108445,0.9409331248576668,0.9476441940687655,0.9172191379112353,0.9310446294134035,0.9223240315504704,0.9513926800777727,0.9024989246262919,0.9561303904553727,0.9432810022493668,0.9859394575688721,0.9055009009700564,0.95327525351777,0.936066821123867,1.0136458219602962,0.9052748107455129,0.9465847129506636,0.9124928404760749,0.9825459868300227,0.9259801254924028,0.9329818483284719,0.9423841841460269,0.9764705483354172,0.9136741053587588,0.9422038258791414,0.9006729493732477,0.9887176734842082
Kyurem (Black),Shadow Claw,Glaciate,40,1.0984229219534776,1.0713840025096488,0.9255775917330371,0.9117261093537916,1.1578148256984335,1.222555179554191,0.9136892947351564,0.9468655379635775,1.1261247254783073,1.1103181022750097,1.1208842327020592,1.1167476584824165,1.247592131148059,1.2317937471372842,1.0923788678930952,1.0954296978563032,1.3669694674675996,1.3819605748496875,1.0578739282460956,1.1037198948795202,0.9304352838667209,0.9461672951140907,0.969150086636342,1.039014219345927,1.4362907306694133,1.561713171907752,1.3449729599888762,1.4136449780279141,1.1695312783347187,1.2592975460923952,1.3775144039296383,1.4749451217097793,1.3297945756220038,1.4166397846602057,1.114971850712355,1.1373578225585368,1.0970986815294164,1.1755738385019123,1.3086361513534204,1.4324822023482633,0.9419479258818466,0.9876063239619027
Kyurem (Black),Ice Shard,Blizzard,40,1.0803435422023087,1.0809935829469757,1.1034673952480487,1.0800465495900937,1.062926212228744,1.0973672923515951,1.0576576220787148,1.1053429617455857,1.0748533784883267,1.06715286176772,1.0802771140623375,1.0849638402203805,1.1136435116915027,1.097206395423784,1.1004226385164464,1.111779397296256,1.1069444594067464,1.1263049375011431,1.074843659564779,1.0958380007140496,1.0889381204412196,1.1098605874049243,1.0903883637181415,1.197030988425997,1.0672221159418802,1.107653608889667,1.0561230607374517,1.1245284523358623,1.1040083766941637,1.206495583612754,1.0647978069370032,1.1322921226943203,1.0904256630556108,1.1520449313165815,1.0838275880772543,1.0935877954003912,1.1013743873854676,1.1531434127709808,1.0780592485455969,1.1671914772140484,1.071394404304272,1.1417921895370244
Kyurem (Black),Shadow Claw,Avalanche,40,1.1119005718749804,1.1182416512767415,0.9669706145109951,0.9772105913040566,1.1834203589759629,1.252954847623655,0.9793122068805832,1.0115752458353289,1.1194407462301499,1.152860142360256,1.105763601954416,1.14884612679881,1.1974526080354233,1.2358762290109573,1.105087902012593,1.1240912843883026,1.2985193333956324,1.3711691782038542,1.1032330429301271,1.1448187666845646,0.9954837396363249,1.0307744552293039,1.0182320745036595,1.0815494681086428,1.4194721555600163,1.5632247188314632,1.3135169310864272,1.4024162004621432,1.1997645933960246,1.2787334835310278,1.354084831268999,1.500921733787959,1.3406448065563892,1.4764016208963198,1.1190686522808446,1.1553593229233432,1.1394247459331306,1.2186352908868354,1.3575352101525802,1.5057657280199135,1.0124181261765577,1.069807857829273
Kyurem (Black),Dragon Tail,Blizzard,40,1.2361177982729281,1.217645026308795,1.2335921813143857,1.2200808298685852,1.1558238435328438,1.214256540493807,1.2094100106210797,1.2590666129156012,1.238646502954185,1.2433276014397936,1.2221314491258484,1.2525423852050421,1.242394321883485,1.226962354231026,1.2341503148408783,1.2593997293473875,1.264632734504435,1.2810606905201112,1.2109162257128014,1.226038901694953,1.2330938447665105,1.256441364143111,1.2375953803398902,1.3370717089678887,1.2072654413275403,1.2744246907901002,1.1942076288445693,1.2762822769088746,1.2531255220635202,1.3448173996806498,1.210302648725277,1.2886014744884946,1.2380734074714417,1.3176787493391955,1.612760790009289,1.6759165491560477,1.6517505799599876,1.7741031480905824,1.2173020970956696,1.3413436073831693,1.2350984637194178,1.3169244906018496
Kyurem (Black),Ice Shard,Avalanche,40,0.9680593897165747,0.9778425736380635,0.9788006610075723,0.9869597744278793,0.9729532585944924,1.0046494598850435,0.9664173984300355,1.0055636223167457,0.9612583634915702,0.9741524671178791,0.9673002054022678,0.9889459533999329,0.9825711055060785,0.9986089153867058,0.9931931057251482,0.9948127248047663,0.9960927598131336,1.0200580080786408,0.9754101871834535,0.9963981193510552,0.9962969290418807,1.0184390659660523,1.0148824531776999,1.0766961468066334,1.0166572355387098,1.0565737273977205,0.9750546983885087,1.0263507335747886,1.023681599930545,1.0818596727083374,0.9822020318575296,1.0535406748836065,1.0041377960837825,1.0461301070081195,0.9733262220890087,0.9859190505803168,0.9995152919818894,1.0513422018442247,0.9892717722274058,1.0392425348469239,0.9813476684351706,1.0448247549888479
Kyurem (Black),Dragon Tail,Avalanche,40,1.0770604121562393,1.0895729893485777,1.060950021321799,1.083996595721942,1.0459996237795022,1.0904400831291403,1.0684059955254352,1.1103867292160108,1.075738949476256,1.0955390189791376,1.0579231398001459,1.0979348710464838,1.072490751724456,1.084309103762512,1.0789697026615765,1.0893470516010457,1.0906770440181455,1.1252108160489518,1.069143142216621,1.102703123941962,1.0965856470471849,1.135872679468984,1.1106349487907985,1.180670049950666,1.1276626751654564,1.1749882787194956,1.0725469083124985,1.134640897802355,1.1264813919413783,1.199398808328061,1.0824572755885993,1.1695588984495056,1.1032810148500267,1.1645515739620236,1.2746110823992172,1.341878090890469,1.3403975412373046,1.4373044050071584,1.1007558689721724,1.172238071641549,1.1052770208170388,1.165887922585661
Kyurem (Black),Dragon Tail,Glaciate,40,1.061082173759586,1.0399114763659276,1.0592153853689839,1.036398675016132,0.9862637256854825,1.0346594307612944,1.0214711232745852,1.0724761013165773,1.0672508834611458,1.0597505985543425,1.0480714682446273,1.0655723164787878,1.069856954325792,1.0496090515164476,1.0582608516001075,1.0691332967820883,1.0745381012162558,1.0898808547034673,1.0302215612971317,1.0530159530921852,1.0581731775341778,1.0845742474801858,1.0391000009749676,1.107442020527955,1.0817210821247085,1.1265545927743457,1.0239861644640031,1.071891330981062,1.0651884051489158,1.1659443484280827,1.0278318157185744,1.080758332248821,1.0429058666097106,1.0984308996618186,1.3292368990811825,1.3764454969281945,1.3661773837023101,1.4741255319215245,1.0627967011174477,1.1025121125849477,1.0514689444892062,1.1241023740579354
Kyurem (Black),Shadow Claw,Ice Beam,40,1.173327212425696,1.204180812094824,1.0333165565093407,1.0517163358907478,1.257426997398857,1.3401718875008677,1.049130547607555,1.0894587549867056,1.1857201021801136,1.2336330184073863,1.1713142165155368,1.2376759055596926,1.2643557218523551,1.3278773683711995,1.1674222063052462,1.1964307306031952,1.3669151522242318,1.4538353752073463,1.1729428280941416,1.2257824106239499,1.0712562353272428,1.106327292374542,1.0815532438451034,1.1512475977200034,1.501050371934184,1.661123133352265,1.3829072854256674,1.50242690162006,1.2763653235379733,1.3621800226292515,1.4275651319365235,1.598569342397661,1.4099397419171666,1.5736485444312636,1.1873412872013396,1.2463195208921574,1.205291383642791,1.3011714357629578,1.4348459185231903,1.589284868716344,1.073735332021469,1.1416072140442193
Kyurem (Black),Shadow Claw,Blizzard,40,1.2995330119311734,1.2700122432884886,1.0768772778328997,1.0638837036356903,1.3827706883473356,1.4779666362102746,1.0646669898945824,1.1076276926167747,1.3322445298675163,1.328470569642944,1.3196525406423913,1.3382535817461008,1.505649948433738,1.4878087720696749,1.286619240040849,1.3031564422639175,1.6797692504070514,1.7163038677313593,1.2711988766323752,1.3105461358536064,1.0957196452284288,1.1175582249245672,1.1022964417071677,1.1410157656910362,1.6938893088465274,1.8658514417232823,1.6047991965899902,1.7521157597509713,1.3733148658697258,1.4773162707549907,1.6990496608608203,1.7966878666888944,1.7040676909251795,1.7838922411738565,1.3216016167795979,1.3465771688162629,1.2949431791065178,1.3651720056554157,1.6181146821150896,1.7228076738113673,1.0838738896653362,1.1572382231053622
Kyurem (Black),Ice Shard,Ice Beam,40,1.0429407422538948,1.0632809891721458,1.0479071981163024,1.0666008811596517,1.0425167667463906,1.082585048043245,1.0395327642405234,1.0837688781115988,1.0277686455483679,1.0555607962987308,1.0300363976126559,1.061918068766883,1.0596678152225771,1.0811935210366712,1.0581461110910366,1.0815480717050812,1.0648283996569723,1.103487023592307,1.0441855625907905,1.0771295406770156,1.0676532339993225,1.1044995186764934,1.0786651933708515,1.1568851343126438,1.084269590700145,1.13671561003583,1.0480515710519693,1.1081708547468063,1.0962989090716388,1.1670317626969138,1.0548136199779437,1.1275010049658178,1.0708533564272043,1.1272747735531574,1.043986425457373,1.064045521758779,1.0757374916213402,1.138914830898193,1.0623394602522425,1.1150948940909764,1.0588760082408377,1.1199356364603008
Kyurem (Black),Dragon Tail,Ice Beam,40,1.1409034028315932,1.167685275976062,1.1295027323922338,1.1567941047929835,1.1140623821669609,1.167446014095966,1.137202652686038,1.1959906526471904,1.1332672437068727,1.1753850649071773,1.1229443607788958,1.178573480223309,1.1352654617407445,1.1708001196226707,1.1414514246384089,1.1746951412991506,1.1594466559422456,1.2037511590216543,1.1371407242676503,1.1770212799609596,1.1673796596110602,1.2106125174551114,1.1729230404309223,1.2662067992065678,1.1927661283270623,1.2591092927384662,1.1329486272021054,1.211511510290418,1.2015366919161405,1.2789597384613276,1.1561049109439914,1.248513986132708,1.1653193223364082,1.2505122936195048,1.3505927934738169,1.4398032800614444,1.4147037937201958,1.5493647190126476,1.1747385574491618,1.2522254089027915,1.173781744258286,1.2427952251330214
Shadow Latias,Zen Headbutt,Thunder,45,1.7337627927603105,1.7124412972281695,2.0238601637760136,2.0366292282314613,2.5770462671385297,2.506110530877551,2.0839803894381523,2.1252888883839822,1.7983069878152407,1.7572667801042716,1.7458810898092512,1.7375685892993116,2.5214189965697904,2.5053644878066286,1.759404132946552,1.771726638062752,1.8120722643268357,1.8257798483933287,1.6826105874729615,1.7426024452654019,2.150304774805283,2.1580171754490767,1.8624906262816654,1.876370854179946,1.712320979087497,1.8107552962407696,1.7007274704674322,1.7990535971312565,1.4425491940043946,1.4766944079515456,1.7591608428333059,1.8146748655672122,1.7848952665782392,1.8451471857977884,1.6855636230467492,1.7035978757851231,1.788754077349549,1.8695544823239538,1.721844950958935,1.8234576988471016,2.0801672711232264,2.1802513968100334
Shadow Mamoswine,Powder Snow,Avalanche,50,0.9697313397689784,0.9716647999577835,0.9563133729771064,0.9882979797197993,0.9653563468332256,0.9902425908463093,0.9837899253162896,1.012701466599183,1.003869293823089,1.0065916463137248,1.0369318905572846,0.9950262645932214,1.0526128758426236,1.0018671155958143,0.9877971740087561,0.9864918155199791,0.994190924594258,1.0325622389304507,0.9673356116796359,0.9856644260493306,0.9659600596612853,0.9936985811420113,0.9947984575237278,1.069846728116174,0.9635066445868677,1.0411776133183896,0.9609629098263307,1.011862417027595,0.9952188236585234,1.0531175730738593,0.9510224079778491,1.0288193515653734,1.0035690999921538,1.0496383277981918,0.9665714827593341,0.9849336632813568,0.9554075039669733,1.0248345793339981,0.9610313255319066,1.0166769287117994,0.981349108879441,1.0319982535080898
Calyrex (Ice Rider),Confusion,Glaciate,50,1.0661192823882535,1.077157290678969,1.222000321894487,1.2714181763511034,1.3656213822468817,1.4362374813474557,1.2617425788176244,1.2905877495520974,1.0987012813273236,1.1244912389673238,1.0872935494074683,1.11308769389706,1.3770481870514044,1.4394490903255532,1.1631968911742243,1.1591833603544215,1.1483453016437628,1.1678145104375208,1.1131524660492846,1.139553186886729,1.2494383924936363,1.296350692687307,1.1912352846813483,1.2489151416936914,1.108013027580743,1.156242414808984,1.0941537263484822,1.172125496912086,0.9769015138972957,1.0305019458111926,1.1148716239965535,1.1716773973880534,1.1567685302233772,1.2181267856637716,1.0609404743057933,1.1221216020330713,1.1252195378395822,1.2020580108480001,1.1019098025391825,1.1810337151100656,1.3129782345129326,1.3613829611905028
Calyrex (Ice Rider),Confusion,Avalanche,50,1.1107294996957964,1.143985439228748,1.2417533092258821,1.309015102534421,1.3659065528764012,1.4478689963787603,1.2790987280901485,1.3207100516224535,1.1412465096181599,1.1810909526914675,1.1326433973636112,1.1689454882795491,1.3454121540898414,1.415625764954089,1.1508870618387965,1.1914228094748662,1.184339372062674,1.209538337968585,1.1453894790881847,1.196993149638848,1.270688349688186,1.3555037155130756,1.2088790942722,1.2865888194288433,1.2029222207779193,1.2655803782966695,1.167426111678236,1.253640491277366,1.0498062645179465,1.1137414729233548,1.185333805886956,1.2646634377050219,1.1854313885120795,1.2714183413745783,1.1244678841244287,1.2026876046775041,1.1780542089576755,1.2910406134844035,1.1937038641780968,1.2520641111420123,1.3410809280875968,1.415544320505959
Shadow Manectric,Thunder Fang,Wild Charge,35,1.4267649194029914,1.2205960203611077,1.3808665429274292,1.2890005494259658,1.2428230493000056,1.2320263380644518,1.330315217458694,1.2717728817034928,1.3306589914680491,1.2463784641338436,1.3131640002817364,1.2343126078539517,1.372188304497579,1.2665904949396463,1.4540436687232436,1.2731526222445302,1.2493797715302444,1.253140450751382,1.3251902470786,1.225607193348762,1.2405266782590165,1.2550932778321036,1.2793308195031685,1.2447244621405225,1.17964844435868,1.2259236297361824,1.2062485439631634,1.2284132900248843,1.2456371791722942,1.2386230884136242,1.2188964080573201,1.2130122169645194,1.233246324734465,1.2324165076886864,1.2234395820331865,1.2111176983174585,1.2286475943553636,1.2217850222167008,1.1971674433536714,1.2112289029383438,1.2855772430757189,1.2413083499187083
