Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Tapu Koko,Volt Switch,Thunderbolt,30,1.4251271817735196,1.4519925811298895,1.4432083801434075,1.4906376640119012,1.405328582647489,1.456630344729113,1.4338564442259425,1.4904817967759463,1.4426378660245065,1.4722231023759624,1.419893379613249,1.4558762776557745,1.4560115653032721,1.4651047236575474,1.673386417763237,1.5160997377853689,1.395199403917116,1.466523559466364,1.4027535926826,1.458791787060602,1.420934208349418,1.4685269949815254,1.4431342604149842,1.5039134201676971,1.3909992332583918,1.4682192101261875,1.4314517048694264,1.4934542137073783,1.4780613893376413,1.5407215939687666,1.4011397643433514,1.4745133285267016,1.4118526804712863,1.4837128995780795,1.425775663290622,1.4926738857593183,1.3990243902439023,1.4707142857142856,1.3954433822203105,1.4550096432684436,1.4488744323854303,1.503580131611435
Glaceon,Frost Breath,Avalanche,35,1.3434748028862542,1.3681542280038343,1.3510360522679843,1.3962377225927418,1.3480165167134597,1.393563661902145,1.410639894429063,1.4559732967630086,1.3556452306480598,1.4076774050452425,1.4188516861794755,1.3909275815515498,1.4513760379839238,1.4312798921989411,1.3917011474897159,1.4361242753013062,1.401607294919103,1.4377235310814647,1.367582617348208,1.4074800512830326,1.3567087630287322,1.4135002481663266,1.391400754783477,1.4662476688350783,1.347983729483164,1.4289464450480187,1.3562549891663815,1.416204812407344,1.3978782983306408,1.475670436187399,1.3624134559353673,1.4289918912779385,1.3585229138042143,1.4164488163126345,1.3848180146522286,1.4464916377221915,1.3757665505226482,1.4347735191637632,1.378446254388034,1.4277726131176203,1.3872983156742134,1.4489710476313162
Deoxys (Attack),Poison Jab,Zap Cannon,40,2.2185750200434313,1.8811156469987662,2.1201909272923127,1.559759201913127,2.2012538622843474,1.8732871879249344,1.9895257070406498,1.5358307242476776,2.031896017128295,1.837611634928323,2.259531890248603,1.6974226488267605,2.532999760760169,2.388102214706502,3.387978421419808,2.5829825110057976,2.4690107862617086,2.1857969060459834,2.4965077785644576,1.6935456093687211,2.0543208514862403,1.4928472949870402,2.6372927649451534,1.8874139120985625,1.4237352012371831,1.3861518668208812,2.067521952332079,1.4811723115520585,2.533764135702746,1.817393645665051,2.1242975239261623,1.4435401831129195,1.8988850114903395,1.5042131245212358,1.5123682904760516,1.189304165085666,1.2151567944250872,1.0814808362369337,1.959817402283859,1.4958998765106633,2.1573969705752902,1.5478299142271317
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam or Thunderbolt,45,1.0615177318356903,1.1102060672787182,1.1729098298265122,1.2562025355483573,1.1876924916030078,1.2730388063071665,1.1866690816880998,1.2560276347452584,1.0897424871334098,1.141054947243585,1.064065134501005,1.1239437287880973,1.2085128484057834,1.295978521579637,1.0920938680266545,1.1605252712357765,1.084586999716151,1.1612794493329548,1.0800436288486193,1.1321016475630992,1.1538190040258092,1.2438096288534715,1.1234819894565267,1.1995183482870526,1.0865638279899674,1.1741023275156273,1.0880602121108451,1.165856996236743,0.9508346795907376,1.01437802907916,1.0963762605062766,1.1649794072040218,1.103717033668519,1.1772308889510352,1.0917442573188174,1.1526152184699805,1.1100783972125436,1.1867508710801393,1.0880243093616018,1.1708037907063868,1.214657606303608,1.3077517632282374
Shadow Omastar,Rock Throw,Rock Slide,50,1.1534854767136133,1.1817447146951559,1.1714510898156052,1.2317238375846196,1.1561898658307586,1.2054793383352786,1.1694374725075685,1.209863637539783,1.2992811910139825,1.2215203624825164,1.2007602187753874,1.1941760046807022,1.2340051814848818,1.2320360536469759,1.1866625369866968,1.2385311169381028,1.1707138802157253,1.2222395685495315,1.1594940584396944,1.2030176620295068,1.1647162631666024,1.2111288810456073,1.1947899381782405,1.2434250135831657,1.1655512092424853,1.2102951305410077,1.179199452617174,1.2394229672710686,1.2136456650511578,1.2929025309639202,1.1657695384645774,1.2262442098193562,1.1766958890118306,1.2221222474861082,1.1547605148711364,1.213960479845889,1.1594773519163764,1.213397212543554,1.1787959095891551,1.2306059302632126,1.2048350563052184,1.2622889225253078
Mega Manectric,Thunder Fang,Wild Charge,45,0.9924803126295222,1.0124789363939106,0.9763190805891229,1.0270955657772272,0.9555005072231566,0.9991133971665237,1.0042901130747535,1.0340802649623515,0.9856736118340946,1.0314411033808466,0.963562472944632,1.0010199503070722,0.9894611787366909,1.0263920384255973,0.9911141716182732,1.0321363275517814,0.9851617939256315,1.0175347715015612,0.9836774526875752,1.0195564400390362,0.9816467214470854,1.03025423261457,0.9997063099311297,1.0602358331253028,0.9716955386034906,1.02693992124654,0.9804310639753678,1.0219865435055309,1.0067851373182553,1.0762950996230478,0.9818467342887337,1.0281681794388093,0.9913184100774534,1.0370609048794426,0.9878579142465194,1.035083622778086,0.9795470383275261,1.0435104529616726,0.966102870780203,1.0016095239416687,1.0079653902719181,1.0427146737088446
Shadow Magneton,Thunder Shock or Spark,Discharge,30,1.3625180630924014,1.3854835947914284,1.3930311923706162,1.4173711462382044,1.3647972186571786,1.4071997463054065,1.3884531787719614,1.4125093797707453,1.4121880672276517,1.411126601816939,1.4714779593877925,1.380249729693402,1.437179096573145,1.4224832276520347,1.531402607712478,1.4202109745242848,1.3396856372409878,1.3792151575361906,1.417363516332115,1.4026674831129564,1.356796999944852,1.389058622401147,1.4114451019838765,1.4392134979955653,1.32416275715084,1.392649677058831,1.5260348956551488,1.4429011289770783,1.4319332256327408,1.4750242326332794,1.3469466365099902,1.3907495382670445,1.355665527765281,1.4242427926996826,1.3970768512302618,1.4286141677125594,1.3331620209059234,1.3925174216027874,1.341496579761624,1.4059885390795188,1.3856021813575514,1.4409627172501154
Shadow Weavile,Ice Shard or Snarl,Avalanche,45,1.0437418886113303,1.0550110178862622,0.9676263775650796,0.9969187248646764,1.0357297621281125,1.0810677088954157,0.9782673946231272,1.0130411157399022,1.0592406335296327,1.1017354619977278,1.0949917672615717,1.0916453023974761,1.0975117012814666,1.0978490907864038,1.1898560225167794,1.1525806490413528,1.1602434005109281,1.142038035764973,1.0548996345127155,1.1004133259342888,0.9577234875641096,1.00401477968345,0.9601462576542974,1.0005433266274102,1.0454586804246968,1.1081885404618643,1.0595164785038202,1.1032386817196944,1.089983844911147,1.1374367259019924,1.0162470740451757,1.0973441713004572,1.0539377211434406,1.116678623104702,1.1037331076150725,1.1104608738799218,1.0577613240418118,1.107151567944251,1.0508110058137115,1.0926447530907022,0.9752772320805556,1.0298648460060331
Shadow Manectric,Thunder Fang,Wild Charge,30,1.4420068715764138,1.2989967882501483,1.3508394981317722,1.3296848774716201,1.2586887907833153,1.2843886508196096,1.3800967733588634,1.375563433125469,1.2991816079050884,1.3088162736905953,1.3034747493116323,1.2824214727212708,1.3497134233992911,1.3146106013916805,1.4212243498761097,1.3486582549496018,1.311740703945501,1.3112262276468918,1.2849365659503624,1.269522952984175,1.259791540285667,1.3198698505487232,1.2455248975755886,1.3147476468083232,1.2022508414664257,1.2491520357639474,1.2223172539628235,1.2868400045615236,1.2740549273021,1.3312977921378566,1.236110973935545,1.2796570830329188,1.2328344053597267,1.2871368991889887,1.3040702256209684,1.298962377046788,1.2352003484320557,1.2757229965156793,1.2188813808605403,1.2522790026501645,1.2885682694062457,1.3158137687460414
Raikou,Thunder Shock or Volt Switch,Wild Charge,50,1.1342341808917686,1.1760829454002526,1.1371543200479437,1.1941222605267265,1.1197926611201414,1.1863559461330668,1.1348875721272025,1.1984914741118327,1.1158694737032695,1.1697778844021167,1.0957369635130567,1.152537917047995,1.1270956489022572,1.1731973687708184,1.1263351295436503,1.185140970434699,1.116881918819188,1.1864674992903774,1.1147457854149523,1.176036663541208,1.1275354326366294,1.1832018970936966,1.1633063627953422,1.2506204202704885,1.121950902545842,1.2078259626505867,1.1287147907401072,1.210605542251112,1.1902854065697361,1.2659666128163705,1.1359420833786014,1.1892068069808097,1.1255304402806316,1.202983840570018,1.1232961676541842,1.1873704795540119,1.1374564459930314,1.2154006968641116,1.137794674695786,1.1876621664747264,1.153296190138804,1.2258220347170783
Shadow Luxray,Snarl or Spark,Wild Charge,30,1.2601869440048137,1.2079972091222018,1.2569251610491365,1.2038574712732275,1.1391584578423675,1.1759923227499962,1.1871231919683287,1.2292234843584235,1.2663735000294223,1.2264791486549491,1.21578076603012,1.199797591256891,1.2861144793262025,1.221376590075841,1.321246000625466,1.2487340325723495,1.1388944081748509,1.2049389724666477,1.1822652557454219,1.2225166956887807,1.1744223239397782,1.2126068493906137,1.214863654385527,1.242867002452312,1.149917477809978,1.2342850459395183,1.1695632341201962,1.2403466757897137,1.2226817447495961,1.2760473882606354,1.151280506474138,1.2096218234254166,1.16571623116861,1.233430200746568,1.1610139809112403,1.209450979247541,1.1766202090592335,1.2428397212543554,1.1530296513160634,1.2290380319407253,1.1918993483838416,1.2476463452599487
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,30,1.6756244669087348,1.4256184658813589,1.521282766248957,1.4353905357256413,1.5537947099364269,1.4569507835809126,1.4570522938391077,1.4478691748389265,1.7290547299713472,1.511737227334658,1.4781689124681017,1.4494581019831707,1.6295606370731766,1.529145341264372,1.7040943972671942,1.4869313671245399,1.5160764973034346,1.5042683792222538,1.3924204443253791,1.4043609713159455,1.4288203827276236,1.4269232890310484,1.5718145640905152,1.5008149899411152,1.3584581995867393,1.3980038726949018,1.3748888128634964,1.4284410993271752,1.3487883683360258,1.337759827679052,1.3986113443095733,1.3896236012207528,1.4662646061062947,1.452670744014688,1.5445623303464582,1.4512711246023176,1.3642334494773518,1.3955574912891986,1.3778079948939241,1.4219311512258745,1.4338239240818869,1.4484342962652839
Shadow Mamoswine,Powder Snow,Avalanche,40,1.0479778138017228,1.0850673635326369,1.0445310738600342,1.1035898107877389,1.0132127066457026,1.0710245243641447,1.0442130048904184,1.1093707144150904,1.0441605822895967,1.1069862077394181,1.091159047018523,1.0884589460118164,1.1052757494647776,1.1072653251514675,1.077464576968414,1.1182160985349658,1.057610701107011,1.1111126880499573,1.0071757974702922,1.0782353278861057,1.0257762091214913,1.105012959797055,1.0601330416011983,1.106506703475822,1.036491702296326,1.0966744207202173,1.0458205040483521,1.0927813889839206,1.085094238018309,1.1492514808831449,1.024197769854517,1.1145394028582998,1.0368906776260594,1.1046532835621268,1.0451387875426872,1.1065935028166136,1.0199216027874565,1.0927090592334494,1.0378931886611813,1.1015665108018482,1.0567238843622857,1.125331443968525
Tyrantrum,Rock Throw,Meteor Beam,45,1.1595457142262755,1.1880241897412838,1.1796157944737455,1.2270932533756247,1.1593311627613527,1.21687899199567,1.1936308122234585,1.2386317178564958,1.1725096301392806,1.2126144639939165,1.1690113004959408,1.180042972324953,1.2052759539432654,1.2155325948933542,1.1605974404002983,1.2064669585508432,1.1582032358785126,1.2092712177121772,1.1850398974339347,1.2294532999100631,1.2002867699773894,1.2207467049026637,1.201632916782919,1.2712521476086287,1.1642126603334675,1.2157662867613614,1.1809100239479986,1.2300376325692781,1.244695745826602,1.3165751211631662,1.1553200525437288,1.212634198856285,1.1757231618496407,1.2250282698831512,1.163254137357345,1.210633081346137,1.182116724738676,1.2439547038327525,1.1756878633569674,1.247894437429757,1.1832147112814402,1.237491009414619
Kyurem (White),Steel Wing,Blizzard,35,1.3868870350604023,1.4422901200685556,1.4374543541558675,1.5062463748287378,1.4208092658297624,1.480198373233228,1.4296944135379202,1.505510130152405,1.40084917232857,1.4645687825059637,1.384384877062385,1.4284799380123223,1.4578620956182304,1.4652008285468325,1.132634896196685,1.1860280497486106,1.4220373261424921,1.5217712177121772,1.121978989265007,1.1633785568036126,1.426636519053659,1.4835272707218883,1.4354983186243557,1.5438405850306172,1.4185239574263473,1.5225538993359238,1.4162276200250885,1.5126582278481013,1.4566720516962843,1.532331717824448,1.4167942399431106,1.5218619443154995,1.3950366596549248,1.4751893778193887,1.146485800180964,1.2070721811972798,1.1304181184668989,1.2033275261324041,1.3928070930055085,1.4648055389823924,1.4340386246282997,1.5075198866381114
Kyurem (White),Dragon Breath,Blizzard,35,1.37441930058426,1.4107727242903985,1.38210124079616,1.4402793381135814,1.2883850047899799,1.3505800275278559,1.3742140398996041,1.4478251869485341,1.3716418991404167,1.431194861511581,1.2839948844352815,1.3353857527173967,1.3627264343654726,1.372046563841251,1.3209452957732926,1.409851692366908,1.3311843599205222,1.4221615100766392,1.2967718479113644,1.364320021431715,1.344686483207412,1.3961727237633044,1.3384778043730452,1.4700950087372795,1.3554042287749029,1.4711952072151684,1.3302771125555937,1.429319192610332,1.4048034464189552,1.4857296715131931,1.3154203992138194,1.4011792709063793,1.3641768904344442,1.438602677431514,1.6415311870640088,1.7857111584600567,1.749581881533101,1.9060017421602788,1.3120256413814155,1.39619264336557,1.3759406567689714,1.4467059568666603
Rampardos,Smack Down,Rock Slide,45,1.0430649727233303,1.0843808460008353,1.0546902249003258,1.1052335429268452,1.0628923508091497,1.1037873215794813,1.0805922840065205,1.1294887054622609,1.0577491501486957,1.1036931753884873,1.1106922813876858,1.0767374240720131,1.1000226971121503,1.093287175722678,1.1324514662368592,1.1064555317664606,1.0319294635254044,1.0976866307124609,1.0380795652423505,1.098796379570983,1.0671924116252136,1.110649092814206,1.0727176610522915,1.1306039736266318,1.0541397549025977,1.117818295234506,1.0620253164556963,1.1178925761204241,1.104534194938072,1.1678190630048464,1.0368793765864355,1.0969787355924503,1.0494996534659484,1.1003368067799082,1.062490878841832,1.1177286127083272,1.0508449477351915,1.113336236933798,1.0547238140167337,1.1149283345589767,1.0730733309716274,1.1235064893240152
Frosmoth,Powder Snow,Ice Beam,35,1.5969597995176774,1.6606587047702566,1.9278472889981713,1.7173320281110955,1.6307166374176283,1.6772068358074645,1.5678552022149195,1.6945144513157553,1.7212532986904823,1.7105277452120895,1.6975254345166206,1.7179955999818148,1.6812241718110046,1.7035184613402745,1.9071513627943901,1.7755990040655296,1.7183437411297189,1.8145437127448196,1.7593715914962014,1.6917947147859698,1.6272321182374676,1.6934428941708486,1.5741347156345908,1.6710671228652403,1.5311440044704934,1.6664154180041326,1.5612156460257727,1.7001710571330826,1.6215293484114162,1.7420355411954764,1.5702476073837766,1.650840995960454,1.6929343530756416,1.7474435514268691,1.5939698199118533,1.711691135693646,1.5907578397212543,1.6867421602787456,1.609218687127971,1.6993242774486272,1.5708565478299141,1.6761564308181165
Terrakion,Smack Down,Rock Slide,50,1.1293597463885816,1.183823470578163,1.151394859916638,1.201464135614646,1.1132693230438704,1.1731996898550388,1.149232799441095,1.1990154475120967,1.1464098025991192,1.1948796176008618,1.1234159638036239,1.1699442782962086,1.1454169214127827,1.2047197724563385,1.1515191609131805,1.2144296230363973,1.134253477150156,1.1843066988362192,1.1424826345701218,1.1980711456399853,1.1665140903325428,1.2144267357855842,1.1803550712932642,1.2575074523854977,1.151606908471845,1.2164030721646804,1.157748888128635,1.2239365948226708,1.2088529886914376,1.2801077005923531,1.145463165068297,1.205710673685666,1.1573386184842478,1.2166141799302068,1.157438486909314,1.2238842999328683,1.1553397212543555,1.2278919860627178,1.151822508359812,1.2046731695133965,1.1745730142883213,1.2360632507809732
Mega Latias,Zen Headbutt,Thunder,35,1.7778899747636796,1.8110300483442765,2.2101491306333476,2.3199188347037527,2.581792431998061,2.664630025950566,2.1365604057236007,2.2656985018242035,1.8501953186885811,1.8959673367402827,1.739849418964355,1.8161855835163379,2.591554220538228,2.6803060634005997,1.8285140369024995,1.8823462195385985,1.8041441952881068,1.857468776610843,1.7579459997321034,1.8255420119022558,2.1962058126068493,2.2798102906303424,1.8634194334718572,1.9476497452238652,1.7838568402448374,1.9016751354793433,1.7993955981297753,1.87374843197628,1.4539256865912762,1.524728056004308,1.7845509585279855,1.8791691769795258,1.8074243400654157,1.8688155830891382,1.8442252123405622,1.919923528209918,1.808205574912892,1.915383275261324,1.7870017066503865,1.8705026987276436,2.267506145803141,2.390390003542559
Shadow Zapdos,Thunder Shock or Charge Beam,Thunderbolt,45,1.0208627717065162,1.0531386973449854,1.0085481779238874,1.0452459913554721,0.9875194878291348,1.0366794565489899,1.013933811162574,1.0619685874712137,1.012690056626577,1.0578238374803663,0.9953924337872375,1.0374910803764328,1.011966081108437,1.057037229398281,1.0307771416199571,1.0830817436070148,1.004750922509225,1.0430882770366166,1.0151935551770985,1.0605541629193056,1.000033088843545,1.0615121601500028,1.0511167564868795,1.1187095258373838,1.025757319783233,1.0777398016868316,1.025350667122819,1.0711255559356825,1.045557350565428,1.1307592891760905,1.0128100030617586,1.0541239913480627,1.0263973833639337,1.0726505599260727,1.0192930737573334,1.0644318613000205,1.0301306620209059,1.0954355400696865,1.0130981948356483,1.0707358021950577,1.0577329769304262,1.1113973785063282
Thundurus (Therian),Volt Switch,Thunderbolt,45,1.0727660575490523,1.1049939749685147,1.0826240362584572,1.1203585764084936,1.05791309631927,1.1090206027238962,1.0882668771185344,1.1252788055993996,1.0581950108862443,1.1059677441257283,1.0388925237247162,1.0860395290043428,1.0651979658480029,1.1100319190919519,1.0964751377228223,1.1390940364213717,1.0699794209480555,1.1112510644337212,1.0689929007443693,1.1095409403165004,1.0643688303093806,1.1072299123145646,1.096095390534369,1.1745106389227449,1.057466633744428,1.104614744830992,1.0535979016991674,1.1282358307674765,1.0980290791599352,1.1545718901453956,1.045333781074381,1.112327035328744,1.058242038836132,1.1239375995525454,1.0627535681970754,1.1185385715536618,1.0723693379790942,1.1325,1.0473838298344689,1.0933246382039934,1.0963898103120673,1.1467263534185694
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.0509527231061957,1.0843280369599275,1.2397074041172311,1.1446118152159879,1.0417699514692869,1.1019626464596488,1.1319145082412605,1.1481421585116567,1.0881808429257518,1.1002734008989639,1.1020068905945164,1.0917520413831001,1.15822954346088,1.117928878292359,1.4269678125526233,1.1799417835406192,1.1338418961112688,1.1501454726085723,1.2114563998545704,1.1323121376222276,1.0480119119836762,1.1198698505487232,1.064303440579157,1.1002511050088841,1.0336456614121041,1.085966029448076,1.0542023035693922,1.1101721975139698,1.0785245018847602,1.1558535271943995,1.036227518296477,1.0898280476844215,1.0512140850893084,1.105759760709118,1.0677081813140306,1.1144304019147135,1.0580662020905924,1.123205574912892,1.0400715960649916,1.1102940156234824,1.0577437119577469,1.120650972056724
Kyurem (Black),Ice Shard,Glaciate,45,0.9017831852813202,0.9279892717633259,0.902921526724618,0.9281112881811228,0.8668169796064745,0.9177169478946504,0.8746332186198151,0.9260097808368049,0.8990770456407494,0.9280308345517176,0.8904442911444198,0.9225529593383763,0.903602706477265,0.9277250336878308,0.9198832062354158,0.9581268493348408,0.8991378086857792,0.9291548396253193,0.8867276449989475,0.9188560822059357,0.8883803011084762,0.9231015276016103,0.8799394998458128,0.963406217418758,0.8959180756085199,0.9350738801024054,0.8734747405633482,0.9428555137415897,0.9357565966612815,1.010910070005385,0.8796136258135883,0.9461624312338888,0.889656262539061,0.9682647763335481,0.9050159072998454,0.9379834213829136,0.8890592334494773,0.9613327526132405,0.8765245383025073,0.9085068890399746,0.9329060792459717,0.9937522140993849
Kyurem (Black),Ice Shard,Blizzard,45,1.0533019252896096,1.098380042663304,1.0521581451455946,1.0846801466833416,1.022621654693101,1.0865184899858709,1.028215644163842,1.0969324915258623,1.0519891726001602,1.0941897782465226,1.0496375816108494,1.0887732330250421,1.059840629466577,1.0890013066175372,1.0776870985590223,1.133314489162597,1.0542293499858075,1.0972218279875106,1.034434260127442,1.0914962016112055,1.0457177521645618,1.113924888325153,1.086506409785753,1.1523223542195922,1.0212998219599994,1.0851473053580942,1.0374044931006956,1.1329227962139354,1.0978029079159934,1.1795584275713515,1.0448201957550198,1.1195567363628283,1.050131926121372,1.111024646474472,1.0560987711975716,1.1090452701322204,1.04301393728223,1.1347473867595819,1.0482579678372717,1.1330077284899613,1.0853971423357271,1.1457387309050702
Kyurem (Black),Dragon Tail,Avalanche,45,1.0265277415493532,1.0801833273856485,1.046953314538647,1.1097485070557154,1.0323825873859993,1.103588084987689,1.0439387274562062,1.1061376044712397,1.0362075130929156,1.104086981319114,1.0166967446586033,1.0813410369890117,1.037476817251441,1.109455289756241,1.0442396978517645,1.109240058697587,1.0384437978995174,1.0938901504399658,1.0396773761457356,1.1157791002506745,1.0437875696244416,1.1170021507748304,1.105713740289872,1.1526454132953494,1.059662893604855,1.1164277638435847,1.0480670543961683,1.1417493442809898,1.112170166935918,1.217716747442111,1.060622820966133,1.122509851949155,1.0634461291538488,1.1194144182483614,1.2563045445258458,1.3813592714748548,1.2878048780487805,1.4178135888501742,1.058844750315661,1.1576362198387702,1.0750593110259465,1.159962642104924
Kyurem (Black),Dragon Tail,Glaciate,45,0.990020691542392,1.0396963960229992,1.0250799223803861,1.0626641564262604,0.9844993931585475,1.049701228127558,0.9812275208942478,1.0616723160918051,1.0246083441592244,1.0598177629107237,0.9972623426835366,1.0418634254912464,1.0264083967046247,1.062008101437688,1.0295743222112632,1.0809557603021482,1.0024623900085154,1.0550596082883905,1.00908934346237,1.0684571078665874,1.0187062262173936,1.0568356035956543,1.0231427774269812,1.127534912406937,1.0086420876164732,1.0477978921103588,0.9934770213251226,1.0695974455468127,1.0701669359181474,1.1671190091545502,0.9857480073877273,1.068454997086391,1.0168038617268338,1.1029388519387668,1.3192551297393538,1.396405533989084,1.3280574912891987,1.40006968641115,1.0086165031704848,1.0371023018967407,1.0429830493918606,1.1134048286152889
Kyurem (Black),Ice Shard,Avalanche,45,0.9491816999070241,0.9954200159067232,0.9451883740155432,0.9941958719777393,0.9367755882045297,0.9933637611883799,0.9478497684166947,1.0037130954537221,0.9454940906477882,0.9973452048469815,0.9391923812084039,0.984501103957842,0.9501910851468871,0.9973029287453813,0.9567225576751907,1.0115290240323318,0.936705222821459,0.9932124609707635,0.9411488930136435,0.993838381905509,0.9467600507362267,1.0016323829482159,0.9864021498113041,1.0242294306818016,0.9488102509454314,0.9967510948810251,0.9503022009351123,1.0332078914357397,0.9981690899299945,1.0783091007000538,0.9667453505713637,1.0197335282323776,0.9505125056235788,1.0045839767518208,0.9464259653833805,1.0027582382300575,0.9605574912891987,1.0196864111498258,0.9646043484896838,1.0276532863426344,0.9748370959604092,1.0544587935976297
Kyurem (Black),Ice Shard,Ice Beam,45,1.0179278692512157,1.0787974901303103,1.010675587398182,1.0719041278295607,1.0072223264524762,1.072254810318463,1.0231324553005408,1.080752710430305,1.007652056617524,1.081526880649644,1.004876390324704,1.0640196715997208,1.0160740539291564,1.0795850722524736,1.0268739926387451,1.0998670884553392,1.0145188759579904,1.0766001986942946,1.001253372624811,1.0681605082378154,1.0157944079854409,1.0857993713119727,1.0647439756824624,1.1086946944889058,1.0261991708794136,1.0672393403423046,1.0213935454441785,1.107823012886304,1.0670543887991384,1.1584706515885836,1.025639759405031,1.0960997145650822,1.0219349975073866,1.0890045353403937,1.0178482823034938,1.0917734450249554,1.0306533101045297,1.1026655052264809,1.019619541840685,1.1091146230800184,1.044754328899767,1.1304842570824343
Kyurem (Black),Shadow Claw,Glaciate,45,1.0569521502081156,1.1015085782685996,0.9073382137853822,0.9381683081506376,1.1555489881271594,1.2434538327309195,0.8689626620436256,0.9333027143115894,1.0599286622819923,1.1038606560716275,1.048058239953193,1.0812105782288048,1.2120666845244545,1.2419328124584652,1.0626608770959127,1.1122320719767134,1.3150227079193868,1.3690249787113256,1.0403853881628045,1.1264375514265486,0.8928693542160702,0.9553190315998455,0.9484720774167021,1.0005580111308536,1.384371466815683,1.4460746728352545,1.2665640323868173,1.3586954042650246,1.1635864297253633,1.2414108777598276,1.376092603383737,1.464755207458839,1.3374390525637438,1.4187468842333086,1.0595064358892035,1.105280056040396,1.0642421602787457,1.1675522648083623,1.2990661986097043,1.4206546322376545,0.9001320408360439,0.9584017691325024
Kyurem (Black),Shadow Claw,Blizzard,45,1.2544563629293335,1.3184945262628962,1.055734659624119,1.0947371666528565,1.3894212010977938,1.503925791010777,1.020142572515331,1.0913796672445466,1.2555642062094596,1.3225519529605607,1.2263854819166369,1.2837833831119159,1.4465564800255188,1.5063255420213515,1.2483521374100892,1.3393724891144843,1.58767740562021,1.6964093102469486,1.2425897931456782,1.335635967010467,1.0478685269949815,1.0955385209286934,1.0540830261824696,1.1262426761039075,1.6883780166084028,1.8572041222108149,1.613114380202988,1.7797240278252937,1.3586645126548196,1.4613785675821216,1.6257543284378118,1.732560321583423,1.6085502717556508,1.6966428753814913,1.2486938501503166,1.3239543504276,1.2459233449477352,1.3678222996515679,1.532405544532475,1.701516560058831,1.044453748134789,1.1406503279550846
Kyurem (Black),Dragon Tail,Ice Beam,45,1.1000507286847507,1.1638952588683182,1.1167300328939127,1.1829822658067102,1.0982734489016253,1.1782121504435505,1.113430537946024,1.188253939503713,1.09677893907777,1.187922379493122,1.0770576410288848,1.1552973174911594,1.096241889871976,1.1862042453823645,1.1046994154297674,1.1961287257331183,1.1022707919386885,1.1787751915980698,1.1030922903231979,1.1854895807420731,1.1082446368499421,1.191915292560525,1.1669040661390035,1.2381092233366129,1.1324773551313208,1.186812044341057,1.1189417265366632,1.2244611700307904,1.1847926763597199,1.299569197630587,1.1239419648589122,1.1946685893194007,1.1239011222839632,1.203786340478825,1.3272452642946793,1.4839029800647967,1.3729703832752613,1.5239198606271778,1.1173564956778732,1.2344077368150852,1.1447081682822882,1.230727942202613
Kyurem (Black),Dragon Tail,Blizzard,45,1.1568060451949373,1.2123467537642445,1.1989166398492315,1.2479164298060859,1.1503090657630182,1.227026775737632,1.1651253654876186,1.2490309726498823,1.1920709212795524,1.2548354389125524,1.1654612409000074,1.2165002658591402,1.1974771444170216,1.2460919049011447,1.2044432148957156,1.2797667733166542,1.1747126028952597,1.233597076355379,1.1801220842342945,1.246713484758606,1.1763525064798985,1.2325594220481995,1.2259798234922685,1.3149532298565325,1.1639917347853772,1.2549740737371506,1.1735659710343256,1.282951305736116,1.2516639741518578,1.350016155088853,1.1454927949905678,1.2674989382611186,1.2121882713422418,1.2647884926376711,1.6042074078398179,1.7167406088555501,1.5990853658536586,1.7412108013937282,1.2035076521763262,1.302174244841892,1.2115015082713385,1.2697497665131559
Kyurem (Black),Shadow Claw,Avalanche,45,1.0819468292971757,1.1435605775708801,0.9482947001682273,1.0070489708849368,1.1616838148494353,1.268637337933485,0.9511695603798483,1.0031205526949052,1.0668293190778604,1.1512373201280097,1.0470936357868146,1.1215005920060406,1.1675394490122666,1.2624460943586429,1.0682239168611225,1.148800789049532,1.2388837638376384,1.3510892705080897,1.076206969134503,1.1603742895960503,0.9475210941377599,1.0088678100700381,0.9934507114641918,1.0640097505102866,1.357470532430571,1.4377704713511545,1.272197513969666,1.4254647052115408,1.1797199784598815,1.2937425955842756,1.3305810427757312,1.4400932354887455,1.3050958744209233,1.3991950682732877,1.0718528355856514,1.1529873617232422,1.109451219512195,1.1957578397212543,1.3278295014638344,1.4062937936201803,0.9781112792932057,1.0591177954547895
