Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Kyurem,Dragon Breath,Blizzard,45,1.6660002228029307,1.6395104030485035,1.6677528725841992,1.5026531465948745,1.4403736651609915,1.555302770395647,1.6778957652882596,1.7219558930237564,1.6859864310985402,1.5890868661833752,1.6319099991827146,1.6020051656126486,1.5946537562761878,1.6924646429961612,1.6003342057632801,1.6260677874848577,1.6624659982658723,1.6289973362047647,1.622453798249809,1.6910900785677874,1.650989381519525,1.5714842866379566,1.6622414569938901,1.578282973035776,1.552518408598739,1.6464414381150583,1.5635699135958772,1.5916798190997008,1.690714163018503,1.6206216869118286,1.6167078243234563,1.7027259748611097,1.6324041121670902,1.6006945649746551,1.7714403232398013,1.596416655566151
Kyurem,Steel Wing,Blizzard,45,1.781228153698054,1.7624286318751066,1.7852258677200015,1.6213583623418812,1.5478903785862472,1.6695915029304143,1.4241706830619756,1.430448561947496,1.4320886173503269,1.410796462613041,1.4178921025562818,1.4260434381774922,1.7081328644841502,1.8083885646583304,1.715867303274037,1.7136809831313837,1.725365997952853,1.7152324638697338,1.7388336350504976,1.7974027996376016,1.7626000296057425,1.712570936181937,1.8189146509912115,1.7261300941994282,1.7120160301932354,1.7886832471343979,1.7291715164791652,1.697731341555687,1.7710696714980168,1.7157484520598045,1.700441486518326,1.7803108438655704,1.7135185224360279,1.9646511476671187,2.1440771091100626,1.9542258454274872
Kyurem,Ice Shard,Frenzy Plant,45,1.3899831598950727,1.3935505545345144,1.220921195202843,1.1862032588145857,1.1722598503141781,1.055442419186156,1.853409587922669,1.811565644951966,1.6506281455107505,1.7959601497687665,1.798078583008049,1.615406901002999,1.3312395888351685,1.4030399618350127,1.174848853805293,1.357061358066041,1.3645701147842202,1.2068534036166263,1.3608662362639579,1.3929134958847453,1.2056877734849243,1.3121506352590502,1.3678055749197646,1.1758305704665102,1.2831322739361561,1.3575776268479458,1.134885264057634,1.797288600401959,1.8363676957952182,1.629089172556288,1.7837357132887186,1.83725910042479,1.6129170268854367,1.285876818314299,1.373470701889118,1.1418857811538967
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,50,1.4750421751960392,1.4359757294672861,1.475423288101674,1.4941255040279382,1.230539314066431,1.4960591165445836,1.3044326019840164,1.304393531758818,1.351231668733127,1.2498672533859545,1.262425989983881,1.2497495330128827,1.3245856176188036,1.3543207562748771,1.3418097962917577,1.3869813659541301,1.3686266899135753,1.3897268592570797,1.4459723338274504,1.4403678804333244,1.446069987750577,1.3468038269018479,1.3663992402655558,1.3607712358597617,1.3511393688752946,1.3575015705547258,1.3602967939165231,1.4373157985935574,1.4178264675690884,1.4449268569362343,1.388752116365549,1.3985911678272904,1.425787486657516,1.3783016823018595,1.4539270356607594,1.4118725818776108
Aurorus,Rock Throw,Weather Ball Ice,30,2.3316888212376154,2.4052405647205046,2.330845067537763,2.6492625001229144,2.1364904995971563,2.6805208701418706,1.7835505947793597,1.773753624053955,1.8035292483103245,1.7813000511639059,1.774354122371857,1.7768487273289588,2.3641975195379312,2.4734198948103745,2.3941358028736457,2.3519393117955105,2.387379996181163,2.3923690561525532,2.362163035335336,2.4496288681882166,2.375835897882326,2.3696879146996843,2.4575375259875902,2.4592414736358097,2.345871960436135,2.37972118474001,2.389667709281992,2.4064449490334603,2.4253391598705645,2.429085676934648,2.4458545521758386,2.5323295834448576,2.4889846013324792,2.3027472753487466,2.5205628811446927,2.323627116912815
Kyurem (Black),Shadow Claw,Glaciate,30,1.4142857142857141,1.3395128508833938,1.4143245299532565,1.2116952524192484,1.1245798019314652,1.2730225420031174,1.332383458971972,1.3329719262997868,1.318015629520568,1.3160181720423147,1.3156571154781378,1.3189495515920737,1.0770838777829184,1.1231135395273675,1.0786335964603022,1.323382863439019,1.306543890017498,1.3485252090187154,1.128904360505639,1.1375141720138677,1.1494429598838434,1.2679965409462104,1.3012950957495923,1.2680008555179367,1.245712685882083,1.3066949927921978,1.2290220859591627,1.3298268238969715,1.3604314799898214,1.3301984874106878,1.2988125826460828,1.3316902790024543,1.3034999502978126,1.2604992822042178,1.3391754324122591,1.2664340724186702
Kyurem (Black),Dragon Tail,Blizzard,30,1.5736335711063565,1.5423647783535461,1.5770127821941493,1.349677955274678,1.27559269319278,1.4171080233011402,1.4789236251303979,1.500866250370586,1.4675913823063556,1.4952331428871393,1.4766026490711577,1.498141743011233,1.4073534442197475,1.459903303132491,1.4119833080603876,1.4908408953607393,1.4787071202526691,1.5098003249141545,1.4720960246692008,1.4836853033378505,1.505043388923212,1.4333196807956563,1.4581513662707741,1.43676656132948,1.379484931014546,1.4386301383542812,1.376609106532251,1.453426216636077,1.474527818570471,1.466082321513747,1.4218771126499528,1.4745444094591706,1.4316255670762141,1.3932167867646117,1.4794115321810901,1.3944513522455921
Kyurem (Black),Shadow Claw,Ice Beam,30,1.4709774204715929,1.5013280753173817,1.4714109370262003,1.2376026741119557,1.2525460870327707,1.2557667598169806,1.4006600632919768,1.4626553913155742,1.4136113512146817,1.4143695604563111,1.454058219588542,1.409616289199195,1.223703445464828,1.30412286714469,1.2287988382745547,1.4111727585462126,1.4542382829006884,1.4182920721572359,1.2686107645955091,1.3035476047396954,1.2715410577054949,1.4109612156983844,1.4590744997099994,1.4091269525748442,1.3512812633296578,1.4395637602707494,1.3536230087724288,1.4383260520411612,1.4973651282047429,1.4414477737212696,1.4229295050222752,1.510555079686351,1.4319816545830253,1.4222102742631213,1.5280562276798937,1.4203853562697641
Kyurem (Black),Dragon Tail,Avalanche,30,1.3381294245240085,1.3372542985729121,1.3395173968624752,1.135199650408919,1.1387004326857195,1.1618415814377527,1.2767401270345573,1.3058883925490128,1.2878366968297148,1.3127538145490858,1.314246960555993,1.3086733810194497,1.242708220020105,1.3205489362427147,1.2476085939373764,1.2958554664145816,1.3158224115641892,1.29998114058015,1.2792842164431195,1.3226480554486668,1.2830110128484795,1.2802445314344288,1.3246125668681574,1.278369233651934,1.2380655193121384,1.2941437411691803,1.2397865866595688,1.2902486063557919,1.3252645302279185,1.2942739086424924,1.2711778615600402,1.3225889099642123,1.2828313943100556,1.249490759272896,1.3495020383656122,1.2504650470989154
Kyurem (Black),Shadow Claw,Avalanche,30,1.3784142426024182,1.3963991349651235,1.3792649901162422,1.1622731124386567,1.1687042189000203,1.1910069336346187,1.3336441666276262,1.3540906793999243,1.3533954618458242,1.3307173210911731,1.3553641439676773,1.3288151234616419,1.1486321416822738,1.2153019843958675,1.1524803965384147,1.3257696364905514,1.3543942761269483,1.3355158716495186,1.192973157647578,1.217737479613219,1.1994200051144015,1.3241848387182271,1.3745092945120498,1.3261557350828308,1.2789014107468502,1.3549477177137288,1.2788995557153082,1.3613425968559703,1.3980849631512615,1.3677201518077062,1.3382111992196968,1.4277837040068668,1.3467405993126853,1.3374319219550328,1.425992843234841,1.3366466273772073
Kyurem (Black),Dragon Tail,Ice Beam,30,1.4239645033967456,1.4417553673775545,1.4264687883566984,1.2063954996282797,1.2178432723789216,1.2387140908426206,1.3552035996820024,1.4103423266971764,1.3645155453005402,1.3825955514217882,1.4136171281080046,1.3788284994834883,1.324981553152478,1.4159912870591598,1.3300398556755346,1.3724452137766106,1.4128568030074906,1.3806297324623047,1.3641663947803837,1.4151353637219333,1.368574798683764,1.357261855672645,1.4035581502568097,1.356871787570212,1.301615189876314,1.3811601790828902,1.299977305234944,1.373165315464818,1.4176245484352208,1.3716671408934735,1.3496720883575324,1.4108910576661056,1.3634887714129074,1.3284986067430584,1.4378654656725696,1.3254479281942604
Kyurem (Black),Shadow Claw,Blizzard,30,1.6700403493110343,1.634860116227197,1.6710826274160504,1.4230965477429716,1.333762007608333,1.4890783008422859,1.5806680346907838,1.6019012268944768,1.5667447296322534,1.5589782803422128,1.5597543990254032,1.559644858617832,1.254810924727688,1.3080319867680732,1.2516735845075315,1.5685393574963455,1.540406987845456,1.592510227909437,1.3086044081787644,1.3252192710495798,1.3288520720361379,1.5027554704146737,1.5485458660547373,1.5123168695439932,1.4592529877640419,1.5154725011901962,1.4439705577432134,1.5673034962606245,1.5967795739927253,1.5655250517671495,1.5401354944805334,1.5963859895758024,1.5522905882721774,1.5122908479508335,1.6316725238293224,1.5180399742267492
Kyurem (Black),Dragon Tail,Glaciate,30,1.3498742861938615,1.2978371630293004,1.3519362124201144,1.168815089935896,1.091696300687301,1.229746753052855,1.2693847324646212,1.2676485660959136,1.256911227799261,1.2686246255798617,1.257071846913155,1.2695691092920922,1.198642338234581,1.2514265343648714,1.2022925991116682,1.2707253285921325,1.2536563798052394,1.2915908116280452,1.2556394906086192,1.2810676903974767,1.288011906836844,1.2279491484576333,1.2554485336311623,1.2342112254061708,1.171435878044476,1.234098534359675,1.1708642191576313,1.2448825038874696,1.2675131583843613,1.2384298870387989,1.22199547651661,1.2563686591030705,1.2319152506313888,1.185662231631869,1.249958147028601,1.189599351551879
Empoleon,Metal Claw or Waterfall,Hydro Cannon,30,1.5046534340375937,1.5262431879003022,1.5038297126191884,1.5471864963588922,1.3726652918898783,1.660674999826341,1.3914999282967493,1.4197387605601364,1.5416422440506865,1.4039817155720722,1.4705978786575382,1.4002186647038541,1.4986138979794315,1.5426758479324458,1.5148138342837447,1.5264712069089645,1.5210728740503774,1.5293103556213592,1.5624990548863829,1.5734729918891897,1.5889260451174259,1.5504005155296845,1.5582578129189373,1.5630721045063238,1.491946836589205,1.4917008903239346,1.534368424444573,1.5865927499303696,1.5518228915105634,1.5979144294374945,1.5110078785546486,1.5358453547729267,1.5619016990153751,1.523876845557178,1.5452913877721992,1.5480849996753498
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,50,1.1250053327831533,1.1354118282379235,1.1237794171055702,1.0455262274050647,0.9617040255748537,1.1025404622898198,1.0633328350464033,1.0978542846894426,1.0635773592247038,1.065192173352105,1.1135949675145118,1.0655900575435677,1.0750579617642395,1.1350907663534744,1.0850859433055966,1.065441560840019,1.1079549658965346,1.071976154180844,1.1078922943831453,1.1387730727327545,1.116416421843935,1.058410826123376,1.12142899848312,1.0664121993899198,1.033301108859017,1.0968175434413991,1.0396434617009493,1.1000150913127789,1.1449079317158501,1.1057790143173896,1.0929157030745762,1.143892329462852,1.0916742916489808,1.0674699643033783,1.129370618852417,1.066584655235451
Kyurem (White),Dragon Breath,Blizzard,30,1.6249387416829815,1.6064101302398028,1.626801793813372,1.4593156974712833,1.3707967676176465,1.5348538753125747,1.5102656346166843,1.512171760935282,1.5008049181635241,1.5547734579893686,1.540554953043797,1.5602151978210848,1.5284399930275503,1.604066432242075,1.5215376610576892,1.5839990734625269,1.564300448556824,1.6030436442972555,1.5802309060314101,1.5981595471859815,1.607735541544005,1.5187075207299765,1.5681218484364918,1.5191322594980676,1.4762583710810353,1.552358102956322,1.461760944032972,1.5523661787706011,1.5796150380891203,1.5638351254345564,1.451575545792093,1.52112532662738,1.4707130474483385,1.4380347365635566,1.5519320592341308,1.4392077520660054
Kyurem (White),Steel Wing,Blizzard,30,1.6432471978534986,1.6319218151544959,1.6470560289424003,1.475769130598773,1.3914972199696687,1.551743395167015,1.3291511801353741,1.3305099656789976,1.3249253374254848,1.3052904851565992,1.2976042872692921,1.30699737721854,1.5514329563579699,1.6165977066931587,1.5450691543807824,1.655035386845046,1.6357153589237141,1.6676214280571824,1.6269150159463885,1.6378264581907063,1.637297869981259,1.595844358605013,1.6285939612021385,1.596976779591336,1.5264478416839409,1.6081971803304143,1.518339452438282,1.582505315788069,1.6062920061898815,1.5970729618928379,1.552770418897556,1.6066513501388773,1.5645240843216706,1.7496788061183446,1.904170266236274,1.7494934125805923
Kyogre,Waterfall,Surf,35,1.3148984723012496,1.3114087089968922,1.3154177629886366,1.2857556609857814,1.1539720834129081,1.288380435781809,1.2923338853828006,1.300209888468365,1.3029801194243569,1.2534296817090067,1.3010920289508183,1.2672109141509775,1.2862139467341545,1.354427177874792,1.2896170788319312,1.2805703526789767,1.3210837358241332,1.2831104113388154,1.3020716327642137,1.3261359609024084,1.3093486792893194,1.2775917786452125,1.3213482697642827,1.283869388051965,1.2505235246829802,1.303418373286668,1.2537919202153407,1.313910206125156,1.347718618244664,1.3183554716439307,1.2758957839046108,1.323741756817266,1.2962103525972597,1.272769055793923,1.335498150745936,1.2746633822886064
Feraligatr,Water Gun or Waterfall,Hydro Cannon,35,1.4804986989008222,1.4726305582712091,1.4791621810508606,1.4150732375812938,1.311422305790977,1.49453060279653,1.4464398173694955,1.4922304789240721,1.4487548846722051,1.4209462527186825,1.4772387125189534,1.4175634813335678,1.4266059242231028,1.5161460701989378,1.4361874068647174,1.42257120409179,1.4787394864603451,1.4311026421968955,1.468288365937486,1.5120896682524563,1.4739656141868915,1.4189038645618954,1.4896733807566405,1.4216120287794263,1.3866838446709744,1.472165553155643,1.4032560781229222,1.4671334511821403,1.5232648655068972,1.4801523865511033,1.471062580262173,1.5160981142351553,1.4671018689225017,1.4592538297116582,1.5254945013493504,1.4607260605820112
Glaceon,Ice Shard or Frost Breath,Avalanche,35,1.5376336630250544,1.5018520118954783,1.5383215046291554,1.536947073559459,1.3189119194121832,1.7158071785793187,1.585548236618582,1.5240682421831833,1.5922010823793462,1.5304394654456563,1.4880083661841934,1.5397403351751533,1.461995562271708,1.4820033473000762,1.4700417953795728,1.5045659046730668,1.4804420773220563,1.5322438170839736,1.558701639966777,1.5361142218820958,1.559659530206769,1.4808972336815194,1.4830839510875495,1.499358053363856,1.427596874500639,1.4525315128507235,1.4437486959707957,1.5323502868477048,1.5203907503596168,1.5647079783993134,1.4592174370686384,1.4752206606903562,1.4672028145817766,1.4005219343539226,1.4775188111910635,1.4042096940506383
Shadow Swampert,Water Gun or Mud Shot,Hydro Cannon,50,1.0916414431435397,1.1136715075515706,1.0911027696002886,1.0223654123504922,0.9520070048121998,1.0274280869622248,1.0160440941018445,1.0664553238680272,1.0259137515391166,1.0298541711315645,1.1109984686393282,1.0274973808106118,1.020783142399178,1.094256038311776,1.0278728917186433,1.0367107137155718,1.0903014063962388,1.0376474712726431,1.0689339137159577,1.126528584081904,1.0767841259185893,1.043276233058372,1.1036013884291815,1.0417975676910076,1.0187772939872695,1.0843194230134627,1.0247412203946435,1.0735758066898682,1.128174860767135,1.0308604002825064,1.0713093517498413,1.1336746809672564,1.011375847501054,1.044393623368144,1.1521793813115133,0.9841636062649564
Mega Glalie,Frost Breath,Avalanche,35,1.481290498554029,1.4405471860139705,1.4818695863508726,1.4511228782156997,1.2291221224162379,1.583901002358964,1.4732729261756918,1.424577388907346,1.478138733809996,1.4004526828473023,1.3883925862767634,1.4064116988017203,1.412333765398039,1.4298093192294135,1.4248065866058195,1.4085311876895725,1.383840419571226,1.4413815581480518,1.4309737981672581,1.426847080335314,1.4456548506983145,1.4182434885408057,1.419493235059717,1.4389945137138662,1.3243790548574101,1.3524704158410294,1.3442299019737953,1.4397824670894739,1.4163711237596652,1.4717209847429271,1.3678462872669228,1.3796874163461543,1.3813354897313452,1.3071483185144126,1.3803776674234618,1.303584943178486
Mega Glalie,Ice Shard,Avalanche,35,1.5258842054203057,1.477166496234081,1.527436132740591,1.4851121128095197,1.2719109899538572,1.6186447734410372,1.529160514074758,1.4850943961674343,1.5236188004850786,1.4324732467115293,1.431757499730239,1.4378878503968242,1.3957144336260803,1.413159974469301,1.4076837181505186,1.4285960453126907,1.3999676024903824,1.4574066028315735,1.4618458336296096,1.4464924980961706,1.4792713835356424,1.4226422714617586,1.4281354146827343,1.4493572520862497,1.3609288959144432,1.3895645540696633,1.3833112427417449,1.4634248973208128,1.4458881528872143,1.5025234253634037,1.3807086442867542,1.4008478961137734,1.392510309710598,1.3156000330294555,1.400053971996551,1.3231459049170118
Mega Glalie,Ice Fang,Avalanche,35,1.5009509089210593,1.4736156869249148,1.504161069533997,1.573939523954594,1.2758933260056808,1.7070319029827015,1.5236075353858223,1.5055978602748612,1.525248216627501,1.4299793530557754,1.4281115468464134,1.431942793731358,1.3812700605371147,1.414921566494496,1.389445388812364,1.4052933148443196,1.4110367516097022,1.4272317501854639,1.4587652979420256,1.4575092865034773,1.4500333674355965,1.4083485576078536,1.4262357703883548,1.4312542799010608,1.350495889350584,1.3802187505753498,1.3682601351541974,1.4565788726883324,1.4365537154887236,1.4801146112849943,1.3739634587214484,1.3915806272881828,1.3875452398727157,1.3088615778838928,1.386364678789387,1.312786343868069
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,40,1.5878072844568978,1.5398309195516566,1.4543796012427008,1.4396059125565823,1.3099771482977236,1.3316406630935942,1.940837129194953,1.8447163287077284,1.8248752703176792,1.7618292437180887,1.7903428251993296,1.6805646651524009,1.5158718904119644,1.537718986688126,1.3790825199900918,1.5188891566943898,1.5003864224697856,1.41231052152165,1.526676087471649,1.5352815838209306,1.4147106019890632,1.490916131505681,1.5069189550846922,1.3811259059830168,1.4376873185730845,1.4860941193227708,1.3314105519171775,1.9048969148695851,1.8483340731772682,1.8018482441642851,1.8067448874707415,1.8320227984077753,1.730367640195525,1.4442815692831197,1.5351049677254691,1.2998066668192176
Mega Abomasnow,Razor Leaf,Weather Ball Ice,35,1.4422363419555402,1.424266486292874,1.3185996486108038,1.3872276927520923,1.2506863584692434,1.267082281193665,1.6438026576336067,1.6790746668659813,1.5608194662345636,1.710083244308042,1.7252786683073067,1.5783152742219626,1.3807876246882385,1.4504568134070246,1.2513146081994435,1.3834573933621102,1.4061662633933183,1.2921637936701214,1.3997570753128443,1.4425691931046762,1.2881903292785224,1.3837867023666661,1.4190775877106205,1.291225270569875,1.349977871792494,1.4014627882141253,1.2480411060149443,1.6768972486450708,1.7256700035444852,1.6014653044517304,1.6432537380761962,1.710921034800728,1.5582632516117811,1.372340156209857,1.4645458265616242,1.2396029968924527
Mega Abomasnow,Powder Snow,Weather Ball Ice,35,1.502655101562668,1.4857852229702828,1.5017982594395258,1.4399987875453848,1.2934857808573081,1.4586935927817812,1.4899099578828336,1.5051348289332094,1.5033206115196547,1.4792213938959957,1.4853857092019418,1.4806176784418574,1.4219591535026732,1.4933426211954608,1.4226830038676126,1.4423897154340484,1.4666073077512998,1.4462639567532374,1.4375398565903827,1.4847447686671431,1.4457783205288808,1.4434400326921264,1.4875654659213553,1.451542675120762,1.4046629649615305,1.458125174962324,1.40795610970638,1.4891790776896272,1.513878256895114,1.5052127987863804,1.436781688430308,1.4797090671576056,1.437997778755129,1.407551509743909,1.4902726021847097,1.402431808893705
Mega Abomasnow,Razor Leaf,Blizzard,35,1.5937209038605353,1.5350823696440499,1.4069957122924774,1.5739752029575953,1.3337477991558102,1.3905415549423716,1.899178345117581,1.942106330377824,1.7568913797672379,1.950933330507096,1.9526754853333574,1.7350045405921541,1.4563410628791762,1.5209473619369782,1.299281313441756,1.4849547217413896,1.5031276117557573,1.3658482513170291,1.505384661711238,1.5387892451980254,1.3514845929125952,1.4739959221133514,1.497738393956148,1.3543673327749046,1.4094072081300717,1.4562284670450634,1.2926484311604056,1.8732963073079918,1.9420598833815517,1.786498894368704,1.8139531866537575,1.869570688104047,1.6763559538384984,1.4443740125512607,1.5309565126924607,1.2772866754977308
