Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fire), Tier 5","Arceus (Fire), Tier 5","Arceus (Flying), Tier 5","Arceus (Flying), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Articuno (Galarian), Tier 5","Articuno (Galarian), Tier 5","Articuno, Tier 5","Articuno, Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Moltres (Galarian), Tier 5","Moltres (Galarian), Tier 5","Moltres, Tier 5","Moltres, Tier 5","Victini, Tier 5","Victini, Tier 5","Volcanion, Tier 5","Volcanion, Tier 5","Yveltal, Tier 5","Yveltal, Tier 5","Entei, Tier 5","Entei, Tier 5","Ho-Oh, Tier 5","Ho-Oh, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Regice, Tier 5","Regice, Tier 5","Reshiram, Tier 5","Reshiram, Tier 5","Thundurus, Tier 5","Thundurus, Tier 5","Thundurus (Therian), Tier 5","Thundurus (Therian), Tier 5","Tornadus, Tier 5","Tornadus, Tier 5","Tornadus (Therian), Tier 5","Tornadus (Therian), Tier 5","Zapdos, Tier 5","Zapdos, Tier 5","Blacephalon, Ultra Beast Tier","Blacephalon, Ultra Beast Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Pinsir, Mega Tier","Mega Pinsir, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Charizard X, Mega Tier","Mega Charizard X, Mega Tier","Mega Charizard Y, Mega Tier","Mega Charizard Y, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Pidgeot, Mega Tier","Mega Pidgeot, Mega Tier","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Arcanine, Tier 3","Arcanine, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Braviary (Hisuian), Tier 3","Braviary (Hisuian), Tier 3","Butterfree, Tier 3","Butterfree, Tier 3","Charizard, Tier 3","Charizard, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Delibird, Tier 3","Delibird, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Farfetch'd, Tier 3","Farfetch'd, Tier 3","Fearow, Tier 3","Fearow, Tier 3","Flareon, Tier 3","Flareon, Tier 3","Galvantula, Tier 3","Galvantula, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Golbat, Tier 3","Golbat, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Magmar, Tier 3","Magmar, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Ninetales, Tier 3","Ninetales, Tier 3","Noctowl, Tier 3","Noctowl, Tier 3","Pinsir, Tier 3","Pinsir, Tier 3","Scyther, Tier 3","Scyther, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Swellow, Tier 3","Swellow, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Torracat, Tier 3","Torracat, Tier 3","Tranquill, Tier 3","Tranquill, Tier 3","Typhlosion, Tier 3","Typhlosion, Tier 3","Venomoth, Tier 3","Venomoth, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
(Boss weights),,,,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8333333333333333,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.5,0.0,2.5,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,4.375,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0,0.40540540540540543,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Aerodactyl,Rock Throw,Rock Slide,45,0.9716684057731885,0.9779220888449358,0.9700314099918216,0.9784966684158423,0.9724795338051192,0.9779263851503289,0.9708990150172494,0.9798698110270373,0.9953274684549582,1.0015744099189055,0.9602839932248467,0.9661152577196114,0.9494924734009877,0.955665965232371,0.9830233663241593,0.9684623822144283,1.0394627995668906,0.9522086741903627,0.9421968055386456,0.8616363016401932,0.9529619132119878,0.9592577393138821,0.9524971672584027,0.9653498231886773,0.9623545743254903,0.9654218692123555,0.9703291558038147,0.98012597887925,0.9226138601306109,0.9257908674880535,0.9539983200560694,0.9610177036129495,0.9526098125006887,0.9629774560943521,0.9795930580813015,0.9831752003628726,0.9461152630970724,0.963880830435676,0.9852103655027827,0.9784388294157563,0.9691610930958187,0.9626911862343351,0.9580324205345818,0.9651641626295312,0.969307130494398,0.9572091708518524,0.9595894739145303,0.9617621729892276,0.9762648777571219,0.976596919513528,0.9643786172569274,0.9285440195803906,0.9807697211673322,0.9484103312841103,0.983304306849674,0.9659184172421429,0.9602438152276532,0.9762308378899751,0.9804104664367526,0.9837352824588254,0.960466399249648,0.9795137774681985,0.9754460330033161,0.9744271092808238,0.9610943471563239,0.9564960290269874,0.9489229176385077,0.9591829314431704,0.9547827273495432,0.9790096136791487,0.9689150480437628,0.9830125273767567,0.9788798163814504,1.0084073606981434,0.9693781182413792,1.0232882235787466,0.969288104021773,0.9972223078330319,0.9708545746259535,1.0124583761210177,0.9641185753015925,1.0021515924013056,0.9693699787635941,0.9606573122687373,0.971689817737316,0.9823806627598438,0.9800112207914895,1.0439290126937801,0.9526959660578432,0.9770899158686782,0.966978645014331,1.0060804330917388,0.9614792713770581,1.0069094333922486,0.9568191744333673,1.0254829349149797,0.9585083257039996,1.0019418988136535,0.9629813191555112,0.9924327334167485,1.0164650643363229,0.9730084011276643,0.9562957668319401,0.9691254086593561,0.9820378938862739,1.040237954386631,0.9722795643496621,0.9710438594351988,0.9734386704261094,1.0007132568629802,0.980787793793586,0.9916171611804326,0.9607062474878338,1.0153437598038264,0.9734254308944187,1.0179717351926263,0.9592369696468765,0.9973028326326837,0.9592168792157261,1.0189279458770706,0.9596873364711934,1.0049559432277673,0.9655058159030456,0.9996301873398673,0.9849780950899473,1.0234137400984564,0.9607394471003566,1.014110419979319,0.9504807552596447,0.965248327682206,0.9583599927571164,1.0089360435361907,0.9809854124889612,1.0205116071670166,0.9763165131417948,1.0203003511160416,0.9583115665501767,0.9866662607898079,0.9813853337923761,1.0259138053594987,0.9782779755564298,0.9820876753009086,0.9614630370770672,1.0109632421141403
Mega Aerodactyl,Rock Throw,Ancient Power,45,1.1228899905695613,1.1082861448625791,1.119950585576877,1.108304293723669,1.1229585449558401,1.1095944426612385,1.1211178768259493,1.1100789454563853,1.1547627436356331,1.1328136442304717,1.118060180326896,1.094006926003971,1.136602074446041,1.0860386856239603,1.1511066844145117,1.0936879365420402,1.244490032582402,1.0961550384674714,1.1241628636051149,0.9857790265216874,1.1292129236219164,1.0896615311047846,1.0908369944345586,1.0836057873779987,1.1030330876933572,1.0834509434787511,1.10983008643968,1.0982416538824693,1.0814350868173312,1.0431304997916406,1.1010593277014193,1.0803382358448672,1.0959457240262231,1.0856458567582257,1.1219741931192873,1.1112347000612193,1.0884514104411578,1.0874310332023072,1.1299596716495695,1.1024183008544803,1.1359932041090297,1.0907633163996362,1.1252045430350486,1.09619439730341,1.1649096061372288,1.0977307718592053,1.1130966509207125,1.0906371427253168,1.1321333423148638,1.1051530353200114,1.1326494797331936,1.0512740736131423,1.155893349567113,1.0762377840390611,1.1834036563582635,1.1138099749943269,1.107782689910566,1.1011812230324436,1.1705865702658158,1.1199011248579722,1.0993280159116292,1.1072464741125736,1.1245444491834393,1.101983647680023,1.1146204503618429,1.079410758522476,1.11247359078532,1.0923435991386325,1.108018485150904,1.1158913073431334,1.1192842941119194,1.1116250189895684,1.1154035220148946,1.1342500912876314,1.0900638886191936,1.1337461369748476,1.107125483385903,1.1188501684682879,1.1083005647088557,1.1265903289105779,1.109487055941355,1.1214002472567,1.1291756527742474,1.0926639943747016,1.117773094368339,1.1105835215192617,1.0958766454371982,1.126148562787293,1.0862846219742481,1.0990837209217315,1.1067045773896156,1.1328983721351684,1.0851075733182538,1.1297423344354687,1.0937969341176834,1.146357810072035,1.0991489075595406,1.1180974804985877,1.093234339038009,1.1147493001413826,1.1779664001855956,1.1059276814550119,1.0945371442703244,1.0966860440567963,1.11164676344044,1.1502306137792857,1.1073895711765234,1.1049675098469862,1.0998005777083202,1.120439297957678,1.1220082926883002,1.1199316421366428,1.0827763744943983,1.1292064073118069,1.1025339849755191,1.142207161659386,1.0850006124036147,1.1189399661691333,1.0909881465646458,1.1386806928184388,1.0988892179379903,1.1259348772392888,1.0833769112663116,1.1286220845976407,1.0955153004149125,1.1322976611483182,1.1010236558691493,1.1309035194672203,1.0946761841662545,1.092509386418645,1.0868390029001547,1.133402213138288,1.0985743310242324,1.131531482221866,1.0990269711889438,1.137006653751052,1.0936683745631617,1.1060078047382376,1.1104545719552465,1.1560803605638383,1.124789996211519,1.111289714521306,1.0903457957254574,1.1357911212558744
Mega Aerodactyl,Bite,Rock Slide,45,1.1968088997848196,1.224315917036314,1.1955490954582835,1.222709249253982,1.1968768822761102,1.224968922509853,1.195034590018265,1.2257134950756357,1.113671074918847,1.1244631878748723,1.3397866895809714,1.3896014553477183,1.0453851915135257,1.063652257820552,1.247834770836627,1.2532857312412133,1.3245549989856746,1.1929884595105744,1.2198506295236262,1.0970158181857639,1.2166129233917018,1.243667599895263,1.384958186463575,1.4559489169951725,1.367792013223144,1.433029540248103,1.066882614843707,1.0847104931866676,1.1911436581848451,1.2158479656670917,1.3593688439952707,1.3953179320639235,1.2447340823261435,1.2872337032113346,1.3698828486257437,1.4081393096021906,1.027916920464926,1.0499141942636543,1.2376723960996008,1.249332715891911,1.2451590475117764,1.2516218303097428,1.2430850424257627,1.2847295693035103,1.2410637693392712,1.258980861019339,1.2591282257523642,1.286951224326809,1.2359138205727953,1.2489971546468552,1.2246971219339298,1.2068999789123618,1.0812772976256846,1.049016535454725,1.2321332091967536,1.2583311313084584,1.368282025314499,1.455454729758456,1.247623910400678,1.2745846501747455,1.2464944305543562,1.3079551078630807,1.266942006251491,1.2866360742644305,1.4121363795028976,1.422095635509827,1.3394176513902298,1.3871679863363675,1.2445385905976407,1.3033678516864093,1.269966505547916,1.3109086479266723,1.278614606634693,1.3435369431070934,1.2844575074557938,1.356533289984539,1.086034608112853,1.1452530516277777,1.481095274172852,1.5902273421127069,1.4193254019341304,1.5502649584623887,1.2572800494749479,1.285576385698579,1.2381598191711354,1.2828492027810265,1.4780016454955205,1.5500704385249378,1.2238185038855853,1.2867753446679127,1.067505916046359,1.1388612956807516,1.3260329022482098,1.4224670790314118,1.2955264112039044,1.3880587110455158,1.2593316026899215,1.3161595409240634,1.2515339079650645,1.3190641822937792,1.2832892746495772,1.2626940902817139,1.2448655194045337,1.3095746926761007,1.279149228483609,1.3629380834352436,1.0935823519819974,1.1082689499592508,1.1002214462361466,1.1706297555126666,1.264228128933215,1.3026768182142312,1.2506989624115743,1.3475419204619787,1.080592389958314,1.1468396430818335,1.2367206618432722,1.3162103100399005,1.255562175384061,1.3649930327536959,1.2516069442547602,1.3334177566694199,1.45718128751804,1.5954748233221947,1.2945554526483112,1.3589209831150149,1.2781151791743526,1.34133193721727,,,,,1.3116518361897282,1.3833606096863098,1.294156597892203,1.3957191778072828,1.2619297742574807,1.3310736049946899,1.281552767977156,1.3690578559901982,1.2586660807430488,1.2784649986043302,1.0700406850478545,1.1460748307236566
Mega Aerodactyl,Steel Wing,Rock Slide,45,1.220636807569304,1.2421892886394297,1.381628740129848,1.4198857706377177,1.2202667227228858,1.2413499049531094,1.018156605397364,1.0249538093189343,1.22707918487108,1.249360997691644,1.205130451709483,1.231975583082909,1.025107522843034,1.0361316381350232,1.0641152335932955,1.0453206159800814,1.1165635560202547,1.0122915363626848,1.0096117346043596,0.9289334329663732,1.0161182685677947,1.025032239661479,1.2339478271789939,1.2702056779706716,1.484881115701894,1.5624236399428433,1.3643187947788504,,1.4195874597178304,1.4868689818484855,1.2213605405781363,1.2501396386515509,1.3690702420572347,1.4313683371041006,1.5191156419629537,1.58001879258136,1.2271485486624927,1.2695509028002343,1.0558342238081726,1.0539810457777492,1.3615020356895098,1.3833568466231498,1.3664643850581286,1.42580199761191,1.3628869456402233,1.3978550184093763,1.2226923203156104,1.2492271703088798,1.232185753614843,1.2451712047134615,1.4140242554609763,1.3913197628179594,1.3923891032003382,1.373769841170632,1.040446555095577,1.0325104848854203,1.4056044615132175,1.4611500293560673,1.0449437293811201,1.0500047586472627,1.2376895673131392,1.2839485301376388,1.385105936447291,1.4142253475694333,1.5088592328354617,1.545587376820775,1.3729346400752884,1.4338526298017988,1.2135658003012981,1.2609367114046446,1.0339570972116587,1.0510720976688894,1.403931658550506,1.4955132973092395,1.2725059903473495,1.343682622168281,1.2153077078462733,1.2799405625626357,1.4055415341208037,1.5226177618443888,1.5672230100190079,1.6400062666131512,1.2461210583251212,1.2664732528028693,1.043638718388433,1.0602218582348257,1.242765857660353,1.3250513225870661,1.217655331665582,1.280840500572859,1.2031328968947652,1.3160895637077616,1.2703328913602656,1.3608943779046172,1.2469665029174142,1.3281448068810833,1.3858072651030215,1.4782864528226423,1.3913927571630547,1.4848825123738418,1.0763711768388298,1.035506141055727,1.0163813591014925,1.0334003775952132,1.2546871569647295,1.35614026880324,1.030269151752533,1.034106412005457,1.433838088235421,1.495263645148138,1.2568939928447735,1.2880801156941328,1.4587422067295934,1.5523888499159073,1.4617530419129907,1.5611942813309663,1.4467234769904005,1.5236513276610304,1.2442792279801589,1.31658401736859,1.249494595723428,1.3295552896662146,1.3947412504478953,1.5393951920683104,1.0469541586869053,1.0874123034252656,1.2435388174851512,1.3281718930487973,1.0179492389388711,1.0378934601949443,1.0360693607583478,1.0940134879415562,1.466836423437296,1.5530799900008974,1.2486382757080863,1.3216310095853372,1.4013984659759144,1.4538535865290783,1.2791328082390956,1.348418396828824,1.2571221640347738,1.2804638377794761,1.2424116978922162,1.3329141064156087
Mega Aerodactyl,Bite,Ancient Power,45,1.3093034725172212,1.3196183768157863,1.3108216708250762,1.3158716447985928,1.310280297711921,1.3150455691943814,,,1.26291805796557,1.2414489016309256,1.4225058689101893,1.4420774099976517,1.2217072163806502,1.17892343787898,,,,,,,,,1.4427974662483363,1.4930051060300324,1.4382107816110508,1.4848030560655638,1.1932908302522292,1.1879487953225325,1.300978508022524,1.2942245084610549,1.4256973104846693,1.4408951319076997,1.339639165763992,1.3704874882883953,1.437240681428317,1.4703755648511678,1.1600644150806287,1.1651903795001386,,,1.3559119273911722,1.328163513740852,1.3473019123229903,1.3714189676133939,1.3689233956248223,1.338362894072703,1.354714736776514,1.3648944104637737,1.3518316271459692,1.3370008570650467,1.3527493643714084,1.2818056793462955,1.2392447042293664,1.1588731190107728,,,1.439481234428196,1.4970990021513728,1.4052487879309616,1.3663058051492567,1.3489394566132709,1.3872930685429292,1.3760945186555114,1.3764503016828211,1.4709946427168497,1.4662799202821946,1.4247340771759296,1.4574254812647134,1.3560817044735693,1.388918862649003,1.3720021317680458,,1.3673808581344185,1.4345592418370448,1.380133071233431,1.440433614565033,1.208978823354084,1.246579558457045,1.5049508721601428,1.6405513868524346,1.4776851301410838,1.568097827321676,1.363234833602941,1.3661237553860128,,,1.5200696033492198,1.660689101830655,1.3251825957167949,1.3708834259791571,1.1937560525272128,1.2426174645215442,1.4025806579330724,1.4975008079887384,1.3780384524724285,1.474834116093915,1.357792264913698,1.4129675015574206,1.3371259724156634,1.4010362620800256,,,,,1.3711282957364181,1.441002444902041,1.2045629190976301,1.21114973236887,1.2064971067174324,1.2742198739592503,1.3714164733696526,1.3832336991338012,1.3347880003305115,1.4195190006178982,1.1994341098381796,1.2517759375063122,1.3442218423228456,1.3983416819358394,1.3502667889445907,1.4409335370860699,1.3550095217597837,1.4200602339681079,1.5021323158397193,1.590985265747783,,,1.3599258700854409,1.4351361042789663,,,,,1.3945855299056154,1.450652266921408,1.3821237233942272,1.4624322119439086,1.3669490129396162,1.402730063441767,1.3745194802925633,1.45783546876847,1.3545981852630842,1.3745814503252936,1.1875390644706987,1.2505275683711123
