Attacker,Fast Move,Charged Move,Level,"Dialga, Tier 5","Dialga, Tier 5","Arceus, Tier 5","Arceus, Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Arceus (Steel), Tier 5","Arceus (Steel), Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Melmetal, Tier 5","Melmetal, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Meltan, Tier 5","Meltan, Tier 5","Zamazenta (Crowned Shield), Tier 5","Zamazenta (Crowned Shield), Tier 5","Cobalion, Tier 5","Cobalion, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Regice, Tier 5","Regice, Tier 5","Regigigas, Tier 5","Regigigas, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Registeel, Tier 5","Registeel, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Stakataka, Ultra Beast Tier","Stakataka, Ultra Beast Tier","Mega Aggron, Mega Tier","Mega Aggron, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Lucario, Mega Tier","Mega Lucario, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Steelix, Mega Tier","Mega Steelix, Mega Tier","Mega Tyranitar, Mega Tier","Mega Tyranitar, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Houndoom, Mega Tier","Mega Houndoom, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Kangaskhan, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Chansey, Tier 3","Chansey, Tier 3","Absol, Tier 3","Absol, Tier 3","Aggron, Tier 3","Aggron, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cinccino, Tier 3","Cinccino, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Delcatty, Tier 3","Delcatty, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Excadrill, Tier 3","Excadrill, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Herdier, Tier 3","Herdier, Tier 3","Kangaskhan, Tier 3","Kangaskhan, Tier 3","Lairon, Tier 3","Lairon, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lickitung, Tier 3","Lickitung, Tier 3","Lopunny, Tier 3","Lopunny, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Miltank, Tier 3","Miltank, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Porygon, Tier 3","Porygon, Tier 3","Porygon2, Tier 3","Porygon2, Tier 3","Raticate, Tier 3","Raticate, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slaking, Tier 3","Slaking, Tier 3","Snorlax, Tier 3","Snorlax, Tier 3","Spinda, Tier 3","Spinda, Tier 3","Stantler, Tier 3","Stantler, Tier 3","Stunfisk (Galarian), Tier 3","Stunfisk (Galarian), Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Tauros, Tier 3","Tauros, Tier 3","Tyranitar, Tier 3","Tyranitar, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Ursaring, Tier 3","Ursaring, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Zangoose, Tier 3","Zangoose, Tier 3"
(Boss weights),,,,3.125,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.625,0.0,3.125,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.125,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,3.1818181818181817,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0,0.38461538461538464,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Chesnaught,Low Kick or Vine Whip,Superpower,35,1.5154150254766607,1.5135338471447253,1.587589864310087,1.5829894662787316,1.583616362895056,1.5723824958471393,1.6200236061596631,1.6054257306776274,1.507435604607422,1.482111632757665,1.5803054053932106,1.5776366809910278,1.6870014867515501,1.6722618215962186,1.8538653589159693,1.6754410338412875,1.7188504100318351,1.5276606009342613,1.6875334028682418,1.641484666283688,1.6645939262663867,1.6570510242392966,1.6112977280018121,1.5957106106329237,1.604942721386563,1.668749493307216,1.531321654596992,1.5264744720591181,1.6328640538964674,1.6561239299066688,1.5883601028916015,1.5704090063470064,1.6156612133431196,1.584228234829694,1.5868318040926965,1.4798615327884814,1.59335415809862,1.5802411693322425,1.6890229134160548,1.6695556128560296,1.601803422448753,1.580082401147479,1.6084500765730163,1.6051248620515108,1.6729198387266035,1.6813921111281724,1.6638139345310434,1.6429079352029157,1.6323942620951235,1.5872797035229436,1.4894136912896538,1.4986761981960632,1.5203409153384781,1.5318591339538703,1.7052724807398165,1.5860837043964724,1.6478521400028021,1.658039026357522,1.5110189745407918,1.4983167420149497,1.7590046198315847,1.6840669328454563,1.5795141622470485,1.5833794994225066,1.4386102970568508,1.4357105822843577,1.6976722738764372,1.7676853963016952,1.587964455006047,1.6382504155802418,1.6265421463963459,1.6797762081896686,1.5502695437455953,1.6211465932265623,1.5746098890563045,1.6214147197873716,1.6457821904702372,1.6191500850080052,1.5140577258053054,1.5993759398351843,1.6750844840510217,1.7140189060489857,1.6283512230933386,1.6954754424551917,1.6055887971923193,1.620788973556752,1.5548866594407385,1.6106763286364798,1.6274252891180159,1.6025435702944746,1.6706920134938037,1.7238836961988422,1.6727917308819018,1.739099007870576,1.6305946866033707,1.7234043926660925,1.6649436686121946,1.7455901802955451,1.5399495396072596,1.5714170107351662,1.701086719367887,1.7662057883023508,1.6668398862850284,1.7145145712961782,1.6683723297671809,1.7123397727410534,1.6942712050985314,1.7533968807359381,1.6495420063724244,1.742299291191719,1.5794012858418118,1.5989907471304392,1.6079754283173,1.6567405919605556,1.6731052350282292,1.714135939245923,1.6649128461306941,1.7451189544912402,1.5338583491829352,1.5856029751167056,1.5396221210971397,1.5328323132695458,1.6059542136272076,1.6598770790351922,1.6562188541270841,1.765862859796014,1.603919493396912,1.666051339866233,1.668675047758385,1.7523271845789934,1.5751724019819577,1.6395783769701877,1.6435496567383694,1.7102340384402124,1.6742057315721286,1.6956978292079739,1.6669270139197974,1.7629655616265796,1.5952695143547395,1.5933222171326482,1.5333241740296857,1.5607124536699715,1.664055747956004,1.7427544714383951
Bewear,Low Kick,Superpower,30,1.5890047058028338,1.4735562558226716,1.5586551306427243,1.5119669837681908,1.558434046515603,1.506719978777234,1.59113393344268,1.543046428738991,1.551319425952689,1.5055319379720213,1.5700638884705682,1.5195736759898386,1.5015439566960442,1.4812813991476188,1.521375284367116,1.4909195189791618,1.562857643823729,1.3664899724395922,1.5206826899564683,1.54100005320055,1.5674449805141122,1.5196310899305587,1.6437849161223295,1.4797575071056523,1.56529527280868,1.590935962382282,1.579374566619933,1.4683214880256812,1.4915988515926912,1.5240101773412111,1.677232533922892,1.5007875766699745,1.5669552536552291,1.514099552473543,1.61116097837641,1.4226633600511185,1.5517208689140276,1.5346624530018709,1.6166733532475366,1.6110525474637403,1.6708678583443481,1.5629360370594025,1.5080909866657193,1.534366389572184,1.489930675717351,1.4948944132253255,1.4554637931973744,1.4504616712699734,1.8203891740071698,1.5666512331317781,1.4733085895205573,1.5037256486746147,1.4720053542201048,1.4883958309200502,1.428787655769148,1.424396442121573,1.5198147233798562,1.5344104865426058,1.5286616785552236,1.5404800858253989,1.51271521751374,1.5015000234744738,1.5226623946186297,1.546579654388503,1.6431359257243372,1.3623115101483303,1.5467083969811588,1.626688977184825,1.5079110072236623,1.5534046023467665,1.5496146714435985,1.5851977851617314,1.5371425720574494,1.5973057062661378,1.4734259413946007,1.487005926010589,1.5067398865455826,1.5377139273330307,1.5159118345774847,1.5707292448862402,1.4906544842368712,1.536727460078511,1.5076542218490614,1.5561832782382052,1.5400420264479113,1.6167279927563227,1.5044035477351314,1.471831110712901,1.5109253544192862,1.4900802427204318,1.5041298913637042,1.553171453209823,1.5492072172353513,1.5914669839709719,1.5427859403427766,1.567245860534805,1.564587154861077,1.6678382133595369,1.5324940172957109,1.5637145936464334,1.5390176368340176,1.615856183204831,1.5927611683557665,1.618549773137306,1.5650964432667465,1.6162802490442554,1.491464659420803,1.5771071904983576,1.57229265255362,1.6699384143791118,1.5406827117270545,1.5704037565447513,1.5284463053480815,1.5555863425806384,1.5564200795865886,1.5425747990504,1.5342846913047306,1.59046547299333,1.5286109637999838,1.583036232083547,1.4128165931213423,1.3817452152835108,1.5515964981213202,1.563435465621515,1.5213018936501799,1.6318060396631422,1.4990316101033017,1.532944361337208,1.5774382121930808,1.6401258797101117,1.5667236056628966,1.625868078169727,1.504010364810547,1.5437657821874817,1.5262131850117528,1.5570473005826406,1.5849167552558956,1.6618211531727014,1.4916323477158993,1.4629359969405475,1.5199318632152679,1.5493356040349633,1.5744258196775498,1.6074106394805896
Virizion,Quick Attack or Zen Headbutt,Sacred Sword,45,1.421305903751886,1.4499466594933892,1.3844893438226387,1.4036038658666083,1.37365888854665,1.4021527220155932,1.4057191853585929,1.4339932430701332,1.4353313468186943,1.4666936356107423,1.4378813496513676,1.4705239706962998,1.3915896499734062,1.420759082687588,1.4034272827804204,1.4257099636234634,1.2804703869231988,1.3050938779295547,1.3774409412885564,1.3925115833215789,1.5302846582945762,1.6097186052948973,1.3015663408137506,1.3605564046933007,1.536578330450051,1.6387439790099443,1.3211269436692181,1.3760720809300842,1.495554778171083,1.5379026136679292,1.3811281678622747,1.3891013602053783,1.3707595362582004,1.3916474134506456,1.2468559914299302,1.2756989997748838,1.518807527693369,1.5874684504507677,1.510649457851474,1.5555835284387014,1.375867752774036,1.4133805162247497,1.5989524795206538,1.6665285096234963,1.4910447182985216,1.524395282563119,1.3795903945751564,1.4038886094505856,1.3915529927462387,1.4419711534595052,1.3448031541322911,1.3813502895706473,1.4970943833155503,1.5608947480469604,1.4453562319359117,1.5028653194917159,1.3867303464811718,1.439779354117441,1.3930534332915105,1.432119714674637,1.4136450363707342,1.4508695799575952,1.3895379981185663,1.4417969454695256,1.2263997342779702,1.2483394797341079,1.5216610829388677,1.627914727291651,1.409369254999824,1.4885602953320127,1.6724127195966376,1.7556189273042084,1.6092291076483063,1.7088215679167813,1.3733107902933777,1.4542978759669518,1.4247588121954047,1.487127458809636,1.4338651784222483,1.520798228548712,1.4078451430317822,1.4709331499619007,1.4244026599419235,1.5326563646165043,1.439047661008522,1.5251520315114744,1.412638687471208,1.52892584754666,1.3729337875200922,1.3862960254236183,1.434167345654132,1.5110313594543505,1.4732833426668699,1.570100179001203,1.4412775391013193,1.5286307106103152,1.7366646652287725,1.8511403737579675,1.4104231625353338,1.48172618328816,1.4777013672472306,1.553760554060872,1.463204189685059,1.5497046254352898,1.4578664251909537,1.5443620670493798,1.4683556530731672,1.575070400819667,1.6761885919014183,,1.4434935517977094,1.51513503396623,1.4569464790766167,1.5199406765936774,1.459237116922293,1.5476783429880712,1.4401936826632589,1.5443809666789816,1.4019605808532376,1.5266258484591528,1.3128725631792078,1.3598246819138038,1.3947568219914723,1.4841650216883302,1.5043258061704992,1.6132559055090216,1.4289930265245157,1.528769849014169,1.6102729113858472,1.7091316778085146,1.5759692624931638,1.6661241735598094,1.4343678398787054,1.5309544485240871,1.6042870853638656,1.7083337270315124,1.5410214842664907,1.6347169066950984,1.3473579045604962,1.39621228661247,1.391580640312116,1.4619158152781309,1.468743889841298,1.5625602519069943
Hariyama,Counter,Dynamic Punch,35,1.3206352941268402,1.2905669155239141,1.3439156624464357,1.310993257155476,1.324114634984448,1.3057106510866876,1.3529996419075638,1.3399541374102022,1.3189556706131715,1.3099906601508513,1.319922819729047,1.3175222722425008,1.2644458034372965,1.2942422123127015,1.3075250070705666,1.3014814706576125,1.2076764745366653,1.1978779717850234,1.2907464964509376,1.3282345202262145,1.356402466499231,1.3610413846654164,1.2314834379994326,1.2506107693875663,1.314404576919585,1.3550220217800473,1.270197942950817,1.2377424177037613,1.3104333109289745,1.3636850655616746,1.2928543667986903,1.3019902878020986,1.3416985607967642,1.3359604747728042,1.329316443015895,1.250238996119622,1.3436420295616631,1.3404566919341414,1.340979623914838,1.3589332171213817,1.3311358943283407,1.3630180159256338,1.3026938605152067,1.3556764541809188,1.2727981601944287,1.307885651953722,1.2871816869874118,1.3018674547843938,1.277797309050217,1.2938990240874204,1.2592984612930207,1.3360727486864625,1.2885585744565953,1.3158464624975372,1.2423029339589386,1.2781356439263274,1.3047464588810536,1.338727374744757,1.321892347174026,1.3656346431871496,1.3267319682735366,1.3438826669538118,1.3062358261754294,1.3373729669352883,1.2235925120152618,1.1916814772784317,1.3558233313432435,1.438273486119267,1.2949118137224658,1.351061552724108,1.3285590457466443,1.3806024604653702,1.3343050369915217,1.4042187175247014,1.2831183069542464,1.2991796653867898,1.3048906383125607,1.3503678717306742,1.2987553365354145,1.3531018642105,1.2889593309833707,1.3485387847099615,1.314023641180533,1.3690255795544575,1.3157343026730757,1.399108143974995,1.2820605630039352,1.2936554025177627,1.2781328112522798,1.2959722646947238,1.3115296402869634,1.3869525361009865,1.3230182695084034,1.3761565480994842,1.326573948082349,1.3954731314860962,1.3240733275283187,1.4105215295991451,1.3076389896295761,1.3528952477161955,1.326195878926669,1.3954814102904443,1.328229616429294,1.3904604218710517,1.3154792726424596,1.3728655538782717,1.3128693879787643,1.4070893520025545,1.3605402163906415,1.4500073515119887,1.313194835740198,1.36993691872796,1.3224361904866957,1.3665311099423363,1.3185863156618318,1.3529005163607706,1.3176489686615764,1.3801231329846855,1.290191650348157,1.3659265278315174,1.242696706267222,1.2498733382593816,1.3004459417626724,1.328647658017348,1.3372762120100352,1.4134192851773453,1.291345256676734,1.342284208670972,1.337973505141667,1.4095712635994013,1.3534243511943274,1.4246102275128152,1.2721223319126964,1.33227189569258,1.3029372273504352,1.3497279029701785,1.3429693444854844,1.4194784773431097,1.2877647589325594,1.2950511145453845,1.3077234283274604,1.3505427847297025,1.3288324631184598,1.383556022956315
Sneasler,Rock Smash,Close Combat,35,1.5903247881079876,1.3675412907875155,1.7096916104287283,1.4737900258843462,1.6443869611740891,1.4585231572069273,1.692378346752433,1.494151498174748,1.6527068003081573,1.4611802795375508,1.6362690090994754,1.4557235802292812,1.4676029646530424,1.4358660446654286,1.5701961879926227,1.4438468352435758,1.422252418224709,1.2873531916902063,1.5210065910112545,1.4352402273274143,1.4508794059898389,1.4358024753957388,1.4993412936840538,1.3551564151483597,1.4149574758576413,1.4328339672256045,1.3152830668547375,1.3131231779931607,1.5018677807074456,1.4786854432888576,1.4299172746631328,1.387156010508473,1.4692538583239758,1.4108385116876923,1.4954598333219011,1.3702591506994486,1.436203105880332,1.3998664353952615,1.448168549618824,1.418593610209956,1.6534321471453084,1.5002093107384715,1.4459235868302485,1.446557524217175,1.448596402774776,1.4520934904804792,1.5164339625719752,1.4433722042116401,1.373620986850092,1.3711292177495609,1.4639469587750404,1.4458128096153642,1.594308326553304,1.4473969169616892,1.4181396847969916,1.3479796024095263,1.4384383488164092,1.4542931119338645,1.518418549455233,1.4787930068465596,1.5813179203582306,1.476807633255768,1.5644624331873298,1.4575986214800014,1.4473214504824563,1.2605847421223046,1.4563019976707001,1.4770551747131433,1.4203182894729631,1.4127128130596942,1.446593455200799,1.4500034536443955,1.4918324439250807,1.479070990041336,1.4123602152646593,1.4008749731436887,1.4629276267345313,1.4570081542888182,1.440113654040787,1.4645342930614957,1.3929686709494633,1.4191742142183068,1.379237075537536,1.4252741501666564,1.4098443770410427,1.4538267849783428,1.4990290985007122,1.465850353512808,1.4315156928163961,1.3955011969242697,1.462075811179828,1.4465518731986025,1.4426910429747366,1.4584452836600863,1.4425366296166056,1.4466470629205503,1.4395976556050694,1.500664139792662,1.4179621390995312,1.4337703089845184,1.4060286587215702,1.4656037967868718,1.418857074660995,1.445122153718537,1.411090888461511,1.4558704629652242,1.456664765286965,1.4870268534459545,1.4413314534997375,1.5191030709827469,1.4477159847041172,1.443568792695203,1.4080185069774696,1.4369751480452908,1.4091907214207766,1.4106790405373375,1.4576736607320142,1.443912890598774,1.438395384007084,1.4493956983268448,1.502675552644975,1.3097175912301768,1.4504720674855058,1.4302670233115662,1.4342125244048085,1.5110902392810728,1.4833484597177329,1.4487646968676673,1.4439183102423785,1.4644353685862486,1.433347780787115,1.4768983731958452,1.487566438956756,1.4620936626431116,1.4444307238366383,1.430889765487299,1.4577405345816352,1.5260398648408235,1.399592453540988,1.3509292872646015,1.477496587015921,1.4384139401097673,1.4194119937938057,1.4372169893992606
