Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmoem, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Cosmog, Tier 5","Mew, Tier 5","Mew, Tier 5","Mew, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma, Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Necrozma (Ultra), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Mewtwo Y, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latias, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Mega Latios, Mega Legendary Tier","Alakazam, Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Mega Scizor,Fury Cutter or Bullet Punch,X-Scissor,50,1.1055825806684665,1.1046638847877992,0.9686644534377101,1.1412801123490115,1.1663634148638216,0.9686725933199994,1.3957068218540134,1.4940788679870858,1.2238072728551987,1.4423573109594827,1.555172458639291,1.2046424323617033,1.3565019136167356,1.3744326777609686,1.1425659496448288,1.4604551203114755,1.568707730790702,1.2112351224272593,1.4459055959240947,1.5051452366321199,1.2006546523391823,1.2605588729659696,1.1686143412839045,1.0639990977602356,1.3216846564535911,1.3919118006321958,1.082624590385222,1.2255707297963394,1.2314537559184535,1.0142471692838366,1.0653589095177345,1.074455623858883,0.8820123773073051,1.268012423426511,1.3274563872462,1.1214397980577697,1.2930791727006972,1.3606642167145924,1.0733585128899492,1.303455452588578,1.3349645866395214,1.0778519019198198,1.2343887399229043,1.2801975276665014,1.0259760011650993,1.1242028592654798,1.1491271901967623,0.9357203382550843,1.219381858213761,1.2193811025484436,1.0311803882683968,1.3084713354086717,1.3311487116422145,1.0888686450502352,1.3103581640712674,1.3636377846454268,1.0901494645752883,1.0794323154662604,1.0662026197958716,0.899735198399062,1.3134419043349925,1.3549647383215784,1.0759777977778837,1.1005311961462032,1.0783437348262424,0.9223989518433082,1.1779689817817085,1.2031711861902934,1.0259194378476544,1.0353012478392147,1.0551119758858183,0.9066032011132049,1.276706788724735,1.3136544910722379,1.071047403244811,1.280223744279225,1.3527612178482478,1.062401827798264,1.1785813550621231,1.2392232647974009,0.992868076564084,1.2610809969121453,1.30840386341436,1.0622038465111958,1.18270116373927,1.2579540319476672,0.9930881678027486,1.3762437607795095,1.4482622333601562,1.144144681124685,1.2681502280244354,1.3266193721105226,1.0818624221981241,1.3010922597770676,1.3729574992233278,1.0753587275150607,1.300653611408219,1.388547494057081,1.1103634019332067,1.2980560602728324,1.3811807641864688,1.0849593773542394,1.2862269897112832,1.3473086446306681,1.085352010336669,1.252320489163762,1.3179756658610344,1.0754483250249443,1.4329387276816388,1.5452516459556567,1.18092877300084
Genesect (Shock),Fury Cutter or Metal Claw,X-Scissor,50,1.260143584102506,1.2654254095619415,1.0421504288762289,1.210236057246787,1.2891218876143578,1.0495393964330186,1.6014300879266654,1.711762496975126,1.3213200687814761,1.567410472077418,1.6970520492612557,1.3197134096154777,1.4818452500225427,1.484757692037952,1.231982133732755,1.5810517920226994,1.666369568576617,1.3219117559041897,1.5835294475173847,1.6281644680605207,1.3135551480812566,1.413974702574076,1.3129446336054456,1.1887287454574635,1.4364224967847776,1.4876718063297438,1.1744760201964826,1.3448375604163987,1.3299738967868475,1.1531629234884062,1.196811799175811,1.183322581245464,1.1427296587383804,1.5135852441621678,1.5657678895340361,1.2114836387954646,1.4006600746779252,1.4438120361831392,1.2491089092902292,1.3855078420106806,1.4184646980125937,1.1559739558512125,1.3427947729070153,1.3708358527992803,1.179790664641262,1.2064788691354742,1.2255875315526035,1.062626307671637,1.3812230140895059,1.381572068494008,1.1488160046891551,1.3971987149771228,1.4210340415205795,1.2322780912454605,1.438498445797276,1.4648071248835048,1.2598279298771997,1.2152905584218285,1.1584215113548402,1.0052398295535392,1.4129988467910104,1.4507778636375643,1.1814014687506282,1.5212092948360163,1.2586800139435883,1.2116735995159298,1.2776641055535887,1.284338729711296,1.129956657137151,1.1896082929632128,1.1964763393825373,0.9818388518666398,1.4092319405420104,1.4040571014230037,1.188084745762712,1.4472382122115388,1.5230832910627674,1.19593575633916,1.3271507458935752,1.397553896266216,1.1046196680698048,1.4039787255837464,1.4852604245664809,1.1700292043735445,1.3404892922645746,1.4213796288724903,1.1130133998722491,1.462778807229914,1.5442366050335417,1.2276508727946187,1.450284604601371,1.5191775569642145,1.2131143454228979,1.4132970526340698,1.4951209275985426,1.2087424026780456,1.4754156814918251,1.5417255950431208,1.2422078992293513,1.4562600566299058,1.5452365473502478,1.222042913903866,1.5037170577265804,1.5124224296121516,1.2407156226911475,1.4241066560089535,1.4823665324850792,1.1958395720754924,1.5629679251031625,1.6899878668029373,1.2919861358545202
Shadow Banette,Shadow Claw,Shadow Ball,45,1.273161005997625,1.1027789035544115,1.2746855004760111,1.3071350909542654,1.1917117813464158,1.3071350909542654,1.256959222471542,1.3221920007482237,1.2569936705214135,1.256654872878751,1.3472242933742657,1.2571349433872252,1.3942726753564239,1.3013263818617187,1.3961664420755229,1.3380596640791627,1.346094416531326,1.3401291423337394,1.2924819578366578,1.3140625160120554,1.2934592365310562,1.363295855003956,1.1353501068124172,1.3685248029868193,1.2926427409677714,1.264313847111931,1.2933835050188938,1.266251739767543,1.1603237930613917,1.3910446391368778,1.7146643315337369,1.089424804653173,1.7156436330753522,1.2846036216319827,1.2661113433983442,1.2843192384157174,1.3001169495255265,1.2488043792407877,1.3048550875659126,1.365290621773003,1.2700340088464674,1.4138065339926948,1.4491892466120864,1.2664903270942753,1.4472573616029702,1.3643831125614962,1.1285126920329607,1.3667001163384351,1.3391004660817731,1.2178255025205846,1.3703910555422825,1.3079488427441663,1.2705287543280923,1.3057825508023617,1.2681460071745259,1.2433338942334293,1.2704531078670431,1.3475556485657472,1.0709782439385165,1.3552985884778603,1.3021345248773977,1.2710982334353516,1.295809486751388,1.5714844820432914,1.1335737069471437,1.5706415358148775,1.5331219418173254,1.2194459244006286,1.55539473820385,1.3319197583016276,1.0893021117765114,1.3345088163983672,1.337560536572102,1.2445605003172302,1.343400163146923,1.3025178533771806,1.2209866235031945,1.3040300472480437,1.2576827916438342,1.2483402200010005,1.2623767523169511,1.2641278447504898,1.2263966158799497,1.2678787892975363,1.2397283001339516,1.1866884964379054,1.2300020240961191,1.2949191922647951,1.2761951187575262,1.301396199942879,1.2810307657270246,1.2654727237496062,1.2810307657270246,1.4999428313422298,1.2656080639788838,1.4999428313422298,1.3552596354259148,1.2995830499183674,1.3536164701614846,1.2941103930055236,1.2595230246972995,1.3152056333797033,1.2750172999552252,1.2399906451535476,1.2901096448250493,1.3315924543842463,1.2269248729969273,1.3439440516765813,1.2513679531524073,1.2967111201966486,1.2513679531524073
Shadow Cacturne,Sucker Punch,Dark Pulse,45,1.3701181463411223,1.2616584301766658,1.3699216824579659,1.4614527336970629,1.3132082517544357,1.4614527336970629,1.4968081900269055,1.586514996882299,1.4957932834106908,1.4652524715058497,1.5165966814749738,1.4745725929753972,1.5879593682059092,1.515432605123684,1.6035385002655018,1.6143021405859723,1.686924108652357,1.6143021405859723,1.788628286733908,1.7187532841278081,1.788628286733908,1.3984180662799104,1.2854202496687133,1.398670981970704,1.6061465404372701,1.4530584777112419,1.6086073863575192,1.3887089944512687,1.3081382801707264,1.4070902303794983,1.2541535108668458,1.164813309982004,1.2512226019914796,1.4419648468513477,1.4812540713652815,1.4563169040616137,1.4394734192167913,1.4421296012837936,1.4428244980782448,1.4911396334707336,1.4486806655271853,1.4979168807225884,1.5158580025919774,1.432789251589568,1.5155113071788189,1.3614024590808966,1.287686689664208,1.3664035131189223,1.722200930652216,1.4105278410402589,1.7553725600039194,1.4785238781091266,1.4912602886186526,1.477481737051561,1.4298850647720516,1.4340356924004023,1.4290400921827977,1.3478066968130664,1.1611334982943067,1.3477868000305981,1.6178858377927903,1.4540867975431215,1.6294040546236603,1.5454298919551412,1.2723970235447202,1.548029130742444,1.481102940359863,1.3727225987332237,1.4884267846738106,1.301721375641873,1.239510875365827,1.3014570115248263,1.4464578446478746,1.3847537387836493,1.4464578446478746,1.3822934251696997,1.3942031380908142,1.3822934251696997,1.287822947033161,1.2870248322090108,1.296366837812962,1.302172072759808,1.3663001677481652,1.3026640726955532,1.3004879536725111,1.3307639537496738,1.2980932976422062,1.4686082121914414,1.4633387314848056,1.469237460401701,1.6357990036739052,1.5184897225004292,1.6357990036739052,1.5897138988967767,1.4520388544341307,1.5897138988967767,1.4212756624542862,1.432728151841384,1.4499065755003808,1.4037437684070944,1.4447623610623421,1.4320522685749548,1.5363522233451672,1.4096988994395343,1.5386536802030164,1.453222990409621,1.4545078659809716,1.4694508912377153,1.4703830692117612,1.544147448145857,1.4703830692117612
Scizor,Fury Cutter,X-Scissor,50,1.3122365770072002,1.3190170280351396,1.090738813735692,1.338843605136367,1.3612433835760056,1.1036494003384456,1.6666832301832715,1.781419807165304,1.3815652571967616,1.665154876684188,1.8047180225577937,1.4045939945855739,1.6527696095620725,1.6555521185039725,1.3664912935447997,1.6760381274000882,1.741969756656125,1.4072246736638703,1.6561061013131564,1.7001478851365366,1.3741610566313496,1.480106548859333,1.3754778060231647,1.2459006909148127,1.5062673545406888,1.5499178286048376,1.3144826514632677,1.455213369012771,1.4389758520594116,1.2182345787315279,1.3425149960610139,1.2653494669790286,1.221200773874632,1.5720048505928796,1.623364869779535,1.2671215067487,1.5899323067090176,1.617849681399628,1.3241223346487432,1.47409189990891,1.5062434193002392,1.2273968337488002,1.5000027652675028,1.5257578330810795,1.23513691761162,1.3433328478718431,1.362611482732549,1.1078060275518282,1.4616905391835766,1.4509852805212278,1.2223637135559935,1.470380728961173,1.486484804266483,1.2911407628516154,1.5038798622458476,1.5280934281249534,1.32508533960152,1.3666671819219895,1.2987487619009117,1.1273284685303848,1.4847921291368111,1.5171918023638042,1.302973305396689,1.6316495821007455,1.3169266588611215,1.3425787147490487,1.4724078596333385,1.470431150980652,1.1861581377190344,1.2560775484309556,1.2723930176103027,1.0271097285589252,1.5428415662104595,1.5378754645155446,1.2998051300643525,1.528469938503451,1.6069252010464103,1.25086274699784,1.4140445401013158,1.4710621361691436,1.1836460712031962,1.4648121565233014,1.535711203867741,1.2348191381597975,1.3970224653058516,1.4843384251845737,1.166525397321424,1.5460077374823256,1.608131428173424,1.2952668441600752,1.522921832035947,1.5799019436130046,1.282214156249236,1.5311037539580834,1.6033194194516345,1.2859618111299447,1.5461733992155686,1.6121680899292345,1.2977848393874245,1.5225797454790984,1.613571066373354,1.2823251923138623,1.584970211186386,1.57461645830289,1.3355111280574912,1.5063554912533768,1.5639238393285806,1.2619606630269875,1.6291343885331502,1.7574084539341417,1.4222359736423
Shadow Tyranitar,Smack Down or Bite,Crunch,45,1.047199247704134,1.0706198866662082,1.0471208952041138,1.0738302358481926,1.087453534022817,1.0737818573958628,1.340342099010524,1.4208083536703846,1.3411603773774716,1.3194075946652624,1.412085164508203,1.3222191434889765,1.2836958100810534,1.295903257156025,1.2858743024315957,1.3242821113110008,1.4022469125859485,1.323861163046632,1.3136555756936907,1.3465156176951896,1.3136783326896118,1.0394037075111817,1.0579458346157087,1.0386021054784853,1.2502765960794575,1.2920884101273915,1.250963738585236,1.1062230289600945,1.1258769364067651,1.128454815600391,0.9585652613825668,0.976761981168683,1.0535592684720525,1.2392693696079924,1.2883024457375303,1.2402439850563152,1.1856849239257425,1.2521157497139868,1.1948894234330139,1.1649545520562756,1.1992696424752887,1.1673109717911028,1.2543151423283185,1.2026381112854254,1.2600715651229715,1.0269300057654862,1.0677007814502675,1.027185878261193,1.161980765043124,1.1233818214380487,1.1633797534339636,1.2553767988891034,1.2567917291241024,1.2564096960644717,1.2198195595473689,1.2684802149727772,1.2240014493751108,1.0200396270978322,0.9809539437047888,1.0235532720496578,1.2230165129359278,1.2574895864779643,1.2493735106183783,1.0794665760630617,1.0417106393044337,1.096951472129563,1.1592928369583262,1.174916274351802,1.1732470441040874,1.0637139842298688,1.0213577219280239,1.0638884877369545,1.2182117284510106,1.215250158615064,1.2182117284510106,1.2211702867369212,1.2835662014054725,1.2211702867369212,1.090199711003854,1.1474236615407127,1.090199711003854,1.1965741144424946,1.2478466426110044,1.1965741144424946,1.1253353114325648,1.191905573198819,1.1220039269816462,1.237235933141638,1.3000950942326719,1.2398665106172388,1.284482796703198,1.248411878056044,1.284482796703198,1.2168396597656286,1.243152638869593,1.2168396597656286,1.2511483738499807,1.3033196987866982,1.2599570641330298,1.2093952336884308,1.2629534411979428,1.209081828009201,1.1764765030799127,1.2360588492435414,1.1794310890187651,1.233672754229312,1.2647792853818334,1.2495330079164888,1.3244979871429756,1.4153441757837348,1.3244979871429756
Yveltal,Snarl,Dark Pulse,40,1.2359079113418856,1.2354215758361076,1.232073532958972,1.2625037023853816,1.2825418168356644,1.2693819990346509,1.5268414022148813,1.6314178774648114,1.5285107608086548,1.4939614406363961,1.601019359470524,1.4954296702141423,1.4578636122271094,1.4920876706976187,1.4609821938463696,1.608291149551699,1.6335515054642664,1.6062205670257046,1.537560315756852,1.6296256509507936,1.537278892285555,1.2245793482089091,1.2221323299749092,1.2262303355550537,1.444613032561321,1.473834445652597,1.4454862459701028,1.342222537344408,1.3323061562075929,1.3464792258049711,1.2337676211901596,1.1530306413827185,1.2412873626438006,1.4481481720297382,1.4953867699668881,1.4477383034631863,1.4072248580217066,1.4623515141081882,1.4228480877141652,1.395450070845151,1.4157310279133017,1.3904220796257825,1.3337714746065485,1.3640601984909015,1.3387542562075647,1.2209774402442422,1.2444905560333874,1.2281131497418585,1.3555154689098508,1.3515392209821053,1.3733182510932271,1.4124519264795652,1.4544203367683757,1.4151044466249474,1.3987091093533373,1.4396720684604454,1.3932318727749562,1.1082361977962134,1.1184267590321284,1.1067417195496985,1.4026309314210323,1.4498427193070045,1.398950498408585,1.2132576466912384,1.2253157211206918,1.2190078360728986,1.3249657629997311,1.3470942642212544,1.3323290047576062,1.1632367258341776,1.1798853169908385,1.1614802697696676,1.3163449651046861,1.3655812562313063,1.3163449651046861,1.3773378947548403,1.4570993177815648,1.3794247308457344,1.2607278144597795,1.3171684837208466,1.2633985190924497,1.3747164946227513,1.4149215266156627,1.3695215766793807,1.275650031524606,1.3488565096364489,1.2754063550134929,1.4229772237434788,1.4992545610561103,1.4241591713795345,1.433514634178564,1.4698475998165195,1.438883123578561,1.3867576722121213,1.4381107817505243,1.3867576722121213,1.4302766486017822,1.4883889679291389,1.4789898763636098,1.4142680512081756,1.4784210734803231,1.4249205641624862,1.3961171639345655,1.450413237728643,1.411940677727509,1.4196772328118308,1.4319470353141706,1.4443727322965596,1.507485323244984,1.6024871077583707,1.507485323244984
Honchkrow,Snarl,Dark Pulse,40,1.3595517453939938,1.331616818520275,1.3607490331203613,1.5231406255232134,1.3896829759093807,1.52346359563088,1.5686151804690651,1.6600938974578496,1.5682566768704023,1.5294213385653768,1.6149525905282087,1.5278607748689277,1.6291251715742754,1.6277976625822805,1.6521416727615195,1.7387767190432417,1.7897618874265966,1.7387767190432417,1.6755550639793149,1.7574523331044674,1.6755550639793149,1.3700742240770167,1.3443841752916441,1.3720136967310166,1.5478169613022208,1.5545740006310365,1.5507526891515537,1.84883137365679,1.487416359273646,1.8493996279781983,1.3193972489818253,1.252524500630996,1.313550697817395,1.5900860878909944,1.6364502241862566,1.6352749661625006,1.5970493219792705,1.5924640731224027,1.6117539682530249,1.5490554739263378,1.5520755246117084,1.6103851511717313,1.4310034648801808,1.471025815154772,1.429836867652454,1.4385063458728784,1.3332432731773614,1.4438195643556662,1.6702979323863418,1.5032254944349657,1.834448653360324,1.548363541313256,1.547909642995107,1.5475079844625035,1.547098016869976,1.5612223281773696,1.550734257261998,1.3068213859496214,1.2250204813990846,1.3136291770857238,1.5167361510665562,1.5659901871734119,1.5469560914971063,1.6900943226730785,1.3858880916028298,1.6861742965906332,1.5744494011304797,1.5222715669052502,1.57795580066158,1.3023538783868247,1.2846417724176278,1.3022979329103006,1.4710579171576181,1.4434642617601743,1.4710579171576181,1.4806371361644164,1.5292868053141224,1.4806371361644164,1.3226295103205952,1.3697413427058271,1.3211773708642638,1.3863702537242457,1.4402926798239584,1.3863702537242457,1.3390065441325256,1.411919386884156,1.34701483323358,1.484288964058075,1.5401555227032255,1.4915090282066445,1.5678399009236312,1.59815516014908,1.5678399009236312,1.4889424242641867,1.534769729658123,1.4921774004675068,1.5882957545162417,1.6299383221155226,1.6811279696280146,1.5138826796266234,1.5412126227654945,1.5239506645508871,1.4850887043706196,1.5003172952025827,1.4921945876894713,1.556619781006731,1.5881208062671506,1.6436180388051866,1.5457793278246799,1.6213005194930583,1.5457793278246799
Absol,Snarl,Dark Pulse,40,1.467976223908233,1.361844896075733,1.4730784585392454,1.3988247921160328,1.399269032110897,1.3988247921160328,1.5801470462260514,1.6713952356456956,1.5807295536038786,1.5390159324027268,1.6109381890820422,1.5347577529923488,1.717406773802487,1.650019161214696,1.7247508415906063,1.8106741378235267,1.8311109625661561,1.8106741378235267,1.9150120198636063,1.8902808192094487,1.9150120198636063,1.505224769624233,1.3961413250882295,1.5050571353044664,1.6068590444847652,1.5599684005541858,1.6084403624899277,1.5645068332041445,1.4641070240202405,1.673484621446988,1.3623476012160887,1.2714232766160698,1.3530908117206026,1.5806124254530347,1.5960444019674696,1.5765317021549732,1.6222009004293143,1.594725311279881,1.616351343623671,1.558783147695335,1.566424400158354,1.5682656010482943,1.6007365059554646,1.535761706759973,1.601204642699786,1.3188177562770615,1.335678239396709,1.3204239567047027,1.5445185108405857,1.4871072791602746,1.5474121422570186,1.5986420594838606,1.614239095999518,1.5972165106354659,1.537167504799616,1.5263469132523093,1.5432895366460713,1.3672686037888704,1.2761896948142721,1.369021343857225,1.5974045404301846,1.5723417253475203,1.584295822279878,1.5940785166683535,1.4184369938683696,1.7121256950289718,1.723135759835776,1.5483638617136748,1.7723132003838036,1.410790995410326,1.3568742815861639,1.41031676328808,1.5538986676334634,1.4781324209190612,1.5538986676334634,1.503281288292858,1.5092756344859424,1.503281288292858,1.365001849199084,1.3971765148136954,1.3705127538132915,1.3933401855457281,1.4583024202118577,1.3933401855457281,1.3641431229499037,1.4189275296998527,1.3653489045616594,1.52408956703199,1.5494557699661204,1.5242010358237472,1.6177191716129464,1.6128993943012466,1.6177191716129464,1.6295420860261975,1.5664679808241906,1.6295420860261975,1.6209624594268557,1.5983694957999122,1.6265455790452306,1.5392549351312081,1.5419950166973442,1.5593200683057686,1.475356963977295,1.502402319672659,1.483742193332559,1.6020101181288877,1.5763512711437686,1.6376942546820776,1.5395877651135306,1.6210642858381161,1.5395877651135306
Gardevoir,Charm,Shadow Ball,35,1.7514797599085499,1.7226241328962808,1.7572890314656833,1.847437209301465,1.817562451216852,1.847437209301465,2.0555823247726774,2.1820248368610473,2.0546048537363237,2.0136657841119576,2.173099583601561,2.020711487911632,2.0662777649758044,2.100598881886766,2.0891801129134064,2.2646206823999826,2.3677457925970677,2.2644226497257693,1.857652304905581,1.8599538711452246,1.857652304905581,1.7815433399713287,1.7735914592349689,1.7845826851818192,1.9893388359942592,1.991767643558748,1.9878198866784205,2.2146041642707295,1.9009010728750668,2.2354538224953293,2.00101421136537,1.709354626602733,2.0057847611210016,1.999520291738994,2.0785808775064516,2.0146799436894436,2.0036525772824505,2.0293172142639664,2.028936239622766,1.5881126357268127,1.6000922417840537,1.598726891367407,1.617699693792712,1.585948892326014,1.6193458344932095,1.7210648285343577,1.7494818190320365,1.7221361510082187,1.8678812391349495,1.8398442926424772,1.8916212207445746,1.9653533132657341,2.0152459586102567,1.9668596868277002,2.003213754097395,2.0088156424930306,2.009811566845058,2.0570313921287218,1.6522081266862225,2.0673243702688167,1.9595257039667164,2.016436841745866,1.9727217310529226,1.7748520962071699,1.7303556713086552,1.7683305873902675,1.5282180679325965,1.5272805546835846,1.5215556845445044,1.4791891233645298,1.3775130026853248,1.4777024230536642,1.8825380222967465,1.9118085742771687,1.8825380222967465,1.9624578956667444,2.012737451341354,1.9624578956667444,1.79612811091432,1.81714913018553,1.79612811091432,1.854659949744164,1.922413264931754,1.854659949744164,1.8933188206902223,1.8629508639146695,1.8863177490220606,2.00193288261065,2.076220811625947,2.006923347298412,1.978275796338199,2.001821138442049,1.978275796338199,1.9892967252769838,1.9929291954419452,1.9892967252769838,2.0301858564777504,2.0526838517747383,2.0803126202625206,1.947209112120008,2.035411705007554,1.996250424132793,1.9458981831441284,1.9914380411818677,1.960584007672493,1.9633475519198957,1.9795982975759387,1.9682679499757358,2.034826131874341,2.1356835853433918,2.034826131874341
Genesect,Fury Cutter or Metal Claw,X-Scissor,50,1.260143584102506,1.2654254095619415,1.0421504288762289,1.210236057246787,1.2891218876143578,1.0495393964330186,1.6014300879266654,1.711762496975126,1.3213200687814761,1.567410472077418,1.6970520492612557,1.321505310424547,1.4818452500225427,1.484757692037952,1.231982133732755,1.5810517920226994,1.666369568576617,1.3219117559041897,1.5835294475173847,1.6281644680605207,1.3135551480812566,1.413974702574076,1.3129446336054456,1.1924826257062764,1.4364224967847776,1.4876718063297438,1.1744760201964826,1.3438525423762282,1.3299738967868475,1.1531629234884062,1.196811799175811,1.183322581245464,1.1427296587383804,1.5135852441621678,1.5657678895340361,1.2114836387954646,1.4006600746779252,1.4438120361831392,1.2491089092902292,1.3855078420106806,1.4184646980125937,1.1559739558512125,1.3427947729070153,1.3708358527992803,1.179790664641262,1.2064788691354742,1.2255875315526035,1.062626307671637,1.3812230140895059,1.381572068494008,1.1488160046891551,1.3971987149771228,1.4210340415205795,1.2322780912454605,1.438498445797276,1.4648071248835048,1.2598279298771997,1.2074135728557154,1.1584215113548402,1.0052398295535392,1.4129988467910104,1.4507778636375643,1.1814014687506282,1.5212092948360163,1.2586800139435883,1.2116735995159298,1.2776641055535887,1.284338729711296,1.129956657137151,1.1896082929632128,1.1964763393825373,0.9818388518666398,1.4092319405420104,1.4040571014230037,1.188084745762712,1.4472382122115388,1.5230832910627674,1.19593575633916,1.3271507458935752,1.397553896266216,1.1046196680698048,1.4039787255837464,1.4852604245664809,1.1700292043735445,1.3404892922645746,1.4213796288724903,1.1130133998722491,1.462778807229914,1.5442366050335417,1.2276508727946187,1.450284604601371,1.5191775569642145,1.2131143454228979,1.4132970526340698,1.4951209275985426,1.2087424026780456,1.4754156814918251,1.5417255950431208,1.2422078992293513,1.4562600566299058,1.5452365473502478,1.222042913903866,1.5037170577265804,1.5124224296121516,1.2410783066039037,1.4241066560089535,1.4823665324850792,1.1958395720754924,1.5629679251031625,1.6899878668029373,1.2919861358545202
Shadow Tyranitar,Smack Down or Bite,Crunch,35,1.1240157870266252,1.1398724499605557,1.1240087954293596,1.178173631097928,1.1857406038037857,1.179730205489095,1.4584593405399464,1.5524194755494753,1.4598498833247597,1.4009310524241176,1.5108470007762254,1.3953741735615468,1.388786556591959,1.373279873961788,1.3961604933323983,1.4770671905722903,1.5276427478778296,1.4753541711312974,1.4201165483291098,1.4595990881653373,1.4198966111511397,1.1271485959322214,1.1387460767176643,1.1287343723137528,1.3381109129575326,1.3486006536445674,1.337711856862357,1.2081335125893766,1.2206429125765692,1.257978528581462,1.0908946012801877,1.054496647209523,1.1355107689741613,1.3791900571722477,1.4323389439283556,1.378260954762217,1.294619893831183,1.363154610316263,1.3218125904361513,1.3008346145972087,1.312779715735784,1.3097319689658462,1.376623154414381,1.3155984822368434,1.3816595706830026,1.1372892752923305,1.167719303485824,1.1387533881565395,1.268911815494741,1.223551745379075,1.2748411434072673,1.3760910921542526,1.388277515375302,1.3768666775728675,1.2795353722605938,1.3238167890217873,1.2848341165672141,1.066673404620889,1.028304481017003,1.0683021663315526,1.3234004396515817,1.321261744547179,1.3231020441256536,1.1511096752508816,1.1029806290214712,1.1518607393231424,1.2321813508118915,1.2406432354196966,1.234511960920762,1.1761954664220757,1.126132236438686,1.1750411054315986,1.2716824073234843,1.267718027734977,1.2716824073234843,1.2916356429210576,1.342662247730213,1.2916356429210576,1.1789871549961795,1.2370732326955045,1.1789871549961795,1.293431990554247,1.3376136251451278,1.293431990554247,1.2139804881456266,1.2954650553899671,1.2118235497942424,1.3405163616318019,1.4199819644183014,1.339465424230009,1.3841470136090015,1.3343843419052255,1.3841470136090015,1.3031126667920776,1.3409479074953767,1.3031126667920776,1.3550572198156954,1.403375301512548,1.372497121977414,1.3121212805592943,1.3637853957076058,1.3156001463336553,1.275675626961607,1.3353715114270182,1.2767250756772697,1.31991661740858,1.3297967993777688,1.3694555409331481,1.409714033713935,1.4929719865168165,1.409714033713935
