Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Tapu Koko,Quick Attack,Dazzling Gleam,30,1.4665030151639513,1.4461576912051932,1.465151621707756,1.4736929147938942,1.4729817814046922,1.4747187309023597,1.6309905697450582,1.5496149420096215,1.7177233424323934,1.5594370392398884,1.5323925739867157,1.5791085503844942,1.544238988465375,1.5160421117603942,1.5795945705147871,1.4993638347338636,1.495668472066626,1.5133540344121477,1.5290564870953305,1.5687320795155777,1.5664119469255986,1.504480719237471,1.5567753656232344,1.5028380788726525,1.5572635242959496,1.5314065945435422,1.5790661224104545,1.5259163913273903,1.5982075740825477,1.5259163913273903
Tapu Koko,Volt Switch,Dazzling Gleam,30,1.4702322219274617,1.4691580864614067,1.420665445882837,1.470605555201749,1.5108934311076283,1.4353109016764378,1.521491925219568,1.4929175137160413,1.5856128492649,1.5372967842151464,1.5444736385824989,1.5072799222784756,1.4486397078409365,1.4276679629877966,1.4030590729313819,1.4997870167835547,1.50875617801596,1.4584945255490582,1.4203415382665356,1.4302955811662308,1.3728977939439564,1.4912566388793507,1.5562653694490363,1.4235066788733504,1.436838639004511,1.4351558333240058,1.388581601070442,1.5017796291175267,1.5921800940471162,1.4510235255121373
Sirfetch'd,Counter,Close Combat,30,1.641885051659275,1.4239698857495893,1.6467769704501471,1.5467353130842638,1.3594909763188205,1.5458827332658804,1.6484696804223966,1.4386679163699794,1.6161896796247137,1.4567136562143086,1.4252786696170985,1.5041962043277433,1.5442563298987253,1.437738559522082,1.5493987262129358,1.4550269519454353,1.3960031107305886,1.4733804568828097,1.4440690758455395,1.4402183202324548,1.4514535157277757,1.430925025910962,1.449445466374889,1.4254381440259098,1.4856444508041171,1.4491023433007086,1.5468456847285068,1.3874071997917556,1.4473794962805009,1.3874071997917556
Shadow Venomoth,Bug Bite,Bug Buzz,35,1.8032235191690362,1.5252164116789309,1.4989146032927336,1.6386945765126597,1.549774328891258,1.3649363738850353,1.6843681119196123,1.5702579214024206,1.4015009343448268,1.9101646617173822,1.6497637493319735,1.6412779787121516,1.750605205001828,1.5886505462367806,1.4398666326206322,1.5940768390762636,1.562124936953609,1.4005292803085416,1.6047251504216415,1.6196109874535003,1.3591426782638085,1.5183600283936634,1.5146804350682672,1.2978503495135019,1.6246544070867461,1.5632921712597994,1.3759771063886173,1.6663801848107604,1.6098501650787191,1.392580477826267
Shadow Hitmonlee,Low Kick or Rock Smash,Close Combat,40,1.7050830038047864,1.3887833141343269,1.7145586483661854,1.5083054306571928,1.3193888839449708,1.5089720687850345,1.6078645675091998,1.4598899197507476,1.5840629981852712,1.4303394955311048,1.43415716793414,1.5812651193230611,1.4924062524684905,1.4238358001399807,1.4833191209509866,1.4261246123740818,1.37502819740446,1.4276838669655298,1.4439537509866467,1.4215128393729246,1.4455368991536441,1.360661486633864,1.4105873295354399,1.3602259548847748,1.554385637976846,1.456016500728623,1.551808760475939,1.3344426806361944,1.3947144846666248,1.351272157971189
Lucario,Counter,Aura Sphere,30,1.1152890266548685,1.1083762269411621,1.1155851127281402,1.2541409061597046,1.162782961393718,1.2566271052479523,1.2523295275253412,1.1830432543588096,1.2469702710597101,1.1773796109354724,1.17816460414197,1.294776866886043,1.2273788166308754,1.1882744722711585,1.230580368542199,1.166800420185523,1.1595636756616092,1.1685982698991912,1.1914158358987752,1.1874259798772044,1.1981868742834207,1.158092792059609,1.1874359701464519,1.1584696825547918,1.1986560788201424,1.1919357468694327,1.2180120046551999,1.1854790653716722,1.2466347849482167,1.1854790653716722
Cobalion,Metal Claw,Sacred Sword,30,1.495620267385487,1.540460126303945,1.498325502393793,1.6220061120884135,1.645277133779748,1.6224757374298777,1.6900039766841963,1.755630175408138,1.6890730337408162,1.5907511967036227,1.640155126119865,1.5989622956320468,1.7333699511904785,1.8093715751128387,1.7233938507718225,1.6244320742205185,1.7185891521491283,1.6207668094097658,1.785804191640916,1.9032671215645003,1.795743638888195,1.6356978965398836,1.7440420776745769,1.6374281665404966,1.8195577681300334,1.917904155767072,1.8183817160890878,1.6611823119510252,1.772233565943783,1.6611823119510252
Sneasler,Rock Smash,Close Combat or X-Scissor,30,1.7373007027370604,1.5609240716375181,1.7431497825200613,1.5152337224313897,1.4786409565595504,1.420934872855318,1.6485822944881279,1.5203473674702541,1.7305980628034567,1.546540543060268,1.5583136584328106,1.585084904585261,1.6229419815159425,1.534631981350611,1.6309219800830699,1.5394132093613968,1.500798543422854,1.5465284133488457,1.5106909889130655,1.535215468318792,1.5238626625926872,1.4765169188323646,1.5114193459323984,1.4751616496831295,1.505535022754149,1.524102517250528,1.606051275566464,1.4795204383621845,1.5591969352600528,1.4830524799886142
Escavalier,Bug Bite,Megahorn,50,1.2525401443219308,1.217916946343079,1.056982281126872,1.3821559345923873,1.3173020878188844,1.1717831296743748,1.3452251049598285,1.3355405299195633,1.1400666065276275,1.4073304592286189,1.3443426941357726,1.1837122328075,1.2958839446617225,1.287008510896262,1.109824620059115,1.3275397685054968,1.3253944675454947,1.134258935969617,1.367295425607304,1.4054277582422225,1.146767408676347,1.307058313826395,1.388978816553047,1.0781099010192114,1.3418048004704815,1.3635731229074972,1.1453651751251155,1.3537685951548195,1.4009867893328374,1.1364002789078151
Shadow Poliwrath,Rock Smash,Dynamic Punch,35,1.435022949786437,1.4316949636880612,1.4356480154399185,1.3890019312208697,1.4071030147542913,1.3868444382399447,1.347278082839376,1.393140161108498,1.3454554945693038,1.5573159927460265,1.4634497153384465,1.5745464912870308,1.3830812273472934,1.4159819678485417,1.386876576389565,1.3988847263587745,1.4362952349568616,1.4438911870117275,1.3941520406066412,1.459045079440679,1.4002133653925557,1.4042677376918569,1.4627273781395704,1.4106840128492455,1.3804461646484958,1.427561789244819,1.3803542888916251,1.4527376724680907,1.538374606654461,1.4527376724680907
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,45,0.98543485305193,0.9470670475607172,0.9832321008579908,0.9433558979839639,0.9427285358865881,0.9437890414286733,0.9338794724500246,0.9652320494938819,1.0456562056802066,0.9481348537643954,0.9635890187842423,0.9492443689332055,0.9634059750790376,0.9855597296646894,1.01438464548342,0.955800126543587,0.9669580339532107,0.9583168111864672,0.9638597050525923,0.9909615078077136,0.981374699204729,0.9560611923976349,0.9906047325319249,0.954932223668042,0.9564357046676939,0.973655526718541,0.9665574060118873,0.9801745733203576,1.0379277174316761,0.9801745733203576
Zapdos (Galarian),Counter,Close Combat,45,1.1744472199422784,1.1316465804106035,1.175986760697289,1.115057576024688,1.106702430875241,1.114614732191246,1.1764396124668461,1.1794681096907924,1.1828474701132827,1.1632592410847578,1.1862188232774222,1.1638640602259942,1.2004195010296477,1.2023116277617243,1.2039338600671246,1.1837226858637662,1.2002481548378703,1.1760936305864231,1.2009825946844936,1.2320373994388354,1.2022073043558419,1.1969876004480655,1.2316815437700477,1.1992277005003442,1.1828687562224878,1.2150392778692571,1.1909255068217068,1.1753281942217142,1.241276945847064,1.1753281942217142
Shadow Scyther,Fury Cutter,Bug Buzz,30,1.462475897382941,1.2885419318770577,1.210802334504265,1.3834346461614506,1.2918763672803357,1.191390514875546,1.5101787865599805,1.3599346134580845,1.2656585752678398,1.6344185814342802,1.4534113893937375,1.3532725613412537,1.4657160230067914,1.3466094742275807,1.2846357472339127,1.4593432983608912,1.3492297821516266,1.213994720986241,1.4116208279959976,1.3876662896123126,1.1840144381730082,1.3750746928435906,1.371916620443072,1.1561026856531431,1.474690210497433,1.4071986788284314,1.1994995690582297,1.439015258155151,1.3919031837813984,1.2411225477741996
Pinsir,Bug Bite,X-Scissor,40,1.3951036301256452,1.35402204354584,1.175853139171137,1.4179543229782388,1.3713004615276256,1.2111126704368844,1.4096337814043678,1.4121320540688282,1.2981038606682471,1.473605569074186,1.441396087539453,1.2293383700374387,1.4214919143729987,1.4052656233639074,1.243924013660053,1.4451750086492665,1.4017833576620657,1.2155971777138321,1.4585470028019811,1.4653050779427044,1.2443661165770121,1.4108325679237657,1.4586930924423716,1.1749281893823447,1.426298217755527,1.4315229745358642,1.2275350766029627,1.4283629522030161,1.4978719233839983,1.1976971253393494
Shadow Hitmonlee,Low Kick or Rock Smash,Close Combat,50,1.5152081504679868,1.2823352075362187,1.5198827228523968,1.436175923297761,1.2433480111461683,1.433226056171999,1.5097739624549398,1.3130556067141443,1.4896682460007342,1.2987947326949243,1.3135587322686548,1.3412670314606052,1.3969842806519939,1.3105896271040725,1.392379909655541,1.3254161238592648,1.277149946018323,1.3304878999545482,1.323307912572042,1.3186303900688108,1.3259928596531996,1.2765450516832115,1.3108319948010292,1.2775003393052724,1.3400286366781213,1.3128056411775224,1.3917002036876758,1.2607770591455607,1.315185307026442,1.2641220802228266
Golisopod,Metal Claw,X-Scissor,40,1.6960918151696487,1.6991921283478826,1.4839992450962414,1.7041000801758217,1.7264300587210923,1.486107883505923,1.9115712125602222,1.9601116286926563,1.6722944763973822,1.8526698022377028,1.8725639559167784,1.6109540919281253,1.939456353412533,1.998447721273199,1.6913479841502237,1.8706654004057952,1.9018534976007457,1.6510010343762602,1.9840392699869214,2.124001014013747,1.7032333211062736,1.8105517668543352,1.9208202283420657,1.5757059418541235,1.9999313276364519,2.124200473688048,1.736543468849823,1.8546251068220678,1.9574699290807591,1.6298051827663935
Golisopod,Waterfall,X-Scissor,40,1.7125869964266704,1.73315620988461,1.4426905197263118,1.737041967677461,1.7677878769602693,1.471064478483905,2.0411051897488357,2.10216477080105,1.7296455354974785,1.8871208952923781,1.9000624217829443,1.5573406867875126,2.045238876407384,2.1277857892097343,1.7529516625915522,1.8791040482456707,1.894096117615175,1.5641268200805827,2.1242762188810125,2.2658707554978554,1.7674177026059001,1.8233598763915462,1.9226466417582542,1.5294953463264411,2.1244055832144175,2.2480618208583083,1.7974634183529463,1.9475497249312252,2.057917941925001,1.623488182935561
Golisopod,Fury Cutter,X-Scissor,40,1.4082956623301246,1.390345644436769,1.2398920345190427,1.4864168197992527,1.48826579824288,1.2255784278537805,1.5042564597656924,1.523399560570531,1.2765030751851387,1.5665161738708784,1.5655169235397208,1.3236978151847756,1.5411458205124908,1.5530349896484135,1.2678511502477217,1.5856685763705045,1.595966241961309,1.3415228083412698,1.5462029986383792,1.642297336485482,1.288744831506636,1.516391704804247,1.6114449204962478,1.2737011169912948,1.5407981906798596,1.6122758354053532,1.2815978334625604,1.6478259485393858,1.7448379269683507,1.3369971715950995
Buzzwole,Counter,Fell Stinger or Superpower,30,1.3266328799756437,1.3215593124678409,1.3276945524079473,1.3107771002501434,1.3061131111719377,1.3062700044157858,1.3273863331100604,1.3408425409017806,1.3420601804875016,1.3571586375597429,1.3662906789765363,1.366814800103055,1.392657666511745,1.382895027380727,1.3897914802860603,1.349005462517871,1.3785286753460457,1.3500537827922996,1.3711198130220106,1.4004956184235542,1.3857452328870776,1.3893893468610234,1.4241551797088636,1.388125403573927,1.362063692255845,1.3790155408281404,1.361130716180147,1.420246410185504,1.4805778909999794,1.4159761492618745
Shadow Gallade,Low Kick,Close Combat,35,1.3460265177749569,1.290101858594419,1.3593785664306408,1.6390994623032349,1.272683937295,1.641724893601497,1.5243330842529172,1.343012003955569,1.5238233882991639,1.405112485320581,1.362859527746925,1.4897537555081248,1.4432770165386573,1.3490100870561998,1.4460032221264933,1.3672837449123132,1.309881983697127,1.3727190377030234,1.3524308482954774,1.3363949506724562,1.3761204563830054,1.3652129325394669,1.3866798883590135,1.3724767440913952,1.3822836797859117,1.3773015451886843,1.4415779094014887,1.336486922606827,1.3782792736161822,1.336486922606827
Scizor,Fury Cutter,X-Scissor,35,1.368110078855395,1.3592351080099918,1.189591185786444,1.5961867350136376,1.5009101495167307,1.319550838261201,1.527759484509114,1.4661959555127517,1.3689850305406999,1.5438900932919761,1.5311183878567645,1.3154173880650133,1.48563794981639,1.455115190103626,1.3316945923752803,1.5679758320841912,1.5644184289749812,1.2834316029084165,1.5329362419651893,1.5293375110187573,1.299190613459112,1.501964585832439,1.5781162967367055,1.2673402021677995,1.4947746079246698,1.5300722935450097,1.297549031916313,1.4888425013561488,1.5667609052144151,1.3116757378291508
Yanmega,Bug Bite,Bug Buzz,35,1.377170036730341,1.3224626153498285,1.155571821792861,1.3701301412587477,1.327024566023587,1.15218523398392,1.405479260829426,1.3741455701028427,1.3185123447304241,1.5727903091601556,1.4135323611452066,1.376899608949385,1.48200271511001,1.4412055970210944,1.2862698099239291,1.4163497478763112,1.4112216653652252,1.2063520310705345,1.4222856407587434,1.404034545604692,1.232522051918272,1.4162878242317287,1.4323219710504906,1.1626099959582388,1.4130219137444862,1.4025760909452012,1.2229813425961362,1.392501324936968,1.4476082156703995,1.1669316332524533
Shadow Gardevoir,Charm,Dazzling Gleam,40,1.089514627150541,1.0464792819868214,1.0900133265439473,1.2377539445787267,1.119480004335652,1.2362927708063849,1.24765428420271,1.1486050988364387,1.3010488357934422,1.1570603499924796,1.1473494776021742,1.1767188406424836,1.1439642443158125,1.102926771021436,1.196106039925711,1.1316010875182023,1.1081536640096283,1.1322353965288732,1.1176898539090423,1.1328768991152345,1.1284280098251787,1.0892683515146138,1.1028784591071945,1.0889186635840968,1.112812266396737,1.131227864885461,1.1328513763666028,1.1026960672624775,1.1573872305415296,1.1026960672624775
Shadow Granbull,Charm,Play Rough,40,1.2420350086618086,1.174768988767246,1.2404145917199165,1.1386105943428175,1.1489484673174923,1.139742587532301,1.3374471095136597,1.2551893382633268,1.3137074779258835,1.1911231127380715,1.2133526888839972,1.2750782847333908,1.2396716149760914,1.213825384257873,1.2434336772840082,1.1714904927014689,1.1556323917639537,1.1826293071977279,1.2069011317392064,1.2384567402146713,1.2140752789978162,1.1623068223367692,1.1874255874881823,1.166763266919206,1.2037126941922847,1.225425715712751,1.2589410963557968,1.1681612621514978,1.2365761756045552,1.1681612621514978
Blaziken,Counter,Focus Blast,40,1.5239720222696609,1.2449439252502845,1.5226733741527363,1.3416398886732777,1.2616183770068734,1.3483618363088925,1.5390450561838613,1.3346796188483099,1.5295699902283837,1.3134539344540908,1.293103086266587,1.3244501251010707,1.4778143915526645,1.3569021292855292,1.4711722551762525,1.2955857891445828,1.251637261517579,1.2936531620251146,1.3622841811935018,1.3598346850315821,1.5321763077992636,1.2687034036679523,1.2948495536204494,1.2698117732035386,1.4936316517276547,1.3697937197157146,1.476713715807138,1.2291981275472657,1.2864128572257914,1.2291981275472657
Tapu Bulu,Bullet Seed or Rock Smash,Dazzling Gleam,35,1.393613763462302,1.4291312286236717,1.4346636138168753,1.3883022379640317,1.4448713201259025,1.453790933004476,1.3578069114536717,1.3575484856340816,1.3594066177186501,1.4198610346116705,1.4220269793627802,1.4666438301805294,1.3066227742251924,1.3283172747496608,1.3064250377966093,1.4015600324508812,1.4498650148703742,1.4386256090064808,1.3181089795910528,1.3619387635561921,1.3435886676281872,1.4871953582706512,1.5345293366577775,1.4868474561573566,1.3654534448265965,1.3880336440127532,1.3915845194946321,1.4834372579141966,1.5550756166028805,1.4834372579141966
Gardevoir,Charm,Dazzling Gleam,40,1.2303521608229875,1.2243589104459809,1.2303444604485625,1.2970712417636319,1.2807792280093242,1.2957122911095094,1.2971207164131482,1.3058525295347982,1.447638330543398,1.364757535545224,1.339017364665098,1.3578292062371073,1.2632514085322057,1.2780555550452732,1.3208131368705693,1.3293419715801986,1.3103690739707194,1.3557974128748818,1.2925362442697659,1.3304413456423334,1.317166119649781,1.2703635076639799,1.3117998662049124,1.2720967886354912,1.3159875010247915,1.3059674468795066,1.3245614725048867,1.3167463917705966,1.3848807993692738,1.3167463917705966
Togekiss,Charm,Dazzling Gleam,35,1.324957447641905,1.3289687640765517,1.325016023900538,1.3264127034603816,1.3445040866050706,1.3265661172169667,1.348460295916919,1.3594111926650705,1.3584357906269906,1.354478871870542,1.3826442089105346,1.3691866165690152,1.334743304535042,1.3565705111130297,1.3402444333815244,1.3488525424247189,1.3762470942972473,1.3502545898568192,1.367510077721849,1.4163672957520888,1.3797210694004067,1.3497503510584414,1.410215838022557,1.3491739058713186,1.3721603448260216,1.3863794568590835,1.3726573875278283,1.410866293416265,1.4822392277474574,1.4119626982645668
Toxicroak,Counter,Dynamic Punch,35,1.5323324478644593,1.3953116292567938,1.5395380398496603,1.3582316128077183,1.3542401664418002,1.3589874523362964,1.4750186810312162,1.400798034884553,1.4770327132130319,1.4085658215714207,1.4246931435211088,1.4529686133450563,1.4231133383912513,1.3924328892040392,1.4299886288694452,1.3807161840196203,1.3704592676559506,1.3843124580022201,1.4039302635091404,1.406634876311448,1.4118274717065198,1.363342704305381,1.402042194126472,1.35916833578281,1.3904520002867904,1.4086156286803624,1.4216824971086515,1.3748799441684985,1.4464055661710042,1.3764463973262806
Scyther,Fury Cutter,Bug Buzz,40,1.413987218268671,1.3633425678478654,1.2174265259649504,1.4903002439015132,1.4155339705504633,1.2186482381774404,1.5184515800574567,1.4686016734919394,1.3942400251504745,1.6241315983766376,1.4616457297729721,1.4078113987959608,1.5186890317271076,1.486080450289422,1.3124227488743683,1.4708490989824363,1.4760092681951487,1.2637941879403858,1.5135502196069544,1.5143866465144236,1.2801759736356424,1.4357330895983538,1.4681288522776976,1.2115638143926237,1.4700778780905213,1.493536538991533,1.2477378204117862,1.5263628435862753,1.5852839297786527,1.2392058992623427
Shadow Hitmonlee,Low Kick or Rock Smash,Close Combat,45,1.5969976106583865,1.3190876258098747,1.6098131257110608,1.4620756448966044,1.2572953249609136,1.4630751539725835,1.5579346580344857,1.3505633635944534,1.5452594757111404,1.380259979396982,1.3475031352849198,1.5370618606867823,1.4814909958648763,1.3460045815185144,1.4537249362096107,1.3583110700534904,1.3086388891884433,1.356676880196742,1.3506613174880882,1.3494006372154568,1.378705519269142,1.2991263782148241,1.3348090828491277,1.2998492188835469,1.4283474978906696,1.3796815417459904,1.4539580844464357,1.3099779458077372,1.3732469476511007,1.3079153513533086
Pinsir,Bug Bite,X-Scissor,30,1.4786745474583425,1.4228693998693163,1.2510670582433177,1.5194018318551488,1.4587465663787056,1.2877259716099143,1.686825561985245,1.515738988749151,1.4522034232329855,1.6276611296111008,1.5926245104604357,1.4327173864671636,1.6832208773222181,1.588875690947735,1.4060952199000296,1.5888499330598922,1.5461358595143435,1.3398938115801704,1.5809258444833234,1.5510945779071754,1.379881237480867,1.570204565778127,1.5950164403164102,1.3081896913327062,1.5670683949514015,1.5508881877786793,1.4020812869019417,1.502419219420174,1.5573764188061774,1.2868390842984514
Blaziken,Counter,Focus Blast,35,1.619870571394489,1.3250937843289814,1.619378504115472,1.52225859633688,1.2826083839194546,1.5217669342427516,1.6175831613818215,1.4268095379421424,1.6064994738811618,1.3838901355491593,1.3536963216574536,1.418097457477719,1.5067592277918513,1.3843584680019325,1.4966867207606718,1.3926367914429805,1.3237871270981654,1.4003782606674142,1.4502057794942607,1.4363132150189264,1.690059304440343,1.3362486799488276,1.3362088728370223,1.325128707584972,1.5690446161623284,1.444813769323178,1.5655132835645253,1.3147924140570038,1.3761483879465382,1.3147924140570038
Machamp,Counter,Dynamic Punch,40,1.1422588981609905,1.153968407989873,1.1439602803114335,1.1435510972194047,1.1569841849923177,1.1438323030536401,1.1385506687046685,1.1800393914617422,1.1870280326909248,1.1818895748491585,1.194558146346398,1.1832583114267254,1.1764840611285525,1.2015508825944547,1.205323305673992,1.1475439795536113,1.1860647278048861,1.1509676659744308,1.1840238293230498,1.2257800319952064,1.2006229462860787,1.1738609767041388,1.2269916139684465,1.172683666317643,1.1622790270063903,1.2107019374379644,1.177053931402057,1.212831320074184,1.2842239177808727,1.212831320074184
Shadow Pinsir,Bug Bite or Fury Cutter,X-Scissor,30,1.3399764270618755,1.2107822601177578,1.140098297727633,1.3227587673589511,1.249641612811936,1.1298149777376079,1.4577639773411115,1.32812172642055,1.2172312424264107,1.5139577457218893,1.3618273960450182,1.3398029521132355,1.4290695329018794,1.3379033398792346,1.1608794898973291,1.3655404116538192,1.3180752964395783,1.1651675783238156,1.3945867413861643,1.3592145618519578,1.155046427618047,1.3308736400586545,1.3301248427442578,1.1140704455888073,1.433744117092733,1.355612301852248,1.185832921652094,1.3593013072087183,1.3247362142571335,1.1635660748718917
Durant,Bug Bite,X-Scissor,45,1.352500440657265,1.3406620274507222,1.146097334513167,1.5028675192605436,1.4363975560924978,1.2642021071774863,1.4709325500399428,1.4658985839954297,1.384038246552074,1.496948833285772,1.4655448793075423,1.3002633678948674,1.4199334632716156,1.4206878891030033,1.256003865082179,1.5062390514074926,1.5045273186884796,1.2844951930938813,1.5295416004901066,1.526300981557625,1.332171506597811,1.5047286363516301,1.575627988855836,1.2477220447756707,1.491732845749468,1.5179004952578254,1.2854994522849594,1.4667589700885728,1.5392551513362045,1.2385360336037725
Scyther,Fury Cutter,Bug Buzz,35,1.5313900644694933,1.4857274227692507,1.2625185832735404,1.542950579893456,1.4646300630230038,1.2641562412090226,1.63298876557388,1.5202419090899493,1.4532644588835488,1.693037746096922,1.541785817617733,1.4520463503197085,1.654853819432325,1.562433826082324,1.3608091689154806,1.5548837727738238,1.5122619374463122,1.3740565360611214,1.574631987908654,1.5543154158896721,1.321395997334373,1.5171125727678987,1.5072610912954616,1.2599607070374321,1.5419398157826032,1.5402990303280757,1.3235199517417824,1.5626779145336067,1.6294380082436364,1.2827071536608525
Shadow Hariyama,Counter,Dynamic Punch,35,1.230464728724266,1.123236258169964,1.2332037474562059,1.10007601098084,1.0923519182940473,1.1010804229706892,1.1331970312116921,1.1373088053641833,1.2327933332473089,1.1018993679513862,1.1284537026998511,1.108824580792235,1.1303367434478224,1.1329137833165859,1.1523441245790935,1.0990050647488425,1.1126996999407235,1.1078342554797986,1.0953572381952859,1.1462820456190956,1.121060873472978,1.1045220131459403,1.1464485577490928,1.1035022699813426,1.0943084224082462,1.1489020438650017,1.1132785426695884,1.1266326375827658,1.1955672384443337,1.1266326375827658
Shadow Hitmonchan,Counter,Close Combat,35,1.737074854761146,1.4536162827755532,1.7438008870119166,1.6170384586672761,1.426918378398668,1.6164133107890675,1.6677463931239729,1.4821023403783598,1.6472064086787905,1.5643440225959724,1.5161782286501855,1.6961402156727403,1.604159372181328,1.4776469291517944,1.5881776982553857,1.4959355960674965,1.4335693017067475,1.5100783401681839,1.4852134518141817,1.4626901323787262,1.4932235842697277,1.4403681159030264,1.4734865115979274,1.4411364949109193,1.6015181735208444,1.4965625398004752,1.607493576713837,1.4112350909477935,1.4628912153401796,1.409775256981591
Hariyama,Counter,Dynamic Punch,40,1.2291635880005913,1.2421505142781857,1.228141085102936,1.2151585760504149,1.2562107266055094,1.2147593839662694,1.1995794568482843,1.2711041691838647,1.215157970553768,1.226979745735887,1.274196562193264,1.237150217815972,1.2357308477278865,1.2770505601981037,1.257839999559116,1.2331991201702666,1.2973201505016576,1.246105620228871,1.256176553620778,1.3168951590445994,1.2682571446678814,1.2807272694954344,1.3467805993136148,1.2876902954372953,1.2503499114066006,1.3061885900414183,1.2443631334080159,1.304885193977639,1.3894556865545586,1.304885193977639
Genesect (Burn),Fury Cutter,X-Scissor,30,1.3580847699947123,1.341084835870748,1.1833279326853743,1.5725023924110906,1.4813139408504035,1.2876607048639857,1.4578831605606772,1.4372197698684643,1.340936972488149,1.5206116674460037,1.5105965829521053,1.2892532455827708,1.4414726991830789,1.429021843960166,1.3140177198586966,1.5387481616441403,1.53625280184084,1.2640111046505564,1.498343393450777,1.50366158827585,1.2767124445221172,1.4754586767709035,1.5531755526439812,1.2375018751080833,1.4913349695708824,1.5264623053766226,1.2840905495029422,1.4738095698839488,1.5466484556759428,1.2830333784238463
Genesect,Fury Cutter,X-Scissor,40,1.2594460893670738,1.2615232764959647,1.0463712096798603,1.3224687046480466,1.3054307099124056,1.1560201034230142,1.3245194839929664,1.3409160919634615,1.1776807133162612,1.3598994120573213,1.3508586197456989,1.1551142350320764,1.3145833739007753,1.3311524521411342,1.1129698857927002,1.3711412205569156,1.3780100287295312,1.1686155728519279,1.367917910978043,1.4167325711586065,1.175911796167873,1.3734952828676337,1.4489448145931336,1.112162029937606,1.399961579778984,1.4279584855898457,1.1429107582971796,1.380130127849395,1.4565810820849172,1.1373401258331186
Terrakion,Smack Down,Sacred Sword,35,1.2504592182829144,1.2895217043732787,1.2493383464402905,1.431890934733676,1.3094003831231793,1.432457827559985,1.417306905001824,1.3338786513057954,1.4163837042754635,1.2597157649798085,1.2997802494415118,1.2601212754749742,1.364892856027526,1.3191854669970846,1.3705690892624562,1.2821271414779576,1.338795306113321,1.302641637153678,1.326754214974755,1.3697688893668751,1.3272791591367823,1.3482261145285284,1.4071309425975218,1.3416413703580587,1.321469310260226,1.3661390188806648,1.3881857215332634,1.3651948265971185,1.4579128232050302,1.3651948265971185
Conkeldurr,Counter,Dynamic Punch,35,1.1330405262248937,1.1441484276102492,1.1339651497967635,1.1252185223440019,1.143628384012241,1.1247080921064563,1.1291951965408713,1.1750955166698143,1.1537939326825961,1.1609153539758794,1.1877457601849386,1.1748783554349407,1.1685602017778642,1.1931158183631818,1.1900738664232007,1.1448208085884168,1.176326767433642,1.1550430306534958,1.1769106381180825,1.2141443394795113,1.1908930810846106,1.1580391344816718,1.2204661132460626,1.1595601939181543,1.1510427762270194,1.2011173931365755,1.158132184316624,1.206660703149823,1.2831164015648304,1.206660703149823
Accelgor,Infestation,Bug Buzz,30,1.802053418343093,1.6419793256074395,1.4972482511693,1.739388407360655,1.6769008228038425,1.4532584660142662,1.8034944379209097,1.737704831495339,1.5420478633240622,2.0245182780144986,1.8465116100950827,1.7961038084682603,1.8306876502908913,1.7137931629929404,1.5018017822731606,1.7228636223252023,1.6975522531494025,1.4473897865995682,1.6565322266243903,1.711836882061367,1.4267544646372308,1.6244896092847876,1.614590990543807,1.363877078961196,1.7049532740532518,1.6910942835248952,1.4029497049054758,1.717903472177572,1.6638976056250987,1.4340992894342754
Golisopod,Metal Claw,X-Scissor,30,1.9614957242892064,1.9495574287693114,1.7235135161601038,1.961332247170966,1.955736651737909,1.7185026269074444,2.183971381950546,2.2112297338671554,1.8628269180462869,2.0735183872229066,2.0804427549200897,1.9529239131683553,2.157866195410766,2.1893821195860834,1.8425593310321644,2.007782704613714,2.013372685359925,1.7875707874182651,2.2302299007303588,2.3704557108370796,1.950583538024555,1.9898183915252257,2.109137353930534,1.7473365989700735,2.163256382975183,2.2589153820346444,1.9035233460321743,2.08481194634333,2.200963193282242,1.8291552301769767
Golisopod,Waterfall,X-Scissor,30,1.931054052177381,1.932546055360796,1.6282806710809548,1.9512847005047154,1.946362333137498,1.6464826179577814,2.2844584377848345,2.316902550122057,1.9015365954656416,2.0606953128992562,2.0657874355396384,1.8985269013850716,2.364472399749431,2.4090736845585927,1.9545084236379902,2.0455126438399103,2.025021417652353,1.736906857873944,2.3382759461727702,2.470134414435868,1.9691770548662095,1.9629194157869232,2.061513346367307,1.656168137930874,2.301158384789707,2.397683472437727,1.9741951039327486,2.0279944043651446,2.128359768608888,1.7027453193363393
