Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Shadow Honchkrow,Peck,Sky Attack,45,1.2046966268186647,2.1444652000000004,1.5194913613885384,2.1443462,1.2006865958204045,2.143689,1.6097616831757562,1.8571260000000005,1.4602293486437115,1.0879729,1.4037927937591554,1.7255536,1.5779225192120576,1.783061,1.1349935306808046,1.8821133,1.4550727631425449,1.7016406,1.0700615428164748,1.2976586,1.4862699178750236,2.139946,1.1439123201094297,1.703421,1.8158647885017898,0.86906725,1.3550856688053228,0.86606026,1.5747424093919244,1.0088644,1.1764267041745473,1.3037696,1.2993069078843134,0.8163447,1.6391577329624079,1.1694132,1.0851444285706269,0.9898073,1.3812912076180446,1.3353679,1.4195813142780869,3.288316
Shadow Alakazam,Psycho Cut or Confusion,Fire Punch or Psychic,50,1.6245365325294245,2.8433316,1.3604333915059104,1.941305,1.623999921651714,2.84051,1.4306919236227302,1.6795677,1.2388472576978566,0.9326355,1.2990871796645538,1.574241,1.3826219503282648,1.563266,1.7165851749337497,2.5155842,1.2946086379253394,1.4756389,1.5686267467856814,1.8263963,1.317799811110622,1.9542046000000004,1.7005203009012904,2.463898,1.97417047492153,1.2349898,1.3188864540215892,0.80901265,1.4101881865252273,0.903843,1.6727167581303446,1.8321595,1.889223103351167,1.1988978,1.3500214073384045,1.0528369,1.57720498267958,1.4020952,1.3934517528354249,1.2458583,1.6115545446272372,4.581987
Lugia,Extrasensory,Aeroblast++,35,1.3288828697850357,2.9092858000000006,1.4760398306038827,2.5532258,1.323514127251473,2.9025123,1.4813029789957683,2.108954,1.485762339340823,1.2464702,1.5596431594610198,2.101258,1.4639510480585445,2.0387635,1.3670985389036707,2.4895658,1.4674990788055926,1.9204832,1.179352380236716,1.708046,1.496975442729079,2.526939,1.3174706094877273,2.273641,1.3593684428639008,1.0894793000000003,1.4470094799183395,1.0216771,1.420859319309719,1.1550766,1.3146872095446425,1.6857098,1.3255403973757325,1.0151525,1.3609967428250962,1.3766413,1.3314938789614341,1.3382562,1.3297240744764407,1.5404643,1.2037530252066997,4.1938667
Tapu Lele,Astonish or Confusion,Future Sight or Moonblast,45,2.0152761699911332,4.016973500000001,1.6267605492807193,2.5497475,2.014293309401239,4.0123954,1.5955743875423452,2.0810483000000004,1.5077751739871303,1.2071289,1.6239697986800259,2.0638936,1.6309121708298013,2.0257978,2.1765409698029647,3.4881,1.5739072930882263,1.8631085,1.9380447064578636,2.3823006,1.6457792642907838,2.5404847,2.04138468255295,3.1204128,2.038424045876753,1.497158,1.6452367339430436,1.0414913,1.6206331754201833,1.1429889,1.6160253721131563,1.8959172,2.0597843800970006,1.4523959,1.5833530640366764,1.3621064,1.530042174861441,1.4372537,1.688947129171551,1.6453078,1.6180445098229836,4.831917
Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,30,2.160117149747686,,1.7443810161141464,,2.1634766763890543,,1.6992195120404965,,1.7378136662840447,,1.7246278292144932,,1.620520380532772,,2.151392620572635,,1.73450466017582,,1.9293546124171654,,1.7171711640830345,,2.2305160830870907,,2.2975704916785435,,1.686087061223969,,1.5007988816099442,,1.7970014902506941,,2.419761619142808,,1.5242598771301836,,1.7827712526176516,,1.587468424723076,,1.582427355139894,
Mega Gallade,Charm,Psychic,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4083404130353694,1.7946866,,,,,,,,,,
Togekiss,Air Slash or Charm,Aerial Ace or Dazzling Gleam,30,1.6219256408819847,3.6094067,1.7308033299231356,3.1348570000000007,1.622533200439498,3.600658,1.738550832256108,2.5813491,1.6830029698167481,1.5031381,1.7436098037287324,2.6188612000000004,1.6364021819659986,2.5314243000000003,1.7017358777963834,3.1183026,1.7341778239909253,2.3190598,1.4577665742523052,2.1529727,1.6989245733064802,3.1207697000000008,1.5581993816381783,2.7689798,1.5469544375737112,1.329654,1.9780437324412823,1.4526191,1.9644035812879164,1.6555266,1.5153252031862439,2.0516105,1.5430470685271775,1.2283672,1.5714408869695047,1.7099864,1.497313287111566,1.5965357,1.9159958722562116,2.2357213,1.531193071223734,5.511924
Gallade,Confusion or Charm,Psychic,40,2.1267327665495355,,1.6544663295525759,,2.1283899423391657,,1.615577118512233,,1.6420063191418013,,1.6306185026178746,,1.6279485112811056,,2.172714872804994,,1.646315288179651,,1.8798746244414422,,1.6522947434115136,,2.0910332164944623,,2.1469904794487498,,1.60396756448025,,1.845760005888179,,1.9259122716603732,,2.1617331601083984,,1.6203546773593482,,1.8426019603944068,,1.5869214134679714,,1.7488738503823569,
Mega Pidgeot,Gust or Wing Attack,Brave Bird,35,1.1171964074550456,2.3178551000000005,1.4145558214837988,2.3199868,1.1161801808715768,2.3148184,1.3863562975624173,1.9349458,1.4384994655631786,1.1829042,1.3551057841628102,1.9062247,1.4155621166952304,1.9297391,1.1257651313709864,2.005348,1.4260329103100682,1.8163272,1.0,1.3914666,1.3779096591112083,2.3179832,1.0975575034963285,1.8358178,1.2266105418464643,0.8934344600000003,1.2894404162732342,0.91296923,1.6108892964459993,1.0921115,1.1083131605061622,1.419989,1.1028946409774507,0.84155655,1.3614926590905048,1.2824498,1.1493742999944256,1.0978214,1.24899016693844,1.437353,1.2151789725299993,3.67242
Shadow Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,35,1.768572654338977,3.962793800000001,1.4455637253754003,2.5757523,1.7704479579656538,3.958107,1.4663631559224544,2.08283,1.4762278829240134,1.2203772,1.4768178893446244,2.0343487,1.434032043850286,2.029802,1.8556440329456416,3.2674768,1.4591549581924956,1.8852435,1.6399364178820082,2.340833,1.5124116038328015,2.5742984,1.9119267015424097,3.1691353,2.162336122307088,1.5808812000000005,1.4660568102081657,1.0254967,1.3255417743048743,1.1220733,1.5282529459141454,1.9796082,2.103270486106531,1.5038794,1.3229674714506068,1.3550172,1.5714070267617184,1.546223,1.3338357448382403,1.5291526,1.4101630702390862,5.042717
Shadow Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,30,1.0861563351964745,2.4621205,1.3895244562899434,2.4701984000000006,1.0878526289390693,2.4578714,1.7136882702299416,2.15526,1.37444172467269,1.2166749,1.3881718813661714,2.0480883000000003,1.292887564498469,1.9975336000000004,1.0599125723413096,2.0332434,1.4156009452689289,1.9103502,1.002239240182887,1.5217807,1.323407339559632,2.4148183000000003,1.0649130783670937,1.8973883,1.1000860971534094,0.9253387,1.2122742021791355,0.93113405,1.2576542360835488,1.110348,1.1149056260384416,1.4895936,1.0908737613179766,0.8616273,1.3144252753757604,1.3496474,1.0958841123812735,1.1425835,1.1831425951483874,1.4418262,1.0,3.8177273
Gardevoir,Confusion or Charm,Synchronoise or Psychic,30,2.0597055961170936,4.695678,1.6014870956398082,2.9367967000000004,2.062749323287207,4.692647,1.6545127802379567,2.4663231,1.5746227778081383,1.3915737,1.6194599379012882,2.4181068000000003,1.6347834752791381,2.3702948000000004,2.3077203106592243,4.1310697,1.5982372625011814,2.1974578,1.7976703710490385,2.7411563,1.6355135719540896,2.9787388000000004,2.0598490358303247,3.6620972,2.0422313853681664,1.7901212,1.7537612183451445,1.2670478,1.5841571500677556,1.3434585,1.6168065085511023,2.1895263,2.277463043827099,1.7316815,1.5976853312405406,1.5980765,1.571665630260729,1.6746776,1.6447520991403808,1.9336582,1.4984868054482154,5.619543
Shadow Honchkrow,Peck,Sky Attack,35,1.158034207183775,2.2768404000000007,1.4583741925515923,2.2731566,1.1516178810424715,2.2732584,1.7756605094506155,2.0621023,1.4739963488469339,1.1964104,1.3812762960956422,1.8692192,1.6631530720024537,1.9642704,1.1595370977451214,2.042089,1.5764646118099068,1.8934121,1.1108487712728154,1.470116,1.627909481662313,2.3641272,1.1352699892054388,1.8559825,1.7873250442187356,0.9526397000000002,1.4570614274452731,0.96162635,1.5252152975692355,1.0986865,1.1803672717175469,1.4097673,1.2865645064529767,0.87646013,1.5102355787960513,1.2917742,1.161167181280906,1.100655,1.3899195825167827,1.4668406,1.3196298172738439,3.6363206
Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,45,1.2357525505153757,2.4913680000000005,1.6648267449971905,2.5307047,1.2389903066245191,2.4844098,1.7035589937405702,2.1787167000000003,1.6298126538885884,1.291694,1.6517140893779896,2.0702736,1.656735167538291,2.0507052,1.2235303957538461,2.162336,1.6532629344234344,1.9640862,1.3208452576095369,1.5749087,1.62172515639935,2.505356,1.3049674381466592,2.0431838,1.2764699647849864,0.9672956,1.4734658277897992,0.98109764,1.5735945228092394,1.1431453,1.3020176462928235,1.5431591,1.284241597335223,0.8896812,1.6561171246905342,1.4099296,1.2679345497913046,1.196562,1.4300233654601042,1.4978015,1.3035662852577887,3.8736246
Victini,Quick Attack or Confusion,V-Create or Psychic,50,2.1798964298669623,4.1872334,1.7651862724154503,2.6919184,2.184956671321967,4.1854625,1.7651028655290946,2.2392826,1.744746198817265,1.3359401,1.7930108614639073,2.1894271,1.7209097617475604,2.1278846,2.3046831190592605,3.7728164,1.7899356592705316,2.0619817,1.8757493638635607,2.240233,1.722518118824282,2.6224205000000005,1.9600816696089276,2.9456198,1.8944673122554272,1.4127294,1.7179522984458353,1.0653672,1.6517701164711955,1.1816849,1.842801181856127,2.139753,1.991876573828008,1.3534713,1.69787492539731,1.4482319,1.8730261064514317,1.7019211,1.7055715814526897,1.6424998,1.7410518523866152,5.3416076
Shadow Lugia,Extrasensory,Aeroblast+,50,1.26757084429438,2.3915603,1.4040173922692747,2.0855155,1.2675465697262756,2.3789244,1.3407537503170759,1.720495,1.338127677747034,1.0088047,1.3512821141379694,1.6867309,1.3828344318645462,1.6732826,1.2557104228911358,2.0722132,1.334063026670438,1.5504544,1.1911421707237873,1.3958826,1.3570969259777057,2.0278115000000003,1.2192012443560016,1.8801553,1.2407225030229152,0.8954531,1.3613591768703401,0.83345896,1.3330460249442666,0.92258346,1.2115252456460852,1.4006016,1.2340120415704754,0.8402031,1.3487020358085735,1.120461,1.1888414486623033,1.0962762,1.3348261051651658,1.2677627,1.1881187904041572,3.490016
Unfezant,Air Slash,Sky Attack,35,1.3828463209391773,2.9332132000000004,1.7548164149715693,2.9400587,1.3884842263850306,2.933892,1.7879855467692214,2.4946718,1.8402027125703508,1.5065509,1.7980468919372767,2.4242828,1.9377393705813268,2.4558513,1.4679853435566481,2.6427326,1.863085075507784,2.3550081,1.2764471785982483,1.8110566,1.755744079890805,2.9686744,1.4347827367526094,2.3384967,1.6125482598975698,1.1482469000000002,1.675598233957339,1.1761408,2.030350819593322,1.4303524,1.4960557952039137,1.8587161,1.4789595300675449,1.0858201,1.964619590002156,1.6578592,1.4850652055617455,1.4096676,1.6497875386477148,1.871624,1.727867513246161,4.7969646
Rapidash (Galarian),Psycho Cut,Megahorn or Psychic or Play Rough,35,2.5011449018452088,,1.9621266488028113,,2.378502713713194,,2.058777038083909,,1.8968282440955915,,2.0312199968243374,,2.0477687959212787,,2.7068429409722503,,1.8872896916937116,,2.2194821123913586,,1.9858173378927448,,2.468095542911449,,2.529432140311634,,2.182438617312185,,2.046780326427423,,1.6817122265550424,,2.859678694538027,,1.8717318541462762,,1.6897592027887585,,1.992102224744241,,2.0850432690499856,
Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower or Psystrike,45,1.4897862331663336,2.8377476000000006,1.1809707901643878,1.8483561,1.4927706434970374,2.9536939,1.1926357385868436,1.5552777000000004,1.1973064449491837,0.9210018,1.1960356130545746,1.5127854,1.1797709300340173,1.5112649,1.4943886470665166,2.5458026,1.1839910559525855,1.4186934,1.4515226100337577,1.7615207,1.1984277804459227,1.8805298,1.5593202220549054,2.3636506,1.5537184190752855,1.1701746,1.150223804724839,0.75000846,1.1428232377880614,0.8328659,1.4350981464224073,1.7515998,1.652679931228296,1.1069651,1.1465203416907161,1.02216,1.4382619207779006,1.3469517,1.1816504702024055,1.189558,1.4307751144726073,4.344531
Rayquaza,Air Slash,Aerial Ace or Hurricane,30,1.3597607393442068,2.956044,1.6860471003506137,2.9632194000000003,1.3605415179139564,2.9571612,1.5988985943112992,2.3167193,1.5941088866001218,1.3866608,1.6255975244812229,2.4049604000000007,1.567765779587341,2.3449285000000004,1.2852834325787266,2.3701386,1.5870087531902826,2.1380076,1.1218777359735117,1.6863703,1.7050005881278538,2.8711212000000006,1.2454989638143283,2.1779711,1.2797818013678386,1.0777981,1.5334217242156172,1.13725,1.4519844528578083,1.296724,1.280965221647756,1.7346008,1.2765636216141498,1.0174911,1.5808316063706804,1.5592624,1.316714999990314,1.3369945,1.4140304027661141,1.7194145,1.2741152145854162,4.593947
Yveltal,Gust,Hurricane or Psychic,50,1.303296726422373,2.5139844,1.627835511074813,2.5056427,1.302791322693118,2.5064573,1.6486101378765976,2.0971932,1.6752714562736355,1.2708766,1.6561478363961881,2.0565724,1.6777488650320453,2.081292,1.3551777163325067,2.2206564,1.688753203827592,1.9580187,1.2730360927115483,1.5057791,1.6756063247475548,2.5325885000000006,1.347168747240537,2.0184035,1.3430210949429968,0.98358893,1.6214680350990573,1.0054766,1.5953066920782908,1.1576123,1.2893318643975789,1.497777,1.385867369606489,0.91376746,1.6708898358866424,1.4018788,1.2909821282291067,1.1691555,1.6280900144934363,1.5674908,1.2753989384913726,3.7528353
Shadow Gliscor,Wing Attack,Aerial Ace or Earthquake,40,1.6946313770881765,3.3705626,2.1431647102307267,3.3758087000000008,1.699848211463943,3.370649,2.2958569065846595,2.8272414,2.122355856100349,1.660723,2.1055379194657564,2.7407691,2.2099710936499375,2.7755632,1.7602655620886247,2.9777277,2.1256756524500364,2.577851,1.521865112653734,2.0499892,2.033112441511187,3.3464541,1.6741912609829284,2.5854554,1.6866438403444224,1.2651273,1.941515361029279,1.2975392,2.153934281588409,1.4346411000000001,1.7322688777153408,2.0613797,1.6339564606656085,1.1875119,2.0907742548881814,1.8240432000000004,1.7167054940945126,1.5966803,1.9855988312289832,2.0948052,1.7803764622992144,5.2599807
Shadow Alakazam,Psycho Cut or Confusion,Shadow Ball or Fire Punch or Psychic,40,1.6369114140971712,3.046834,1.3803382339767862,2.1056545000000004,1.626698657140713,3.049847,1.4561956601162644,1.7969209,1.2769391548924616,1.0042671,1.303289411869593,1.7061648,1.3573219186175067,1.6751883,1.680761167531136,2.682923,1.2988073742460051,1.5904472,1.4879547245999922,1.9747335,1.3268554710192906,2.1453197,1.7281354432212035,2.6814458,2.0904186115738947,1.3356082,1.3377876059640474,0.8985903,1.441137506594878,0.9984869000000002,1.662093963925546,2.0357084,1.8672658301642684,1.3395581,1.356702685571769,1.1323966000000003,1.5620334039825463,1.4916986,1.3362692708845574,1.3328537,1.5046427765221753,5.2884593
Espeon,Confusion,Shadow Ball or Psychic,40,1.9413065795257531,3.9603922,1.5449085715545123,2.5055263000000005,1.9404424458507572,3.9576337,1.5123751227535893,2.1129248,1.5144574832271482,1.1984403,1.5478492664446375,2.0686316,1.62229834479281,2.0195155,2.1184882682734565,3.5712292,1.5351325090594539,1.8987657,1.7614615616853675,2.385523,1.5254388912474781,2.494359,2.052265937695417,3.1638474,2.4685501253230044,1.5930525,1.5614686166055434,1.0535549,1.5632440589193144,1.1529024000000003,1.6182728570967182,1.9457604,2.177997412446901,1.5484127,1.635879349069213,1.3742802000000003,1.5207568034222025,1.4590303,1.5311185189813676,1.5743991,1.7721424691759544,4.793428
Shadow Gliscor,Wing Attack,Aerial Ace or Earthquake,30,1.7142721149470352,3.7194703,2.131912240334731,3.717754600000001,1.7220155968325932,3.7227104,2.2905398696055954,3.0985966,2.088389655990886,1.8041475,2.098371594756733,3.063361200000001,2.1856615067891396,3.0742111000000008,1.901253023785908,3.320527,2.1397307117875037,2.8300762,1.4949659760507914,2.2424846,2.0691489875507325,3.748258600000001,1.6469395750109588,2.8411431,1.6735605650454923,1.3834835,1.9682457997943066,1.428814,2.1101369347166763,1.5996029,1.6702055645540141,2.2121563,1.6281264063122862,1.2966778,2.0957239884495085,2.0347342,1.6931848076449953,1.7022372,2.0438372312774247,2.3232913,1.7521679892434256,5.7647986
Shadow Scyther,Air Slash or Fury Cutter,Aerial Ace,40,1.5699915930450719,2.9849327,1.9804269358640534,2.9856400000000005,1.5717868961056747,2.9850125,1.9217871399407134,2.4885225,1.783028229599869,1.4038082,1.9336417126606456,2.415752,2.106379306762399,2.4384542,1.4540643825575708,2.4806838,1.8251668513014796,2.210677,1.5092803336516158,1.837114,1.8369349052726212,2.9379303,1.4606285898112772,2.2486186,1.4786840446847545,1.0947986,1.8282677508567307,1.206804,2.089663939843951,1.5165311000000004,1.5218954320610332,1.8152962,1.3936815280765742,1.0285666,2.045269618177559,1.6523098000000005,1.483599844151393,1.3548716,1.7356161802905135,1.8023099,1.9496514288067424,4.9232674
Toucannon,Peck,Drill Peck,30,1.5555133401496057,3.3458195,1.9224751100517914,3.343367000000001,1.5541325530157486,3.3492649,2.07386475809821,2.9052804,1.9628920307839268,1.692181,1.9325792742037453,2.7728777000000004,2.0026816939084595,2.8115711000000005,1.6026118848102364,2.9528878,2.032023820777011,2.6540403,1.3534073674408493,2.0599802,1.9157347190666962,3.398712000000001,1.5263432330449296,2.6406565,1.713063413977472,1.3068222,1.8597661057192212,1.3505102,1.984185127498411,1.600325,1.6540003940064527,2.1455262,1.6668157674235722,1.2492946,2.0844144732661722,1.8523358,1.566376957305887,1.585955,1.7500282813333887,2.0648,1.799230324445436,5.3448296
Scyther,Air Slash or Fury Cutter,Aerial Ace or Bug Buzz,40,1.7881586283700341,,2.2563147464973774,,1.5550588080162058,,2.13035034287303,,2.1104933156774512,,2.1954440423676744,,2.383654887145528,,1.5304596388022367,,2.150751529598888,,1.8060740184540172,,2.1285807780344563,,1.7142692797879575,,1.706573373355,,2.1358882943545963,,2.4912104746204986,,1.7615953455159394,,1.6466843002616633,,2.373180769707742,,1.7274091462438708,,2.0009078486033562,,2.045684122629489,
Shadow Scyther,Air Slash or Fury Cutter,Aerial Ace,30,1.6388750302586872,3.3596642,2.036143655353946,3.362705000000001,1.6234969876700445,3.2280152,1.9987794776106291,2.7480152,1.7764729036119853,1.5354362,1.9054991078578754,2.6725440000000003,1.9485064547641993,2.7115107000000003,1.5024353055550055,2.7716498,1.8374480007562148,2.45981,1.438993738640335,2.0088685,1.9078205218148514,3.294350900000001,1.403429388643172,2.453195,1.4405216164725922,1.2029169,1.8821384521383384,1.3425972,2.036301379247553,1.7280724,1.5381366761009487,2.0289848,1.4572881919982923,1.1537246,1.875845970166557,1.8077675,1.4574271561602226,1.4955875,1.6748932629205768,1.972022,1.8821093453702384,5.495885
Tornadus,Air Slash,Hurricane or Grass Knot,45,1.472456897152785,2.7518450000000003,1.8643135001768665,2.7527125,1.470511643383504,2.7471902,1.660153154582358,2.1803200000000005,1.7330649300547376,1.3080913,1.7624617828046196,2.27584,1.7671491569692248,2.2138133,1.4433421206815047,2.363398,1.6698949659446956,1.9921955,1.36555397401704,1.6159778,1.7750925333487686,2.7455797,1.4019692687879346,2.0817606,1.3891053624697285,1.0227427,1.7066067018190867,1.0843577,1.8751527305244706,1.2506161,1.3896086147095987,1.6293373,1.3715772515756712,0.9464077,1.799236771328948,1.4958576,1.3457199728730482,1.2578136,1.6674610131366596,1.6556752,1.6057697154355561,4.527578
Shadow Gardevoir,Confusion or Charm,Synchronoise or Psychic,35,1.758218185788901,3.814829800000001,1.3842024746071486,2.3715348,1.7562922468796067,3.8125403,1.4474935242195555,1.9919732,1.3459800898405982,1.1181111,1.4389642021842577,1.9556472,1.4552714658082726,1.9264462,2.0847534740691627,3.4074802,1.3508889218505729,1.7639078,1.5537115570535238,2.2302582,1.413460303144229,2.4224548,1.7500243601682164,2.948208,1.7586605686211116,1.4405707000000003,1.5999073087484947,1.0310177,1.467826620999552,1.1085743,1.4488532131028413,1.8065213,2.000383355500903,1.3978937,1.358933129102622,1.2832541,1.3687651067595765,1.3358496,1.4250195655705022,1.5765167,1.2762525751943397,4.5483665
Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower or Psystrike,35,1.4369359943262534,3.071171800000001,1.1508401777041344,2.0617685,1.4387481059282334,3.1965563,1.1882007990766839,1.6949197,1.1893120769658037,0.9936638,1.189804612143873,1.6563215,1.1418150545832717,1.6497165,1.5165068602855412,2.7163515,1.1783959336816214,1.5427814,1.3289217771437867,1.9250479,1.1769323415754007,2.0503855,1.5368398762577087,2.58415,1.6500236540590738,1.2777137000000003,1.156472289358409,0.8178019,1.1647029668883377,0.9119593,1.4587758488445062,1.9004588,1.666522380450881,1.185051,1.0761515881342112,1.1107805,1.4915488952553728,1.4731518,1.1198366582497796,1.2879404,1.3196399689741787,4.7009315
Shadow Mewtwo,Psycho Cut or Confusion,Psystrike,45,1.2566029520031536,2.5443606000000005,1.0,1.5943187,1.2613816602237637,2.5434153,0.9999999999999999,1.3195293000000001,1.0,0.7678526,1.0,1.3005356,1.0,1.2866597,1.3319538735937575,2.2647903,1.0,1.2049117,1.2156396815820918,1.4986187,1.0,1.5878649,1.3200561163952975,2.0049775,1.5917660829089353,0.99665934,1.0,0.6405635,1.0,0.7163629,1.243545902969567,1.4926125,1.410446367126914,0.9399757,1.0,0.86871886,1.2297908775225606,1.1533375,1.0,0.99084073,1.2174116315845465,3.661025
Shadow Crobat,Air Slash,Shadow Ball or Sludge Bomb or Air Cutter,45,1.828147006341134,3.487877000000001,2.319858191802098,3.4802203,1.4484649698830794,3.4891467,2.0844982764812303,2.7047317000000004,2.0811718793279863,1.61146,1.8926140820162578,2.4242878,2.2136821382104537,2.7382188,1.7269973928453004,2.899267,2.1250913767289097,2.5114408,1.658588021819878,1.9838815,2.1513149695440394,3.3490357,1.6542954076346987,2.5343673,1.6396660522599458,1.2081763,2.0498520235846405,1.2918591,2.271401648709821,1.5557762,1.9353274099499098,1.8534987,1.6631493689689048,1.1690731,2.2207105942032754,1.8207697,1.4985456621800972,1.3687559,2.0100311531045336,2.0075397,2.131011050166524,5.020187
Honchkrow,Peck,Sky Attack,45,1.3212314456501615,2.5415726000000003,1.676962284049245,2.5402613,1.3209251727965288,2.537987,1.6755700215710567,2.1545710000000002,1.691883492864642,1.2782174,1.6805233280312997,2.0773146,1.831865353618144,2.0905197,1.3169860495224432,2.1902032,1.6874242841552234,1.9798797,1.281482682320552,1.5291039,1.779636223220995,2.573988,1.3767942016148804,2.016562,1.520124663777402,0.9893109,1.5915759668935172,1.0056713,1.8661234589602496,1.1790501,1.3264639674509417,1.5554569,1.4823743100414692,0.95766395,2.0097172125109415,1.4094583,1.2839190060434829,1.16712,1.5920487190184032,1.5609235,1.7384963259021289,3.8003662
Rayquaza,Air Slash,Hurricane,45,1.3515236728113549,2.5958250000000005,1.711765124165811,2.5920086,1.3473761316733062,2.587518,1.5181631520623857,2.0147326000000003,1.596486284267639,1.2228627,1.6292273226448428,2.0587852,1.6853207927389446,2.0646226,1.265420864027977,2.1345263,1.5969111041622228,1.9107311,1.2517405009818812,1.4954566,1.6243252939609019,2.4981399,1.2847110092906477,1.9180032,1.298389408020055,0.94317734,1.5432426794862741,0.990882,1.5147504365445423,1.1179351,1.3062901343726048,1.5207042,1.2381882707288958,0.8866713,1.6116622034255736,1.3713448,1.2717873648397862,1.1770539,1.5222469653581219,1.5033222,1.4087883829007954,3.859871
Shadow Staraptor,Gust or Wing Attack,Brave Bird,50,1.1604089811798595,2.0900455,1.4627912169147377,2.0915236,1.158819534037407,2.0911436,1.440453795837466,1.786397,1.4240304124770315,1.0440402,1.3909375641703494,1.7535448,1.6257349885845465,1.7431645,1.1801960172138817,1.8584791,1.4978029227749503,1.654545,1.120395144331516,1.262981,1.4570169018756916,2.1197011000000003,1.1376227370654215,1.6426728,1.3162138186614873,0.8132002,1.3745997802402032,0.83215684,1.7654142030841087,1.0029792,1.194744915050665,1.3017814,1.1951607171932275,0.771692,1.7766216313049814,1.1746734,1.1613410217464795,0.9837334,1.4033467747505008,1.30568,1.5545475420731973,3.4312508
Shadow Zapdos,Thunder Shock or Charge Beam,Drill Peck,40,1.1616243688791414,2.3490531,1.4695135725061683,2.3433860000000006,1.22940357705252,2.5041008,1.3221146939864143,1.8016926,1.486491277627229,1.1838784,1.4545876616398363,1.9494874,1.474473887992468,1.9305758,1.22734581229528,2.1451266,1.34603901175906,1.6643564,1.1622279562087559,1.5664967,1.4074745927068815,2.3600762,1.2227337940053309,1.9456694,1.1970202800666407,0.9358153,1.3957853363794865,0.9463778,1.4658884528913994,1.0411806000000001,1.1460142536835494,1.4059733,1.21229013327995,0.8964378,1.547019745635429,1.3068871000000002,1.15397314252118,1.1094885,1.4083364785804238,1.5528038,1.2869704439642464,3.5944211
Shadow Alakazam,Psycho Cut or Confusion,Dazzling Gleam or Fire Punch or Psychic,30,1.6191589422454655,3.315663,1.351466265734558,2.3727574000000002,1.6185539472863053,3.3127875,1.4466500719172422,1.9965794,1.2751610316043638,1.1092192,1.2832842772243842,1.8967819000000004,1.2870675898061275,1.8927085000000003,1.8125980057045685,2.9957578,1.321042518196427,1.7651972,1.4906260302251584,2.1864328,1.4226327605485047,2.4261040000000005,1.7181304093916432,2.9147565,2.3149223164875172,1.5149418,1.5177865432644388,1.0081191,1.3516554197100779,1.1212275,1.712388678096581,2.284095,1.872437693610174,1.4592553,1.3386152007642853,1.2749577,1.5720940436685285,1.6526206,1.3392396679971095,1.508044,1.631074428545246,5.759932
Shadow Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,30,1.5441701418965517,3.5221763,1.2628141889902529,2.3202963000000003,1.5468622691689107,3.516773,1.3145106068370893,1.98101,1.3647724292126868,1.1999421,1.2853586130351096,1.8613740000000005,1.2585943103663053,1.9348998000000004,1.5573774968573821,2.8462358,1.3904145193307496,1.8691571,1.4578029813971536,2.186103,1.3126997695896665,2.3821154000000004,1.6879851686368517,2.9985871,1.8613683652954143,1.4782633,1.2390522096168037,0.92338514,1.3490967886506215,1.1536735,1.526194587693139,2.1794028,1.955810463908414,1.4510925,1.2472058320244088,1.3053615,1.4638039584895208,1.5400703,1.1613015868157084,1.4068218,1.486752341766072,5.468481
